Summary_file = g2_00_w0.sum
Title = Ghab2_W0_9900
      year       day       DAS tt_since_emerg          stage            lai     biomass_wt       grain_wt        leaf_wt        stem_wt      biomass_n        grain_n         leaf_n         stem_n            cep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)          no3ppm(1)          no3ppm(2)          no3ppm(3)          no3ppm(4)          no3ppm(5)          no3ppm(6)          nh4ppm(1)          nh4ppm(2)          nh4ppm(3)          nh4ppm(4)          nh4ppm(5)          nh4ppm(6)    n_conc_leaf    n_conc_stem   n_conc_grain
    (year)     (day)    (days)             ()             ()      (m^2/m^2)         (g/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)           (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)            (%)            (%)            (%)
      2000        50        60        150.934          3.213          0.011         10.293          0.000          9.172          0.176          0.604          0.000          0.545          0.017         -0.060              0.261              0.263              0.261              0.241              0.240              0.260              0.275              0.288              0.295              0.300              5.136              7.486              8.192              7.061              5.488              5.524              0.962              1.368              0.824              0.126              0.010              0.004          5.939          9.722          0.000
      2000        51        61        161.784          3.228          0.012         10.336          0.000          9.189          0.201          0.604          0.000          0.545          0.017         -0.068              0.248              0.259              0.260              0.243              0.241              0.260              0.275              0.288              0.295              0.300              5.299              7.466              8.211              7.107              5.495              5.522              0.930              1.326              0.788              0.120              0.010              0.003          5.931          8.475          0.000
      2000        52        62        170.334          3.241          0.013         10.372          0.000          9.203          0.223          0.605          0.000          0.545          0.017         -0.077              0.240              0.256              0.258              0.244              0.241              0.260              0.275              0.287              0.295              0.300              5.477              7.465              8.225              7.148              5.502              5.521              0.893              1.281              0.750              0.114              0.009              0.003          5.924          7.650          0.000
      2000        53        63        178.984          3.253          0.014         10.395          0.000          9.212          0.237          0.605          0.000          0.545          0.017         -0.081              0.251              0.255              0.257              0.245              0.241              0.260              0.275              0.287              0.295              0.300              5.552              7.546              8.246              7.185              5.510              5.520              0.861              1.239              0.715              0.109              0.009              0.003          5.920          7.209          0.000
      2000        54        64        187.484          3.265          0.014         10.418          0.000          9.221          0.250          0.605          0.000          0.545          0.017         -0.084              0.249              0.254              0.256              0.245              0.241              0.260              0.275              0.287              0.295              0.300              5.642              7.608              8.269              7.218              5.518              5.519              0.831              1.200              0.682              0.104              0.009              0.003          5.915          6.813          0.000
      2000        55        65        195.734          3.277          0.015         10.436          0.000          9.229          0.262          0.605          0.000          0.546          0.017         -0.086              0.251              0.254              0.256              0.246              0.242              0.260              0.275              0.287              0.295              0.300              5.703              7.679              8.293              7.247              5.526              5.518              0.806              1.166              0.653              0.100              0.008              0.003          5.911          6.521          0.000
      2000        56        66        204.734          3.290          0.016         10.484          0.000          9.248          0.290          0.605          0.000          0.546          0.017         -0.094              0.238              0.252              0.255              0.247              0.242              0.260              0.275              0.287              0.295              0.300              5.835              7.683              8.306              7.272              5.534              5.517              0.782              1.136              0.627              0.096              0.008              0.002          5.901          5.879          0.000
      2000        57        67        212.984          3.301          0.017         10.529          0.000          9.266          0.317          0.606          0.000          0.546          0.017         -0.102              0.251              0.252              0.254              0.247              0.242              0.260              0.275              0.287              0.295              0.300              5.865              7.762              8.326              7.294              5.542              5.516              0.763              1.109              0.604              0.093              0.008              0.002          5.890          5.515          0.000
      2000        58        68        218.534          3.309          0.017         10.548          0.000          9.274          0.329          0.606          0.000          0.546          0.018         -0.105              0.245              0.251              0.254              0.248              0.243              0.260              0.275              0.287              0.295              0.300              5.936              7.793              8.341              7.314              5.550              5.515              0.746              1.086              0.585              0.090              0.008              0.002          5.885          5.450          0.000
      2000        59        69        223.033          3.316          0.018         10.575          0.000          9.285          0.345          0.607          0.000          0.546          0.019         -0.110              0.233              0.249              0.253              0.248              0.243              0.260              0.275              0.287              0.295              0.300              6.058              7.779              8.346              7.330              5.558              5.515              0.729              1.066              0.567              0.088              0.008              0.002          5.878          5.385          0.000
      2000        60        70        228.082          3.323          0.019         10.607          0.000          9.297          0.364          0.608          0.000          0.546          0.019         -0.116              0.229              0.247              0.252              0.248              0.243              0.260              0.275              0.287              0.295              0.299              6.179              7.769              8.346              7.343              5.566              5.514              0.712              1.046              0.550              0.086              0.008              0.002          5.870          5.343          0.000
      2000        61        71        234.582          3.332          0.019         10.617          0.000          9.301          0.370          0.608          0.000          0.546          0.020         -0.116              0.245              0.248              0.251              0.249              0.244              0.260              0.275              0.287              0.295              0.299              6.202              7.827              8.351              7.354              5.574              5.513              0.701              1.030              0.536              0.084              0.007              0.002          5.867          5.385          0.000
      2000        62        72        241.682          3.342          0.020         10.664          0.000          9.320          0.398          0.609          0.000          0.546          0.021         -0.125              0.232              0.246              0.251              0.249              0.244              0.260              0.275              0.287              0.295              0.299              6.292              7.821              8.350              7.363              5.582              5.512              0.690              1.015              0.523              0.082              0.007              0.002          5.856          5.292          0.000
      2000        63        73        248.530          3.352          0.021         10.702          0.000          9.335          0.421          0.610          0.000          0.546          0.022         -0.133              0.227              0.244              0.250              0.249              0.244              0.260              0.275              0.287              0.294              0.299              6.395              7.812              8.348              7.370              5.590              5.512              0.676              0.999              0.510              0.080              0.007              0.002          5.846          5.280          0.000
      2000        64        74        257.280          3.365          0.022         10.737          0.000          9.349          0.442          0.611          0.000          0.546          0.023         -0.138              0.223              0.243              0.249              0.249              0.245              0.260              0.275              0.287              0.294              0.299              6.500              7.808              8.345              7.375              5.597              5.511              0.662              0.983              0.497              0.079              0.007              0.002          5.837          5.269          0.000
      2000        65        75        266.580          3.378          0.024         10.819          0.000          9.382          0.491          0.614          0.000          0.546          0.025         -0.163              0.220              0.241              0.248              0.249              0.245              0.260              0.275              0.287              0.294              0.299              6.608              7.812              8.343              7.379              5.604              5.510              0.646              0.964              0.483              0.077              0.007              0.002          5.817          5.186          0.000
      2000        66        76        277.180          3.393          0.026         10.900          0.000          9.414          0.540          0.616          0.000          0.546          0.028         -0.182              0.218              0.240              0.248              0.249              0.245              0.260              0.275              0.287              0.294              0.299              6.723              7.831              8.346              7.381              5.611              5.510              0.625              0.941              0.466              0.075              0.007              0.002          5.797          5.138          0.000
      2000        67        77        287.530          3.408          0.028         10.970          0.000          9.442          0.582          0.618          0.000          0.546          0.030         -0.186              0.215              0.239              0.247              0.249              0.245              0.260              0.275              0.287              0.294              0.299              6.838              7.853              8.349              7.383              5.618              5.509              0.603              0.917              0.449              0.073              0.007              0.001          5.780          5.100          0.000
      2000        68        78        292.678          3.415          0.029         11.033          0.000          9.468          0.620          0.620          0.000          0.546          0.032         -0.196              0.213              0.237              0.246              0.249              0.246              0.260              0.275              0.287              0.294              0.299              6.948              7.872              8.350              7.383              5.624              5.509              0.584              0.896              0.434              0.071              0.007              0.001          5.764          5.111          0.000
      2000        69        79        299.763          3.425          0.031         11.125          0.000          9.504          0.675          0.622          0.000          0.546          0.034         -0.221              0.211              0.236              0.245              0.248              0.246              0.260              0.275              0.287              0.294              0.299              7.057              7.894              8.351              7.381              5.630              5.508              0.564              0.874              0.420              0.069              0.007              0.001          5.742          5.088          0.000
      2000        70        80        308.263          3.438          0.033         11.202          0.000          9.535          0.721          0.625          0.000          0.546          0.037         -0.240              0.209              0.235              0.245              0.248              0.246              0.260              0.275              0.287              0.294              0.299              7.161              7.914              8.350              7.378              5.635              5.508              0.546              0.854              0.406              0.068              0.007              0.001          5.723          5.097          0.000
      2000        71        81        319.013          3.453          0.036         11.314          0.000          9.580          0.788          0.628          0.000          0.546          0.040         -0.271              0.222              0.235              0.244              0.248              0.246              0.260              0.275              0.287              0.294              0.299              7.232              7.958              8.350              7.374              5.640              5.507              0.533              0.835              0.394              0.066              0.007              0.001          5.697          5.056          0.000
      2000        72        82        331.413          3.471          0.038         11.420          0.000          9.623          0.852          0.631          0.000          0.546          0.043         -0.286              0.212              0.234              0.243              0.248              0.247              0.260              0.275              0.287              0.294              0.299              7.327              7.985              8.351              7.370              5.645              5.506              0.516              0.816              0.381              0.065              0.007              0.001          5.672          5.023          0.000
      2000        73        83        341.613          3.485          0.041         11.538          0.000          9.670          0.923          0.634          0.000          0.546          0.046         -0.313              0.246              0.237              0.243              0.248              0.247              0.260              0.275              0.287              0.294              0.299              7.290              8.128              8.366              7.366              5.649              5.505              0.511              0.797              0.368              0.064              0.007              0.001          5.644          5.003          0.000
      2000        74        84        351.563          3.499          0.044         11.694          0.000          9.732          1.016          0.638          0.000          0.546          0.050         -0.345              0.229              0.236              0.243              0.248              0.247              0.260              0.275              0.287              0.294              0.299              7.348              8.181              8.379              7.361              5.653              5.504              0.501              0.779              0.355              0.062              0.007              0.001          5.608          4.947          0.000
      2000        75        85        359.313          3.511          0.047         11.871          0.000          9.803          1.123          0.643          0.000          0.546          0.055         -0.386              0.225              0.236              0.242              0.247              0.247              0.260              0.275              0.286              0.294              0.299              7.417              8.221              8.389              7.356              5.656              5.502              0.489              0.762              0.344              0.061              0.007              0.001          5.567          4.912          0.000
      2000        76        86        368.813          3.524          0.050         12.096          0.000          9.893          1.258          0.649          0.000          0.546          0.061         -0.445              0.222              0.235              0.242              0.247              0.247              0.260              0.275              0.286              0.294              0.299              7.492              8.250              8.394              7.348              5.658              5.499              0.478              0.745              0.333              0.060              0.007              0.001          5.516          4.869          0.000
      2000        77        87        379.813          3.540          0.054         12.347          0.000          9.993          1.408          0.656          0.000          0.546          0.068         -0.528              0.219              0.234              0.241              0.247              0.247              0.261              0.275              0.286              0.294              0.299              7.573              8.276              8.398              7.340              5.660              5.496              0.466              0.729              0.322              0.058              0.007              0.001          5.461          4.856          0.000
      2000        78        88        392.663          3.558          0.058         12.568          0.000         10.082          1.541          0.663          0.000          0.546          0.075         -0.582              0.216              0.233              0.241              0.247              0.248              0.261              0.275              0.286              0.294              0.298              7.660              8.305              8.402              7.332              5.662              5.493              0.452              0.712              0.311              0.057              0.007              0.001          5.413          4.859          0.000
      2000        79        89        403.863          3.574          0.061         12.858          0.000         10.198          1.715          0.671          0.000          0.546          0.083         -0.651              0.213              0.232              0.240              0.246              0.248              0.261              0.275              0.286              0.294              0.298              7.749              8.332              8.403              7.323              5.663              5.488              0.439              0.695              0.301              0.056              0.007              0.001          5.352          4.817          0.000
      2000        80        90        417.213          3.593          0.066         13.201          0.000         10.335          1.920          0.680          0.000          0.546          0.092         -0.728              0.211              0.231              0.240              0.246              0.248              0.261              0.275              0.286              0.294              0.298              7.839              8.359              8.402              7.312              5.663              5.483              0.424              0.677              0.291              0.055              0.007              0.001          5.281          4.771          0.000
      2000        81        91        427.413          3.608          0.069         13.489          0.000         10.450          2.093          0.688          0.000          0.546          0.100         -0.795              0.209              0.230              0.239              0.246              0.248              0.261              0.275              0.286              0.294              0.298              7.929              8.386              8.401              7.302              5.663              5.478              0.410              0.661              0.282              0.054              0.007              0.001          5.223          4.785          0.000
      2000        82        92        439.613          3.625          0.073         13.890          0.000         10.611          2.334          0.699          0.000          0.546          0.111         -0.907              0.207              0.229              0.239              0.245              0.248              0.261              0.275              0.286              0.294              0.298              8.013              8.405              8.393              7.289              5.663              5.473              0.397              0.646              0.273              0.053              0.007              0.001          5.143          4.751          0.000
      2000        83        93        450.313          3.641          0.077         14.251          0.000         10.755          2.550          0.709          0.000          0.546          0.121         -1.006              0.296              0.275              0.249              0.246              0.248              0.261              0.275              0.286              0.293              0.298              6.760              9.178              8.810              7.297              5.663              5.468              0.407              0.645              0.268              0.052              0.007              0.001          5.075          4.748          0.000
      2000        84        94        461.963          3.657          0.080         14.650          0.000         10.915          2.790          0.722          0.000          0.548          0.132         -1.078              0.276              0.271              0.255              0.246              0.248              0.261              0.274              0.286              0.293              0.298              6.703              9.050              9.021              7.317              5.662              5.462              0.417              0.644              0.265              0.051              0.007              0.001          5.021          4.715          0.000
      2000        85        95        475.663          3.677          0.085         15.225          0.000         11.144          3.135          0.742          0.000          0.554          0.146         -1.219              0.259              0.264              0.257              0.247              0.248              0.261              0.274              0.286              0.293              0.298              6.865              8.847              9.073              7.334              5.660              5.453              0.425              0.642              0.263              0.051              0.007              0.001          4.971          4.645          0.000
      2000        86        96        487.113          3.693          0.089         15.750          0.000         11.355          3.450          0.763          0.000          0.561          0.160         -1.377              0.251              0.259              0.257              0.248              0.249              0.261              0.274              0.286              0.293              0.298              6.997              8.735              9.069              7.348              5.657              5.444              0.433              0.641              0.261              0.050              0.007              0.001          4.937          4.643          0.000
      2000        87        97        500.263          3.712          0.103         16.368          0.000         11.602          3.821          0.788          0.000          0.569          0.177         -1.598              0.245              0.256              0.257              0.248              0.249              0.261              0.274              0.286              0.293              0.298              7.117              8.657              9.035              7.354              5.654              5.434              0.439              0.639              0.258              0.050              0.007              0.001          4.905          4.627          0.000
      2000        88        98        512.963          3.730          0.119         17.051          0.000         11.875          4.231          0.816          0.000          0.579          0.195         -1.876              0.240              0.253              0.256              0.249              0.249              0.261              0.274              0.286              0.293              0.298              7.233              8.601              8.987              7.354              5.649              5.423              0.440              0.636              0.255              0.049              0.007              0.001          4.873          4.612          0.000
      2000        89        99        526.263          3.749          0.137         17.820          0.000         12.182          4.692          0.847          0.000          0.590          0.215         -2.186              0.236              0.250              0.254              0.249              0.249              0.261              0.274              0.286              0.293              0.298              7.348              8.562              8.933              7.346              5.644              5.410              0.439              0.632              0.252              0.049              0.007              0.001          4.839          4.589          0.000
      2000        90       100        541.613          3.771          0.164         18.944          0.000         12.632          5.366          0.890          0.000          0.605          0.243         -2.671              0.232              0.247              0.252              0.249              0.249              0.260              0.274              0.286              0.293              0.298              7.447              8.516              8.858              7.322              5.635              5.394              0.433              0.625              0.247              0.048              0.007              0.001          4.791          4.522          0.000
      2000        91       101        557.413          3.794          0.194         20.256          0.000         13.157          6.153          0.943          0.000          0.624          0.276         -3.313              0.228              0.245              0.251              0.249              0.249              0.260              0.274              0.286              0.293              0.298              7.534              8.469              8.770              7.286              5.622              5.373              0.424              0.615              0.242              0.048              0.007              0.001          4.746          4.483          0.000
      2000        92       102        573.313          3.816          0.227         21.654          0.000         13.716          6.992          0.998          0.000          0.645          0.311         -3.898              0.224              0.242              0.249              0.248              0.249              0.260              0.274              0.286              0.293              0.298              7.614              8.426              8.681              7.243              5.608              5.351              0.413              0.602              0.236              0.047              0.007              0.001          4.702          4.450          0.000
      2000        93       103        592.963          3.844          0.263         23.222          0.000         14.343          7.933          1.062          0.000          0.669          0.351         -4.607              0.221              0.239              0.247              0.247              0.249              0.260              0.274              0.286              0.293              0.298              7.683              8.380              8.582              7.190              5.591              5.326              0.399              0.587              0.230              0.047              0.007              0.001          4.661          4.426          0.000
      2000        94       104        614.713          3.875          0.305         25.051          0.000         15.075          9.031          1.131          0.000          0.694          0.394         -5.197              0.217              0.237              0.245              0.247              0.249              0.260              0.274              0.286              0.293              0.298              7.746              8.335              8.480              7.131              5.571              5.297              0.383              0.569              0.224              0.046              0.007              0.001          4.604          4.367          0.000
      2000        95       105        635.963          3.906          0.350         27.052          0.000         15.875         10.231          1.211          0.000          0.724          0.445         -6.119              0.214              0.234              0.243              0.246              0.249              0.260              0.274              0.286              0.293              0.298              7.788              8.272              8.360              7.058              5.546              5.265              0.366              0.551              0.217              0.045              0.007              0.001          4.559          4.348          0.000
      2000        96       106        655.713          3.934          0.403         29.421          0.000         16.823         11.652          1.302          0.000          0.758          0.502         -7.195              0.210              0.232              0.241              0.245              0.248              0.260              0.274              0.286              0.293              0.298              7.805              8.189              8.222              6.973              5.517              5.228              0.348              0.532              0.210              0.044              0.007              0.001          4.504          4.309          0.000
      2000        97       107        678.157          3.966          0.471         32.441          0.000         18.031         13.465          1.418          0.000          0.802          0.574         -8.767              0.205              0.228              0.238              0.243              0.248              0.259              0.274              0.286              0.293              0.297              7.781              8.063              8.045              6.861              5.479              5.182              0.329              0.510              0.202              0.043              0.007              0.001          4.446          4.263          0.000
      2000        98       108        695.307          3.991          0.554         36.235          0.000         19.549         15.741          1.545          0.000          0.850          0.652         -9.630              0.202              0.226              0.236              0.242              0.248              0.259              0.274              0.285              0.293              0.297              7.730              7.914              7.856              6.742              5.434              5.125              0.311              0.491              0.195              0.042              0.007              0.001          4.349          4.145          0.000
      2000        99       109        707.807          4.000          0.598         38.245          0.000         20.352         16.947          1.659          0.000          0.894          0.724        -10.144              0.202              0.224              0.234              0.241              0.247              0.259              0.273              0.285              0.293              0.297              7.700              7.813              7.717              6.652              5.398              5.079              0.302              0.478              0.190              0.042              0.007              0.001          4.390          4.270          0.000
      2000       100       110        718.457          4.072          0.637         40.071          0.000         21.083         18.043          1.748          0.000          0.926          0.780        -10.510              0.270              0.238              0.235              0.241              0.247              0.259              0.273              0.285              0.293              0.297              7.220              8.114              7.672              6.597              5.376              5.050              0.339              0.484              0.188              0.041              0.007              0.001          4.392          4.323          0.000
      2000       101       111        729.307          4.120          0.706         43.317          0.000         22.381         19.990          1.859          0.000          0.967          0.849        -11.170              0.249              0.239              0.235              0.240              0.247              0.259              0.273              0.285              0.293              0.297              7.016              8.053              7.589              6.523              5.347              5.013              0.368              0.492              0.187              0.041              0.007              0.001          4.322          4.248          0.000
      2000       102       112        739.057          4.165          0.759         45.829          0.000         23.386         21.498          1.956          0.000          1.003          0.911        -11.863              0.237              0.238              0.235              0.240              0.247              0.259              0.273              0.285              0.293              0.297              6.909              7.931              7.510              6.458              5.321              4.981              0.382              0.498              0.187              0.041              0.007              0.001          4.287          4.237          0.000
      2000       103       113        756.307          4.245          0.829         49.174          0.000         24.724         23.504          2.064          0.000          1.043          0.979        -12.548              0.229              0.235              0.234              0.239              0.247              0.258              0.273              0.285              0.292              0.297              6.817              7.765              7.404              6.384              5.291              4.944              0.390              0.503              0.186              0.041              0.007              0.001          4.218          4.165          0.000
      2000       104       114        774.657          4.332          0.898         52.559          0.000         26.078         25.535          2.170          0.000          1.080          1.048        -13.775              0.221              0.232              0.233              0.238              0.246              0.258              0.273              0.285              0.292              0.297              6.741              7.590              7.286              6.306              5.261              4.908              0.393              0.505              0.186              0.041              0.007              0.001          4.140          4.102          0.000
      2000       105       115        792.057          4.417          1.012         58.181          0.000         28.327         28.909          2.311          0.000          1.131          1.138        -15.085              0.214              0.228              0.231              0.236              0.246              0.258              0.273              0.285              0.292              0.297              6.624              7.355              7.109              6.197              5.216              4.855              0.390              0.504              0.185              0.040              0.007              0.000          3.993          3.936          0.000
      2000       106       116        808.957          4.502          1.159         65.603          0.000         31.296         33.362          2.520          0.000          1.209          1.269        -18.102              0.205              0.222              0.226              0.233              0.245              0.257              0.273              0.285              0.292              0.297              6.401              6.984              6.813              6.021              5.147              4.776              0.381              0.498              0.182              0.040              0.006              0.000          3.862          3.803          0.000
      2000       107       117        826.557          4.592          1.244         71.877          0.000         33.200         37.126          2.744          0.000          1.269          1.418        -21.525              0.196              0.214              0.221              0.230              0.244              0.256              0.272              0.285              0.292              0.297              6.169              6.605              6.492              5.830              5.070              4.686              0.362              0.485              0.178              0.039              0.006              0.000          3.822          3.820          0.000
      2000       108       118        847.601          4.702          1.312         77.128          0.000         34.503         40.277          2.903          0.000          1.299          1.529        -24.637              0.188              0.208              0.216              0.227              0.243              0.255              0.272              0.285              0.292              0.297              6.040              6.364              6.265              5.689              5.012              4.622              0.333              0.462              0.170              0.037              0.006              0.000          3.764          3.797          0.000
      2000       109       119        869.451          4.818          1.400         81.847          0.000         36.391         43.108          2.937          0.000          1.310          1.552        -26.080              0.183              0.205              0.214              0.225              0.242              0.254              0.272              0.285              0.292              0.297              6.065              6.339              6.204              5.641              4.992              4.601              0.300              0.436              0.162              0.035              0.006              0.000          3.599          3.599          0.000
      2000       110       120        891.351          4.938          1.484         86.477          0.000         38.243         45.886          2.979          0.000          1.320          1.584        -27.514              0.177              0.202              0.211              0.224              0.241              0.254              0.272              0.285              0.292              0.297              6.086              6.310              6.139              5.591              4.970              4.579              0.267              0.410              0.154              0.034              0.006              0.000          3.452          3.452          0.000
      2000       111       121        907.351          5.000          1.602         93.136          0.000         40.906         49.881          3.072          0.000          1.350          1.647        -29.900              0.179              0.197              0.208              0.221              0.240              0.253              0.271              0.285              0.292              0.297              6.023              6.192              6.007              5.504              4.933              4.539              0.247              0.387              0.146              0.032              0.006              0.000          3.301          3.301          0.000
      2000       112       122        920.551          5.532          1.669         97.047          0.000         42.471         52.228          3.090          0.000          1.352          1.663        -30.741              0.188              0.195              0.206              0.220              0.240              0.253              0.271              0.285              0.292              0.297              6.025              6.199              5.974              5.476              4.919              4.524              0.241              0.369              0.140              0.031              0.006              0.000          3.184          3.184          0.000
      2000       113       123        935.051          5.946          1.796        104.861          0.000         45.597         56.917          3.252          0.000          1.413          1.764        -32.812              0.189              0.192              0.203              0.218              0.239              0.252              0.271              0.285              0.292              0.297              5.855              6.032              5.815              5.378              4.873              4.468              0.241              0.356              0.135              0.030              0.005              0.000          3.099          3.099          0.000
      2000       114       124        949.501          6.000          1.788        110.627          0.000         46.079         60.006          3.428          0.000          1.430          1.893        -35.101              0.176              0.188              0.200              0.216              0.238              0.251              0.271              0.285              0.292              0.297              5.738              5.872              5.670              5.289              4.832              4.420              0.232              0.344              0.130              0.029              0.005              0.000          3.104          3.155          0.000
      2000       115       125        965.251          6.123          1.861        117.887          0.000         48.275         63.896          3.481          0.000          1.432          1.908        -37.117              0.165              0.184              0.197              0.214              0.237              0.250              0.270              0.285              0.292              0.297              5.707              5.794              5.592              5.238              4.812              4.402              0.216              0.332              0.126              0.028              0.005              0.000          2.966          2.986          0.000
      2000       116       126        980.951          6.191          1.800        122.395          0.000         47.310         66.311          3.637          0.000          1.415          2.024        -38.938              0.160              0.180              0.194              0.212              0.236              0.250              0.270              0.284              0.292              0.297              5.647              5.649              5.465              5.160              4.773              4.354              0.198              0.319              0.121              0.027              0.005              0.000          2.991          3.053          0.000
      2000       117       127        998.151          6.266          1.699        125.675          0.000         45.202         68.069          3.671          0.000          1.338          2.076        -40.584              0.155              0.177              0.191              0.210              0.235              0.249              0.270              0.284              0.292              0.296              5.634              5.596              5.404              5.118              4.755              4.338              0.187              0.302              0.115              0.025              0.005              0.000          2.959          3.050          0.000
      2000       118       128       1018.715          6.356          1.612        128.038          0.000         42.934         69.335          3.717          0.000          1.263          2.149        -42.069              0.150              0.174              0.189              0.209              0.234              0.248              0.269              0.284              0.292              0.296              5.626              5.558              5.353              5.082              4.739              4.324              0.181              0.282              0.108              0.024              0.005              0.000          2.942          3.100          0.000
      2000       119       129       1038.715          6.442          1.680        131.973          0.000         44.524         71.443          3.754          0.000          1.283          2.166        -43.258              0.149              0.172              0.187              0.207              0.234              0.247              0.269              0.284              0.292              0.296              5.622              5.538              5.316              5.054              4.725              4.312              0.178              0.261              0.101              0.022              0.004              0.000          2.881          3.032          0.000
      2000       120       130       1053.715          6.508          1.692        137.079          0.000         45.006         74.179          3.790          0.000          1.254          2.206        -45.011              0.184              0.170              0.184              0.206              0.233              0.247              0.269              0.284              0.292              0.296              5.549              5.522              5.273              5.023              4.710              4.298              0.183              0.242              0.094              0.021              0.004              0.000          2.785          2.974          0.000
      2000       121       131       1068.565          6.572          1.688        142.181          0.000         45.234         76.913          3.813          0.000          1.211          2.242        -46.535              0.172              0.167              0.183              0.205              0.232              0.246              0.268              0.284              0.292              0.296              5.503              5.499              5.234              4.994              4.696              4.285              0.177              0.226              0.088              0.020              0.004              0.000          2.677          2.915          0.000
      2000       122       132       1086.115          6.649          1.578        144.763          0.000         42.757         78.296          3.821          0.000          1.117          2.295        -47.807              0.159              0.165              0.181              0.204              0.232              0.245              0.268              0.284              0.292              0.296              5.480              5.472              5.196              4.968              4.682              4.271              0.167              0.210              0.082              0.018              0.004              0.000          2.612          2.931          0.000
      2000       123       133       1105.665          6.734          1.465        146.636          0.000         40.013         79.300          3.854          0.000          1.044          2.360        -48.924              0.152              0.163              0.179              0.203              0.231              0.245              0.268              0.284              0.291              0.296              5.464              5.447              5.163              4.943              4.669              4.259              0.162              0.196              0.077              0.017              0.004              0.000          2.608          2.976          0.000
      2000       124       134       1126.365          6.824          1.367        148.466          0.000         37.553         80.280          3.885          0.000          0.981          2.416        -49.918              0.148              0.161              0.178              0.202              0.230              0.244              0.267              0.284              0.291              0.296              5.454              5.426              5.132              4.921              4.657              4.247              0.161              0.181              0.072              0.017              0.003              0.000          2.613          3.010          0.000
      2000       125       135       1148.415          6.919          1.324        150.682          0.000         36.160         81.467          3.913          0.000          0.946          2.451        -50.798              0.144              0.160              0.176              0.201              0.230              0.243              0.267              0.284              0.291              0.296              5.451              5.403              5.103              4.900              4.646              4.235              0.160              0.171              0.068              0.016              0.003              0.000          2.618          3.008          0.000
      2000       126       136       1168.165          7.000          1.234        152.972          1.530         33.670         81.671          3.936          0.055          0.873          2.450        -51.577              0.140              0.158              0.175              0.200              0.229              0.243              0.267              0.284              0.291              0.296              5.454              5.381              5.076              4.881              4.634              4.224              0.160              0.164              0.066              0.016              0.003              0.000          2.594          3.000          3.600
      2000       127       137       1184.065          7.043          1.137        154.752          3.095         31.000         81.456          3.959          0.111          0.799          2.449        -52.304              0.136              0.157              0.174              0.199              0.229              0.242              0.267              0.284              0.291              0.296              5.458              5.358              5.050              4.863              4.624              4.213              0.160              0.159              0.064              0.015              0.003              0.000          2.577          3.007          3.600
      2000       128       138       1199.965          7.083          1.045        156.323          4.690         28.500         80.993          3.979          0.169          0.732          2.444        -52.984              0.133              0.155              0.173              0.198              0.228              0.242              0.266              0.283              0.291              0.296              5.462              5.335              5.026              4.847              4.614              4.202              0.160              0.155              0.062              0.015              0.003              0.000          2.569          3.017          3.600
      2000       129       139       1218.165          7.128          0.964        158.078          6.323         26.293         80.666          3.999          0.228          0.673          2.432        -53.619              0.130              0.154              0.172              0.198              0.228              0.241              0.266              0.283              0.291              0.296              5.467              5.313              5.004              4.831              4.605              4.192              0.160              0.150              0.060              0.015              0.003              0.000          2.558          3.015          3.600
      2000       130       140       1236.815          7.175          0.883        159.449          7.972         24.095         79.934          4.017          0.287          0.613          2.419        -54.214              0.127              0.153              0.171              0.197              0.227              0.241              0.266              0.283              0.291              0.296              5.471              5.291              4.983              4.817              4.596              4.182              0.160              0.147              0.059              0.014              0.003              0.000          2.543          3.026          3.600
      2000       131       141       1253.815          7.217          0.806        160.442          9.627         21.990         78.818          4.034          0.347          0.556          2.404        -54.770              0.124              0.152              0.170              0.196              0.227              0.240              0.266              0.283              0.291              0.296              5.476              5.271              4.964              4.805              4.587              4.172              0.160              0.144              0.058              0.014              0.003              0.000          2.526          3.050          3.600
      2000       132       142       1272.159          7.263          0.734        161.158         11.281         20.009         77.425          4.049          0.406          0.502          2.386        -55.291              0.121              0.151              0.169              0.196              0.226              0.240              0.265              0.283              0.291              0.296              5.482              5.251              4.946              4.793              4.579              4.162              0.160              0.143              0.057              0.014              0.003              0.000          2.509          3.082          3.600
      2000       133       143       1290.627          7.309          0.667        161.789         12.943         18.198         75.936          4.064          0.466          0.453          2.365        -55.779              0.118              0.150              0.169              0.196              0.226              0.239              0.265              0.283              0.291              0.296              5.487              5.232              4.929              4.781              4.571              4.153              0.160              0.144              0.057              0.014              0.003              0.000          2.491          3.115          3.600
      2000       134       144       1309.579          7.357          0.607        162.411         14.617         16.563         74.424          4.077          0.526          0.409          2.340        -56.236              0.115              0.149              0.168              0.195              0.226              0.239              0.265              0.283              0.291              0.296              5.493              5.214              4.914              4.771              4.564              4.144              0.160              0.145              0.057              0.014              0.003              0.000          2.472          3.144          3.600
