Summary_file = g2_00_w0.sum
Title = Ghab2_W0_9900
      year       day       DAS tt_since_emerg          stage            lai     biomass_wt       grain_wt        leaf_wt        stem_wt      biomass_n        grain_n         leaf_n         stem_n            cep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)          no3ppm(1)          no3ppm(2)          no3ppm(3)          no3ppm(4)          no3ppm(5)          no3ppm(6)          nh4ppm(1)          nh4ppm(2)          nh4ppm(3)          nh4ppm(4)          nh4ppm(5)          nh4ppm(6)    n_conc_leaf    n_conc_stem   n_conc_grain
    (year)     (day)    (days)             ()             ()      (m^2/m^2)         (g/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)           (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)            (%)            (%)            (%)
      2000       135       145       1330.512          7.409          0.554        163.048         16.305         15.097         72.909          4.090          0.587          0.370          2.312        -56.665              0.113              0.148              0.167              0.195              0.225              0.238              0.265              0.283              0.291              0.296              5.499              5.198              4.900              4.762              4.557              4.135              0.160              0.147              0.057              0.014              0.003              0.000          2.451          3.171          3.600
      2000       136       146       1353.294          7.466          0.506        163.772         18.015         13.804         71.452          4.102          0.649          0.335          2.279        -57.068              0.110              0.148              0.167              0.194              0.225              0.238              0.264              0.283              0.291              0.296              5.505              5.182              4.887              4.753              4.550              4.127              0.160              0.150              0.058              0.014              0.003              0.000          2.428          3.190          3.600
      2000       137       147       1375.940          7.522          0.463        164.476         19.737         12.638         69.961          4.113          0.711          0.304          2.244        -57.445              0.107              0.147              0.166              0.194              0.225              0.238              0.264              0.283              0.291              0.296              5.511              5.167              4.875              4.745              4.544              4.118              0.160              0.152              0.058              0.014              0.003              0.000          2.404          3.208          3.600
      2000       138       148       1398.290          7.578          0.427        165.355         21.496         11.660         68.597          4.123          0.774          0.277          2.205        -57.800              0.105              0.146              0.166              0.194              0.224              0.237              0.264              0.283              0.291              0.295              5.518              5.154              4.864              4.738              4.538              4.110              0.160              0.153              0.059              0.014              0.003              0.000          2.377          3.214          3.600
      2000       139       149       1419.090          7.630          0.392        165.940         23.232         10.680         66.969          4.133          0.836          0.251          2.166        -58.134              0.102              0.146              0.165              0.193              0.224              0.237              0.264              0.282              0.291              0.295              5.525              5.140              4.854              4.731              4.532              4.102              0.160              0.154              0.059              0.014              0.003              0.000          2.350          3.234          3.600
      2000       140       150       1441.475          7.686          0.358        166.447         24.967          9.756         65.264          4.142          0.899          0.226          2.125        -58.447              0.100              0.145              0.165              0.193              0.224              0.236              0.263              0.282              0.291              0.295              5.532              5.128              4.845              4.724              4.526              4.095              0.160              0.155              0.059              0.014              0.003              0.000          2.312          3.256          3.600
      2000       141       151       1461.975          7.738          0.327        166.966         26.715          8.921         65.174          4.150          0.962          0.202          2.083        -58.742              0.098              0.145              0.165              0.193              0.224              0.236              0.263              0.282              0.290              0.295              5.540              5.116              4.836              4.718              4.521              4.087              0.160              0.156              0.059              0.014              0.003              0.000          2.265          3.196          3.600
      2000       142       152       1483.799          7.792          0.299        167.446         28.460          8.158         65.174          4.158          1.025          0.183          2.039        -59.020              0.095              0.144              0.164              0.193              0.223              0.236              0.263              0.282              0.290              0.295              5.547              5.105              4.828              4.713              4.516              4.080              0.160              0.156              0.059              0.014              0.003              0.000          2.245          3.129          3.600
      2000       143       153       1503.499          7.841          0.273        167.809         29.122          7.437         65.174          4.165          1.048          0.170          2.030        -59.281              0.093              0.144              0.164              0.192              0.223              0.235              0.263              0.282              0.290              0.295              5.555              5.094              4.821              4.708              4.511              4.073              0.160              0.157              0.059              0.014              0.003              0.000          2.282          3.114          3.600
      2000       144       154       1524.503          7.894          0.249        168.204         29.574          6.798         65.174          4.172          1.065          0.159          2.025        -59.527              0.091              0.143              0.164              0.192              0.223              0.235              0.263              0.282              0.290              0.295              5.563              5.083              4.814              4.703              4.507              4.066              0.160              0.158              0.059              0.014              0.003              0.000          2.339          3.107          3.600
      2000       145       155       1545.803          7.947          0.229        168.684         30.048          6.245         65.174          4.178          1.082          0.150          2.018        -59.760              0.089              0.143              0.163              0.192              0.223              0.235              0.262              0.282              0.290              0.295              5.572              5.073              4.808              4.699              4.503              4.059              0.160              0.158              0.059              0.014              0.003              0.000          2.403          3.097          3.600
      2000       146       156       1567.753          8.000          0.211        169.189         30.502          5.752         65.174          4.184          1.098          0.141          2.012        -59.978              0.087              0.143              0.163              0.192              0.222              0.234              0.262              0.282              0.290              0.295              5.580              5.064              4.802              4.695              4.499              4.053              0.160              0.158              0.059              0.014              0.003              0.000          2.447          3.087          3.600
      2000       147       157       1587.253          8.338          0.194        169.635         30.950          5.295         65.174          4.189          1.114          0.132          2.004        -60.185              0.085              0.142              0.163              0.192              0.222              0.234              0.262              0.282              0.290              0.295              5.589              5.054              4.796              4.691              4.495              4.046              0.160              0.158              0.059              0.014              0.003              0.000          2.487          3.076          3.600
      2000       148       158       1608.503          8.693          0.178        169.998         31.338          4.858         65.174          4.193          1.128          0.122          1.999        -60.380              0.083              0.142              0.163              0.192              0.222              0.234              0.262              0.282              0.290              0.295              5.598              5.047              4.793              4.688              4.492              4.042              0.160              0.159              0.059              0.014              0.003              0.000          2.520          3.067          3.600
      2000       149       159       1630.844          9.000          0.163        170.299         31.338          4.449         65.475          4.193          1.128          0.112          2.005        -60.564              0.081              0.142              0.163              0.192              0.222              0.234              0.262              0.282              0.290              0.295              5.607              5.043              4.795              4.688              4.490              4.043              0.160              0.159              0.059              0.014              0.003              0.000          2.520          3.062          3.600
      2000       150       160       1653.317          9.659          0.163        170.299         31.338          4.449         65.475          4.193          1.128          0.112          2.005        -60.564              0.080              0.141              0.163              0.192              0.222              0.234              0.262              0.281              0.290              0.295              5.616              5.039              4.797              4.688              4.489              4.044              0.160              0.159              0.059              0.014              0.003              0.000          2.520          3.062          3.600
      2000       151       161       1674.116         12.000          0.005          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        -60.564              0.080              0.141              0.163              0.192              0.222              0.234              0.262              0.281              0.290              0.295              5.626              5.034              4.798              4.688              4.487              4.045              0.160              0.159              0.059              0.014              0.003              0.000          0.000          0.000          0.000
      2000       152         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.141              0.163              0.192              0.222              0.234              0.262              0.281              0.290              0.295              5.635              5.030              4.800              4.688              4.486              4.046              0.160              0.159              0.059              0.014              0.003              0.000          0.000          0.000          0.000
      2000       153         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.141              0.163              0.192              0.222              0.234              0.262              0.281              0.290              0.295              5.644              5.025              4.802              4.688              4.484              4.046              0.160              0.159              0.059              0.014              0.003              0.000          0.000          0.000          0.000
      2000       154         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.141              0.163              0.192              0.222              0.234              0.262              0.281              0.290              0.295              5.653              5.020              4.804              4.688              4.483              4.047              0.160              0.160              0.059              0.014              0.003              0.000          0.000          0.000          0.000
      2000       155         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.141              0.163              0.192              0.222              0.234              0.262              0.281              0.290              0.295              5.662              5.016              4.806              4.687              4.482              4.047              0.160              0.160              0.059              0.013              0.002              0.000          0.000          0.000          0.000
      2000       156         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.234              0.262              0.281              0.290              0.295              5.671              5.010              4.807              4.687              4.480              4.048              0.160              0.160              0.060              0.013              0.002              0.000          0.000          0.000          0.000
      2000       157         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.235              0.262              0.281              0.290              0.295              5.680              5.005              4.809              4.687              4.479              4.048              0.160              0.160              0.060              0.013              0.002              0.000          0.000          0.000          0.000
      2000       158         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.235              0.262              0.281              0.289              0.294              5.689              5.000              4.811              4.687              4.478              4.048              0.160              0.160              0.060              0.013              0.002              0.000          0.000          0.000          0.000
      2000       159         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.235              0.262              0.281              0.289              0.294              5.697              4.995              4.813              4.687              4.476              4.049              0.160              0.160              0.060              0.013              0.002              0.000          0.000          0.000          0.000
      2000       160         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.235              0.262              0.281              0.289              0.294              5.700              4.995              4.815              4.687              4.475              4.049              0.160              0.160              0.060              0.013              0.002              0.000          0.000          0.000          0.000
      2000       161         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.235              0.262              0.281              0.289              0.294              5.703              4.995              4.816              4.687              4.474              4.049              0.160              0.160              0.060              0.013              0.002              0.000          0.000          0.000          0.000
      2000       162         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.235              0.262              0.280              0.289              0.294              5.706              4.995              4.818              4.686              4.473              4.050              0.160              0.160              0.060              0.013              0.002              0.000          0.000          0.000          0.000
      2000       163         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.235              0.262              0.280              0.289              0.294              5.709              4.994              4.820              4.686              4.472              4.050              0.160              0.160              0.060              0.013              0.002              0.000          0.000          0.000          0.000
      2000       164         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.235              0.262              0.280              0.289              0.294              5.713              4.994              4.822              4.686              4.470              4.050              0.160              0.160              0.060              0.013              0.002              0.000          0.000          0.000          0.000
      2000       165         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.236              0.262              0.280              0.289              0.294              5.716              4.994              4.824              4.686              4.469              4.050              0.160              0.160              0.061              0.013              0.002              0.000          0.000          0.000          0.000
      2000       166         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.236              0.262              0.280              0.289              0.294              5.719              4.994              4.825              4.686              4.468              4.050              0.160              0.161              0.061              0.013              0.002              0.000          0.000          0.000          0.000
      2000       167         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.236              0.262              0.280              0.289              0.294              5.722              4.993              4.827              4.686              4.467              4.050              0.160              0.161              0.061              0.013              0.002              0.000          0.000          0.000          0.000
      2000       168         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.236              0.262              0.280              0.289              0.294              5.726              4.993              4.829              4.685              4.466              4.050              0.160              0.161              0.062              0.013              0.002              0.000          0.000          0.000          0.000
      2000       169         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.236              0.262              0.280              0.289              0.294              5.729              4.993              4.831              4.685              4.465              4.050              0.160              0.161              0.062              0.013              0.002              0.000          0.000          0.000          0.000
      2000       170         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.236              0.262              0.280              0.289              0.294              5.732              4.992              4.833              4.685              4.464              4.050              0.160              0.161              0.063              0.013              0.002              0.000          0.000          0.000          0.000
      2000       171         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.236              0.262              0.280              0.289              0.294              5.735              4.992              4.835              4.685              4.463              4.050              0.160              0.161              0.064              0.013              0.002              0.000          0.000          0.000          0.000
      2000       172         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.236              0.262              0.280              0.289              0.294              5.739              4.992              4.837              4.685              4.462              4.050              0.160              0.161              0.064              0.013              0.002              0.000          0.000          0.000          0.000
      2000       173         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.236              0.262              0.280              0.289              0.294              5.742              4.992              4.839              4.684              4.461              4.050              0.160              0.161              0.064              0.013              0.002              0.000          0.000          0.000          0.000
      2000       174         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.237              0.262              0.280              0.288              0.294              5.745              4.991              4.841              4.684              4.460              4.050              0.160              0.161              0.064              0.013              0.002              0.000          0.000          0.000          0.000
      2000       175         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.237              0.262              0.280              0.288              0.294              5.748              4.991              4.843              4.684              4.459              4.050              0.160              0.161              0.065              0.013              0.002              0.000          0.000          0.000          0.000
      2000       176         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.221              0.237              0.262              0.280              0.288              0.293              5.752              4.991              4.845              4.684              4.458              4.050              0.160              0.161              0.065              0.013              0.002              0.000          0.000          0.000          0.000
      2000       177         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.220              0.237              0.262              0.279              0.288              0.293              5.755              4.990              4.847              4.684              4.457              4.050              0.160              0.161              0.065              0.013              0.002              0.000          0.000          0.000          0.000
      2000       178         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.220              0.237              0.262              0.279              0.288              0.293              5.758              4.990              4.849              4.683              4.456              4.050              0.160              0.161              0.066              0.013              0.002              0.000          0.000          0.000          0.000
      2000       179         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.220              0.237              0.262              0.279              0.288              0.293              5.762              4.990              4.851              4.683              4.455              4.050              0.160              0.161              0.066              0.013              0.002              0.000          0.000          0.000          0.000
      2000       180         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.220              0.237              0.262              0.279              0.288              0.293              5.765              4.990              4.853              4.683              4.455              4.049              0.160              0.161              0.067              0.013              0.002              0.000          0.000          0.000          0.000
      2000       181         0       1674.116         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.080              0.140              0.163              0.192              0.220              0.237              0.262              0.279              0.288              0.293              5.768              4.989              4.855              4.683              4.454              4.049              0.160              0.161              0.067              0.013              0.002              0.000          0.000          0.000          0.000
