Summary_file = g2_00_w1.sum
Title = Ghab2_W1_9900
      year       day       das tt_since_emerg          stage            lai     biomass_wt       grain_wt        leaf_wt        stem_wt      biomass_n        grain_n     root_depth         stem_n            cep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)          no3ppm(1)          no3ppm(2)          no3ppm(3)          no3ppm(4)          no3ppm(5)          no3ppm(6)          nh4ppm(1)          nh4ppm(2)          nh4ppm(3)          nh4ppm(4)          nh4ppm(5)          nh4ppm(6)    n_conc_leaf    n_conc_stem   n_conc_grain
      2000         8        18          0.000          2.183          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.247              0.091              0.135              0.187              0.223              0.247              0.257              0.272              0.283              0.288              5.023              3.778              2.760              2.975              3.972              5.563              3.825              4.260              3.270              3.000              1.432              0.091          0.000          0.000          0.000
      2000         9        19          0.000          2.238          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.243              0.097              0.135              0.187              0.223              0.247              0.257              0.272              0.283              0.288              5.070              3.891              2.760              2.978              4.013              5.572              3.557              4.260              3.270              3.000              1.392              0.080          0.000          0.000          0.000
      2000        10        20          0.000          2.259          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.253              0.105              0.135              0.187              0.223              0.247              0.257              0.272              0.283              0.288              5.061              4.030              2.760              2.980              4.052              5.580              3.328              4.260              3.270              3.000              1.353              0.071          0.000          0.000          0.000
      2000        11        21          0.000          2.301          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.236              0.110              0.135              0.187              0.223              0.247              0.257              0.272              0.283              0.288              5.104              4.117              2.760              2.983              4.090              5.587              3.109              4.260              3.270              3.000              1.315              0.063          0.000          0.000          0.000
      2000        12        22          0.000          2.335          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.221              0.113              0.135              0.187              0.223              0.246              0.257              0.272              0.283              0.287              5.166              4.176              2.760              2.985              4.126              5.592              2.913              4.260              3.270              3.000              1.279              0.055          0.000          0.000          0.000
      2000        13        23          0.000          2.365          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.211              0.115              0.135              0.187              0.223              0.246              0.258              0.272              0.283              0.287              5.232              4.222              2.760              2.988              4.161              5.597              2.738              4.260              3.270              3.000              1.244              0.049          0.000          0.000          0.000
      2000        14        24          0.000          2.392          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.197              0.116              0.135              0.188              0.222              0.246              0.258              0.272              0.282              0.287              5.297              4.255              2.760              2.990              4.195              5.601              2.591              4.260              3.270              3.000              1.210              0.043          0.000          0.000          0.000
      2000        15        25          0.000          2.420          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.184              0.117              0.135              0.188              0.222              0.246              0.258              0.272              0.282              0.287              5.375              4.279              2.760              2.993              4.228              5.605              2.447              4.260              3.270              3.000              1.177              0.038          0.000          0.000          0.000
      2000        16        26          0.000          2.445          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.172              0.118              0.135              0.188              0.222              0.246              0.258              0.272              0.282              0.287              5.450              4.295              2.760              2.995              4.260              5.608              2.325              4.260              3.270              3.000              1.146              0.033          0.000          0.000          0.000
      2000        17        27          0.000          2.467          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.161              0.118              0.135              0.188              0.222              0.246              0.258              0.272              0.282              0.287              5.518              4.306              2.760              2.998              4.291              5.610              2.223              4.260              3.270              3.000              1.115              0.029          0.000          0.000          0.000
      2000        18        28          0.000          2.495          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.295              0.178              0.136              0.188              0.222              0.246              0.258              0.272              0.282              0.287              4.630              5.292              2.782              3.000              4.321              5.611              2.124              4.115              3.270              3.000              1.085              0.027          0.000          0.000          0.000
      2000        19        29          0.000          2.543          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.280              0.257              0.142              0.188              0.222              0.246              0.258              0.272              0.282              0.287              3.614              6.198              2.991              3.003              4.350              5.612              2.027              3.976              3.270              3.000              1.057              0.025          0.000          0.000          0.000
      2000        20        30          0.000          2.601          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.266              0.260              0.149              0.188              0.222              0.246              0.258              0.272              0.282              0.287              3.550              6.314              3.149              3.006              4.378              5.613              1.918              3.824              3.270              3.000              1.029              0.023          0.000          0.000          0.000
      2000        21        31          0.000          2.626          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.257              0.254              0.154              0.189              0.222              0.246              0.258              0.272              0.282              0.287              3.617              6.337              3.272              3.008              4.405              5.613              1.814              3.679              3.270              3.000              1.002              0.021          0.000          0.000          0.000
      2000        22        32          0.000          2.649          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.299              0.281              0.166              0.189              0.222              0.246              0.258              0.272              0.282              0.287              3.265              6.536              3.711              3.011              4.431              5.613              1.724              3.551              3.126              3.000              0.976              0.019          0.000          0.000          0.000
      2000        23        33          0.000          2.681          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.315              0.292              0.184              0.189              0.222              0.246              0.258              0.272              0.282              0.287              3.036              6.475              4.281              3.013              4.456              5.613              1.637              3.428              2.988              3.000              0.951              0.018          0.000          0.000          0.000
      2000        24        34          0.000          2.734          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.300              0.283              0.202              0.189              0.222              0.246              0.258              0.272              0.282              0.287              2.997              6.286              4.789              3.019              4.481              5.613              1.554              3.310              2.858              3.000              0.926              0.016          0.000          0.000          0.000
      2000        25        35          0.000          2.790          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.315              0.284              0.228              0.190              0.222              0.246              0.258              0.272              0.282              0.287              2.801              6.006              5.485              3.036              4.505              5.613              1.479              3.202              2.740              3.000              0.902              0.015          0.000          0.000          0.000
      2000        26        36          0.000          2.854          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.293              0.274              0.246              0.191              0.222              0.246              0.258              0.272              0.282              0.287              2.763              5.804              5.983              3.092              4.528              5.613              1.395              3.082              2.615              2.974              0.879              0.014          0.000          0.000          0.000
      2000        27        37          0.000          2.883          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.287              0.272              0.260              0.193              0.222              0.246              0.258              0.272              0.282              0.287              2.694              5.712              6.378              3.213              4.551              5.612              1.313              2.964              2.495              2.898              0.857              0.013          0.000          0.000          0.000
      2000        28        38          0.000          2.918          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.274              0.269              0.265              0.195              0.222              0.246              0.258              0.272              0.282              0.287              2.706              5.732              6.591              3.398              4.573              5.612              1.228              2.844              2.375              2.767              0.835              0.012          0.000          0.000          0.000
      2000        29        39          0.000          2.959          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.264              0.266              0.264              0.197              0.222              0.246              0.258              0.272              0.282              0.287              2.785              5.788              6.703              3.610              4.595              5.612              1.146              2.728              2.258              2.607              0.813              0.011          0.000          0.000          0.000
      2000        30        40          6.097          3.000          0.050         10.000          0.000         10.000          0.000          0.600          0.000        150.000          0.000         -0.000              0.256              0.261              0.262              0.199              0.222              0.246              0.258              0.272              0.282              0.287              2.960              5.804              6.759              3.811              4.617              5.611              1.065              2.616              2.148              2.456              0.792              0.010          6.000          0.000          0.000
      2000        31        41         12.697          3.010          0.052         10.106          0.000         10.042          0.064          0.601          0.000        167.000          0.000         -0.015              0.248              0.255              0.259              0.201              0.222              0.246              0.258              0.272              0.282              0.287              3.149              5.811              6.791              3.999              4.638              5.611              0.988              2.510              2.044              2.314              0.771              0.009          5.988          0.000          0.000
      2000        32        42         20.697          3.021          0.054         10.185          0.000         10.074          0.111          0.606          0.000        184.000          0.003         -0.026              0.244              0.252              0.256              0.203              0.222              0.246              0.258              0.272              0.282              0.287              3.286              5.864              6.837              4.190              4.659              5.610              0.898              2.391              1.931              2.165              0.751              0.009          5.977          3.043          0.000
      2000        33        43         27.218          3.030          0.056         10.301          0.000         10.120          0.180          0.610          0.000        201.000          0.007         -0.046              0.234              0.248              0.253              0.204              0.222              0.246              0.258              0.271              0.282              0.287              3.451              5.902              6.886              4.382              4.680              5.610              0.802              2.265              1.813              2.012              0.731              0.008          5.959          3.987          0.000
      2000        34        44         33.632          3.040          0.058         10.419          0.000         10.167          0.251          0.615          0.000        218.000          0.011         -0.066              0.224              0.244              0.251              0.206              0.222              0.246              0.258              0.271              0.282              0.287              3.614              5.934              6.932              4.563              4.701              5.609              0.712              2.143              1.699              1.867              0.711              0.007          5.943          4.456          0.000
      2000        35        45         39.719          3.048          0.060         10.530          0.000         10.212          0.318          0.621          0.000        235.000          0.015         -0.084              0.220              0.240              0.248              0.207              0.223              0.246              0.258              0.271              0.282              0.287              3.757              5.973              6.976              4.731              4.722              5.609              0.628              2.026              1.592              1.732              0.691              0.006          5.929          4.766          0.000
      2000        36        46         45.469          3.057          0.061         10.581          0.000         10.232          0.349          0.624          0.000        252.000          0.018         -0.089              0.254              0.252              0.248              0.208              0.223              0.246              0.258              0.271              0.281              0.287              3.591              6.200              7.079              4.880              4.742              5.608              0.550              1.927              1.500              1.616              0.672              0.006          5.923          5.147          0.000
      2000        37        47         52.469          3.067          0.063         10.657          0.000         10.263          0.394          0.627          0.000        269.000          0.021         -0.094              0.249              0.250              0.248              0.209              0.223              0.246              0.258              0.271              0.281              0.287              3.604              6.258              7.160              5.016              4.763              5.607              0.483              1.839              1.420              1.514              0.653              0.005          5.910          5.241          0.000
      2000        38        48         57.543          3.074          0.062         10.747          0.000          9.797          0.448          0.631          0.000        286.000          0.031         -0.109              0.237              0.246              0.247              0.211              0.223              0.246              0.258              0.271              0.281              0.287              3.725              6.227              7.209              5.139              4.783              5.607              0.424              1.761              1.348              1.423              0.634              0.005          5.894          6.960          0.000
      2000        39        49         62.980          3.082          0.064         10.847          0.000          9.837          0.508          0.632          0.000        303.000          0.031         -0.126              0.229              0.242              0.246              0.212              0.223              0.246              0.258              0.271              0.281              0.287              3.854              6.209              7.239              5.254              4.803              5.606              0.372              1.690              1.282              1.339              0.615              0.004          5.881          6.137          0.000
      2000        40        50         68.646          3.090          0.062         10.946          0.000          9.397          0.568          0.634          0.000        320.000          0.040         -0.144              0.225              0.239              0.244              0.213              0.223              0.246              0.258              0.271              0.281              0.287              3.963              6.203              7.259              5.360              4.824              5.605              0.323              1.621              1.219              1.261              0.596              0.004          5.867          6.966          0.000
      2000        41        51         75.141          3.099          0.064         11.073          0.000          9.448          0.644          0.636          0.000        337.000          0.040         -0.169              0.221              0.237              0.243              0.214              0.223              0.245              0.258              0.271              0.281              0.287              4.065              6.215              7.281              5.466              4.844              5.604              0.271              1.549              1.154              1.182              0.577              0.004          5.852          6.142          0.000
      2000        42        52         82.291          3.109          0.067         11.223          0.000          9.508          0.734          0.639          0.000        354.000          0.041         -0.194              0.218              0.234              0.241              0.214              0.223              0.245              0.258              0.271              0.281              0.287              4.156              6.232              7.303              5.570              4.864              5.604              0.216              1.472              1.087              1.101              0.559              0.003          5.835          5.636          0.000
      2000        43        53         90.119          3.120          0.069         11.400          0.000          9.578          0.840          0.646          0.000        371.000          0.045         -0.230              0.215              0.232              0.240              0.215              0.223              0.245              0.258              0.271              0.281              0.287              4.236              6.249              7.323              5.673              4.885              5.603              0.161              1.393              1.019              1.021              0.540              0.003          5.815          5.408          0.000
      2000        44        54         99.069          3.133          0.072         11.566          0.000          9.645          0.940          0.653          0.000        388.000          0.050         -0.258              0.212              0.230              0.238              0.216              0.223              0.245              0.258              0.271              0.281              0.287              4.307              6.269              7.342              5.771              4.905              5.602              0.106              1.313              0.952              0.944              0.522              0.003          5.798          5.349          0.000
      2000        45        55        107.219          3.145          0.075         11.740          0.000          9.714          1.044          0.660          0.000        403.420          0.056         -0.294              0.234              0.232              0.237              0.217              0.223              0.245              0.258              0.271              0.281              0.286              4.259              6.378              7.371              5.864              4.925              5.601              0.042              1.235              0.887              0.870              0.504              0.002          5.780          5.333          0.000
      2000        46        56        114.069          3.155          0.076         11.784          0.000          9.732          1.070          0.664          0.000        417.777          0.059         -0.298              0.256              0.251              0.240              0.217              0.223              0.245              0.258              0.271              0.281              0.286              3.908              6.657              7.492              5.950              4.945              5.600              0.000              1.169              0.831              0.806              0.486              0.002          5.776          5.495          0.000
      2000        47        57        121.069          3.165          0.077         11.838          0.000          9.754          1.103          0.667          0.000        431.332          0.061         -0.303              0.267              0.260              0.245              0.218              0.223              0.245              0.258              0.271              0.281              0.286              3.642              6.743              7.676              6.033              4.965              5.600              0.000              1.113              0.785              0.753              0.468              0.002          5.766          5.554          0.000
      2000        48        58        129.519          3.177          0.080         12.067          0.000          9.845          1.240          0.674          0.000        443.821          0.067         -0.340              0.254              0.254              0.247              0.219              0.223              0.245              0.258              0.271              0.281              0.286              3.660              6.637              7.751              6.113              4.985              5.599              0.000              1.063              0.742              0.704              0.450              0.002          5.734          5.367          0.000
      2000        49        59        136.569          3.187          0.082         12.209          0.000          9.902          1.326          0.681          0.000        455.287          0.071         -0.362              0.246              0.250              0.247              0.220              0.224              0.245              0.258              0.271              0.281              0.286              3.701              6.557              7.778              6.188              5.004              5.598              0.000              1.018              0.705              0.660              0.433              0.002          5.719          5.391          0.000
      2000        50        60        144.869          3.199          0.085         12.405          0.000          9.980          1.443          0.689          0.000        466.047          0.077         -0.394              0.247              0.249              0.247              0.221              0.224              0.245              0.258              0.271              0.281              0.286              3.642              6.564              7.793              6.257              5.024              5.597              0.000              0.977              0.670              0.621              0.415              0.001          5.698          5.352          0.000
      2000        51        61        155.719          3.214          0.088         12.721          0.000         10.107          1.633          0.701          0.000        476.301          0.086         -0.443              0.235              0.245              0.246              0.222              0.224              0.245              0.258              0.271              0.281              0.286              3.695              6.476              7.777              6.327              5.044              5.596              0.000              0.932              0.634              0.579              0.398              0.001          5.666          5.237          0.000
      2000        52        62        164.269          3.226          0.091         12.975          0.000         10.208          1.785          0.713          0.000        486.015          0.094         -0.491              0.228              0.241              0.245              0.223              0.224              0.245              0.258              0.271              0.281              0.286              3.740              6.415              7.753              6.394              5.064              5.595              0.000              0.883              0.594              0.536              0.381              0.001          5.646          5.254          0.000
      2000        53        63        172.919          3.239          0.094         13.129          0.000         10.270          1.877          0.722          0.000        495.174          0.100         -0.516              0.239              0.241              0.244              0.224              0.224              0.245              0.258              0.271              0.281              0.286              3.668              6.458              7.745              6.455              5.084              5.594              0.000              0.838              0.558              0.497              0.364              0.001          5.637          5.338          0.000
      2000        54        64        181.419          3.251          0.097         13.282          0.000         10.331          1.969          0.730          0.000        503.774          0.106         -0.532              0.236              0.241              0.243              0.224              0.224              0.245              0.258              0.271              0.281              0.286              3.629              6.475              7.740              6.512              5.103              5.594              0.000              0.797              0.525              0.461              0.348              0.001          5.623          5.371          0.000
      2000        55        65        189.669          3.263          0.099         13.406          0.000         10.381          2.044          0.736          0.000        511.819          0.110         -0.543              0.238              0.241              0.243              0.225              0.224              0.245              0.258              0.271              0.281              0.286              3.573              6.508              7.741              6.562              5.123              5.593              0.000              0.761              0.497              0.430              0.331              0.001          5.610          5.404          0.000
      2000        56        66        198.669          3.275          0.102         13.722          0.000         10.507          2.233          0.747          0.000        519.318          0.118         -0.584              0.226              0.238              0.242              0.226              0.224              0.245              0.258              0.271              0.281              0.286              3.606              6.449              7.716              6.605              5.142              5.592              0.000              0.729              0.471              0.402              0.315              0.001          5.576          5.290          0.000
      2000        57        67        206.919          3.287          0.105         14.002          0.000         10.619          2.401          0.759          0.000        526.284          0.126         -0.625              0.239              0.239              0.241              0.226              0.225              0.245              0.258              0.271              0.281              0.286              3.526              6.471              7.698              6.642              5.161              5.591              0.000              0.700              0.448              0.377              0.300              0.001          5.553          5.265          0.000
      2000        58        68        212.469          3.295          0.107         14.117          0.000         10.665          2.470          0.767          0.000        532.738          0.132         -0.638              0.233              0.238              0.241              0.227              0.225              0.245              0.258              0.271              0.281              0.286              3.511              6.458              7.686              6.676              5.180              5.590              0.000              0.676              0.428              0.355              0.284              0.000          5.550          5.348          0.000
      2000        59        69        216.968          3.302          0.108         14.282          0.000         10.731          2.569          0.775          0.000        538.701          0.138         -0.662              0.221              0.235              0.240              0.227              0.225              0.245              0.258              0.271              0.281              0.286              3.565              6.394              7.663              6.706              5.199              5.590              0.000              0.654              0.410              0.336              0.269              0.000          5.537          5.356          0.000
      2000        60        70        222.017          3.309          0.110         14.466          0.000         10.805          2.679          0.783          0.000        544.195          0.143         -0.688              0.216              0.233              0.239              0.228              0.225              0.245              0.258              0.271              0.281              0.286              3.615              6.338              7.633              6.732              5.217              5.589              0.000              0.633              0.393              0.318              0.254              0.000          5.524          5.349          0.000
      2000        61        71        228.517          3.318          0.111         14.526          0.000         10.829          2.715          0.788          0.000        549.243          0.147         -0.690              0.232              0.234              0.238              0.228              0.225              0.245              0.258              0.271              0.281              0.286              3.572              6.369              7.617              6.756              5.234              5.588              0.000              0.616              0.380              0.303              0.241              0.000          5.525          5.408          0.000
      2000        62        72        235.617          3.328          0.114         14.790          0.000         10.934          2.874          0.797          0.000        553.875          0.153         -0.729              0.220              0.232              0.237              0.228              0.225              0.245              0.258              0.271              0.281              0.286              3.600              6.322              7.587              6.774              5.251              5.587              0.000              0.600              0.367              0.289              0.228              0.000          5.498          5.327          0.000
      2000        63        73        242.465          3.338          0.116         15.001          0.000         11.019          3.001          0.807          0.000        558.113          0.159         -0.768              0.213              0.230              0.236              0.228              0.225              0.245              0.258              0.271              0.280              0.286              3.640              6.269              7.555              6.791              5.267              5.587              0.000              0.584              0.354              0.275              0.216              0.000          5.483          5.314          0.000
      2000        64        74        251.215          3.350          0.119         15.187          0.000         11.093          3.112          0.815          0.000        561.984          0.165         -0.788              0.209              0.228              0.235              0.229              0.226              0.245              0.258              0.271              0.280              0.286              3.679              6.224              7.523              6.806              5.283              5.586              0.000              0.567              0.341              0.261              0.203              0.000          5.470          5.313          0.000
      2000        65        75        260.515          3.364          0.122         15.620          0.000         11.267          3.372          0.831          0.000        565.515          0.176         -0.894              0.206              0.226              0.234              0.229              0.226              0.245              0.258              0.271              0.280              0.286              3.702              6.165              7.475              6.814              5.299              5.585              0.000              0.548              0.327              0.247              0.190              0.000          5.434          5.212          0.000
      2000        66        76        271.115          3.379          0.125         16.022          0.000         11.427          3.613          0.848          0.000        568.725          0.187         -0.968              0.202              0.224              0.233              0.229              0.226              0.245              0.258              0.271              0.280              0.286              3.714              6.112              7.428              6.820              5.315              5.584              0.000              0.526              0.310              0.230              0.178              0.000          5.408          5.175          0.000
      2000        67        77        281.465          3.394          0.129         16.352          0.000         11.559          3.811          0.863          0.000        571.642          0.197         -0.984              0.199              0.222              0.232              0.229              0.226              0.245              0.258              0.271              0.280              0.286              3.728              6.067              7.384              6.826              5.331              5.584              0.000              0.504              0.295              0.215              0.166              0.000          5.390          5.172          0.000
      2000        68        78        286.613          3.401          0.130         16.639          0.000         11.674          3.984          0.877          0.000        574.292          0.207         -1.019              0.197              0.221              0.231              0.229              0.226              0.245              0.258              0.271              0.280              0.286              3.744              6.025              7.343              6.830              5.346              5.583              0.000              0.484              0.281              0.202              0.155              0.000          5.374          5.186          0.000
      2000        69        79        293.698          3.411          0.133         17.040          0.000         11.834          4.224          0.895          0.000        576.697          0.218         -1.107              0.194              0.219              0.230              0.229              0.226              0.245              0.258              0.271              0.280              0.286              3.752              5.976              7.294              6.829              5.360              5.582              0.000              0.464              0.267              0.188              0.144              0.000          5.353          5.160          0.000
      2000        70        80        302.198          3.423          0.140         17.361          0.000         11.963          4.417          0.910          0.000        578.875          0.228         -1.170              0.191              0.218              0.229              0.229              0.226              0.245              0.258              0.271              0.280              0.286              3.763              5.931              7.248              6.826              5.374              5.582              0.000              0.447              0.254              0.176              0.134              0.000          5.341          5.170          0.000
      2000        71        81        312.948          3.439          0.151         17.820          0.000         12.146          4.692          0.930          0.000        580.848          0.241         -1.271              0.204              0.217              0.228              0.229              0.227              0.245              0.258              0.271              0.280              0.286              3.731              5.902              7.197              6.818              5.387              5.581              0.000              0.430              0.242              0.165              0.125              0.000          5.316          5.131          0.000
