ApsimVersion = 6.1
Title = Roma 400mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
             55           1958          0.000         2358.5          849.2        112.181
             47           1959          0.000         5286.3         2059.1        191.554
             51           1960          0.000         2272.2          671.5         99.345
             49           1961          0.000         1460.5          387.6         53.244
             46           1962          0.000         4943.9         1961.7        179.990
             48           1963          0.000         4554.2         1811.1        163.962
             50           1964          0.000         1672.8          469.5         79.227
             52           1965          0.000         1387.6          245.9         65.569
             48           1966          0.000         3589.9         1427.9        135.709
             50           1967          0.000         2666.2         1042.3        109.342
             48           1968          0.000         4392.0         1726.0        158.110
             50           1969          0.000         2600.4          599.0        119.753
             49           1970          0.000         1879.3          736.2         75.290
             47           1971          0.000         5101.6         1976.0        211.322
             49           1972          0.000         4319.6         1529.3        164.001
             50           1973          0.000         2529.0          779.5        105.789
             44           1974          0.000         3611.3         1430.7        115.913
             49           1975          0.000         1742.4          339.9         73.824
             46           1976          0.000         4238.5         1638.1        131.406
             49           1977          0.000         4210.3         1675.1        174.658
             48           1978          0.000         3414.4         1348.4        128.190
             49           1979          0.000         2635.9         1002.2        103.758
             53           1980          0.000         2687.6         1069.2        110.552
             47           1981          0.000         4214.7         1590.9        158.507
             50           1982          0.000         3543.4         1300.8        142.049
             51           1983          0.000         2905.5          729.9        124.699
             46           1984          0.000         4839.1         1928.7        157.814
             50           1985          0.000         3059.7          796.3        146.104
             51           1986          0.000         1607.4          365.5         74.832
             50           1987          0.000         2776.4         1082.3        122.368
             50           1988          0.000         2011.5          633.2         86.598
             48           1989          0.000         1686.2          515.3         66.905
             51           1990          0.000         2066.6          526.0         99.010
             46           1991          0.000         2938.5         1051.6        110.091
             50           1992          0.000         2569.0          948.5        123.029
             48           1993          0.000         1332.0          291.2         54.987
             51           1994          0.000         1579.2          628.0         64.712
             49           1995          0.000         2268.8          894.1         88.286
             49           1996          0.000         5787.9         2306.4        201.227
             46           1997          0.000         3266.0         1302.2        115.568
             49           1998          0.000         2985.6         1078.2        117.669
             47           1999          0.000         3947.0         1517.6        150.353
             50           2000          0.000         5133.3         1985.6        177.755
             48           2001          0.000         1863.2          712.8         70.805
             50           2002          0.000         3293.9         1183.1        144.734
