ApsimVersion = 6.1
Title = Dalby 600mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
             50           1958          0.000         3206.1         1196.9        138.090
             48           1959          0.000         5192.4         2067.6        161.603
             48           1960          0.000         4654.4         1849.4        180.242
             53           1961          0.000         4274.5         1380.8        139.819
             48           1962          0.000         5091.3         2008.5        172.813
             50           1963          0.000         3866.9         1541.7        131.767
             50           1964          0.000         3479.9         1199.3        147.987
             51           1965          0.000         3694.9         1275.7        145.710
             50           1966          0.000         5001.0         1973.9        186.779
             51           1967          0.000         3916.0         1305.1        156.397
             51           1968          0.000         3894.6         1509.5        137.661
             48           1969          0.000         4296.7         1475.4        170.603
             47           1970          0.000         5312.1         2109.4        183.262
             47           1971          0.000         4751.0         1880.3        141.765
             52           1972          0.000         5637.4         2231.9        164.420
             47           1973          0.000         4165.5         1344.5        141.571
             47           1974          0.000         4606.6         1823.5        135.292
             48           1975          0.000         4553.4         1777.1        154.615
             49           1976          0.000         4694.4         1857.4        138.435
             47           1977          0.000         3236.5          833.9        123.271
             46           1978          0.000         4499.1         1780.8        154.080
             48           1979          0.000         3808.0         1392.8        131.241
             49           1980          0.000         4461.7         1772.0        158.912
             47           1981          0.000         4345.3         1686.8        142.693
             46           1982          0.000         5100.5         2029.2        176.084
             47           1983          0.000         4455.6         1708.7        164.048
             50           1984          0.000         4940.9         1967.2        150.472
             48           1985          0.000         3256.0         1043.4        128.856
             49           1986          0.000         3309.6         1107.9        131.335
             48           1987          0.000         5367.5         2067.7        198.800
             46           1988          0.000         5958.5         2359.6        203.256
             48           1989          0.000         4468.2         1775.4        152.504
             47           1990          0.000         4673.2         1853.5        170.263
             45           1991          0.000         3857.7         1493.8        136.823
             47           1992          0.000         4733.4         1877.8        178.059
             49           1993          0.000         2773.2          793.8        111.404
             51           1994          0.000         4173.8         1578.4        166.253
             50           1995          0.000         5768.9         2290.9        197.398
             49           1996          0.000         6022.0         2378.2        197.454
             49           1997          0.000         3540.6         1129.1        121.919
             46           1998          0.000         4062.8         1574.4        150.205
             48           1999          0.000         4605.0         1822.0        154.989
             55           2000          0.000         5928.4         2347.2        196.877
             49           2001          0.000         3874.8         1534.2        141.694
             48           2002          0.000         3303.1         1161.1        142.266
