Summary_file = roma800.sum
Title = Roma 800mm wet soil
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
       288      1957          0.000       3105.941        759.146        114.125
       281      1958          0.000       3424.160       1336.257        116.867
       286      1959          0.000       3060.272        885.037        112.680
       292      1960          0.000       3111.966        829.190        112.482
       287      1961          0.000       4025.841       1284.267        140.751
       285      1962          0.000       3199.617       1068.255        117.686
       287      1963          0.000       3427.274       1015.625        120.107
       285      1964          0.000       4244.559       1557.541        150.352
       284      1965          0.000       4348.879       1504.319        147.024
       289      1966          0.000       5581.662       2338.770        175.456
       286      1967          0.000       3403.330       1034.510        117.493
       293      1968          0.000       3855.702       1371.725        126.038
       285      1969          0.000       3320.935       1074.281        108.242
       288      1970          0.000       3873.886       1438.901        134.708
       285      1971          0.000       4752.198       1882.009        177.300
       282      1972          0.000       2902.660        699.168        110.378
       278      1973          0.000       5545.590       2303.626        179.250
       294      1974          0.000       4648.515       1836.540        145.265
       283      1975          0.000       4633.079       1895.890        145.798
       293      1976          0.000       4265.778       1540.659        142.752
       292      1977          0.000       2661.744        550.424         99.720
       298      1978          0.000       5535.615       2404.132        168.164
       285      1979          0.000       3164.854        789.647        106.117
       284      1980          0.000       3366.548        970.496        122.092
       288      1981          0.000       3776.208       1249.189        125.300
       292      1982          0.000       2957.613        840.145        104.332
       286      1983          0.000       3997.734       1389.782        127.273
       292      1984          0.000       4524.948       1704.180        142.504
       288      1985          0.000       3805.850       1331.594        121.359
       283      1986          0.000       4467.084       1742.395        150.379
       284      1987          0.000       3694.900       1234.563        118.598
       285      1988          0.000       4099.060       1409.094        137.637
       292      1989          0.000       3007.071        767.781        109.214
       290      1990          0.000       3631.942       1060.319        115.352
       281      1991          0.000       3101.212        803.800        113.383
       292      1992          0.000       3427.494        878.921        115.133
       284      1993          0.000       4129.134       1664.226        133.488
       299      1994          0.000       2584.322        521.072         97.901
       289      1995          0.000       3029.240       1041.703        117.532
       289      1996          0.000       3480.243       1168.270        127.196
       290      1997          0.000       3024.595        870.555        117.633
       285      1998          0.000       5994.688       2438.555        193.218
       286      1999          0.000       3260.731        967.644        117.714
       291      2000          0.000       3034.176        770.342        121.762
       288      2001          0.000       3876.002       1135.657        129.608
       288      2002          0.000       3350.960        915.428        123.173
