ApsimVersion = 6.1
Title = Sample Simulation
           Date      m_biomass        m_yield   m_root_depth          m_lai       m_sw_dmd           m_ep  m_swdef_photo    m_biomass_n  m_nfact_photo      c_biomass        c_yield   c_root_depth          c_lai       c_sw_dmd           c_ep  c_swdef_photo    c_biomass_n  c_nfact_photo             es         runoff          drain       sw_dep()          no3()           br()
     20/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          2.688          0.000          0.062        911.286           46.9          179.8
     21/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.847          0.000          0.066        909.373           47.1          179.7
     22/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.575          0.000          0.071        907.727           47.3          179.7
     23/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.212          0.000          0.078        906.437           47.5          179.7
     24/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.222          0.000          0.087        905.128           47.8          179.7
     25/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.191          0.000          0.099        903.838           48.0          179.7
     26/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.146          0.000          0.113        902.579           48.3          179.6
     27/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.014          0.000          0.130        901.435           48.6          179.6
     28/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          3.491          0.000          0.144        904.201           48.2          179.6
     29/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          2.941          0.000          0.165        901.095           47.9          179.5
     30/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.323          0.000          0.188        899.584           47.8          179.5
     01/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.073          0.000          0.207        898.304           47.9          179.5
     02/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.087          0.000          0.226        896.990           48.2          179.4
     03/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.034          0.000          0.244        895.712           48.5          179.4
     04/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.968          0.000          0.260        894.485           48.8          179.3
     05/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.919          0.000          0.274        893.292           49.1          179.2
     06/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.841          0.000          0.287        892.164           49.5          179.2
     07/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.762          0.000          0.297        891.105           49.9          179.1
     08/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.657          0.000          0.306        890.142           50.3          179.0
     09/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.635          0.000          0.314        889.193           50.7          179.0
     10/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.661          0.000          0.319        888.213           51.0          178.9
     11/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.468          0.000          0.322        887.423           51.3          178.8
     12/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.628          0.000          0.326        886.469           51.6          178.8
     13/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.446          0.000          0.327        885.696           52.0          178.7
     14/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.561          0.000          0.328        884.807           52.3          178.6
     15/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.442          0.000          0.329        884.036           52.7          178.6
     16/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.493          0.000          0.328        883.215           53.1          178.5
     17/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.440          0.000          0.327        882.447           53.6          178.4
     18/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.420          0.000          0.326        881.702           54.0          178.4
     19/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.408          0.000          0.324        880.969           54.3          178.3
     20/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.407          0.000          0.322        880.241           54.7          178.2
     21/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.394          0.000          0.319        879.528           55.1          178.2
     22/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.387          0.000          0.316        878.825           55.6          178.1
     23/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.355          0.000          0.314        878.156           56.0          178.0
     24/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.633          0.000          0.312        878.411           56.4          178.0
     25/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.151          0.000          0.308        877.352           56.8          177.9
     26/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          4.424          0.000          0.306        922.622          206.1          177.8
     27/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          4.904          0.000          0.303        917.415          205.9          177.8
     28/10/1988            0.0            0.0         30.000          0.000          0.000          0.000          1.000           0.00          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          5.268          0.000          0.299        911.847          205.9          177.7
     29/10/1988            2.0            0.0         40.000          0.004          0.000          0.000          1.000           0.01          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          3.285          0.000          0.296        908.266          206.2          177.7
     30/10/1988            2.6            0.0         55.000          0.005          0.021          0.019          0.925           0.01          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.796          0.000          0.292        906.159          206.6          177.6
     31/10/1988            3.5            0.0         70.000          0.006          0.029          0.029          1.000           0.01          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.582          0.000          0.289        904.259          207.0          177.6
     01/11/1988            4.4            0.0         85.000          0.008          0.020          0.020          1.000           0.02          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.172          0.000          0.286        902.781          207.4          177.5
     02/11/1988            5.7            0.0        100.000          0.010          0.031          0.031          1.000           0.02          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.239          0.000          0.283        901.227          207.8          177.4
     03/11/1988            7.4            0.0        115.000          0.012          0.052          0.052          1.000           0.03          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.222          0.000          0.282        899.671          208.2          177.4
     04/11/1988            9.4            0.0        130.000          0.015          0.057          0.057          1.000           0.03          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.215          0.000          0.281        898.118          208.6          177.3
     05/11/1988           12.0            0.0        145.000          0.019          0.076          0.076          1.000           0.04          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.038          0.000          0.280        896.725          208.9          177.3
     06/11/1988           13.2            0.0        160.000          0.021          0.003          0.003          1.000           0.04          1.000            0.0            0.0        110.000          0.000          0.000          0.000          1.000           0.00          1.000          1.029          0.000          0.280        896.012          209.3          177.2
     07/11/1988           15.9            0.0        175.000          0.024          0.042          0.042          1.000           0.05          1.000            0.0            0.0        120.000          0.000          0.000          0.000          1.000           0.00          1.000          3.143          0.000          0.281        896.546          209.5          177.2
     08/11/1988           19.7            0.0        190.000          0.027          0.063          0.063          1.000           0.06          1.000            0.0            0.0        130.000          0.000          0.000          0.000          1.000           0.00          1.000          1.798          0.000          0.283        894.402          209.7          177.1
     09/11/1988           24.2            0.0        205.000          0.031          0.119          0.119          1.000           0.08          1.000            0.0            0.0        140.000          0.000          0.000          0.000          1.000           0.00          1.000          0.975          0.000          0.284        893.025          209.8          177.1
     10/11/1988           29.2            0.0        220.000          0.036          0.124          0.124          1.000           0.09          1.000            0.0            0.0        150.000          0.000          0.000          0.000          1.000           0.00          1.000          0.917          0.000          0.286        891.698          209.8          177.0
     11/11/1988           34.9            0.0        235.000          0.043          0.120          0.120          1.000           0.11          1.000            0.0            0.0        160.000          0.000          0.000          0.000          1.000           0.00          1.000          0.841          0.000          0.288        890.450          209.9          176.9
     12/11/1988           41.7            0.0        268.000          0.050          0.133          0.133          1.000           0.13          1.000            7.5            0.0        170.000          0.020          0.000          0.000          1.000           0.04          1.000          0.764          0.000          0.290        889.263          210.0          176.9
     13/11/1988           49.9            0.0        301.000          0.059          0.160          0.160          1.000           0.15          1.000           10.0            0.0        200.000          0.025          0.090          0.090          1.000           0.05          1.000          0.813          0.000          0.292        887.908          209.9          176.8
     14/11/1988           59.7            0.0        334.000          0.069          0.254          0.254          1.000           0.18          1.000           13.3            0.0        230.000          0.031          0.152          0.152          1.000           0.07          1.000          0.684          0.000          0.293        886.525          209.7          176.8
     15/11/1988           71.6            0.0        367.000          0.082          0.294          0.294          1.000           0.22          1.000           17.4            0.0        260.000          0.038          0.180          0.180          1.000           0.09          1.000          0.505          0.000          0.294        885.252          209.4          176.7
     16/11/1988           81.6            0.0        400.000          0.091          0.101          0.101          1.000           0.24          1.000           19.6            0.0        290.000          0.042          0.040          0.040          1.000           0.10          1.000          2.966          0.000          0.295        898.850          209.1          176.7
     17/11/1988           96.5            0.0        433.000          0.101          0.267          0.267          1.000           0.29          1.000           23.0            0.0        320.000          0.037          0.109          0.109          1.000           0.11          1.000          4.057          0.000          0.296        894.121          208.6          176.6
     18/11/1988          113.7            0.0        466.000          0.115          0.415          0.415          1.000           0.34          1.000           27.7            0.0        350.000          0.045          0.206          0.206          1.000           0.13          1.000          2.265          0.000          0.296        890.938          207.8          176.6
     19/11/1988          134.2            0.0        499.000          0.135          0.630          0.630          1.000           0.41          1.000           33.8            0.0        380.000          0.056          0.336          0.336          1.000           0.15          1.000          1.273          0.000          0.296        888.402          206.9          176.5
     20/11/1988          153.3            0.0        532.000          0.155          0.329          0.329          1.000           0.46          1.000           39.8            0.0        410.000          0.067          0.185          0.185          1.000           0.17          1.000          1.062          0.000          0.296        886.530          206.4          176.4
     21/11/1988          177.4            0.0        565.000          0.182          0.561          0.561          1.000           0.54          1.000           47.6            0.0        440.000          0.081          0.327          0.327          1.000           0.20          1.000          0.988          0.000          0.296        884.358          205.6          176.4
     22/11/1988          203.8            0.0        598.000          0.215          0.597          0.597          1.000           0.62          1.000           56.2            0.0        470.000          0.097          0.354          0.354          1.000           0.23          1.000          2.089          0.000          0.295        883.223          204.7          176.3
     23/11/1988          240.9            0.0        631.000          0.250          1.146          1.146          1.000           0.74          1.000           68.5            0.0        500.000          0.119          0.680          0.680          1.000           0.29          1.000          1.060          0.000          0.294        880.043          203.1          176.3
     24/11/1988          283.7            0.0        664.000          0.293          1.251          1.251          1.000           0.87          1.000           83.2            0.0        530.000          0.146          0.775          0.775          1.000           0.36          1.000          0.712          0.000          0.292        877.012          201.4          176.2
     25/11/1988          332.1            0.0        697.000          0.338          1.247          1.247          1.000           1.00          1.000          100.4            0.0        560.000          0.177          0.795          0.795          1.000           0.42          1.000          0.570          0.000          0.291        874.109          199.7          176.2
     26/11/1988          386.5            0.0        730.000          0.386          1.435          1.435          1.000           1.15          1.000          120.3            0.0        590.000          0.214          0.949          0.949          1.000           0.50          1.000          0.465          0.000          0.289        870.972          197.6          176.1
     27/11/1988          443.4            0.0        763.000          0.441          1.311          1.311          1.000           1.30          1.000          141.9            0.0        620.000          0.253          0.896          0.896          1.000           0.59          1.000          1.521          0.000          0.288        868.756          195.5          176.1
     28/11/1988          515.3            0.0        796.000          0.489          1.701          1.701          1.000           1.49          1.000          169.4            0.0        650.000          0.303          1.169          1.169          1.000           0.69          1.000          0.653          0.000          0.285        864.948          192.9          176.0
     29/11/1988          595.5            0.0        829.000          0.546          2.117          2.117          1.000           1.70          1.000          202.1            0.0        680.000          0.363          1.555          1.555          1.000           0.82          1.000          0.368          0.000          0.283        860.625          189.7          176.0
     30/11/1988          686.7            0.0        862.000          0.614          2.844          2.468          0.868           1.94          1.000          231.7            0.0        710.000          0.412          2.179          1.662          0.763           0.97          1.000          0.317          0.000          0.281        855.896          186.1          175.9
     01/12/1988          783.1            0.0        895.000          0.747          2.836          2.426          0.855           2.18          1.000          257.8            0.0        740.000          0.452          2.144          1.379          0.643           1.10          1.000          0.300          0.000          0.278        851.513          182.6          175.9
     02/12/1988          895.5            0.0        928.000          0.923          3.241          2.748          0.848           2.46          1.000          286.0            0.0        770.000          0.497          2.125          1.464          0.689           1.22          1.000          0.270          0.000          0.276        846.755          179.0          175.8
     03/12/1988         1009.9            0.0        961.000          1.119          2.696          2.336          0.867           2.75          1.000          306.8            0.0        800.000          0.524          1.494          0.883          0.591           1.32          1.000          2.152          0.000          0.274        845.110          175.5          175.8
     04/12/1988         1165.5            0.0        994.000          1.334          3.978          3.978          1.000           3.11          1.000          338.0            0.0        830.000          0.575          1.826          1.436          0.786           1.43          1.000          1.498          0.000          0.270        837.929          171.2          175.7
     05/12/1988         1343.0            0.0       1027.000          1.573          4.445          4.445          1.000           3.54          1.000          365.5            0.0        860.000          0.614          1.772          1.240          0.700           1.54          1.000          0.437          0.000          0.268        831.539          166.2          175.7
     06/12/1988         1525.7            0.0       1060.000          1.818          4.199          4.199          1.000           4.00          1.000          395.3            0.0        890.000          0.662          1.425          1.234          0.866           1.65          1.000          0.310          0.000          0.265        825.531          160.9          175.6
     07/12/1988         1671.0            0.0       1093.000          1.992          2.404          2.404          1.000           4.41          1.000          419.2            0.0        920.000          0.702          0.711          0.711          1.000           1.72          1.000          0.256          0.000          0.262        821.899          156.3          175.6
     08/12/1988         1805.5            0.0       1126.000          2.139          1.874          1.874          1.000           4.79          1.000          439.5            0.0        950.000          0.735          0.510          0.510          1.000           1.80          1.000          0.970          0.000          0.259        823.086          151.5          175.5
     09/12/1988         2000.5            0.0       1159.000          2.336          4.502          4.502          1.000           5.23          1.000          463.8            0.0        980.000          0.770          1.145          1.007          0.879           1.91          1.000          1.376          0.000          0.256        820.345          145.8          175.5
     10/12/1988         2222.4            0.0       1192.000          2.540          4.222          4.222          1.000           5.76          1.000          492.2            0.0       1010.000          0.815          0.975          0.975          1.000           2.00          1.000          1.375          0.000          0.253        853.521          139.0          175.4
     11/12/1988         2486.9            0.0       1225.000          2.760          6.055          6.055          1.000           6.37          1.000          523.4            0.0       1040.000          0.863          1.283          1.283          1.000           2.12          1.000          1.537          0.000          0.249        844.396          131.2          175.4
     12/12/1988         2712.9            0.0       1258.000          2.930          4.293          4.293          1.000           6.93          1.000          547.7            0.0       1070.000          0.901          0.832          0.832          1.000           2.21          1.000          1.141          0.000          0.245        856.885          124.3          175.3
     13/12/1988         2981.9            0.0       1291.000          3.117          3.951          3.951          1.000           7.52          1.000          574.7            0.0       1100.000          0.941          0.715          0.715          1.000           2.31          1.000          1.234          0.000          0.241        850.744          117.1          175.3
     14/12/1988         3270.1            0.0       1324.000          3.299          5.580          5.580          1.000           8.18          1.000          601.7            0.0       1130.000          0.981          0.939          0.939          1.000           2.42          1.000          1.226          0.000          0.236        842.763          109.1          175.2
     15/12/1988         3548.1            0.0       1357.000          3.458          5.504          5.504          1.000           8.85          1.000          625.9            0.0       1160.000          1.017          0.864          0.864          1.000           2.51          1.000          1.168          0.000          0.231        834.996          101.0          175.2
     16/12/1988         3746.3            0.0       1390.000          3.558          2.573          2.573          1.000           9.40          1.000          642.2            0.0       1190.000          1.041          0.380          0.380          1.000           2.57          1.000          0.786          0.000          0.228        831.030           94.5          175.2
     17/12/1988         3874.6            0.0       1423.000          3.617          0.777          0.777          1.000           9.79          1.000          652.3            0.0       1220.000          1.055          0.110          0.110          1.000           2.60          1.000          0.481          0.000          0.224        834.237           89.7          175.1
     18/12/1988         4015.4            0.0       1456.000          3.678          1.392          1.392          1.000          10.13          1.000          663.2            0.0       1250.000          1.071          0.193          0.193          1.000           2.64          1.000          0.528          0.000          0.220        848.903           85.6          175.1
     19/12/1988         4295.4            0.0       1489.000          3.797          5.397          5.397          1.000          10.59          1.000          684.3            0.0       1280.000          1.102          0.733          0.733          1.000           2.71          1.000          1.155          0.000          0.216        846.403           79.9          175.0
     20/12/1988         4593.2            0.0       1500.000          3.914          6.664          6.664          1.000          11.13          1.000          705.8            0.0       1310.000          1.132          0.866          0.866          1.000           2.79          1.000          1.220          0.000          0.211        837.442           73.4          175.0
     21/12/1988         4912.4            0.0       1500.000          4.028          8.552          8.552          1.000          11.72          1.000          727.9            0.0       1340.000          1.164          1.065          1.065          1.000           2.86          1.000          1.346          0.000          0.206        826.273           66.2          175.0
     22/12/1988         5210.7            0.0       1500.000          4.125          5.879          5.879          1.000          12.29          1.000          747.7            0.0       1370.000          1.192          0.703          0.703          1.000           2.93          1.000          1.127          0.000          0.201        818.363           59.3          174.9
     23/12/1988         5519.2            0.0       1500.000          4.213          7.210          7.210          1.000          12.86          1.000          767.5            0.0       1400.000          1.221          0.833          0.833          1.000           2.99          1.000          0.852          0.000          0.198        809.270           52.6          174.9
     24/12/1988         5824.9            0.0       1500.000          4.236          6.055          6.055          1.000          13.41          1.000          786.5            0.0       1435.000          1.248          0.677          0.677          1.000           3.07          1.000          0.679          0.000          0.192        801.666           46.0          174.9
     25/12/1988         6146.9            0.0       1500.000          4.213          7.684          7.684          1.000          13.96          1.000          806.5            0.0       1470.000          1.276          0.858          0.858          1.000           3.07          1.000          0.611          0.000          0.190        792.324           39.6          174.8
     26/12/1988         6473.0            0.0       1500.000          4.190          7.612          7.612          1.000          14.50          1.000          827.1            0.0       1500.000          1.305          0.868          0.868          1.000           3.08          1.000          0.616          0.000          0.184        783.045           33.2          174.8
     27/12/1988         6728.9            0.0       1500.000          4.169          4.376          4.376          1.000          14.97          1.000          843.7            0.0       1500.000          1.329          0.509          0.509          1.000           3.08          1.000          0.937          0.000          0.182        789.040           27.6          174.8
     28/12/1988         7070.7            0.0       1500.000          4.149          9.082          9.082          1.000          15.32          1.000          866.1            0.0       1500.000          1.353          1.075          1.075          1.000           3.11          1.000          1.274          0.000          0.177        777.430           23.6          174.7
     29/12/1988         7390.9            0.0       1500.000          4.127          7.038          7.038          1.000          15.58          1.000          887.6            0.0       1500.000          1.376          0.848          0.848          1.000           3.12          1.000          1.132          0.000          0.172        768.242           20.7          174.7
     30/12/1988         7689.2            0.0       1500.000          4.107          5.440          5.440          1.000          15.77          1.000          907.9            0.0       1500.000          1.398          0.666          0.666          1.000           3.12          1.000          0.764          0.000          0.168        761.204           18.5          174.7
     31/12/1988         7982.4            0.0       1500.000          4.078          4.695          4.695          1.000          15.93          1.000          928.1            0.0       1500.000          1.420          0.584          0.584          1.000           3.12          1.000          0.611          0.000          0.164        755.151           16.8          174.7
     01/01/1989         8288.1            0.0       1500.000          4.050          5.930          5.930          1.000          16.06          1.000          949.6            0.0       1500.000          1.444          0.750          0.750          1.000           3.13          1.000          0.547          0.000          0.160        747.764           15.5          174.6
     02/01/1989         8501.1            0.0       1500.000          4.023          2.578          2.578          1.000          16.17          1.000          964.8            0.0       1500.000          1.460          0.332          0.332          1.000           3.14          1.000          0.759          0.000          0.156        746.538           14.4          174.6
     03/01/1989         8770.4            0.0       1500.000          3.994          6.027          6.027          1.000          16.25          1.000          984.3            0.0       1500.000          1.481          0.786          0.786          1.000           3.16          1.000          1.000          0.000          0.152        748.574           13.5          174.6
     04/01/1989         9084.6            0.0       1500.000          3.961          7.725          7.725          1.000          16.33          1.000         1007.5           14.1       1500.000          1.486          1.023          1.023          1.000           3.18          1.000          1.220          0.000          0.148        738.457           12.8          174.6
     05/01/1989         9415.3            0.0       1500.000          3.926          8.642          8.642          1.000          16.39          1.000         1032.0           28.9       1500.000          1.492          1.155          1.155          1.000           3.22          1.000          1.154          0.000          0.142        727.365           12.3          174.5
     06/01/1989         9623.6            0.0       1500.000          3.898          2.705          2.705          1.000          16.45          1.000         1047.6           44.0       1500.000          1.482          0.365          0.365          1.000           3.24          1.000          0.772          0.000          0.140        744.183           11.8          174.5
