Summary_file = Dalby600Low.sum
Title = Dalby 600mm wet soil Low Population
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        31      1958          0.002       3931.237        771.378        112.673
        41      1959          0.006       9634.585       4823.883        206.758
        42      1960          0.003      11567.306       6056.435        268.564
        46      1961          0.006       8776.480       3340.104        179.123
        40      1962          0.001      10764.899       5992.533        212.257
        39      1963          0.001       5727.476       2072.146        130.502
        44      1964          0.004      10772.598       5119.362        243.229
        47      1965          0.003       8422.080       3435.441        203.503
        42      1966          0.005      11694.808       5538.686        256.080
        45      1967          0.004       7837.533       3544.378        184.651
        37      1968          0.001       6403.833       2312.704        151.747
        34      1969          0.003       7855.537       3017.582        191.212
        39      1970          0.004      11749.486       6249.278        258.801
        42      1971          0.003      10988.453       6103.182        213.273
        47      1972          0.001      11733.639       6588.141        231.701
        36      1973          0.005      10785.484       5310.442        239.492
        40      1974          0.003      10780.560       5542.583        214.806
        46      1975          0.003      10607.513       5056.302        226.534
        47      1976          0.005      10760.472       5297.044        207.499
        38      1977          0.005       6312.693       1992.134        154.824
        30      1978          0.001       7343.521       2351.976        169.813
        47      1979          0.004       8338.981       3183.935        172.185
        33      1980          0.004       7444.442       2925.846        189.091
        36      1981          0.001       9536.295       4919.074        194.077
        41      1982          0.004      11075.604       6150.384        242.929
        37      1983          0.007       8425.683       3708.791        205.533
        47      1984          0.001      11629.486       6190.964        216.224
        40      1985          0.004       8131.118       3241.574        188.895
        41      1986          0.003       6970.063       2477.233        168.977
        39      1987          0.001       9153.221       4563.104        209.188
        40      1988          0.002      11587.437       6105.266        248.812
        33      1989          0.001       8426.883       3570.262        184.576
        38      1990          0.001      11858.316       5814.791        246.375
        32      1991          0.003       5708.680       1471.965        142.195
        31      1992          0.001       8443.906       3463.830        188.428
        40      1993          0.006       6275.790       1684.455        141.229
        40      1994          0.001       9063.188       4190.309        218.634
        40      1995          0.004       7843.712       3569.978        171.797
        39      1996          0.002      11598.978       6541.819        233.410
        45      1997          0.007       7152.171       2160.554        166.746
        34      1998          0.002       8993.387       4303.938        219.017
        42      1999          0.005       9298.678       4369.159        194.582
        51      2000          0.002      12715.226       6940.348        244.889
        38      2001          0.005       5453.617       1782.023        124.309
        38      2002          0.005       9674.273       4866.133        234.082
