APSIM output file, version = 5.4
Title = Dalby 1500mm wet soil Low Population
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
             31           1958          0.004         6989.2         2136.4        203.185
             41           1959          0.006        11401.7         6349.9        249.760
             42           1960          0.003        11720.0         6168.5        274.390
             46           1961          0.006        12169.4         6562.8        255.226
             40           1962          0.001        10713.9         5965.2        211.259
             39           1963          0.001         9559.1         4633.0        217.837
             44           1964          0.004        11875.4         5889.7        272.007
             47           1965          0.003        11002.8         5428.3        272.043
             42           1966          0.005        11715.8         5540.8        256.989
             45           1967          0.004        11223.6         5514.4        275.121
             37           1968          0.001        10184.3         5007.9        245.016
             34           1969          0.003        11149.0         5460.7        275.625
             39           1970          0.004        11804.0         6264.9        261.406
             42           1971          0.003        10901.3         6052.5        211.585
             47           1972          0.001        12164.2         6749.0        242.175
             36           1973          0.005        11574.0         5753.0        258.665
             40           1974          0.003        11120.7         5936.6        222.194
             46           1975          0.003        12390.1         6356.0        270.000
             47           1976          0.005        11354.7         6487.8        222.887
             38           1977          0.005         9674.9         4682.9        241.767
             30           1978          0.001        10832.9         5692.0        254.790
             47           1979          0.004        11769.4         6306.8        250.729
             33           1980          0.004        10503.5         4176.6        268.098
             36           1981          0.001        11339.7         6029.4        239.516
             41           1982          0.004        10989.0         6134.7        241.024
             37           1983          0.007        11452.2         6022.8        278.556
             47           1984          0.001        11603.0         6177.3        215.738
             40           1985          0.004        10910.7         5440.6        260.358
             41           1986          0.003        10171.5         5435.0        250.075
             39           1987          0.001        11791.4         5862.0        283.221
             40           1988          0.002        11939.7         6308.6        257.661
             33           1989          0.001        11902.1         6282.2        264.814
             38           1990          0.001        12296.8         6090.7        260.153
             32           1991          0.003         9373.4         4455.5        235.845
             31           1992          0.001        11528.5         5487.3        269.014
             40           1993          0.006         9654.5         4502.2        232.142
             40           1994          0.001        11762.3         5854.8        294.193
             40           1995          0.004        11494.2         5915.4        271.459
             39           1996          0.002        11525.4         6541.8        231.958
             45           1997          0.007        10687.5         5219.8        250.111
             34           1998          0.002        10827.0         5618.7        267.406
             42           1999          0.004        11597.6         6381.1        249.492
             51           2000          0.002        12609.8         6940.3        242.856
             38           2001          0.005         8857.1         4049.5        214.433
             38           2002          0.005        11300.3         5864.1        276.936
