Summary_file = Dalby1500High.sum
Title = Dalby 1500mm wet soil High Population
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        31      1958          0.006       7322.197       1593.070        208.680
        41      1959          0.012      15320.938       7643.925        326.631
        42      1960          0.007      15927.833       7917.767        359.911
        46      1961          0.012      13816.173       5279.186        281.793
        40      1962          0.002      16939.535       9422.301        333.920
        39      1963          0.002      10432.834       3883.030        236.062
        44      1964          0.008      15636.959       7023.860        342.616
        47      1965          0.007      11932.004       4532.245        283.221
        42      1966          0.010      17715.740       8762.043        386.195
        45      1967          0.008      12452.129       5166.788        290.436
        37      1968          0.002      10919.515       3976.227        254.877
        34      1969          0.007      12032.979       4327.925        294.778
        39      1970          0.009      16590.973       8784.891        362.677
        42      1971          0.007      17451.629       9664.212        337.672
        47      1972          0.002      18145.336       9804.759        361.640
        36      1973          0.011      14072.408       5889.506        292.677
        40      1974          0.007      16931.252       8696.971        336.772
        46      1975          0.006      15535.478       6920.708        325.995
        47      1976          0.011      16666.250       9181.897        325.213
        38      1977          0.009      10424.545       3452.976        253.390
        30      1978          0.002      12210.137       4269.615        281.720
        47      1979          0.008      13472.077       5365.919        277.743
        33      1980          0.008      11952.473       4815.671        299.125
        36      1981          0.002      14306.595       6914.919        290.600
        41      1982          0.007      17142.064       9574.075        373.332
        37      1983          0.013      12756.348       5133.026        311.853
        47      1984          0.003      17683.619       9168.154        327.290
        40      1985          0.008      12331.122       4621.980        281.917
        41      1986          0.007      11305.193       4287.777        273.351
        39      1987          0.002      14351.755       6746.568        330.095
        40      1988          0.005      16761.555       8314.640        357.886
        33      1989          0.002      13138.829       6028.102        290.283
        38      1990          0.002      17236.969       8589.158        350.939
        32      1991          0.005       9772.212       2873.624        241.019
        31      1992          0.002      13062.308       5160.308        291.463
        40      1993          0.011      10975.020       3261.234        251.102
        40      1994          0.003      13341.340       5627.063        317.083
        40      1995          0.008      13321.594       6076.897        295.488
        39      1996          0.004      17916.455      10190.416        360.262
        45      1997          0.013      11491.710       3357.730        270.035
        34      1998          0.003      12775.297       5586.678        309.220
        42      1999          0.009      14808.635       7026.856        310.374
        51      2000          0.003      18943.617      10552.130        362.561
        38      2001          0.009       9589.128       3121.066        220.785
        38      2002          0.009      14363.980       6925.307        341.918
