Summary_file = Roma400Low.sum
Title = Roma 400mm wet soil Low Population
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        27      1958          0.001       1667.088          0.000         54.201
        27      1959          0.001       5002.147        629.396        127.408
        29      1960          0.001       4377.278       1537.359        107.133
        31      1961          0.001       3208.431        679.207         81.889
        27      1962          0.001       9070.256       4751.024        217.053
        30      1963          0.001       4285.203       1446.506        113.373
        31      1964          0.001       6855.905       2416.014        156.793
        35      1965          0.002       2679.550        536.713         66.624
        32      1966          0.001       5418.098       2515.578        125.610
        30      1967          0.001       3723.420       1058.095         90.102
        26      1968          0.001       6418.924       1667.180        158.298
        29      1969          0.001       2937.456       1154.157         83.961
        28      1970          0.001       5198.797       1433.634        124.507
        32      1971          0.001       8768.666       3671.027        218.714
        32      1972          0.001       3181.155        250.271         84.869
        29      1973          0.002       7281.884       2849.079        169.981
        31      1974          0.001       6895.108       2919.138        145.203
        35      1975          0.001       3184.775        225.791         76.554
        32      1976          0.001       4150.899        933.229         94.393
        32      1977          0.001       3877.172        464.959         98.774
        24      1978          0.001       2496.787        319.277         63.494
        37      1979          0.006       4282.495       1102.959        100.661
        26      1980          0.001       4548.646        825.918        125.947
        26      1981          0.001       7210.822       3554.323        175.598
        32      1982          0.001       5393.296       1093.709        133.003
        27      1983          0.001       5631.419       2393.458        155.421
        33      1984          0.001       9162.128       4205.871        179.062
        31      1985          0.001       6053.888       1269.217        162.788
        33      1986          0.001       6198.496       1923.463        145.532
        32      1987          0.001       5188.259       1622.247        117.664
        28      1988          0.001       4127.547       1017.524         98.657
        23      1989          0.001       3430.663        967.358         85.068
        30      1990          0.001       7423.863       2836.550        164.902
        27      1991          0.001       2512.687        149.576         66.885
        23      1992          0.001       3325.107        933.387         91.564
        32      1993          0.001       2137.142        119.485         50.918
        32      1994          0.001       2391.363        353.950         53.914
        32      1995          0.001       5024.250       1235.110        102.787
        33      1996          0.001      11765.976       6115.246        261.382
        38      1997          0.001       4519.470       1668.351        107.529
        26      1998          0.001       6077.480       1296.319        154.815
        32      1999          0.001       7077.911       2536.137        162.989
        38      2000          0.001      11024.329       5291.115        225.442
        33      2001          0.003       6243.798       2143.954        136.018
        34      2002          0.001       5760.803       2269.246        136.551
