year,month,day,day_month,period,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),sw(11),sw(12),sw(13),sw(14),sw(15),sw(16),sw(17),sw(18),sw(19),sw(20),sw(21),sw(22),sw(23),sw(24),sw(25),sw(26),sw(27),sw(28),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3(10),no3(11),no3(12),no3(13),no3(14),no3(15),no3(16),no3(17),no3(18),no3(19),no3(20),no3(21),no3(22),no3(23),no3(24),nh4(1),nh4(2),nh4(3),nh4(4),nh4(5),nh4(6),nh4(7),nh4(8),no3_025,no3_2590,nh4_025,nh4_2590,sw_dep_025,sw_dep_2590,sw_dep_90180,no3_030,no3_3080,nh4_030,nh4_3080,sw_dep_030,sw_dep_3080,rain,T,ET,swdep,es,runoff,drain,eo,h,drain_25,drain_90,drain_180,cum_rain,cum_ET,cum_E,cum_T,cdrain_25,cdrain_90,cdrain180,cum_drain,no3(),nh4(),nit_tot(),leach_no3,cleach_25,cleach_90,urea(),biom_n(),fom_n(),hum_n(),sum@soiln2_dnit[],sum@soiln2_dlt_n_min[],surfaceom_n,surfaceom_wt,surfaceom_cover,L_dlt_n_fixed,W_biomass_n,W_root_n,L_biomass_n,L_root_n,C_biomass_n,C_root_n,cum_nmin010,cum_nmin1020,cum_nmin2030,no3_010,nh4_010,fom_n_010,biom_n_010,hum_n_010,no3_sol_20,no3_sol_30,no3_sol_50,no3_sol_90,cumnetdrain130
(year),(month),(day),(day),(),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(),(),(),(),(),(),(),(),(),(),(),(),(),(mm),(),(),(mm),(mm),(mm),(mm),(mm),(mm),(),(),(),(),(),(),(),(),(),(),(),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(),(),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(m^2/m^2),(g/m^2),(g/m^2),(?),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(),(),(),(),(),(),(),(),(ppm),(ppm),(ppm),(ppm),()
1998,5,128,8,3.000000,0.069885,0.160257,0.200411,0.219795,0.233884,0.244915,0.250036,0.224966,0.203780,0.218923,0.247382,0.284689,0.306549,0.322088,0.325175,0.326871,0.327767,0.319067,0.307500,0.296194,0.297407,0.296922,0.293020,0.304442,0.310315,0.310538,0.310737,0.310827,0.002496,0.011383,0.026914,0.071769,0.221822,2.760440,1.695342,0.195015,0.003001,0.000525,0.000399,0.002378,1.298359,1.552628,1.553618,1.564463,1.614901,1.646854,1.666595,1.649650,1.226400,2.413299,3.590202,3.276189,0.001665,0.017870,0.056319,0.148436,0.212519,0.075291,0.044155,0.000000,3.094824,1.894082,0.512100,0.044155,56.784786,146.590012,272.438416,3.942495,1.046212,0.534177,0.022078,69.286606,109.349991,5.400000,0.056039,22.713314,1767.214175,20.991970,0.000000,0.592332,35.191956,0.000000,1.300492,-0.023987,-0.032554,51.399998,30.860100,30.796803,0.063295,8.860025,-0.047451,0.000000,1.256333,39.661533,0.606572,8899.781250,0.013035,1.192709,-0.000051,0.000000,139.384796,13.150970,8706.976562,0.134522,2.913085,33.132500,4078.769287,0.557232,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,46.793041,18.756485,4.445407,0.186503,0.295130,4.333927,95.138992,1347.871948,0.816317,1.264570,6.780379,0.009819,-0.314593
1998,5,143,23,3.000000,0.075219,0.176546,0.205427,0.221257,0.228798,0.238509,0.243797,0.229898,0.203866,0.218940,0.247636,0.285187,0.306441,0.321860,0.324923,0.326626,0.327549,0.318861,0.307313,0.296010,0.297215,0.296737,0.292890,0.304313,0.310211,0.310436,0.310638,0.310731,0.000000,0.001495,0.002661,0.004469,0.627587,2.186984,1.431188,0.236484,0.002768,0.000485,0.000386,0.002347,1.285701,1.553061,1.558038,1.569482,1.619674,1.650974,1.670003,1.652652,1.229111,2.419517,3.597841,3.269768,0.000000,0.014882,0.026174,0.042988,0.139454,0.076751,0.048279,0.000000,2.823196,1.671118,0.300249,0.048279,56.111099,146.500992,272.445526,3.538790,0.955331,0.324389,0.024139,68.300934,109.547577,11.000000,0.453513,11.495193,1765.860055,11.298156,0.000000,0.565212,30.435923,0.000000,-0.064515,-0.026074,-0.033257,62.399998,42.649071,42.094959,0.554107,8.797958,-0.073660,0.000000,1.821546,39.134167,0.398880,8899.989258,0.012369,1.246140,-0.000074,0.000000,141.246216,12.785802,8706.423828,0.106245,2.152692,31.834112,3918.935791,0.542866,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,48.218536,19.266146,4.572170,0.217821,0.130529,4.134930,96.608925,1347.754150,0.050500,3.657298,5.870415,0.009051,-0.454879
1998,5,150,30,3.000000,0.063469,0.092199,0.179464,0.206323,0.223433,0.236680,0.242176,0.231184,0.203926,0.218948,0.247761,0.285399,0.306394,0.321758,0.324810,0.326517,0.327452,0.318769,0.307228,0.295926,0.297128,0.296653,0.292831,0.304254,0.310164,0.310390,0.310593,0.310687,0.000067,0.000241,0.013697,1.550148,0.115634,2.113432,1.418283,0.254807,0.002657,0.000450,0.000368,0.002317,1.279619,1.552943,1.559845,1.571613,1.621722,1.652745,1.671464,1.653943,1.230300,2.422289,3.601761,3.267195,0.000000,0.000000,0.125660,24.177734,0.203916,0.076242,0.048964,0.000000,3.793219,1.676381,24.583553,0.048984,53.507023,146.490509,272.448334,4.502360,0.967055,24.608034,0.024497,65.615814,109.605652,0.000000,0.056757,3.160011,1762.977575,2.615251,0.000000,0.255019,13.287690,0.000000,-0.021540,-0.012846,-0.015707,62.399998,45.276524,44.710209,0.566309,8.776793,-0.086565,0.000000,2.076565,40.094532,24.683187,8927.132812,0.005559,1.265657,-0.000085,0.000000,143.131500,12.911761,8706.310547,0.047327,0.804505,32.085930,3831.990479,0.538623,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,48.752064,19.452372,4.616950,1.602698,24.371367,4.210486,98.129585,1347.792114,18.783051,0.690043,5.856419,0.008688,-0.518031
1998,6,165,14,3.000000,0.255877,0.256220,0.256706,0.258840,0.257288,0.250390,0.245232,0.233816,0.204090,0.218966,0.248041,0.285815,0.306298,0.321552,0.324580,0.326293,0.327251,0.318579,0.307053,0.295754,0.296947,0.296479,0.292708,0.304132,0.310065,0.310293,0.310499,0.310594,0.956922,1.496112,2.555636,5.495638,6.098679,2.909700,1.541250,0.302263,0.002032,0.000360,0.000312,0.001964,1.266971,1.552686,1.563780,1.576275,1.626217,1.656654,1.674717,1.656841,1.232942,2.428395,3.611433,3.262776,0.003384,0.002042,0.233764,4.391572,1.819141,0.147764,0.052370,0.000000,19.512688,1.846061,6.597667,0.052370,63.664886,147.115524,272.453308,20.283312,1.075280,6.623852,0.026185,75.926491,110.049797,22.800001,0.067119,11.144714,1773.202652,11.963902,0.000000,0.528787,26.563974,0.000000,0.575149,-0.028889,-0.033968,85.199989,57.322624,56.674114,0.648507,9.372800,-0.115574,0.000000,2.605350,55.958076,6.700895,8928.868164,0.011484,1.385555,-0.000107,0.000000,147.674133,12.442337,8706.092773,0.172516,1.432505,29.776846,3558.598877,0.512358,0.000000,0.055127,?,0.000000,0.000000,0.000000,0.000000,49.575390,19.866993,4.719515,12.537201,5.237143,3.898651,101.905487,1347.910645,53.079535,31.604972,6.284861,0.006639,-0.648775
1998,6,169,18,3.000000,0.126392,0.197514,0.216102,0.231118,0.241077,0.245348,0.244580,0.234698,0.204146,0.218971,0.248119,0.285918,0.306274,0.321499,0.324521,0.326235,0.327200,0.318529,0.307008,0.295709,0.296901,0.296434,0.292676,0.304100,0.310039,0.310268,0.310474,0.310569,0.860922,2.145562,3.306586,5.224064,5.975158,2.861303,1.557173,0.318487,0.001743,0.000314,0.000279,0.001784,1.263407,1.552359,1.564605,1.577322,1.627240,1.657539,1.675443,1.657486,1.233557,2.429868,3.614058,3.261751,0.000474,0.017028,0.302319,3.257802,1.526156,0.136463,0.053218,0.000000,20.373594,1.877856,5.240242,0.053218,58.789444,147.155807,272.454407,21.152182,1.099131,5.266851,0.026609,71.018456,110.114922,0.400000,0.058043,5.099121,1768.222371,5.186719,0.000000,0.137098,7.408968,0.000000,0.045792,-0.008001,-0.009116,85.599983,62.565857,61.860836,0.705021,9.405060,-0.123605,0.000000,2.742447,56.842930,5.344511,8928.698242,0.002968,1.410070,-0.000113,0.000000,148.144897,12.340171,8706.024414,0.024843,0.252780,29.536020,3530.071533,0.509534,0.000000,0.084311,?,0.000000,0.000000,0.000000,0.000000,49.717293,19.939571,4.737742,13.528853,4.086342,3.825872,102.294609,1347.913086,56.508690,33.046985,6.366719,0.005691,-0.682713
1998,7,184,3,3.000000,0.298605,0.299308,0.300022,0.302241,0.291630,0.266745,0.265027,0.286907,0.291156,0.317675,0.323787,0.327023,0.337537,0.343520,0.327692,0.326125,0.327015,0.318350,0.306843,0.295545,0.296729,0.296268,0.292559,0.303984,0.309945,0.310176,0.310383,0.310479,0.000182,0.000386,0.000525,0.094122,1.278740,3.596521,4.260884,4.605474,4.206306,2.309553,0.603903,0.110334,1.172155,1.624074,1.583043,1.581080,1.630491,1.660317,1.677666,1.659454,1.235556,2.434878,3.623708,3.258587,0.004304,0.009058,0.012153,0.017794,0.103136,0.760543,0.306506,0.070687,4.970476,15.684168,0.906988,0.377193,71.122948,194.780441,299.533020,7.100918,13.251775,1.060241,0.223940,84.374275,149.150375,99.799988,0.193584,13.233917,1854.744845,12.579613,0.000000,0.500209,18.143551,0.000000,74.566238,26.684887,-0.023875,185.399979,75.343086,74.440445,0.902627,84.103897,26.941015,0.000000,3.242657,55.638111,1.335500,8929.026367,0.010798,16.818775,0.570238,0.000000,154.088455,11.800150,8706.164062,0.475460,0.018664,27.113026,3242.906982,0.480177,0.000000,0.208916,?,0.000000,0.000000,0.000000,0.000000,50.231331,20.107931,4.781913,0.521462,0.077688,3.753016,106.248451,1348.150513,0.778533,5.846403,16.077200,9.631262,7.467754
1998,7,189,8,3.000000,0.301501,0.302245,0.302993,0.305288,0.294041,0.265464,0.262061,0.285072,0.291314,0.316065,0.322548,0.325372,0.336692,0.344329,0.336354,0.327121,0.326999,0.318295,0.306789,0.295492,0.296673,0.296214,0.292521,0.303946,0.309914,0.310146,0.310353,0.310450,0.118335,0.267370,0.486352,0.192903,0.262012,3.307628,3.884058,4.237644,4.206202,2.183339,0.532707,0.101833,1.131981,1.605558,1.624039,1.587306,1.631786,1.661251,1.678407,1.660110,1.236221,2.436538,3.626924,3.257807,2.910846,6.963224,11.911050,3.330782,0.164426,0.597323,0.246629,0.046245,4.634600,14.777596,25.877651,0.292874,71.400810,193.878326,300.804352,6.576629,12.569215,26.000965,0.169560,84.503876,148.520416,6.400000,0.143497,5.093795,1855.440459,5.354624,0.000000,0.162027,7.665601,0.000000,0.666433,1.603479,0.143102,191.799973,80.885391,79.795074,1.090304,84.708748,28.422905,0.000000,3.404683,54.334415,26.221651,9018.967773,0.003487,16.888025,0.601830,63.730484,156.857101,11.568830,8706.255859,0.094663,-0.002264,25.970144,3107.360107,0.465720,0.000000,0.294061,?,0.000000,0.000000,0.000000,0.000000,50.490360,20.178146,4.799428,1.152297,25.170710,3.737640,108.077171,1348.264526,1.579685,1.188095,14.821174,9.625816,9.488265
1998,7,204,23,3.000000,0.319405,0.320449,0.321477,0.324452,0.310979,0.281536,0.280118,0.302854,0.303052,0.322883,0.329749,0.333230,0.343378,0.348599,0.342996,0.337722,0.329491,0.318452,0.306677,0.295344,0.296513,0.296058,0.292409,0.303835,0.309824,0.310058,0.310266,0.310363,0.410437,0.858634,1.913198,5.449486,8.094777,5.268839,3.823200,3.700569,4.284504,2.480823,0.570105,0.108043,1.042693,1.565723,1.633998,1.639219,1.647628,1.665272,1.680481,1.661762,1.237961,2.441008,3.635841,3.255901,1.755061,4.868201,12.084679,27.244354,14.522830,2.649866,0.427897,0.091212,21.995371,14.574148,63.124992,0.519109,75.686172,201.306610,306.615356,23.906971,12.377496,63.338940,0.305160,89.692085,154.325760,35.400002,0.556961,15.639092,1875.226053,14.614006,0.000000,0.472690,21.781061,0.000000,14.891281,5.817045,2.587703,227.199966,96.026978,94.409081,1.617882,100.828621,36.967533,0.000000,3.877373,71.445976,63.695118,9015.776367,0.010144,19.402489,0.797880,1.403038,161.930038,10.950652,8706.352539,0.487673,-0.138099,24.059713,2880.630859,0.440639,0.000000,0.654758,?,0.000000,0.000000,0.000000,0.000000,50.882706,20.347364,4.840453,11.330014,50.793240,3.592177,111.303856,1348.454956,41.989886,34.706590,13.648522,9.425230,15.072884
1998,8,219,7,3.000000,0.327603,0.328519,0.329415,0.331985,0.317548,0.288069,0.276502,0.296367,0.294943,0.321134,0.328209,0.331631,0.342564,0.352108,0.351794,0.351137,0.349166,0.338539,0.323360,0.307931,0.302855,0.297807,0.292353,0.303729,0.309737,0.309972,0.310181,0.310279,0.267329,0.807762,2.208627,7.135463,14.946627,11.012546,5.470155,3.654529,3.709343,2.681266,0.925512,0.239289,0.796812,1.381092,1.587878,1.649612,1.701154,1.736026,1.752029,1.726491,1.266469,2.461136,3.645089,3.254932,0.004117,0.777323,2.989596,10.779531,12.424075,3.725245,0.700804,0.113709,36.378353,15.978049,30.699886,0.814513,77.413902,198.575989,308.440125,39.113430,12.780215,31.050289,0.464111,91.239014,151.929993,33.399998,1.479731,14.533821,1893.783433,12.863553,0.000000,0.453679,21.695082,0.000000,18.396931,21.283939,17.099384,260.599945,110.415787,107.272636,3.143130,118.694565,56.981552,0.000000,4.331052,87.356064,31.563370,9007.754883,0.009696,24.698206,1.331707,0.000000,171.689514,10.348903,8706.795898,1.586894,0.000665,19.906147,2387.022217,0.381919,0.000000,1.490560,?,0.000000,0.000000,0.000000,0.000000,51.377869,20.538975,4.884441,15.401390,18.691925,3.444770,118.442513,1348.939453,53.733302,62.758553,19.783400,8.384327,35.642159
1998,8,234,22,3.000000,0.317691,0.318726,0.319770,0.322807,0.309263,0.277774,0.265566,0.287630,0.290112,0.319102,0.325350,0.328879,0.340413,0.350225,0.350591,0.350939,0.349534,0.337980,0.322607,0.309312,0.310219,0.309053,0.301869,0.311469,0.312055,0.310030,0.310104,0.310197,0.113683,0.304520,0.807338,2.679821,8.831223,8.309411,4.273529,2.401409,1.871782,1.201364,0.514168,0.280680,0.681945,1.230546,1.493524,1.588996,1.648078,1.675097,1.689484,1.681281,1.268751,2.506500,3.740170,3.334311,0.007820,0.014263,0.017641,0.036974,3.576621,1.711227,0.382610,0.055208,21.045996,10.005168,5.364546,0.437818,75.055466,195.191742,306.556671,23.182760,7.611320,5.555851,0.246513,88.333771,149.378464,30.799999,9.400681,23.125515,1900.440258,13.808309,0.000000,0.435974,33.278332,0.000000,14.682239,14.001968,14.765504,291.399994,134.122742,121.080956,13.041791,132.856979,69.847931,0.000000,4.767025,65.456322,5.847449,8973.405273,0.009282,30.582891,1.615285,0.000000,185.049652,9.632648,8707.418945,1.806894,0.648445,13.931324,1675.096558,0.286305,0.000000,4.626674,?,0.000000,0.000000,0.000000,0.000000,52.462009,20.882769,4.951297,6.849103,1.268905,3.233450,128.396851,1349.622437,20.754027,38.074321,16.092151,4.301290,49.529247
1998,8,238,26,3.000000,0.289864,0.290449,0.291042,0.292884,0.283406,0.262028,0.261186,0.283448,0.290241,0.315519,0.322308,0.325626,0.337886,0.347795,0.348401,0.348908,0.348128,0.338172,0.323785,0.310602,0.311264,0.309848,0.301974,0.312371,0.315764,0.311282,0.310152,0.310181,0.176768,0.297289,0.568619,1.557621,5.235123,4.960105,2.624722,1.440582,1.088458,0.651793,0.257131,0.263070,0.662062,1.196226,1.463363,1.564250,1.627060,1.660664,1.680266,1.674548,1.264663,2.497783,3.725330,3.332658,0.007505,0.014508,0.019552,0.038390,2.029801,1.221584,0.292637,0.037072,12.795526,5.934121,3.331340,0.329709,69.348244,193.334198,304.172272,14.107886,4.493194,3.477658,0.183390,82.407562,148.044128,0.200000,3.387444,6.065339,1893.734904,2.656795,0.000000,0.113525,9.360019,0.000000,1.175556,1.455146,3.965653,291.600006,140.914536,123.737755,17.176783,133.849258,70.865166,0.000000,4.880550,52.830585,3.705153,8960.154297,0.002411,30.888300,1.626273,0.000000,186.673691,9.504303,8707.440430,0.287962,0.360077,13.147198,1581.464111,0.272686,0.000000,5.763149,?,0.000000,0.000000,0.000000,0.000000,52.854774,20.989122,4.969238,4.345338,0.756555,3.193533,129.503860,1349.692505,13.295563,24.629572,10.049234,2.500126,51.709705
1998,9,253,10,3.000000,0.068348,0.120126,0.178277,0.189556,0.194161,0.214933,0.223228,0.257064,0.275892,0.300234,0.310739,0.317581,0.331538,0.341968,0.343236,0.343976,0.343284,0.333424,0.319787,0.307402,0.308551,0.307531,0.300714,0.311253,0.316476,0.316629,0.316776,0.316837,0.000000,0.000249,0.003079,0.005912,0.146297,0.240268,0.103943,0.048311,0.028230,0.005723,0.003015,0.024082,0.631264,1.136798,1.400668,1.504923,1.569361,1.600956,1.621762,1.618590,1.225891,2.426484,3.648052,3.277156,0.000000,0.002602,0.028394,0.055251,0.183100,0.285655,0.095575,0.024365,0.395805,0.187715,0.555002,0.121931,48.746193,180.533829,297.938507,0.447776,0.134236,0.602789,0.074143,59.907585,138.298553,4.200000,31.301048,40.085541,1855.468623,8.365312,0.000000,3.287744,43.718613,0.000000,0.082368,-0.812442,5.150340,295.800018,180.093369,132.103088,47.990295,133.861221,69.822350,0.000000,8.168294,33.589302,0.718734,8942.766602,0.069304,30.929646,1.625729,0.000000,191.649094,9.441813,8707.368164,0.733907,2.775640,10.025544,1208.184448,0.215789,0.000000,7.438357,?,0.000000,0.000000,0.000000,0.000000,55.095818,21.532084,5.047250,0.058006,0.147280,3.204172,133.194214,1349.910034,0.077970,1.004642,0.465638,0.068215,53.534042
1998,9,267,24,3.000000,0.320225,0.321258,0.322275,0.325203,0.311712,0.282381,0.282012,0.306386,0.305341,0.320281,0.323589,0.317157,0.328505,0.339234,0.340548,0.341215,0.340553,0.330897,0.317633,0.305540,0.306825,0.305901,0.299508,0.310167,0.315485,0.315645,0.315791,0.315860,0.001645,0.003380,0.004746,0.007528,0.022827,0.091277,0.092937,0.073834,0.044316,0.007375,0.002730,0.002382,0.619838,1.110703,1.368441,1.471950,1.537344,1.569322,1.590964,1.586824,1.200929,2.377705,3.582435,3.222777,0.011442,0.023609,0.033420,0.053924,0.098535,0.097831,0.062434,0.028558,0.131403,0.219827,0.318761,0.097848,75.883774,201.056030,297.447784,0.177871,0.171994,0.349978,0.066631,89.984390,154.596542,67.099998,12.513371,17.935926,1896.611852,5.744254,0.000000,7.597688,32.342361,0.000000,23.968233,-0.894846,1.651542,362.900055,198.452179,137.847336,60.604843,160.120865,71.161629,0.000000,15.765983,32.662148,0.459625,8943.576172,0.157881,31.024315,1.625907,0.000000,193.545639,9.735046,8707.173828,0.568119,2.314278,8.378626,1010.858215,0.183959,0.000000,7.452901,?,0.000000,0.000000,0.000000,0.000000,56.873119,21.922005,5.100704,0.024908,0.155240,3.379096,134.532303,1349.979492,0.057874,0.097643,0.329549,0.096757,53.718536
1998,10,280,7,3.000000,0.260853,0.261094,0.261225,0.261023,0.252190,0.219039,0.210473,0.248196,0.272297,0.297855,0.309370,0.317452,0.331796,0.341996,0.342017,0.341188,0.339572,0.329490,0.316328,0.304395,0.305796,0.305010,0.298638,0.309397,0.314798,0.314975,0.315133,0.315208,0.008328,0.017760,0.031721,0.055747,0.113530,0.150744,0.125857,0.081408,0.043563,0.006700,0.003370,0.002258,0.591850,1.091545,1.353466,1.455819,1.519787,1.550454,1.572004,1.566290,1.183529,2.343233,3.530218,3.176616,0.013324,0.025674,0.036961,0.103395,0.278171,0.048835,0.036572,0.018767,0.377830,0.259213,0.506360,0.059989,60.398735,177.219543,297.589355,0.440758,0.194599,0.524646,0.041703,70.922386,135.758911,20.100000,49.977245,57.425507,1854.047266,7.498549,0.000000,4.796025,50.606586,0.000000,2.712273,5.254098,1.356987,383.000061,256.320679,145.345886,110.974792,160.542419,74.149841,0.000000,20.562004,32.445805,0.610109,8945.612305,0.097735,31.026415,1.626176,0.000000,195.718140,10.007576,8706.831055,0.465316,3.754674,6.116169,739.275818,0.138060,0.000000,7.414583,?,0.000000,0.000000,0.000000,0.000000,59.742695,22.584419,5.181826,0.151399,0.272078,3.532384,136.032822,1350.039917,0.533927,0.600235,0.597974,0.106656,56.305271
1998,10,288,15,3.000000,0.065584,0.107167,0.149882,0.150662,0.169082,0.199317,0.201225,0.225280,0.250560,0.281091,0.299720,0.313024,0.329194,0.340021,0.340977,0.340968,0.339587,0.329306,0.315991,0.304007,0.305386,0.304617,0.298247,0.309023,0.314452,0.314631,0.314795,0.314872,0.000000,0.000000,0.003517,0.005866,0.129694,0.152242,0.133035,0.079560,0.041113,0.005288,0.002687,0.002515,0.584292,1.074958,1.337485,1.445027,1.512301,1.543380,1.564370,1.557232,1.175196,2.325985,3.503615,3.151694,0.000000,0.000000,0.022284,0.038012,0.118303,0.038987,0.033130,0.018141,0.291319,0.260339,0.217586,0.058787,43.036503,166.424713,294.615295,0.357837,0.192478,0.234151,0.041778,53.097767,126.391403,1.700000,22.139479,27.055157,1821.532694,4.639845,0.000000,2.330904,29.428602,0.000000,0.000991,-0.811291,0.983591,384.700043,288.204346,149.985733,138.218613,160.543213,73.372955,0.000000,22.892908,32.093964,0.321546,8946.604492,0.046851,31.026884,1.626149,0.000000,197.178772,10.267952,8706.742188,0.245567,1.259665,5.062039,612.496643,0.115774,0.000000,7.393907,?,0.000000,0.000000,0.000000,0.000000,60.693054,22.810247,5.206502,0.052614,0.099730,3.617831,137.118561,1350.104004,0.097329,1.022735,0.661127,0.109390,56.389431
1998,10,303,30,3.000000,0.191262,0.111472,0.097145,0.120081,0.139413,0.174752,0.182634,0.203797,0.214276,0.228977,0.262002,0.297479,0.324240,0.336841,0.338634,0.339277,0.338507,0.328601,0.315481,0.303540,0.304875,0.304105,0.297791,0.308547,0.313978,0.314133,0.314284,0.314357,0.002547,0.000000,0.000000,0.000849,0.060146,0.187428,0.172929,0.103461,0.047766,0.002281,0.002070,0.002611,0.579004,1.054530,1.312220,1.422497,1.494876,1.529643,1.552037,1.543114,1.161727,2.297562,3.460099,3.109412,0.015751,0.000000,0.000000,0.008912,0.052413,0.012769,0.015949,0.010389,0.250970,0.327472,0.089845,0.030389,36.748341,142.780197,285.638916,0.337435,0.239973,0.097819,0.022414,45.880020,107.448280,16.200001,54.934875,60.081196,1780.167045,4.989200,0.000000,3.552536,59.745888,0.000000,-0.000176,-0.579007,1.144583,400.900085,342.217712,154.974930,187.242828,160.542999,72.872169,0.000000,26.445446,31.680208,0.166121,8948.295898,0.070476,31.027967,1.626139,0.000000,199.183838,10.780379,8706.484375,0.425444,2.109191,3.558762,431.374023,0.082954,0.000000,7.376441,?,0.000000,0.000000,0.000000,0.000000,62.259403,23.208998,5.243929,0.023445,0.042134,3.814323,138.471497,1350.178589,0.017675,0.575235,0.946865,0.148611,55.884975
1998,11,308,4,3.000000,0.057022,0.062181,0.082154,0.119423,0.139403,0.174368,0.181784,0.203251,0.213911,0.229001,0.261964,0.296974,0.322803,0.335885,0.337901,0.338672,0.338043,0.328252,0.315241,0.303353,0.304700,0.303939,0.297680,0.308433,0.313862,0.314006,0.314149,0.314219,0.000000,0.000000,0.000000,0.001056,0.018007,0.193121,0.181252,0.109875,0.051171,0.002560,0.002150,0.003246,0.578798,1.049933,1.305685,1.416116,1.489545,1.525234,1.548117,1.538745,1.157611,2.288886,3.446995,3.096547,0.000000,0.000000,0.000000,0.012090,0.039582,0.008120,0.011981,0.008464,0.212184,0.345933,0.059792,0.024737,35.218956,142.586868,284.908813,0.302810,0.254232,0.065783,0.018437,44.308174,107.301254,0.000000,1.067120,2.587294,1776.933511,1.489949,0.000000,1.015513,26.056667,0.000000,-0.000160,-0.044084,0.244864,400.900085,344.435730,156.464890,187.970886,160.542847,72.828957,0.000000,27.460960,31.530832,0.131110,8948.575195,0.019921,31.028280,1.626136,0.000000,199.501343,10.996060,8706.417969,0.127680,0.166095,3.408166,413.204010,0.079597,0.000000,7.376660,?,0.000000,0.000000,0.000000,0.000000,62.338589,23.260906,5.248846,0.007058,0.025284,3.900213,138.675888,1350.189087,0.022096,0.172234,0.997069,0.159478,55.638233
1998,11,309,5,4.000000,0.056950,0.061536,0.077116,0.119008,0.139401,0.174257,0.181597,0.203130,0.213827,0.229006,0.261927,0.296826,0.322556,0.335706,0.337759,0.338553,0.337949,0.328180,0.315190,0.303314,0.304664,0.303904,0.297658,0.308412,0.313841,0.313983,0.314124,0.314193,0.000000,0.000000,0.000000,0.001068,0.016435,0.194093,0.183317,0.111505,0.051992,0.002745,0.002273,0.003552,0.578881,1.049177,1.304487,1.414910,1.488528,1.524391,1.547364,1.537889,1.156791,2.287155,3.444386,3.093990,0.000000,0.000000,0.000000,0.012968,0.043415,0.007242,0.011001,0.007971,0.211596,0.350696,0.063625,0.023320,35.083542,142.540649,284.762115,0.303255,0.257901,0.069125,0.017436,44.163414,107.268120,0.000000,0.184363,0.325790,1776.451247,0.124477,0.000000,0.195330,3.374334,0.000000,-0.000032,-0.008354,0.043120,0.000000,0.286934,0.124477,0.162457,-0.000032,-0.008161,0.000000,0.195330,31.510254,0.133630,8948.625000,0.003820,0.000057,-0.000000,0.000000,199.551636,11.033792,8706.397461,0.025467,0.044269,3.383766,410.259552,0.079052,0.000000,7.376710,?,0.000000,0.000000,0.000000,0.000000,62.359718,23.275427,5.249953,0.006546,0.027440,3.916998,138.701950,1350.189819,0.022435,0.157193,1.009467,0.162099,-0.047280
1998,11,324,20,4.000000,0.233756,0.235028,0.237483,0.245036,0.249615,0.248264,0.256638,0.280587,0.267126,0.230494,0.262693,0.298166,0.319970,0.333526,0.335884,0.336903,0.336594,0.327079,0.314380,0.302662,0.304054,0.303331,0.297330,0.308112,0.313559,0.313684,0.313805,0.313865,0.062538,0.105079,0.175591,0.304949,0.185113,0.062903,0.059009,0.051904,0.056197,0.004287,0.003435,0.004068,0.581870,1.042620,1.290742,1.400156,1.475833,1.513751,1.537575,1.526202,1.145196,2.262496,3.406771,3.057074,0.021460,0.069327,0.156298,0.353975,0.542257,0.027357,0.020128,0.012384,0.896173,0.173114,1.170674,0.037421,61.617733,166.159409,283.778473,0.925677,0.141892,1.180738,0.027287,74.449631,127.058182,71.800003,7.964389,20.557922,1823.397987,13.843987,0.000000,2.683293,72.962975,0.000000,25.449577,-0.125050,0.478650,71.800003,22.456932,13.968463,8.488467,25.429575,-0.134697,0.000000,2.878622,31.676664,1.254973,8949.703125,0.052061,0.152797,-0.000011,0.000000,199.763260,11.132317,8705.875977,0.361526,4.993930,1.677978,204.065521,0.040088,0.000000,7.381970,?,0.000000,0.000000,0.000000,0.000000,66.535202,23.911070,5.293214,0.709861,0.781812,3.876472,138.184738,1350.142334,3.111268,0.988790,0.229931,0.140250,-0.656350
