Summary_file = Roma600.sum
Title = Roma 600mm wet soil
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        54      1958          0.000       4052.059        923.148        134.190
        23      1959          0.000       8867.739       3628.169        228.022
        15      1960          0.000       6568.697       2653.141        162.089
        22      1961          0.000       5330.247       1530.005        136.630
        15      1962          0.000       9376.780       5064.084        225.350
        35      1963          0.000       8789.159       3066.417        217.232
        13      1964          0.000       9174.851       5023.731        211.593
        35      1965          0.094       4926.095       1372.449        125.069
        15      1966          0.000       9783.675       5021.628        216.695
        32      1967          0.000       5469.299       1737.045        133.909
        24      1968          0.000       9601.113       4054.305        241.245
        27      1969          0.000       5693.391       2130.996        166.603
        19      1970          0.000       6941.111       2310.801        172.843
        20      1971          0.000      12218.372       6046.645        312.590
        37      1972          0.000       7445.208       2385.264        198.139
        12      1973          0.000       7931.396       3592.839        196.094
        15      1974          0.000       8348.035       3887.058        181.904
        39      1975          0.000       5293.518       1722.663        139.256
        31      1976          0.000       7930.995       2853.041        182.169
        31      1977          0.000       5996.520       2110.503        160.213
        47      1978          0.000       5200.115       1286.381        130.644
        29      1979          0.000       6510.306       2364.205        156.611
        20      1980          0.000       5712.885       2198.524        166.329
        15      1981          0.000      10171.450       5196.058        247.600
        18      1982          0.000       5933.153       2245.360        154.850
        15      1983          0.000       6367.780       2643.151        176.974
        20      1984          0.000      11574.988       5407.357        236.741
        23      1985          0.000       8815.687       4040.231        235.800
        17      1986          0.000       7484.726       3228.217        180.760
        20      1987          0.000       6651.335       2441.380        160.221
        38      1988          0.000       5431.630       1551.507        137.673
        21      1989          0.000       5597.655       1853.215        141.226
        15      1990          0.000       9907.530       5437.145        236.148
        39      1991          0.000       5404.662       1708.604        148.873
        12      1992          0.000       6312.473       2991.867        161.417
        29      1993          0.093       4252.796          0.000        109.218
        24      1994          0.095       4481.796        292.878        107.395
        17      1995          0.000       6440.359       2314.301        134.534
        19      1996          0.000      12652.563       6231.575        278.844
        24      1997          0.000       6251.142       2658.322        155.678
        16      1998          0.000       7107.424       3859.881        185.408
        19      1999          0.000       9537.063       4781.402        218.676
        26      2000          0.000      12779.232       6187.492        264.799
        19      2001          0.000       7815.654       3767.278        174.973
        18      2002          0.000       7458.718       3114.880        183.573
