APSIM output file, version = 5.4
Title = Sample Simulation with observed evaporation data
           Date      m_biomass        m_yield   m_root_depth          m_lai       m_sw_dmd           m_ep  m_swdef_photo    m_biomass_n  m_nfact_photo      c_biomass        c_yield   c_root_depth          c_lai       c_sw_dmd           c_ep  c_swdef_photo    c_biomass_n  c_nfact_photo             es         runoff          drain       sw_dep()          no3()           br()
     17/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          4.163          0.000          0.054        904.821           46.8          179.8
     18/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          3.752          0.000          0.055        901.014           46.8          179.8
     19/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          2.143          0.000          0.057        898.814           47.0          179.8
     20/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.572          0.000          0.059        897.183           47.2          179.8
     21/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.247          0.000          0.061        895.875           47.5          179.7
     22/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.220          0.000          0.063        894.592           47.7          179.7
     23/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.210          0.000          0.066        893.317           47.9          179.7
     24/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.178          0.000          0.069        892.070           48.2          179.7
     25/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.144          0.000          0.072        890.853           48.4          179.7
     26/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.027          0.000          0.076        889.750           48.7          179.7
     27/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.031          0.000          0.081        888.638           49.0          179.6
     28/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          4.411          0.000          0.085        890.542           48.6          179.6
     29/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          2.212          0.000          0.091        888.239           48.3          179.6
     30/09/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.147          0.000          0.098        886.993           48.2          179.6
     01/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.958          0.000          0.103        885.932           48.3          179.6
     02/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.929          0.000          0.110        884.894           48.6          179.5
     03/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.859          0.000          0.116        883.919           48.9          179.5
     04/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.782          0.000          0.123        883.014           49.2          179.5
     05/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.694          0.000          0.130        882.190           49.6          179.5
     06/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.596          0.000          0.137        881.457           49.9          179.4
     07/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.689          0.000          0.144        880.623           50.3          179.4
     08/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.527          0.000          0.149        879.947           50.8          179.4
     09/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.586          0.000          0.156        879.205           51.1          179.3
     10/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.455          0.000          0.161        878.589           51.5          179.3
     11/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.535          0.000          0.167        877.887           51.8          179.3
     12/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.468          0.000          0.171        877.248           52.1          179.2
     13/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.445          0.000          0.176        876.627           52.5          179.2
     14/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.429          0.000          0.180        876.019           52.8          179.1
     15/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.413          0.000          0.183        875.422           53.2          179.1
     16/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.400          0.000          0.186        874.836           53.6          179.1
     17/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.389          0.000          0.189        874.257           54.1          179.0
     18/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.380          0.000          0.192        873.685           54.5          179.0
     19/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.373          0.000          0.194        873.118           54.8          178.9
     20/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.366          0.000          0.196        872.556           55.2          178.9
     21/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.362          0.000          0.197        871.997           55.6          178.9
     22/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.357          0.000          0.199        871.441           56.1          178.8
     23/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          0.353          0.000          0.200        870.889           56.5          178.8
     24/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.731          0.000          0.200        871.158           56.9          178.7
     25/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          0.000           0.00          0.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.138          0.000          0.201        870.219           57.3          178.7
     26/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          5.596          0.000          0.201        914.421          206.6          178.7
     27/10/1988            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          5.650          0.000          0.202        908.569          206.5          178.6
     28/10/1988            0.0            0.0         30.000          0.000          0.000          0.000          1.000           0.00          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          5.229          0.000          0.202        903.139          206.5          178.6
     29/10/1988            2.0            0.0         40.000          0.004          0.000          0.000          1.000           0.01          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          2.591          0.000          0.202        900.346          206.8          178.5
     30/10/1988            2.6            0.0         55.000          0.005          0.021          0.020          0.941           0.01          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.636          0.000          0.201        898.489          207.2          178.5
     31/10/1988            3.5            0.0         70.000          0.006          0.029          0.029          1.000           0.01          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.507          0.000          0.201        896.752          207.6          178.4
     01/11/1988            4.4            0.0         85.000          0.008          0.019          0.019          1.000           0.02          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.179          0.000          0.201        895.354          208.0          178.4
     02/11/1988            5.6            0.0        100.000          0.010          0.031          0.031          1.000           0.02          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.236          0.000          0.200        893.886          208.4          178.4
     03/11/1988            7.3            0.0        115.000          0.012          0.051          0.051          1.000           0.03          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.217          0.000          0.200        892.418          208.8          178.3
     04/11/1988            9.3            0.0        130.000          0.015          0.056          0.056          1.000           0.03          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.179          0.000          0.200        890.983          209.2          178.3
     05/11/1988           11.8            0.0        145.000          0.019          0.075          0.075          1.000           0.04          1.000            0.0            0.0          0.000          0.000          0.000          0.000          1.000           0.00          1.000          1.011          0.000          0.200        889.697          209.5          178.2
     06/11/1988           13.0            0.0        160.000          0.021          0.003          0.003          1.000           0.04          1.000            0.0            0.0        110.000          0.000          0.000          0.000          1.000           0.00          1.000          1.331          0.000          0.200        888.763          209.8          178.2
     07/11/1988           15.7            0.0        175.000          0.024          0.042          0.042          1.000           0.05          1.000            0.0            0.0        120.000          0.000          0.000          0.000          1.000           0.00          1.000          3.469          0.000          0.200        889.051          210.1          178.2
     08/11/1988           19.5            0.0        190.000          0.027          0.063          0.063          1.000           0.06          1.000            0.0            0.0        130.000          0.000          0.000          0.000          1.000           0.00          1.000          1.711          0.000          0.201        887.076          210.2          178.1
     09/11/1988           24.0            0.0        205.000          0.030          0.118          0.118          1.000           0.08          1.000            0.0            0.0        140.000          0.000          0.000          0.000          1.000           0.00          1.000          0.870          0.000          0.202        885.885          210.3          178.1
     10/11/1988           29.0            0.0        220.000          0.036          0.123          0.123          1.000           0.09          1.000            0.0            0.0        150.000          0.000          0.000          0.000          1.000           0.00          1.000          0.873          0.000          0.203        884.686          210.4          178.0
     11/11/1988           34.7            0.0        235.000          0.043          0.120          0.120          1.000           0.11          1.000            0.0            0.0        160.000          0.000          0.000          0.000          1.000           0.00          1.000          0.784          0.000          0.205        883.578          210.4          178.0
     12/11/1988           41.5            0.0        268.000          0.051          0.133          0.133          1.000           0.13          1.000            7.5            0.0        170.000          0.020          0.000          0.000          1.000           0.04          1.000          0.688          0.000          0.206        882.551          210.5          178.0
     13/11/1988           49.7            0.0        301.000          0.059          0.161          0.161          1.000           0.15          1.000           10.0            0.0        200.000          0.025          0.090          0.090          1.000           0.05          1.000          0.531          0.000          0.208        881.561          210.4          177.9
     14/11/1988           59.5            0.0        334.000          0.069          0.255          0.255          1.000           0.18          1.000           13.3            0.0        230.000          0.031          0.152          0.152          1.000           0.07          1.000          0.632          0.000          0.209        880.313          210.2          177.9
     15/11/1988           71.5            0.0        367.000          0.082          0.295          0.295          1.000           0.22          1.000           17.4            0.0        260.000          0.038          0.180          0.180          1.000           0.09          1.000          0.420          0.000          0.211        879.207          209.9          177.8
     16/11/1988           81.5            0.0        400.000          0.091          0.101          0.101          1.000           0.24          1.000           19.6            0.0        290.000          0.042          0.040          0.040          1.000           0.10          1.000          5.692          0.000          0.212        890.162          209.6          177.8
     17/11/1988           96.5            0.0        433.000          0.101          0.268          0.268          1.000           0.29          1.000           23.0            0.0        320.000          0.037          0.109          0.109          1.000           0.11          1.000          4.149          0.000          0.213        885.423          209.0          177.8
     18/11/1988          113.8            0.0        466.000          0.116          0.417          0.417          1.000           0.35          1.000           27.7            0.0        350.000          0.045          0.206          0.206          1.000           0.13          1.000          1.300          0.000          0.215        883.285          208.3          177.7
     19/11/1988          134.3            0.0        499.000          0.136          0.633          0.633          1.000           0.42          1.000           33.8            0.0        380.000          0.056          0.336          0.336          1.000           0.15          1.000          1.103          0.000          0.216        880.997          207.4          177.7
     20/11/1988          153.6            0.0        532.000          0.156          0.331          0.331          1.000           0.47          1.000           39.8            0.0        410.000          0.067          0.185          0.185          1.000           0.17          1.000          0.959          0.000          0.217        879.305          206.9          177.6
     21/11/1988          177.8            0.0        565.000          0.184          0.565          0.565          1.000           0.54          1.000           47.6            0.0        440.000          0.081          0.327          0.327          1.000           0.20          1.000          0.953          0.000          0.218        877.243          206.1          177.6
     22/11/1988          204.3            0.0        598.000          0.217          0.601          0.601          1.000           0.62          1.000           56.2            0.0        470.000          0.097          0.354          0.354          1.000           0.23          1.000          2.155          0.000          0.218        876.115          205.2          177.5
     23/11/1988          241.7            0.0        631.000          0.252          1.153          1.153          1.000           0.75          1.000           68.5            0.0        500.000          0.119          0.679          0.679          1.000           0.29          1.000          0.937          0.000          0.219        873.127          203.6          177.5
     24/11/1988          284.7            0.0        664.000          0.295          1.259          1.259          1.000           0.87          1.000           83.2            0.0        530.000          0.146          0.775          0.775          1.000           0.36          1.000          0.608          0.000          0.219        870.266          201.9          177.5
     25/11/1988          333.4            0.0        697.000          0.340          1.255          1.255          1.000           1.01          1.000          100.3            0.0        560.000          0.177          0.794          0.794          1.000           0.42          1.000          0.488          0.000          0.220        867.509          200.2          177.4
     26/11/1988          388.1            0.0        730.000          0.388          1.443          1.443          1.000           1.16          1.000          120.3            0.0        590.000          0.214          0.948          0.948          1.000           0.50          1.000          0.407          0.000          0.220        864.491          198.2          177.4
     27/11/1988          445.3            0.0        763.000          0.444          1.317          1.317          1.000           1.31          1.000          141.8            0.0        620.000          0.253          0.895          0.895          1.000           0.59          1.000          1.562          0.000          0.220        862.297          196.1          177.3
     28/11/1988          517.6            0.0        796.000          0.491          1.709          1.709          1.000           1.49          1.000          169.3            0.0        650.000          0.303          1.167          1.167          1.000           0.69          1.000          0.614          0.000          0.220        858.588          193.5          177.3
     29/11/1988          598.0            0.0        829.000          0.548          2.125          2.125          1.000           1.70          1.000          201.9            0.0        680.000          0.362          1.553          1.553          1.000           0.82          1.000          0.344          0.000          0.219        854.347          190.3          177.2
     30/11/1988          689.5            0.0        862.000          0.612          2.852          2.213          0.776           1.93          1.000          226.9            0.0        710.000          0.401          2.176          1.400          0.643           0.96          1.000          0.307          0.000          0.219        850.209          186.8          177.2
     01/12/1988          785.8            0.0        895.000          0.747          2.832          2.561          0.904           2.18          1.000          254.4            0.0        740.000          0.445          2.091          1.460          0.698           1.08          1.000          0.314          0.000          0.218        845.655          183.4          177.2
     02/12/1988          898.2            0.0        928.000          0.922          3.242          2.702          0.833           2.46          1.000          280.3            0.0        770.000          0.484          2.094          1.342          0.641           1.20          1.000          0.262          0.000          0.218        841.132          179.8          177.1
     03/12/1988         1012.5            0.0        961.000          1.118          2.694          2.352          0.873           2.75          1.000          299.9            0.0        800.000          0.510          1.461          0.830          0.568           1.30          1.000          2.672          0.000          0.217        839.061          176.3          177.1
     04/12/1988         1168.0            0.0        994.000          1.332          3.975          3.975          1.000           3.12          1.000          329.4            0.0        830.000          0.557          1.780          1.359          0.763           1.39          1.000          1.239          0.000          0.216        832.272          172.1          177.0
     05/12/1988         1345.4            0.0       1027.000          1.572          4.443          4.323          0.973           3.54          1.000          355.1            0.0        860.000          0.593          1.724          1.159          0.672           1.50          1.000          0.374          0.000          0.215        826.202          167.1          177.0
     06/12/1988         1528.0            0.0       1060.000          1.818          4.198          4.198          1.000           4.00          1.000          383.9            0.0        890.000          0.639          1.383          1.191          0.862           1.60          1.000          0.306          0.000          0.213        820.293          161.9          177.0
     07/12/1988         1673.4            0.0       1093.000          1.992          2.403          2.403          1.000           4.42          1.000          407.1            0.0        920.000          0.679          0.690          0.690          1.000           1.66          1.000          0.275          0.000          0.212        816.713          157.3          176.9
     08/12/1988         1807.8            0.0       1126.000          2.139          1.874          1.874          1.000           4.79          1.000          426.8            0.0        950.000          0.712          0.496          0.496          1.000           1.74          1.000          2.045          0.000          0.211        816.887          152.4          176.9
     09/12/1988         2002.8            0.0       1159.000          2.336          4.501          4.501          1.000           5.23          1.000          449.9            0.0        980.000          0.745          1.115          0.959          0.860           1.85          1.000          1.989          0.000          0.209        813.629          146.7          176.8
     10/12/1988         2224.7            0.0       1192.000          2.539          4.221          4.221          1.000           5.77          1.000          477.6            0.0       1010.000          0.789          0.948          0.948          1.000           1.93          1.000          1.915          0.000          0.208        846.337          139.9          176.8
     11/12/1988         2489.2            0.0       1225.000          2.760          6.055          6.055          1.000           6.38          1.000          507.9            0.0       1040.000          0.837          1.250          1.250          1.000           2.05          1.000          1.843          0.000          0.206        836.984          132.0          176.8
     12/12/1988         2715.2            0.0       1258.000          2.929          4.293          4.293          1.000           6.94          1.000          531.6            0.0       1070.000          0.873          0.810          0.810          1.000           2.14          1.000          1.777          0.000          0.204        848.900          125.0          176.7
     13/12/1988         2984.0            0.0       1291.000          3.116          3.950          3.950          1.000           7.53          1.000          558.0            0.0       1100.000          0.913          0.698          0.698          1.000           2.24          1.000          1.734          0.000          0.201        842.316          117.8          176.7
     14/12/1988         3272.2            0.0       1324.000          3.299          5.580          5.580          1.000           8.19          1.000          584.3            0.0       1130.000          0.953          0.917          0.917          1.000           2.34          1.000          1.689          0.000          0.198        833.932          109.7          176.7
     15/12/1988         3550.2            0.0       1357.000          3.457          5.503          5.503          1.000           8.86          1.000          608.0            0.0       1160.000          0.988          0.844          0.844          1.000           2.43          1.000          1.447          0.000          0.195        825.943          101.7          176.6
     16/12/1988         3748.5            0.0       1390.000          3.558          2.572          2.572          1.000           9.41          1.000          623.9            0.0       1190.000          1.011          0.371          0.371          1.000           2.49          1.000          0.950          0.000          0.192        821.856           95.2          176.6
     17/12/1988         3876.7            0.0       1423.000          3.616          0.777          0.777          1.000           9.80          1.000          633.8            0.0       1220.000          1.025          0.108          0.108          1.000           2.52          1.000          1.604          0.000          0.191        823.977           90.4          176.6
     18/12/1988         4017.5            0.0       1456.000          3.677          1.392          1.392          1.000          10.13          1.000          644.4            0.0       1250.000          1.041          0.189          0.189          1.000           2.56          1.000          1.601          0.000          0.188        837.607           86.3          176.5
     19/12/1988         4297.5            0.0       1489.000          3.796          5.396          5.396          1.000          10.60          1.000          665.1            0.0       1280.000          1.071          0.717          0.717          1.000           2.63          1.000          1.596          0.000          0.185        834.713           80.5          176.5
     20/12/1988         4595.2            0.0       1500.000          3.913          6.663          6.663          1.000          11.14          1.000          686.1            0.0       1310.000          1.101          0.847          0.847          1.000           2.71          1.000          1.580          0.000          0.182        825.441           73.9          176.4
     21/12/1988         4914.4            0.0       1500.000          4.027          8.551          8.551          1.000          11.73          1.000          707.7            0.0       1340.000          1.132          1.043          1.043          1.000           2.78          1.000          1.546          0.000          0.178        814.122           66.6          176.4
     22/12/1988         5212.6            0.0       1500.000          4.124          5.878          5.878          1.000          12.30          1.000          727.1            0.0       1370.000          1.160          0.688          0.688          1.000           2.84          1.000          1.178          0.000          0.175        806.203           59.8          176.4
     23/12/1988         5521.1            0.0       1500.000          4.212          7.209          7.209          1.000          12.87          1.000          746.5            0.0       1400.000          1.188          0.816          0.816          1.000           2.91          1.000          0.778          0.000          0.172        797.228           53.0          176.4
     24/12/1988         5826.7            0.0       1500.000          4.234          6.054          6.054          1.000          13.42          1.000          765.1            0.0       1435.000          1.215          0.664          0.664          1.000           2.92          1.000          0.737          0.000          0.168        789.604           46.6          176.3
     25/12/1988         6148.8            0.0       1500.000          4.211          7.683          7.683          1.000          13.96          1.000          784.7            0.0       1470.000          1.242          0.841          0.841          1.000           2.93          1.000          0.649          0.000          0.166        780.265           40.2          176.3
     26/12/1988         6474.8            0.0       1500.000          4.188          7.611          7.611          1.000          14.50          1.000          805.0            0.0       1500.000          1.271          0.851          0.851          1.000           2.94          1.000          0.609          0.000          0.162        771.033           33.9          176.3
     27/12/1988         6730.6            0.0       1500.000          4.167          4.375          4.375          1.000          14.95          1.000          821.2            0.0       1500.000          1.294          0.500          0.500          1.000           2.95          1.000          1.513          0.000          0.160        776.485           28.6          176.2
     28/12/1988         7072.3            0.0       1500.000          4.147          9.081          9.081          1.000          15.28          1.000          843.3            0.0       1500.000          1.318          1.055          1.055          1.000           2.95          1.000          1.512          0.000          0.157        764.679           24.7          176.2
     29/12/1988         7392.6            0.0       1500.000          4.125          7.036          7.036          1.000          15.54          1.000          864.3            0.0       1500.000          1.341          0.832          0.832          1.000           2.96          1.000          1.233          0.000          0.152        755.425           21.7          176.2
     30/12/1988         7690.8            0.0       1500.000          4.105          5.439          5.439          1.000          15.74          1.000          884.2            0.0       1500.000          1.363          0.654          0.654          1.000           2.96          1.000          0.800          0.000          0.149        748.383           19.5          176.2
     31/12/1988         7983.9            0.0       1500.000          4.076          0.000          0.000          1.000          15.90          1.000          884.2            0.0       1500.000          1.363          0.000          0.000          1.000           2.96          1.000          0.000          0.000          0.146        748.238           17.7          176.1
     01/01/1989         8289.5            0.0       1500.000          4.048          5.929          5.929          1.000          16.04          1.000          905.1            0.0       1500.000          1.386          0.728          0.728          1.000           2.97          1.000          0.797          0.000          0.142        740.642           16.2          176.1
     02/01/1989         8502.5            0.0       1500.000          4.021          2.578          2.578          1.000          16.15          1.000          919.9            0.0       1500.000          1.402          0.322          0.322          1.000           2.98          1.000          1.467          0.000          0.139        738.735           15.0          176.1
     03/01/1989         8771.7            0.0       1500.000          3.992          6.025          6.025          1.000          16.24          1.000          938.9            0.0       1500.000          1.422          0.764          0.764          1.000           3.00          1.000          1.508          0.000          0.136        740.303           14.0          176.1
     04/01/1989         9085.9            0.0       1500.000          3.959          7.723          7.723          1.000          16.32          1.000          961.3           13.5       1500.000          1.428          0.995          0.995          1.000           3.02          1.000          1.505          0.000          0.132        729.947           13.3          176.0
     05/01/1989         9416.5            0.0       1500.000          3.924          8.640          8.640          1.000          16.38          1.000          985.2           27.6       1500.000          1.434          1.123          1.123          1.000           3.05          1.000          1.136          0.000          0.127        718.921           12.7          176.0
     06/01/1989         9624.7            0.0       1500.000          3.896          2.705          2.705          1.000          16.45          1.000         1000.4           42.0       1500.000          1.429          0.355          0.355          1.000           3.07          1.000          1.516          0.000          0.125        735.019           12.1          176.0
