Summary_file = Walgett1500.sum
Title = Walgett 1500mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     16/10/1957       289      1957         49.800           49.800          0.000       9752.090       2906.605          0.298          0.669        178.324          2.563          7.448         76.117         28.452
     17/10/1958       290      1958        220.800          218.827          0.001      12556.992       5310.227          0.423          0.808        209.611          2.260         12.002         37.534        100.030
     21/10/1959       294      1959        170.900          170.900          0.001      11964.580       4469.949          0.374          0.793        219.748          2.432         10.869         38.427         45.386
     18/10/1960       292      1960         73.500           73.500          0.000       9937.141       3199.843          0.322          0.676        175.559          2.388          7.642         65.252         31.215
     12/10/1961       285      1961         83.900           83.900          0.000       8088.101       3014.433          0.373          0.802        149.994          2.307          6.954        111.940         61.367
     13/10/1962       286      1962        191.200          191.200          0.000       9957.824       4159.903          0.418          0.652        167.275          2.411         10.028         48.495        103.136
     14/10/1963       287      1963        179.300          175.431          0.001      12153.154       4462.796          0.367          0.787        214.064          2.589         11.553         39.589         65.739
     14/10/1964       288      1964        191.300          191.161          0.001      11758.418       4188.342          0.356          0.809        203.861          2.766         11.584         34.517         82.626
     12/10/1965       285      1965         81.400           81.400          0.000       6970.623       2862.454          0.411          0.806        126.227          2.122          6.075        134.769         77.593
     21/10/1966       294      1966        229.300          228.988          0.000      15250.035       6069.088          0.398          0.782        231.561          1.947         11.815         33.021         83.430
     13/10/1967       286      1967        127.800          127.800          0.001      11798.041       3612.709          0.306          0.645        197.350          2.469          8.921         38.771         41.304
     24/10/1968       298      1968        169.000          169.000          0.000      11430.394       4951.671          0.433          0.737        179.556          2.187         10.830         48.404         83.658
     16/10/1969       289      1969        256.800          256.670          0.001      14169.990       6486.957          0.458          0.818        223.086          1.876         12.169         33.979        127.181
     19/10/1970       292      1970        151.600          151.434          0.000       8949.872       3722.033          0.416          0.603        151.379          2.390          8.896         58.774        117.584
     18/10/1971       291      1971        161.000          160.910          0.000      10875.942       4815.413          0.443          0.726        174.944          2.267         10.918         46.556         99.790
     08/10/1972       282      1972         69.500           69.500          0.000       7611.797       2618.355          0.344          0.750        152.526          2.017          5.282        130.986         52.054
     07/10/1973       280      1973        162.100          162.100          0.000      10510.996       4465.451          0.425          0.648        164.083          2.187          9.766         52.891         88.098
     20/10/1974       293      1974        117.500          117.500          0.000       9044.488       3747.279          0.414          0.810        145.122          2.090          7.833        107.457         69.587
     09/10/1975       282      1975        127.000          127.000          0.000      12111.540       4353.442          0.359          0.811        194.470          2.650         11.538         41.971         48.611
     16/10/1976       290      1976        120.100          120.100          0.000       9610.837       4209.676          0.438          0.824        157.700          2.237          9.416         81.634         63.268
     13/10/1977       286      1977         99.600           99.057          0.000       9665.340       2816.098          0.291          0.699        188.346          2.045          5.758        105.489         48.663
     22/10/1978       295      1978        282.300          279.253          0.001      13467.443       5601.402          0.416          0.815        199.493          2.130         11.931         35.173        151.328
     12/10/1979       285      1979        154.300          154.300          0.001      12211.039       4946.159          0.405          0.814        207.033          2.582         12.772         36.828         55.480
     10/10/1980       284      1980         67.400           67.400          0.000       8942.302       2705.236          0.303          0.671        166.623          1.671          4.520        133.072         46.722
     12/10/1981       285      1981        280.600          269.715          0.001      11896.964       4188.372          0.352          0.788        198.740          2.435         10.197         45.975        152.386
     13/10/1982       286      1982         79.900           79.900          0.000       6038.705       1924.869          0.319          0.675        115.932          1.546          2.976        167.017        104.520
     14/10/1983       287      1983        297.300          274.081          0.001      13219.761       5094.307          0.385          0.797        212.591          2.164         11.022         39.047        155.464
     15/10/1984       289      1984        166.800          166.526          0.000      10103.933       4419.803          0.437          0.679        148.585          2.210          9.770         51.917        122.804
     14/10/1985       287      1985        195.400          195.275          0.001      12644.482       5348.453          0.423          0.795        207.291          2.229         11.924         41.003         93.381
     14/10/1986       287      1986        255.400          243.627          0.000      11469.941       4756.930          0.415          0.744        179.298          2.411         11.470         39.773        161.826
     12/10/1987       285      1987        113.500          113.500          0.001      11611.241       3870.143          0.333          0.633        190.759          2.358          9.126         39.851         39.839
     09/10/1988       283      1988        237.800          234.327          0.001      13293.348       5520.807          0.415          0.809        212.545          2.094         11.560         36.522        109.828
     17/10/1989       290      1989        180.600          169.617          0.001      12227.983       4251.364          0.348          0.794        214.607          2.478         10.535         38.949         78.767
     18/10/1990       291      1990        178.300          177.671          0.000      13161.875       4555.718          0.346          0.780        211.060          2.372         10.807         33.920         74.987
     06/10/1991       279      1991        152.300          107.777          0.001      10095.782       3832.142          0.380          0.778        176.283          2.001          7.667         87.570         81.578
     15/10/1992       289      1992         90.000           90.000          0.000       9459.451       4044.905          0.428          0.826        157.447          2.173          8.788         88.523         55.755
     18/10/1993       291      1993        304.500          300.091          0.001      14495.535       6377.944          0.440          0.814        213.482          1.932         12.324         30.915        175.384
     19/10/1994       292      1994         18.600           18.600          0.000       6482.116       1794.715          0.277          0.609        128.353          1.390          2.494        173.450         69.986
     14/10/1995       287      1995        199.300          141.517          0.001      10527.964       3704.358          0.352          0.680        196.510          2.435          9.022         52.748         65.326
     16/10/1996       290      1996        201.700          201.700          0.000      13266.931       4933.571          0.372          0.806        211.090          2.415         11.917         38.883         79.355
     17/10/1997       290      1997        167.600          162.738          0.000       8409.607       2357.354          0.280          0.670        167.540          1.840          4.338        135.663         99.236
     17/10/1998       290      1998        310.600          309.447          0.000      12917.486       5811.254          0.450          0.832        176.353          2.134         12.404         31.733        229.981
     11/10/1999       284      1999        150.000          150.000          0.001      10635.639       3669.484          0.345          0.678        194.717          2.449          8.987         49.909         47.504
     18/10/2000       292      2000         65.800           65.800          0.000       8431.769       2216.011          0.263          0.669        173.333          2.209          4.894        124.675         31.113
     18/10/2001       291      2001        112.200          112.200          0.000       9647.270       3375.800          0.350          0.766        185.589          2.323          7.841         86.687         41.257
     15/10/2002       288      2002         88.600           88.600          0.000       7968.319       3091.571          0.388          0.736        161.372          2.306          7.128        104.792         52.645
