Summary_file = Merredin300.sum
Title = Merredin 300mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     29/10/1957       302      1957        193.400          174.987          0.001       6573.351       1690.707          0.257          0.699         96.482          2.418          4.088         13.519          1.585
     06/11/1958       310      1958        296.300          247.406          0.000       9216.543       2628.850          0.285          0.652        125.044          1.599          4.203          9.535         24.024
     21/10/1959       294      1959        168.300          168.300          0.000       6620.979       2002.035          0.302          0.735         96.375          2.271          4.547         16.340          1.712
     06/11/1960       311      1960        224.700          199.241          0.000       8635.752       2171.981          0.252          0.632        126.130          1.883          4.090          8.094          2.585
     26/10/1961       299      1961        142.100          142.100          0.001       5424.394       1216.815          0.224          0.588         75.334          2.821          3.432         14.581          0.577
     01/11/1962       305      1962        186.700          186.700          0.001       6500.248       1790.691          0.275          0.714         97.507          2.516          4.506         12.223          0.856
     26/10/1963       299      1963        357.500          231.468          0.000       8238.583       2748.171          0.334          0.684        104.551          1.486          4.083         10.472         35.881
     04/11/1964       309      1964        250.100          228.841          0.000       9684.171       2972.708          0.307          0.656        127.604          1.455          4.324          8.560         10.141
     28/10/1965       301      1965        279.100          226.715          0.000       8766.693       2667.100          0.304          0.669        113.217          1.591          4.243          9.750          8.977
     07/11/1966       311      1966        236.900          235.624          0.000       9390.569       2794.998          0.298          0.651        130.427          1.528          4.271          9.151         11.115
     25/10/1967       298      1967        192.000          192.000          0.000       7056.549       1828.718          0.259          0.699         98.120          2.411          4.409         12.443          2.517
     08/11/1968       313      1968        243.000          195.840          0.000       8056.296       2122.637          0.263          0.632        106.321          1.774          3.766          9.768          2.031
     25/10/1969       298      1969        126.500          126.500          0.001       5438.557       1311.608          0.241          0.630         78.328          2.624          3.441         18.536          0.987
     30/10/1970       303      1970        218.200          218.200          0.000       7935.181       2847.799          0.359          0.729        109.706          1.689          4.809         10.640         18.957
     05/11/1971       309      1971        132.100          132.100          0.000       4329.276       1030.119          0.238          0.558         54.082          2.780          2.864         18.731          0.282
     26/10/1972       300      1972        171.500          170.750          0.000       8098.373       2193.521          0.271          0.678        104.178          2.011          4.412         10.901          2.238
     30/10/1973       303      1973        255.000          254.323          0.000       9539.914       3083.177          0.323          0.671        118.211          1.456          4.490          8.717         41.436
     31/10/1974       304      1974        260.900          248.377          0.000       8900.811       3010.437          0.338          0.685        122.322          1.461          4.400          9.869         20.882
     31/10/1975       304      1975        241.800          241.800          0.000       9136.224       2864.565          0.314          0.674        125.688          1.558          4.462         10.552         23.717
     23/10/1976       297      1976        162.700          162.700          0.000       6008.116       1747.213          0.291          0.657         83.811          2.246          3.924         16.759          3.107
     23/10/1977       296      1977        141.500          141.500          0.001       6155.403       1475.280          0.240          0.684         83.969          2.790          4.116         17.001          0.490
     01/11/1978       305      1978        180.500          180.500          0.000       7390.515       2095.127          0.283          0.696        105.415          2.116          4.432         10.621          1.943
     01/11/1979       305      1979        178.800          178.800          0.000       7810.625       2070.036          0.265          0.666        107.691          2.059          4.263         11.276          2.081
     24/10/1980       298      1980        105.200          105.200          0.000       4043.129        848.897          0.210          0.599         50.898          2.981          2.530         33.043          0.219
     31/10/1981       304      1981        210.700          202.359          0.000       8126.297       2401.987          0.296          0.657        118.325          1.659          3.984          9.502          5.730
     25/10/1982       298      1982        188.200          188.200          0.000       7267.024       2437.877          0.335          0.719        106.028          1.893          4.616         12.357          6.515
     18/10/1983       291      1983        177.100          177.100          0.000       8183.300       2846.933          0.348          0.710        110.518          1.677          4.775         11.358          5.308
     01/11/1984       306      1984        173.700          173.647          0.000       7717.665       1962.806          0.254          0.670        100.540          2.166          4.252         10.048          1.390
     22/10/1985       295      1985        174.300          174.300          0.000       7211.544       2164.258          0.300          0.723         94.819          2.136          4.623         13.478          5.028
     05/11/1986       309      1986        211.200          211.200          0.000       9154.381       2661.074          0.291          0.626        123.402          1.501          3.995          8.905          4.536
     24/10/1987       297      1987        140.700          140.700          0.001       5607.736       1465.899          0.261          0.640         77.337          2.589          3.796         15.516          0.812
     24/10/1988       298      1988        233.400          233.220          0.000       8905.530       2796.889          0.314          0.676        127.499          1.567          4.384         10.408         18.184
     03/11/1989       307      1989        202.600          173.496          0.001       6532.685       1659.425          0.254          0.695         98.089          2.494          4.138         12.169          1.305
     02/11/1990       306      1990        160.200          160.200          0.001       6394.191       1662.314          0.260          0.679         83.514          2.539          4.221         10.942          1.049
     19/10/1991       292      1991        163.900          163.900          0.001       6481.604       1749.671          0.270          0.729         82.965          2.623          4.589         13.980          1.009
     28/10/1992       302      1992        278.000          252.536          0.000       9025.304       3095.588          0.343          0.705        110.185          1.564          4.843          7.123         66.650
     03/11/1993       307      1993        213.400          213.309          0.000       8891.714       2835.618          0.319          0.677        125.157          1.538          4.362          8.879          9.577
     19/10/1994       292      1994        156.500          156.500          0.001       6126.553       1507.013          0.246          0.684         92.096          2.793          4.210         15.641          0.716
     27/10/1995       300      1995        254.200          229.432          0.000       8445.306       2467.898          0.292          0.681        121.271          1.778          4.388          8.753         25.800
     22/10/1996       296      1996        243.100          243.100          0.000       9074.076       3122.490          0.344          0.708        113.786          1.559          4.868          9.623         44.614
     24/10/1997       297      1997        172.400          172.400          0.000       7224.859       1827.274          0.253          0.692        102.347          2.422          4.426         13.438          1.145
     26/10/1998       299      1998        192.100          192.100          0.000       8303.925       2653.949          0.320          0.685        112.981          1.689          4.482         10.592          3.465
     27/10/1999       300      1999        302.700          255.352          0.000       8843.427       2681.407          0.303          0.667        124.016          1.583          4.244         10.923         22.549
     24/10/2000       298      2000        134.000          134.000          0.001       6514.340       1549.722          0.238          0.667         90.236          2.696          4.177         12.053          0.792
     31/10/2001       304      2001        170.100          170.100          0.000       6859.354       1936.822          0.282          0.703        105.198          2.243          4.344         13.284          1.259
     23/10/2002       296      2002         94.900           94.900          0.001       3449.248        727.424          0.211          0.495         45.827          2.995          2.178         32.341          0.160
