Summary_file = roma800.sum
Title = Roma 800mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     07/10/1957       280      1957         87.400           87.129          0.000       6992.327       1674.667          0.240          0.596        135.257          1.769          2.962          9.373          3.103
     30/09/1958       273      1958        198.500          116.712          0.000       7065.896       1924.683          0.272          0.598        127.694          1.433          2.758         11.899          5.630
     04/10/1959       277      1959         96.800           80.893          0.000       6353.073       1568.423          0.247          0.618        118.850          1.840          2.886         11.802         13.325
     10/10/1960       284      1960        105.100          102.562          0.000       7078.021       1745.979          0.247          0.586        133.303          1.647          2.876          9.155          3.098
     05/10/1961       278      1961        131.000          131.000          0.000       8105.590       2046.301          0.252          0.565        152.774          1.412          2.889         10.176          5.365
     04/10/1962       277      1962        123.500          123.500          0.000       7498.467       1914.933          0.255          0.589        138.414          1.526          2.923         10.730          3.211
     05/10/1963       278      1963        112.200           89.866          0.000       6613.270       1685.979          0.255          0.596        125.604          1.625          2.740         11.350          4.000
     03/10/1964       277      1964        233.500          203.515          0.000       6479.952       1774.530          0.274          0.631        134.245          1.621          2.877         12.708         69.926
     02/10/1965       275      1965        125.400          125.400          0.000       6909.303       1932.589          0.280          0.645        134.554          1.639          3.168         13.033         15.617
     08/10/1966       281      1966        188.300          186.914          0.000       8307.546       2359.036          0.284          0.604        138.980          1.317          3.108         11.257         58.868
     05/10/1967       278      1967        148.000          115.365          0.000       7389.854       1826.234          0.247          0.556        130.887          1.374          2.509         12.401          4.252
     12/10/1968       286      1968        138.900          138.535          0.000       8696.218       2289.027          0.263          0.588        139.861          1.306          2.989          9.196         28.476
     05/10/1969       278      1969        143.700           95.146          0.000       6382.388       1702.911          0.267          0.594        118.055          1.511          2.573         11.014          2.636
     08/10/1970       281      1970        118.100          118.100          0.000       5298.078       1293.206          0.244          0.658        109.827          2.257          2.918         13.554         35.433
     04/10/1971       277      1971        193.900          181.585          0.000       7372.289       2016.957          0.274          0.611        141.235          1.497          3.020         13.907         48.028
     30/09/1972       274      1972         64.100           64.100          0.000       4847.424       1180.374          0.244          0.681        108.518          2.572          3.036         14.391         13.355
     28/09/1973       271      1973        319.500          244.996          0.000       7281.137       2323.085          0.319          0.681        112.860          1.534          3.564         10.839        132.721
     13/10/1974       286      1974        192.100          157.900          0.000       7180.425       2012.248          0.280          0.610        131.723          1.385          2.786         11.873         14.758
     02/10/1975       275      1975        187.000          171.454          0.000       7783.608       2080.410          0.267          0.622        142.857          1.510          3.141         12.582         39.127
     09/10/1976       283      1976        121.300          121.300          0.000       6858.077       2119.530          0.309          0.638        128.667          1.439          3.050         12.099         13.266
