Summary_file = roma800.sum
Title = Roma 800mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
     10/10/1977       283      1977        112.500           45.390          0.000       4963.914       1124.776          0.227          0.630        104.910          2.261          2.544         11.012          2.143
     16/10/1978       289      1978        360.700          243.925          0.000       7969.403       2173.277          0.273          0.616        121.778          1.335          2.901         11.837        102.055
     04/10/1979       277      1979         65.500           65.180          0.000       5327.041       1270.362          0.238          0.634        104.288          2.144          2.723         13.697          2.562
     02/10/1980       276      1980        131.200          101.453          0.000       7131.704       1755.888          0.246          0.588        132.427          1.584          2.782         10.747          4.500
     07/10/1981       280      1981        271.500          153.299          0.000       7216.677       1737.421          0.241          0.559        125.840          1.369          2.379         10.919         37.130
     10/10/1982       283      1982         68.900           68.900          0.000       5149.399       1306.011          0.254          0.657        104.636          2.239          2.924         11.066         15.315
     05/10/1983       278      1983        339.500          137.749          0.000       6539.089       1661.371          0.254          0.579        105.640          1.279          2.125         11.917         32.121
     11/10/1984       285      1984        327.100          178.797          0.000       9266.645       2482.562          0.268          0.587        150.026          1.163          2.886          8.801         31.528
     07/10/1985       280      1985        165.700          120.489          0.000       8099.277       2223.114          0.274          0.592        143.325          1.300          2.890          8.507          7.475
     02/10/1986       275      1986        170.100          170.100          0.000       8211.974       2265.308          0.276          0.595        141.475          1.310          2.966          9.927         66.320
     03/10/1987       276      1987         86.300           82.726          0.000       6757.876       1642.912          0.243          0.592        125.899          1.729          2.841         11.158          2.300
     02/10/1988       276      1988        145.800          145.684          0.000       7510.648       2020.258          0.269          0.602        147.049          1.459          2.948         11.860          7.764
     11/10/1989       284      1989        139.300          103.150          0.000       6947.353       1630.904          0.235          0.561        122.362          1.561          2.546         10.899          2.978
     09/10/1990       282      1990        166.000          113.967          0.000       6273.912       1481.446          0.236          0.571        114.228          1.631          2.417         12.011         15.400
     30/09/1991       273      1991        154.600           68.470          0.000       6426.297       1570.130          0.244          0.600        126.317          1.706          2.679         12.868          3.082
     09/10/1992       283      1992         99.200           69.366          0.000       5774.374       1506.759          0.261          0.609        115.213          1.708          2.573         12.484          2.245
     02/10/1993       275      1993        145.700          127.568          0.000       7107.646       1968.693          0.277          0.631        133.353          1.564          3.080         11.023         12.241
     17/10/1994       290      1994         44.600           44.600          0.001       4895.617       1047.843          0.214          0.653        105.613          2.706          2.836         14.304          1.194
     07/10/1995       280      1995        112.400          104.865          0.000       5982.840       1640.021          0.274          0.627        119.630          1.738          2.851         11.715          5.043
     06/10/1996       280      1996        119.000          119.000          0.000       6670.018       1852.237          0.278          0.633        126.351          1.627          3.014         12.535          4.702
     08/10/1997       281      1997        162.600          129.742          0.000       5119.248       1192.316          0.233          0.637        107.693          2.258          2.692         12.095         54.842
     03/10/1998       276      1998        270.400          240.632          0.000       8033.562       2186.502          0.272          0.631        122.266          1.520          3.323         11.393        124.768
     05/10/1999       278      1999        133.200          133.200          0.000       7300.433       1763.807          0.242          0.575        137.440          1.626          2.869          9.947         31.184
     08/10/2000       282      2000         97.000           89.829          0.000       6462.465       1502.349          0.232          0.597        132.262          1.888          2.836         11.302          2.854
     07/10/2001       280      2001        106.800          106.260          0.000       7504.105       1967.374          0.262          0.606        142.101          1.489          2.929          9.695          9.600
     06/10/2002       279      2002        106.200          105.657          0.000       5927.626       1451.407          0.245          0.617        127.614          1.947          2.826         13.121          2.743
