Summary_file = Gunnedah1500.sum
Title = Gunnedah 1500mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     03/11/1957       307      1957         85.200           85.200          0.000      11095.165       2898.117          0.261          0.563        189.583          2.621          7.597         34.617         27.921
     03/11/1958       307      1958        283.500          263.962          0.000      15414.886       6308.607          0.409          0.793        211.144          1.902         12.000         29.926        147.819
     03/11/1959       307      1959        178.900          178.900          0.001      13384.591       4921.654          0.368          0.777        218.743          2.236         11.004         34.077         56.096
     06/11/1960       311      1960        211.300          211.300          0.001      14243.092       4588.359          0.322          0.770        231.414          2.456         11.268         32.858         65.528
     29/10/1961       302      1961        187.800          187.800          0.001      13134.630       4069.944          0.310          0.780        219.824          2.812         11.445         31.917         50.775
     04/11/1962       308      1962        265.300          264.646          0.001      13398.774       5788.922          0.432          0.824        213.622          2.131         12.339         35.572        127.488
     04/11/1963       308      1963        215.300          215.069          0.000      13217.959       4723.405          0.357          0.776        223.327          2.261         10.679         37.163         63.701
     08/11/1964       313      1964        276.400          271.019          0.001      15546.573       6422.861          0.413          0.784        251.987          1.887         12.119         30.677         92.935
     21/10/1965       294      1965        140.800          140.800          0.000       7428.267       3046.611          0.410          0.648        120.798          2.245          6.839        103.011        117.503
     01/11/1966       305      1966        269.000          264.321          0.000      14425.027       5752.583          0.399          0.793        201.090          2.043         11.755         34.404        143.047
     23/10/1967       296      1967        198.500          198.107          0.001      12600.525       4012.676          0.318          0.735        193.001          2.514         10.087         37.851         83.945
     05/11/1968       310      1968        217.600          217.600          0.001      17224.115       5976.028          0.347          0.734        245.774          1.872         11.186         28.220         65.762
     29/10/1969       302      1969        367.300          358.264          0.001      15202.804       6390.044          0.420          0.787        203.036          1.800         11.500         27.864        232.615
     29/10/1970       302      1970        206.200          205.851          0.000      10900.896       4396.159          0.403          0.656        165.134          2.382         10.470         39.283        123.955
     26/10/1971       299      1971        178.800          178.294          0.001      13104.923       5553.373          0.424          0.817        188.756          2.237         12.421         35.272        106.306
     17/10/1972       291      1972         80.700           80.700          0.000       6159.042       1764.128          0.286          0.635         98.472          1.464          2.583        167.881        105.373
     17/10/1973       290      1973        266.000          264.838          0.000      11769.477       4945.765          0.420          0.681        162.057          2.203         10.893         37.911        179.408
     31/10/1974       304      1974        163.200          162.710          0.001      14108.320       5158.328          0.366          0.782        194.349          2.168         11.185         33.213         66.885
     21/10/1975       294      1975        207.200          204.450          0.001      14538.246       5621.898          0.387          0.782        202.649          2.018         11.345         31.687        110.938
