Summary_file = Emerald1500late.sum
Title = Emerald 1500mm wet soil Late sowing
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     01/10/1957       274      1957        182.800          152.002          0.000       8229.504       2424.140          0.295          0.719        162.107          2.325          5.636         34.124         26.713
     25/09/1958       268      1958         66.100           45.233          0.000       4358.638       1193.355          0.274          0.619        106.504          2.560          3.055         60.193         24.327
     30/09/1959       273      1959         37.200           37.200          0.000       5400.116       1529.192          0.283          0.678        110.690          2.620          4.006         56.311         10.652
     06/10/1960       280      1960         40.000           40.000          0.000       5140.843       1250.403          0.243          0.610        103.620          2.564          3.206         54.938         10.228
     06/10/1961       279      1961         33.400           33.400          0.001       4871.279       1193.828          0.245          0.614        105.605          2.554          3.049         60.635         13.198
     27/09/1962       270      1962         43.100           43.100          0.000       4840.663       1263.689          0.261          0.639         99.083          1.860          2.350         83.521         12.571
     05/10/1963       278      1963         69.100           69.100          0.000       6081.077       2170.365          0.357          0.770        129.614          2.261          4.908         56.560         17.318
     29/09/1964       273      1964         97.900           97.673          0.000       5882.658       1465.599          0.249          0.602        124.747          2.583          3.786         41.323         24.355
     02/10/1965       275      1965         10.200           10.200          0.000       4227.624       1170.743          0.277          0.656         98.710          1.918          2.245         90.125         11.910
     03/10/1966       276      1966        182.000          180.767          0.000      10553.229       4013.570          0.380          0.735        183.169          1.581          6.345         30.571         36.059
     05/10/1967       278      1967        150.600           98.006          0.000       6587.136       1680.996          0.255          0.689        122.360          2.694          4.529         39.615         24.073
     07/10/1968       281      1968         75.100           75.100          0.000       5959.816       1639.772          0.275          0.722        115.635          2.887          4.734         37.935         10.479
     28/09/1969       271      1969          6.100            6.100          0.000       4444.730       1276.707          0.287          0.653         98.380          1.698          2.167         95.141         12.412
     01/10/1970       274      1970         67.800           67.800          0.000       4399.292       1283.490          0.292          0.739        102.225          2.601          3.339         76.505         26.489
     30/09/1971       273      1971        136.700          136.604          0.000       7612.537       3067.268          0.403          0.794        156.186          2.077          6.371         36.081         23.381
     28/09/1972       272      1972          8.800            8.800          0.000       3904.871       1075.990          0.276          0.673         99.602          2.107          2.267         94.224         11.398
     21/09/1973       264      1973        185.200          146.147          0.000       6624.300       2700.694          0.408          0.804        121.366          2.115          5.713         44.990         35.771
     06/10/1974       279      1974        100.500          100.500          0.000       5039.464       1907.270          0.378          0.714        119.412          2.672          5.097         52.333         24.119
     25/09/1975       268      1975        115.800          115.633          0.000       6509.756       2110.736          0.324          0.759        129.308          2.635          5.563         40.397         26.625
     01/10/1976       275      1976         63.500           63.500          0.000       4986.384       1335.685          0.268          0.610        106.575          2.465          3.292         53.617         10.395
     02/10/1977       275      1977         18.800           18.800          0.000       4158.293       1156.312          0.278          0.670         99.648          2.059          2.381         85.095         11.344
     03/10/1978       276      1978        232.900          197.054          0.000       8245.268       3031.597          0.368          0.757        148.800          1.940          5.882         36.532         65.866
     25/09/1979       268      1979         32.700           32.700          0.000       5215.563       1304.374          0.250          0.619        109.503          2.710          3.535         57.611         11.410
     26/09/1980       270      1980        126.700           96.120          0.000       7299.010       2021.929          0.277          0.675        148.512          2.507          5.069         35.833         26.675
     28/09/1981       271      1981         85.000           78.539          0.000       6104.044       1613.562          0.264          0.576        124.860          2.439          3.936         40.253         24.974
     04/10/1982       277      1982         17.200           17.200          0.000       4428.258       1124.934          0.254          0.629        102.744          2.574          2.895         69.787         10.824
     28/09/1983       271      1983         64.300           64.300          0.000       5824.132       1425.762          0.245          0.575        112.535          2.584          3.683         44.456         11.482
     27/09/1984       271      1984        259.700          201.987          0.000       6982.058       2758.693          0.395          0.800        126.161          2.147          5.924         38.420        102.541
     30/09/1985       273      1985        161.000           93.406          0.000       5972.566       1498.481          0.251          0.583        126.253          2.541          3.807         36.342         24.638
     25/09/1986       268      1986         90.000           90.000          0.000       5985.067       1759.003          0.294          0.629        112.011          2.460          4.327         45.286         17.724
     27/09/1987       270      1987         74.200           74.200          0.000       6120.364       1698.414          0.278          0.643        115.636          2.702          4.589         41.301         12.966
     24/09/1988       268      1988        179.200          170.267          0.001       8823.726       3762.399          0.426          0.780        161.461          1.740          6.546         32.934         56.146
     02/10/1989       275      1989         59.700           59.700          0.000       6545.788       1573.809          0.240          0.589        117.927          2.677          4.213         35.357         10.870
     01/10/1990       274      1990         43.900           43.721          0.000       4890.193       1270.225          0.260          0.628        105.719          2.419          3.073         62.500         22.534
     24/09/1991       267      1991         31.500           31.500          0.000       5058.387       1305.906          0.258          0.577        111.671          2.649          3.460         51.586         10.404
     25/09/1992       269      1992         33.000           33.000          0.000       4391.173       1404.250          0.320          0.693        101.995          2.271          3.190         76.672         11.466
     21/09/1993       264      1993        155.400          153.552          0.000       6240.846       2526.150          0.405          0.837        125.690          2.683          6.778         36.550         70.074
     28/09/1994       271      1994          1.400            1.400          0.000       4220.010       1124.983          0.267          0.659         99.356          2.016          2.268         92.963         11.877
     25/09/1995       268      1995         40.000           40.000          0.000       4808.664       1409.666          0.293          0.645        106.540          2.439          3.438         65.364         11.528
     24/09/1996       268      1996         58.400           58.400          0.000       4932.667       1416.194          0.287          0.624        109.302          2.561          3.627         58.971         11.434
     25/09/1997       268      1997         29.300           29.300          0.000       4525.327       1248.661          0.276          0.690        100.733          2.232          2.787         81.086         12.017
     22/09/1998       265      1998        268.300          255.698          0.000       7791.555       2786.546          0.358          0.790        138.097          2.422          6.748         33.535        150.034
     24/09/1999       267      1999         26.200           26.200          0.000       4617.914       1322.030          0.286          0.670         99.614          1.965          2.598         81.038         11.812
     28/09/2000       272      2000         89.800           87.095          0.000       6065.077       1494.812          0.246          0.584        126.858          2.706          4.044         42.482         24.658
     24/09/2001       267      2001         40.300           40.300          0.000       5038.615       1351.462          0.268          0.580        107.369          2.456          3.319         50.995         10.150
     25/09/2002       268      2002         75.200           70.054          0.000       5057.517       1318.144          0.261          0.537        110.964          2.437          3.212         49.906         25.153
