Summary_file = Dalby600.sum
Title = Dalby 600mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     13/10/1957       286      1957        126.100          124.586          0.000       9832.804       2348.084          0.239          0.670        151.007          2.461          5.779         52.774         19.901
     09/10/1958       282      1958        324.400          273.973          0.001      11393.712       4257.715          0.374          0.727        180.227          1.507          6.418         53.393         97.092
     13/10/1959       286      1959        168.900          168.435          0.001       9280.880       2688.754          0.290          0.703        159.465          2.161          5.810         54.408         30.999
     16/10/1960       290      1960        111.300          111.300          0.001       8644.340       1836.729          0.212          0.660        140.288          2.963          5.442         53.009         19.399
     13/10/1961       286      1961        179.100          179.100          0.000       9744.360       2178.472          0.224          0.670        160.625          2.659          5.793         53.411         47.396
     11/10/1962       284      1962        154.400          154.400          0.000       9524.225       2347.656          0.246          0.685        154.654          2.496          5.860         54.766         19.483
     13/10/1963       286      1963        140.300          138.632          0.000       8695.540       2318.812          0.267          0.685        152.274          2.326          5.394         55.629         20.088
     11/10/1964       285      1964        314.000          296.160          0.001      10326.558       2883.588          0.279          0.682        169.600          1.985          5.724         54.930        133.938
     13/10/1965       286      1965        291.600          281.386          0.001      13418.184       4110.828          0.306          0.684        211.509          1.548          6.362         51.807         94.452
     18/10/1966       291      1966        237.300          234.252          0.001      12676.505       3620.438          0.286          0.652        211.906          1.567          5.672         54.184         44.585
     13/10/1967       286      1967        265.100          244.845          0.000      12284.433       3612.467          0.294          0.683        198.905          1.642          5.932         51.199         63.701
     20/10/1968       294      1968        146.800          146.205          0.000      12083.174       3035.112          0.251          0.624        182.081          1.787          5.423         51.279         21.092
     12/10/1969       285      1969        221.300          219.640          0.001      10270.451       3466.530          0.338          0.718        168.761          1.761          6.104         54.976         60.931
     14/10/1970       287      1970        124.400          124.101          0.000       6250.958       1562.697          0.250          0.465        114.090          2.112          3.301         58.179         52.328
     14/10/1971       287      1971        250.400          250.217          0.000      12665.158       3740.928          0.295          0.653        200.139          1.545          5.781         53.296         83.495
     11/10/1972       285      1972         70.600           70.600          0.001       5863.396       1089.789          0.186          0.476        101.463          3.097          3.375         57.793         33.703
     03/10/1973       276      1973        293.100          286.610          0.001       9927.557       4010.553          0.404          0.766        146.451          1.717          6.885         50.984        166.875
     18/10/1974       291      1974        235.000          230.835          0.000       9921.055       2829.441          0.285          0.677        157.247          1.935          5.476         56.402         81.728
     12/10/1975       285      1975        177.700          177.395          0.000      12140.288       3832.834          0.316          0.664        187.841          1.510          5.786         53.493         30.644
     15/10/1976       289      1976        195.200          194.938          0.000       8852.013       2330.356          0.263          0.671        136.873          2.345          5.466         55.365         79.049
     13/10/1977       286      1977        104.800           93.677          0.001       7894.607       1658.160          0.210          0.633        138.763          2.951          4.893         55.949         23.126
     19/10/1978       292      1978        298.100          294.826          0.001      12765.923       4457.623          0.349          0.698        179.642          1.422          6.340         52.495        122.572
     10/10/1979       283      1979        205.000          176.317          0.000      10377.528       2666.003          0.257          0.664        170.285          2.131          5.681         52.794         36.609
     05/10/1980       279      1980         89.600           88.170          0.001       8175.771       1747.640          0.214          0.637        132.050          3.008          5.257         55.662         19.385
     12/10/1981       285      1981        217.700          208.037          0.000      12586.265       3307.848          0.263          0.643        192.022          1.704          5.637         52.496         26.564
     16/10/1982       289      1982        133.300          133.126          0.001       6982.344       1563.338          0.224          0.628        119.848          2.920          4.566         54.215         50.103
     08/10/1983       281      1983        263.400          223.637          0.001      11726.718       3877.627          0.331          0.698        173.038          1.575          6.106         51.595         80.417
