Summary_file = Birchip300.sum
Title = Birchip 300mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)
     13/11/1957       317      1957        139.900          139.900          0.001       5007.897       1061.435          0.212          0.484         61.917          3.000          3.184         23.715          0.021
     19/11/1958       323      1958        244.700          244.618          0.000      11233.686       3419.744          0.304          0.666        137.632          1.550          5.299         14.786         23.280
     10/11/1959       314      1959        162.000          162.000          0.000       5264.116       1867.623          0.355          0.672         73.341          2.537          4.738         23.937          1.129
     22/11/1960       327      1960        363.500          359.079          0.001      11972.681       3893.802          0.325          0.688        151.234          1.470          5.724         11.266        107.254
     06/11/1961       310      1961        152.800          152.800          0.001       6267.013       1405.072          0.224          0.629         74.983          3.123          4.388         22.210          0.071
     14/11/1962       318      1962        241.100          241.084          0.000      10730.457       3544.394          0.330          0.670        134.166          1.473          5.220         16.782          4.167
     13/11/1963       317      1963        230.300          229.683          0.000       9188.710       2728.944          0.297          0.700        121.977          1.967          5.368         16.543          3.131
     18/11/1964       323      1964        301.000          293.463          0.000      11701.037       3814.645          0.326          0.675        138.931          1.447          5.520         14.332         66.145
     15/11/1965       319      1965        203.500          203.500          0.000       9712.630       2407.804          0.248          0.654        125.735          2.134          5.138         15.128          2.104
     23/11/1966       327      1966        200.200          200.200          0.000       7675.551       1984.427          0.259          0.703         99.407          2.565          5.090         19.661          0.442
     14/11/1967       318      1967         99.000           99.000          0.001       4020.859        747.321          0.186          0.386         45.192          3.265          2.440         28.228          0.000
     26/11/1968       331      1968        239.800          239.021          0.000       9967.552       2560.214          0.257          0.666        123.647          2.044          5.234         16.150          1.667
     21/11/1969       325      1969        184.400          184.400          0.000       8491.554       1931.610          0.227          0.680        102.858          2.670          5.158         16.964          0.593
     25/11/1970       329      1970        210.200          210.200          0.001       6040.421       1374.320          0.228          0.558         72.905          2.806          3.856         21.950         32.469
     22/11/1971       326      1971        201.300          201.300          0.001       5642.917       1261.469          0.224          0.575         65.985          2.974          3.751         24.265         24.037
     15/11/1972       320      1972        153.800          153.800          0.001       5429.254       1142.904          0.211          0.563         73.293          3.165          3.618         22.590          0.131
     19/11/1973       323      1973        394.300          372.126          0.001      12495.078       3622.691          0.290          0.662        175.259          1.500          5.434         12.391         82.669
     24/11/1974       328      1974        272.200          271.688          0.000      12136.311       3861.922          0.318          0.669        143.050          1.408          5.436         15.206         43.451
     12/11/1975       316      1975        383.700          353.809          0.000      10076.394       3424.069          0.340          0.714        127.244          1.681          5.756         16.206        135.880
     19/11/1976       324      1976        157.800          157.800          0.000       5019.599       1154.735          0.230          0.509         59.653          2.850          3.290         24.412          0.005
     18/11/1977       322      1977        152.600          152.362          0.001       4947.688       1020.841          0.206          0.442         68.007          2.821          2.880         24.381          0.091
     20/11/1978       324      1978        350.200          303.354          0.001      10798.075       3751.763          0.347          0.693        143.226          1.436          5.388         13.752         44.459
     15/11/1979       319      1979        260.200          260.200          0.000      11169.489       3772.834          0.338          0.685        129.189          1.463          5.521         16.497         38.955
     13/11/1980       318      1980        211.000          211.000          0.000       7063.471       2270.783          0.321          0.742         95.035          2.262          5.137         21.492          9.465
     14/11/1981       318      1981        386.600          359.197          0.001      11139.319       3596.903          0.323          0.677        146.192          1.486          5.345         13.972         94.656
     13/11/1982       317      1982         42.200           42.200          0.001       1877.319        298.260          0.159          0.337         25.099          3.393          1.012         78.729          0.000
     18/11/1983       322      1983        261.000          261.000          0.001      10699.664       3415.075          0.319          0.696        131.250          1.662          5.675         13.122         34.375
     14/11/1984       319      1984        189.300          189.300          0.000       9365.217       2421.617          0.259          0.671        110.038          2.145          5.194         17.338          3.880
     14/11/1985       318      1985        209.500          209.500          0.000       9455.023       2559.647          0.271          0.677        121.159          2.063          5.280         17.269          2.423
     19/11/1986       323      1986        295.500          295.494          0.001      11409.311       3451.108          0.302          0.680        141.720          1.597          5.512         14.698         60.653
     16/11/1987       320      1987        196.900          196.682          0.000       8048.377       2315.950          0.288          0.714        100.772          2.294          5.313         17.884          2.311
     07/11/1988       312      1988        298.600          297.504          0.000      10393.107       3550.353          0.342          0.705        139.441          1.576          5.594         14.479         56.681
     22/11/1989       326      1989        222.600          222.600          0.000       9429.720       2255.264          0.239          0.664        117.886          2.292          5.169         17.306          0.563
     12/11/1990       316      1990        200.200          199.819          0.001       8081.200       1902.349          0.235          0.701         97.637          2.781          5.291         17.742          0.863
     10/11/1991       314      1991        269.000          268.958          0.001      10969.882       3677.300          0.335          0.695        144.445          1.536          5.649         13.063         33.755
     23/11/1992       328      1992        334.900          331.807          0.001      12533.211       3941.736          0.315          0.660        148.463          1.371          5.403         14.615         74.364
     15/11/1993       319      1993        314.600          312.405          0.000      10794.035       3875.982          0.359          0.704        138.510          1.474          5.714         16.940         60.166
     15/11/1994       319      1994        119.000          119.000          0.001       3380.506        615.364          0.182          0.386         39.168          3.218          1.980         45.005          0.000
     18/11/1995       322      1995        280.100          276.694          0.000       9708.778       2909.728          0.300          0.681        135.505          1.762          5.126         16.509         38.248
     16/11/1996       321      1996        268.000          267.160          0.001      11437.365       3822.142          0.334          0.683        141.274          1.443          5.516         13.459         37.334
     16/11/1997       320      1997        212.500          212.500          0.000       8516.117       2040.962          0.240          0.688        107.976          2.548          5.201         19.025         17.359
     15/11/1998       319      1998        180.800          180.800          0.000       4169.331        979.695          0.235          0.422         52.075          2.892          2.833         25.872         33.520
     09/11/1999       313      1999        247.900          244.697          0.000       8832.473       2476.188          0.280          0.703        123.977          2.166          5.363         18.969          9.255
     17/11/2000       322      2000        232.100          232.100          0.000       6947.854       1847.766          0.266          0.620         91.528          2.341          4.325         20.924         37.788
     14/11/2001       318      2001        188.700          188.700          0.001       7347.272       1786.004          0.243          0.671         93.337          2.763          4.934         20.574          0.074
     12/11/2002       316      2002        102.300          102.272          0.001       3773.835        694.105          0.184          0.422         50.042          3.196          2.218         39.705          0.052
