ApsimVersion = 6.0
Title = populneaW30
           Date            day            lai        stem_wt        leaf_wt             fw             fn           rain     irrigation             es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)         sw(11)         sw(12)       sw_dep()             ft      plantleaf      plantstem        plantla   plantbiomass           swsi         plants           slai          no3()          nh4()     root_depth         rlv(1)         rlv(2)         rlv(3)         rlv(4)         rlv(5)         rlv(6)         rlv(7)         rlv(8)         rlv(9)        rlv(10)        rlv(11)        rlv(12)             ep             eo            rtr          sw150           petr           peta          ffasw         height       ftcanopy      sw_demand      sw_supply         runoff     cum_stress            esw       fwcanopy             ga        biomass           fvpd
            (?)            (?)        (m2/m2)        (kg/ha)        (kg/ha)          (0-1)          (0-1)            (?)           (mm)           (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)          (0-1)            (?)            (?)            (?)            (?)            (?)          (/ha)        (m2/m2)        (kg/ha)        (kg/ha)             ()       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)           (mm)           (mm)            (?)            (?)             ()             ()          (0-1)           (mm)          (0-1)           (mm)           (mm)           (mm)            (d)           (mm)          (0-1)             ()        (kg/ha)          (0-1)
     21/08/1889            233          0.604          379.1          974.5          1.000          0.994          0.000          0.000          0.749          0.400          0.504          0.446          0.302          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1369.251          1.000          0.000          0.000          0.000          0.000          0.000      62498.508          0.000          211.4            7.7        616.788          0.020          0.023          0.016          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.576          3.556          0.000          0.000          0.090          0.486          1.000        442.596          0.725          0.576          1.830          0.000         15.679        179.751          1.000          0.042         1353.9          1.000
     21/08/1890            233          1.029          635.1         1659.2          1.000          1.000          0.000          0.000          0.426          0.279          0.398          0.416          0.307          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1328.265          1.000          0.000          0.000          0.000          0.000          0.000      62495.812          0.000          192.7           20.9        981.936          0.021          0.023          0.019          0.024          0.009          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.768          3.341          0.000          0.000          0.189          0.579          1.000        489.263          0.550          0.768          0.962          0.000          0.000        138.765          0.252          0.044         2294.8          1.000
     21/08/1891            233          0.380          245.7          612.9          1.000          0.998          0.000          0.000          1.072          0.439          0.481          0.382          0.300          0.251          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1351.924          1.000          0.000          0.000          0.000          0.000          0.000      62499.375          0.000          217.6           20.7        328.097          0.044          0.021          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.321          3.481          0.000          0.000          0.037          0.284          1.000        408.251          0.350          0.321          1.051          0.000         13.593        162.424          1.000          0.041          858.8          1.000
     21/08/1892            234          0.576          393.1          929.2          0.281          1.000          0.000          0.000          0.480          0.223          0.344          0.380          0.300          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1298.614          1.000          0.000          0.000          0.000          0.000          0.000      62498.395          0.003          226.8           29.8        324.044          0.054          0.046          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.149          3.683          0.000          0.000          0.088          0.442          1.000        446.727          0.625          0.530          0.149          0.000         15.143        109.114          0.000          0.043         1326.6          1.000
     21/08/1893            233          0.600          375.2          967.4          1.000          0.991          2.600          0.000          0.629          0.344          0.443          0.402          0.301          0.251          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1338.349          1.000          0.000          0.000          0.000          0.000          0.000      62498.539          0.000          225.4           36.9        637.196          0.032          0.023          0.016          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.496          3.447          0.000          0.000          0.081          0.416          1.000        441.362          0.950          0.496          0.996          0.000          3.579        148.849          1.000          0.042         1342.9          1.000
     21/08/1894            233          0.571          371.9          921.8          0.513          1.000         11.500          0.000          0.342          0.224          0.371          0.380          0.301          0.252          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1303.406          1.000          0.000          0.000          0.000          0.000          0.000      62498.562          0.002          243.5           37.9        420.258          0.051          0.056          0.006          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.237          3.584          0.000          0.000          0.083          0.378          1.000        442.064          0.800          0.461          0.237          0.000          7.080        113.906          0.000          0.042         1296.7          1.000
     21/08/1895            233          0.108           98.3          174.6          0.006          1.000          0.000          0.000          3.262          0.190          0.320          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1289.537          1.000          0.000          0.000          0.000          0.000          0.000      45665.109          0.001          266.0           41.7        160.387          0.022          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.001          3.592          0.000          0.000          0.004          0.087          1.000        345.117          0.650          0.091          0.001          0.000         87.784        100.037          0.000          0.038          282.6          1.000
     21/08/1896            234          0.251          184.7          405.3          1.000          0.995          0.000          0.000          0.573          0.363          0.410          0.380          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1329.157          1.000          0.000          0.000          0.000          0.000          0.000      62499.645          0.000          283.7           44.9        300.941          0.038          0.018          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.207          3.665          0.000          0.000          0.019          0.187          1.000        386.436          0.525          0.207          0.663          0.000         29.964        139.658          1.000          0.040          590.1          1.000
     21/08/1897            233          0.298          212.3          480.1          1.000          0.994          1.700          0.000          2.865          0.369          0.465          0.381          0.300          0.250          0.280          0.300          0.300          0.300          0.302          0.398          0.400       1338.515          1.000          0.000          0.000          0.000          0.000          0.000      62499.531          0.000          303.0           48.6        313.339          0.025          0.027          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.250          3.625          0.000          0.000          0.026          0.224          1.000        396.406          0.775          0.250          0.841          0.000         37.636        149.015          1.000          0.041          692.6          1.000
