Summary_file = fieldpea.sum
Title = fieldpea sample
       day      year           date       sw_dep()         runoff          drain             es            eos             eo           rain     residue_wt  residue_cover      residue_n       das          stage            lai        biomass  green_biomass          yield             ep    swdef_photo    nfact_photo     root_depth        node_no        leaf_wt        stem_wt flowering_date maturity_date        leaf_no            esw
     (day)    (year)             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)      (m^2/m^2)        (kg/ha)    (days)             ()      (m^2/m^2)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)             ()             ()           (mm)     (nodes/m2)        (g/m^2)        (g/m^2)          (doy)         (doy)    (leaves/m2)           (mm)
        65      2003    06/Mar/2003        372.328          0.000          0.000          0.442          4.695          5.775          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         80.328
        66      2003    07/Mar/2003        371.904          0.000          0.000          0.424          4.831          5.941          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         79.904
        67      2003    08/Mar/2003        371.496          0.000          0.000          0.408          4.458          5.482          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         79.496
        68      2003    09/Mar/2003        371.102          0.000          0.000          0.394          4.653          5.722          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         79.102
        69      2003    10/Mar/2003        370.722          0.000          0.000          0.381          4.401          5.412          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         78.722
        70      2003    11/Mar/2003        370.353          0.000          0.000          0.369          4.589          5.644          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         78.353
        71      2003    12/Mar/2003        369.994          0.000          0.000          0.358          5.008          6.159          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.994
        72      2003    13/Mar/2003        369.646          0.000          0.000          0.349          3.804          4.678          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.682
        73      2003    14/Mar/2003        369.306          0.000          0.000          0.339          4.038          4.966          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.584
        74      2003    15/Mar/2003        368.975          0.000          0.000          0.331          3.095          3.806          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.487
        75      2003    16/Mar/2003        368.652          0.000          0.000          0.323          4.268          5.249          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.388
        76      2003    17/Mar/2003        368.336          0.000          0.000          0.316          4.799          5.903          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.290
        77      2003    18/Mar/2003        368.026          0.000          0.000          0.309          5.202          6.398          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.191
        78      2003    19/Mar/2003        367.724          0.000          0.000          1.903          2.650          3.259          1.600       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.092
        79      2003    20/Mar/2003        367.746          0.000          0.000          2.377          2.377          2.924          2.400       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.996
        80      2003    21/Mar/2003        367.427          0.000          0.000          0.920          2.065          2.540          0.600       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.899
        81      2003    22/Mar/2003        367.135          0.000          0.000          0.291          2.206          2.714          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.802
        82      2003    23/Mar/2003        366.849          0.000          0.000          0.286          3.364          4.137          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.706
        83      2003    24/Mar/2003        366.569          0.000          0.000          0.281          3.979          4.893          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.608
        84      2003    25/Mar/2003        366.292          0.000          0.000          0.276          3.112          3.827          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.511
        85      2003    26/Mar/2003        366.021          0.000          0.000          0.272          3.443          4.235          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.414
        86      2003    27/Mar/2003        365.754          0.000          0.000          0.267          3.928          4.830          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.317
        87      2003    28/Mar/2003        365.491          0.000          0.000          0.263          3.307          4.068          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.220
        88      2003    29/Mar/2003        365.232          0.000          0.000          0.259          3.726          4.582          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.123
        89      2003    30/Mar/2003        364.976          0.000          0.000          0.255          3.093          3.804          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.026
        90      2003    31/Mar/2003        364.725          0.000          0.000          0.252          2.984          3.670          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.929
        91      2003    01/Apr/2003        364.477          0.000          0.000          0.248          1.764          2.170          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.832
        92      2003    02/Apr/2003        364.232          0.000          0.000          0.445          2.786          3.426          0.200       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.736
        93      2003    03/Apr/2003        363.990          0.000          0.000          0.242          3.590          4.415          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.639
        94      2003    04/Apr/2003        363.751          0.000          0.000          0.239          3.616          4.447          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.543
        95      2003    05/Apr/2003        363.516          0.000          0.000          0.236          3.033          3.730          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.447
        96      2003    06/Apr/2003        363.283          0.000          0.000          0.233          3.561          4.380          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.351
        97      2003    07/Apr/2003        363.053          0.000          0.000          0.230          1.571          1.932          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.255
        98      2003    08/Apr/2003        363.332          0.000          0.000          1.922          1.922          2.363          2.200       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.164
        99      2003    09/Apr/2003        362.826          0.000          0.000          0.506          2.840          3.493          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.070
       100      2003    10/Apr/2003        362.601          0.000          0.000          0.225          2.505          3.081          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.977
       101      2003    11/Apr/2003        362.378          0.000          0.000          2.222          2.892          3.557          2.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.884
       102      2003    12/Apr/2003        362.159          0.000          0.000          0.220          1.317          1.619          0.000       2351.047          0.375         38.318         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.791
       103      2003    13/Apr/2003        367.213          0.000          0.000          2.546          2.546          3.131          7.600       2223.324          0.359         36.237         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.213
       104      2003    14/Apr/2003        366.479          0.000          0.000          1.133          2.157          2.623          0.400       2116.225          0.345         34.491         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.681
       105      2003    15/Apr/2003        366.933          0.000          0.000          2.146          2.146          2.586          2.600       2012.081          0.331         32.794         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.933
       106      2003    16/Apr/2003        367.765          0.000          0.000          2.968          2.968          3.543          3.800       1958.174          0.324         31.915         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.765
       107      2003    17/Apr/2003        367.436          0.000          0.000          0.329          3.086          3.666          0.000       1901.376          0.316         30.989         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.436
       108      2003    18/Apr/2003        367.144          0.000          0.000          0.291          2.900          3.428          0.000       1840.243          0.308         29.993         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.144
       109      2003    19/Apr/2003        366.858          0.000          0.000          0.286          3.498          4.113          0.000       1773.086          0.299         28.898         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.858
       110      2003    20/Apr/2003        366.577          0.000          0.000          0.281          3.131          3.659          0.000       1728.072          0.292         28.165         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.577
       111      2003    21/Apr/2003        366.301          0.000          0.000          0.276          3.375          3.929          0.000       1703.930          0.289         27.771         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.325
       112      2003    22/Apr/2003        366.029          0.000          0.000          0.272          3.342          3.883          0.000       1702.698          0.289         27.751         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.272
       113      2003    23/Apr/2003        365.762          0.000          0.000          0.267          3.240          3.764          0.000       1702.698          0.289         27.751         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.218
       114      2003    24/Apr/2003        365.499          0.000          0.000          0.263          3.328          3.866          0.000       1702.698          0.289         27.751         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.162
       115      2003    25/Apr/2003        365.240          0.000          0.000          0.259          3.095          3.595          0.000       1702.698          0.289         27.751         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.106
       116      2003    26/Apr/2003        364.984          0.000          0.000          0.255          2.962          3.440          0.000       1702.698          0.289         27.751         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.048
       117      2003    27/Apr/2003        364.733          0.000          0.000          0.252          3.279          3.809          0.000       1702.698          0.289         27.751         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.989
       118      2003    28/Apr/2003        364.484          0.000          0.000          0.248          2.865          3.328          0.000       1702.698          0.289         27.751         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.930
       119      2003    29/Apr/2003        364.239          0.000          0.000          0.245          2.323          2.699          0.000       1702.698          0.289         27.751         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.870
       120      2003    30/Apr/2003        363.997          0.000          0.000          0.242          1.617          1.878          0.000       1702.698          0.289         27.751         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.809
       121      2003    01/May/2003        367.465          0.000          0.000          2.333          2.333          2.710          5.800       1654.078          0.282         26.959         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.465
       122      2003    02/May/2003        366.518          0.000          0.000          0.947          1.865          2.157          0.000       1607.240          0.275         26.195         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.518
       123      2003    03/May/2003        366.242          0.000          0.000          0.275          1.656          1.907          0.000       1531.752          0.264         24.965         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.242
       124      2003    04/May/2003        365.972          0.000          0.000          0.271          2.737          3.133          0.000       1477.441          0.256         24.080         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.972
       125      2003    05/May/2003        365.705          0.000          0.000          0.266          2.867          3.265          0.000       1427.619          0.248         23.268         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.705
       126      2003    06/May/2003        365.443          0.000          0.000          0.262          2.455          2.783          0.000       1394.703          0.243         22.731         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.545
       127      2003    07/May/2003        365.185          0.000          0.000          0.258          2.329          2.633          0.000       1367.515          0.239         22.288         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.498
       128      2003    08/May/2003        364.930          0.000          0.000          0.255          2.912          3.284          0.000       1359.210          0.238         22.153         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.449
       129      2003    09/May/2003        364.679          0.000          0.000          0.251          2.056          2.317          0.000       1352.389          0.237         22.042         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.400
       130      2003    10/May/2003        364.431          0.000          0.000          0.248          0.962          1.084          0.000       1351.625          0.237         22.029         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.349
       131      2003    11/May/2003        364.417          0.000          0.000          2.015          2.015          2.269          2.000       1350.773          0.237         22.015         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.299
       132      2003    12/May/2003        371.755          0.000          0.000          1.661          1.661          1.871          9.000       1335.176          0.234         21.761         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         79.755
       133      2003    13/May/2003        370.230          0.000          0.000          2.525          2.525          2.840          1.000       1256.991          0.222         20.487         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         78.230
       134      2003    14/May/2003        369.875          0.000          0.000          0.355          1.844          2.060          0.000       1205.777          0.214         19.652         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.875
       135      2003    15/May/2003        369.529          0.000          0.000          0.345          2.041          2.269          0.000       1163.597          0.208         18.965         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.529
       136      2003    16/May/2003        369.193          0.000          0.000          0.337          1.142          1.265          0.000       1120.464          0.201         18.262         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.193
       137      2003    17/May/2003        368.864          0.000          0.000          0.328          1.593          1.758          0.000       1072.483          0.193         17.480         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.864
       138      2003    18/May/2003        369.662          0.000          0.000          1.402          1.402          1.541          2.200       1027.983          0.186         16.754         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.662
       139      2003    19/May/2003        368.544          0.000          0.000          1.318          1.717          1.880          0.200        995.575          0.181         16.226         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.544
       140      2003    20/May/2003        377.634          0.000          0.000          1.910          1.910          2.085         11.000        944.326          0.172         15.391         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         85.634
       141      2003    21/May/2003        376.385          0.000          0.000          1.848          1.848          2.009          0.600        904.581          0.165         14.743         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         84.385
       142      2003    22/May/2003        375.712          0.000          0.000          0.673          2.079          2.251          0.000        870.982          0.160         14.196         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         83.712
       143      2003    23/May/2003        375.098          0.000          0.000          0.614          1.347          1.455          0.000        834.680          0.154         13.604         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         83.098
       144      2003    24/May/2003        376.783          0.000          0.000          1.515          1.515          1.630          3.200        802.094          0.148         13.073         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         84.783
       145      2003    25/May/2003        375.633          0.000          0.000          1.850          1.850          1.985          0.700        777.839          0.144         12.678         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         83.633
       146      2003    26/May/2003        374.715          0.000          0.000          0.918          1.603          1.717          0.000        761.669          0.141         12.414         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         82.715
       147      2003    27/May/2003        374.172          0.000          0.000          0.543          1.941          2.076          0.000        750.292          0.139         12.229         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         82.172
       148      2003    28/May/2003        373.662          0.000          0.000          0.511          2.167          2.315          0.000        739.495          0.137         12.053         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         81.662
       149      2003    29/May/2003        373.178          0.000          0.000          0.483          2.439          2.603          0.000        728.885          0.136         11.880         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         81.178
       150      2003    30/May/2003        372.718          0.000          0.000          0.460          2.600          2.772          0.000        718.337          0.134         11.708         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         80.718
       151      2003    31/May/2003        372.279          0.000          0.000          0.440          1.623          1.729          0.000        710.568          0.132         11.581         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         80.279
       152      2003    01/Jun/2003        371.857          0.000          0.000          0.422          1.607          1.711          0.000        706.477          0.132         11.514         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         79.857
       153      2003    02/Jun/2003        371.450          0.000          0.000          0.406          2.201          2.343          0.000        706.477          0.132         11.514         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         79.450
       154      2003    03/Jun/2003        371.058          0.000          0.000          0.392          1.726          1.836          0.000        706.477          0.132         11.514         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         79.058
       155      2003    04/Jun/2003        370.929          0.000          0.000          1.729          1.729          1.840          1.600        706.477          0.132         11.514         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         78.929
       156      2003    05/Jun/2003        382.684          0.000          0.000          1.845          1.845          1.964         13.600        681.043          0.127         11.100         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         90.684
       157      2003    06/Jun/2003        382.542          0.000          0.000          1.142          1.142          1.213          1.000        649.776          0.122         10.590         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         90.542
       158      2003    07/Jun/2003        385.336          0.000          0.000          1.606          1.606          1.701          4.400        632.206          0.119         10.304         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         93.336
       159      2003    08/Jun/2003        384.230          0.000          0.000          1.106          1.106          1.169          0.000        610.164          0.115          9.945         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         92.230
       160      2003    09/Jun/2003        383.255          0.000          0.000          0.975          1.433          1.512          0.000        596.035          0.112          9.714         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         91.255
       161      2003    10/Jun/2003        381.079          0.000          0.000          2.176          2.176          2.293          0.000        583.240          0.110          9.506         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         89.079
       162      2003    11/Jun/2003        379.644          0.000          0.000          1.434          2.239          2.356          0.000        570.332          0.108          9.295         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         87.644
       163      2003    12/Jun/2003        378.701          0.000          0.000          0.943          1.619          1.702          0.000        561.264          0.106          9.148         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         86.701
       164      2003    13/Jun/2003        378.066          0.000          0.000          1.635          1.635          1.718          1.000        552.677          0.105          9.008         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         86.066
       165      2003    14/Jun/2003        377.446          0.000          0.000          1.620          1.620          1.701          1.000        544.929          0.103          8.881         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         85.446
       166      2003    15/Jun/2003        377.625          0.000          0.000          1.421          1.421          1.491          1.600        538.018          0.102          8.769         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         85.625
       167      2003    16/Jun/2003        376.787          0.000          0.000          1.438          1.455          1.525          0.600        530.569          0.101          8.647         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         84.787
       168      2003    17/Jun/2003        376.183          0.000          0.000          0.603          1.227          1.286          0.000        525.876          0.100          8.571         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         84.183
