ApsimVersion = 6.0
Title = Roma 600mm wet soil
            day           year            LAI        Biomass          Yield         sum_ep
          (day)         (year)        (m2/m2)        (kg/ha)        (kg/ha)             ()
             73           1958          0.266         5054.5         1470.9        153.950
             41           1959          1.982        11728.7         5809.0        277.628
             51           1960          0.208         7645.3         1453.7        178.647
             29           1961          0.093         5654.8            0.0        138.670
             32           1962          1.157        12773.3         6301.3        284.943
             51           1963          0.837        10431.7         4652.1        260.379
             32           1964          0.345        10111.5         2733.4        222.080
             36           1965          0.092         5252.2            0.0        127.013
             32           1966          1.571        11333.4         5291.7        234.426
             66           1967          0.272         6791.8         1674.1        158.225
             43           1968          1.066        11622.8         5143.8        272.706
             47           1969          0.124         6172.8         1564.7        171.759
             58           1970          0.099         7954.1         1038.2        185.717
             35           1971          1.816        15626.1         8402.8        380.938
             53           1972          0.835         8563.1         3814.5        214.920
             35           1973          0.465        10061.7         3279.2        233.583
             45           1974          0.977        11957.3         5098.7        245.315
             46           1975          0.093         5716.0            0.0        142.746
             47           1976          1.696        10586.7         4812.8        221.147
             63           1977          0.812         8721.3         3514.5        214.249
             65           1978          0.237         6117.1         1435.7        142.872
             76           1979          0.267         8429.9         1904.0        188.577
             72           1980          0.209         7289.0         1528.9        195.844
             32           1981          0.657        11731.7         4442.1        271.518
             52           1982          0.951         9055.1         3728.2        216.651
             43           1983          0.100         6830.3         1594.8        181.482
             35           1984          1.860        14661.9         6957.5        279.892
             41           1985          0.364         9450.0         2965.1        242.633
             37           1986          0.124         8118.6         1263.3        185.240
             58           1987          1.064         9861.1         3523.8        224.742
             92           1988          0.204         7153.8         1425.8        164.859
             33           1989          0.093         5992.6            0.0        143.924
             34           1990          0.597        11250.4         3358.7        255.642
             58           1991          0.641         7265.6         2664.9        185.956
             32           1992          0.213         6859.1         1381.3        167.806
             28           1993          0.098         4548.2            0.0        111.261
             25           1994          0.093         4740.7            0.0        108.124
             63           1995          0.176         8167.1         1698.6        160.257
             35           1996          2.017        18844.4        10273.1        410.277
             42           1997          0.212         7060.4         1070.2        164.825
             34           1998          0.223         7626.2         1998.7        190.167
             37           1999          1.159        11518.2         5077.8        253.407
             39           2000          2.295        15587.4         8315.9        307.460
             40           2001          0.259         8544.8         1566.0        181.438
             40           2002          0.506         8873.2         2607.6        208.199
