ApsimVersion = 6.0
Title = Roma 1500mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)        (m2/m2)        (kg/ha)        (kg/ha)             ()
             21           1958          0.550         6015.2         1294.4        204.783
             19           1959          1.886        11764.0         5720.4        319.339
             16           1960          1.870         9628.9         3595.9        248.635
             21           1961          0.927         8825.6         2930.2        223.937
             16           1962          1.688        12282.4         6293.3        306.565
             22           1963          1.655        10830.9         5097.5        267.770
             15           1964          1.866        12001.5         6243.6        295.541
             23           1965          0.671         8029.9         2153.1        216.547
             17           1966          1.762        12889.0         6394.8        297.208
             14           1967          1.142         8585.7         2688.9        211.157
             18           1968          1.664        11466.5         5290.5        291.661
             19           1969          1.888         9037.0         3555.2        261.492
             18           1970          0.662         9312.5         2722.5        235.742
             22           1971          1.778        14668.0         7066.1        376.358
             24           1972          1.688        11919.6         5684.6        313.089
             15           1973          2.345        10808.2         4413.6        285.192
             16           1974          1.694        11264.9         5256.9        249.891
             28           1975          1.009         8500.5         2450.8        234.620
             19           1976          1.759        11314.4         5465.3        265.308
             23           1977          1.617         9071.2         2529.1        247.334
             15           1978          0.697         7558.7         1869.3        202.248
             23           1979          0.859         9743.7         3517.4        243.975
             15           1980          1.264         8493.0         3055.6        255.673
             17           1981          1.735        13064.9         6498.1        320.111
             18           1982          1.622         9057.1         2944.4        247.968
             16           1983          1.841         9434.1         3321.7        269.039
             22           1984          1.617        13956.4         6621.8        290.520
             20           1985          2.029        11813.2         5616.3        326.120
             18           1986          1.289        10005.6         3960.6        258.178
             20           1987          2.078         9695.7         3098.1        254.140
             18           1988          0.913         8303.9         2319.0        223.516
             16           1989          0.744         9193.1         3026.3        230.613
             16           1990          1.144        10402.4         4361.7        245.654
             17           1991          1.810         8396.5         2561.7        228.633
             12           1992          1.191         9544.7         3876.8        251.672
             21           1993          0.447         7527.0         1828.8        199.416
             19           1994          0.478         8075.9         2494.5        194.343
             18           1995          1.024         9697.5         3753.7        222.044
             21           1996          1.624        14210.3         6937.3        308.312
             25           1997          0.775         9619.7         3369.4        247.307
             17           1998          1.712        10336.8         4863.0        275.671
             20           1999          1.835        12965.3         6473.1        307.263
             27           2000          1.703        14738.3         7069.5        309.767
             20           2001          1.244        10053.3         4476.3        230.728
             20           2002          2.108        10562.2         4678.8        274.365
