Summary_file = wagga600.sum
Title = wagga 600mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     13/11/1972       318      1972        200.600          200.042          0.001      11272.107       3114.241          0.276          0.703        166.774          2.998          9.338         70.922          0.844            275
     17/11/1973       321      1973        408.100          402.800          0.001      13663.646       6131.392          0.449          0.843        185.426          2.164         13.266         61.764        149.616            276
     28/11/1974       332      1974        523.800          479.199          0.001      15856.667       6898.693          0.435          0.803        204.987          1.754         12.101         61.126        217.398            285
     17/11/1975       321      1975        427.000          401.876          0.001      14540.255       5903.084          0.406          0.819        184.440          2.196         12.960         59.540        172.067            271
     22/11/1976       327      1976        300.800          299.422          0.001      14570.712       6059.812          0.416          0.799        196.882          1.922         11.645         64.447         53.962            278
     20/11/1977       324      1977        197.600          194.691          0.001      10018.781       2157.320          0.215          0.632        136.692          3.609          7.787         73.018          7.686            283
     26/11/1978       330      1978        507.400          473.404          0.001      15160.663       6104.139          0.403          0.795        207.137          1.882         11.489         69.948        173.494            283
     20/11/1979       324      1979        316.000          310.187          0.001      15268.128       6541.387          0.428          0.799        213.586          1.790         11.710         65.853         31.346            282
     20/11/1980       325      1980        261.400          260.746          0.001      12890.917       3743.548          0.290          0.786        186.619          2.912         10.902         68.613          9.483            281
     19/11/1981       323      1981        346.400          344.687          0.001      13620.239       5876.066          0.431          0.820        211.217          1.934         11.365         74.595         71.440            278
     16/11/1982       320      1982        113.600          113.461          0.001       6160.516       1192.897          0.194          0.658         91.285          3.627          4.327        144.338          1.724            279
     19/11/1983       323      1983        451.600          440.259          0.001      14294.038       5925.721          0.415          0.812        195.720          1.994         11.813         68.494        162.450            278
     18/11/1984       323      1984        321.500          314.498          0.001      15407.821       6627.571          0.430          0.799        202.495          1.769         11.723         58.037         81.516            279
     21/11/1985       325      1985        364.100          358.884          0.001      15499.629       6536.908          0.422          0.795        216.301          1.801         11.770         59.498         71.515            282
     29/11/1986       333      1986        429.800          421.916          0.001      16700.344       7023.635          0.421          0.791        217.760          1.734         12.181         55.608        133.852            285
     20/11/1987       324      1987        331.600          324.980          0.001      14764.689       5153.306          0.349          0.773        217.184          2.106         10.855         64.566         37.578            282
     14/11/1988       319      1988        399.000          362.211          0.001      15236.244       6377.538          0.419          0.793        210.109          1.783         11.372         66.265         94.427            275
     26/11/1989       330      1989        369.500          361.397          0.001      14724.190       5584.678          0.379          0.789        200.341          2.021         11.284         69.055         71.709            287
     21/11/1990       325      1990        352.700          338.554          0.001      15480.630       6218.460          0.402          0.793        214.509          1.842         11.451         60.033         61.303            282
     19/11/1991       323      1991        340.100          327.889          0.001      13980.583       5885.973          0.421          0.823        206.367          2.047         12.051         68.749         64.896            277
     03/12/1992       338      1992        493.500          484.384          0.001      16978.340       7118.538          0.419          0.792        217.478          1.753         12.482         54.881        184.663            291
     21/11/1993       325      1993        546.700          514.152          0.001      16491.984       7210.459          0.437          0.798        216.543          1.731         12.481         54.657        224.317            277
     19/11/1994       323      1994        171.400          171.400          0.001       6847.729       1543.666          0.225          0.466         93.028          3.337          5.151        101.001         20.643            280
     22/11/1995       326      1995        394.700          391.217          0.001      14301.466       5172.566          0.362          0.784        213.693          2.142         11.080         70.448         98.053            283
     20/11/1996       325      1996        369.600          367.856          0.001      15060.323       6687.283          0.444          0.812        206.969          1.800         12.039         62.195         98.602            280
     20/11/1997       324      1997        283.100          281.435          0.001      15452.072       4825.057          0.312          0.756        215.850          2.289         11.046         65.238          7.667            282
     20/11/1998       324      1998        360.900          349.844          0.001      15401.155       6338.178          0.412          0.794        219.191          1.854         11.753         64.151         56.621            276
     15/11/1999       319      1999        401.500          392.221          0.001      15645.213       6656.776          0.425          0.798        238.873          1.839         12.242         63.517         79.275            274
     24/11/2000       329      2000        417.200          413.613          0.001      16784.654       6483.622          0.386          0.772        243.754          1.832         11.880         60.266         87.729            286
     20/11/2001       324      2001        299.000          291.475          0.001      15304.794       5842.483          0.382          0.778        225.675          1.947         11.378         66.861          5.199            275
     15/11/2002       319      2002        158.100          157.988          0.001       8864.199       1837.996          0.207          0.550        128.714          3.574          6.569         80.185          4.112            277
