Summary_file = wagga600.sum
Title = wagga 600mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     23/11/1957       327      1957        217.000          215.828          0.001      10535.150       2483.819          0.236          0.643        151.932          3.255          8.084         76.314         12.405            284
     25/11/1958       329      1958        353.700          345.309          0.001      14597.830       6104.642          0.418          0.808        192.938          1.977         12.069         59.972        103.272            285
     21/11/1959       325      1959        237.900          237.339          0.001      12579.541       3904.736          0.310          0.775        178.611          2.654         10.363         78.698          2.562            283
     01/12/1960       336      1960        393.700          387.416          0.001      16036.150       6964.128          0.434          0.793        230.857          1.682         11.714         58.708         83.834            290
     19/11/1961       323      1961        309.500          301.910          0.001      12589.994       3605.785          0.286          0.770        198.175          2.894         10.436         69.955         40.346            283
     27/11/1962       331      1962        285.200          282.857          0.001      14103.721       5448.792          0.386          0.795        199.751          2.012         10.965         68.921         21.534            285
     21/11/1963       325      1963        388.600          385.361          0.001      14340.681       5780.860          0.403          0.798        226.432          1.955         11.303         67.494         75.948            283
     30/11/1964       335      1964        356.000          354.725          0.001      15362.009       6683.243          0.435          0.806        218.153          1.786         11.935         61.967         59.857            291
     16/11/1965       320      1965        280.600          279.156          0.001      12546.414       4415.760          0.352          0.791        191.956          2.364         10.437         75.627         16.489            280
     27/11/1966       331      1966        307.500          307.115          0.001      15476.025       5700.140          0.368          0.774        212.102          1.994         11.367         66.590         16.638            289
     12/11/1967       316      1967        166.700          166.533          0.001       9743.386       2621.348          0.269          0.598        124.632          2.845          7.457         83.476          1.574            276
     30/11/1968       335      1968        307.400          305.883          0.001      14671.022       5084.214          0.347          0.774        207.166          2.142         10.891         66.445         20.597            292
     22/11/1969       326      1969        373.200          356.584          0.001      14332.577       5240.267          0.366          0.796        221.659          2.209         11.578         67.133         61.749            284
     25/11/1970       329      1970        467.600          450.720          0.001      15304.192       6164.573          0.403          0.804        214.101          2.033         12.533         60.675        162.342            283
     24/11/1971       328      1971        321.300          318.977          0.001      13229.034       4601.684          0.348          0.790        180.471          2.377         10.939         72.506         70.034            283
