Summary_file = RoseworthyMidLowN.sum
Title = Roseworthy Mid Sowing Low N
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     12/11/1957       316      1957        170.100          168.010          0.001       6013.846       1538.702          0.256          0.672         71.717          2.081          3.202         31.789          7.142            270
     25/11/1958       329      1958        285.800          284.568          0.001       9700.512       2691.904          0.278          0.631        112.342          1.430          3.850         26.454         82.201            284
     11/11/1959       315      1959        124.800          124.800          0.001       4514.635       1271.350          0.282          0.699         58.874          2.183          2.776         29.432          0.961            269
     25/11/1960       330      1960        278.600          278.357          0.001       9221.134       2581.325          0.280          0.633        114.677          1.445          3.731         24.559         55.405            286
     11/11/1961       315      1961        164.500          164.500          0.001       5834.395       1357.214          0.233          0.677         78.535          2.420          3.284         28.085          0.765            272
     14/11/1962       318      1962        226.000          226.000          0.001       6097.979       2004.257          0.329          0.734         75.905          2.003          4.014         30.473         47.441            269
     11/11/1963       315      1963        286.600          284.981          0.001       9137.357       2638.089          0.289          0.647        133.152          1.451          3.828         25.307         56.257            272
     17/11/1964       322      1964        269.900          269.900          0.001       9052.090       2684.016          0.297          0.652        112.233          1.440          3.865         31.381         48.898            275
     12/11/1965       316      1965        192.800          192.185          0.001       7750.750       2002.890          0.258          0.635        107.592          1.699          3.402         24.338          7.871            275
     23/11/1966       327      1966        239.900          238.522          0.001       8618.557       2425.062          0.281          0.616        114.121          1.380          3.347         29.450          4.270            284
     10/11/1967       314      1967        148.800          148.800          0.001       6692.439       1563.494          0.234          0.643         81.603          2.042          3.192         26.979          0.804            273
     20/11/1968       325      1968        377.500          374.666          0.001      10270.512       2876.759          0.280          0.634        139.021          1.395          4.013         27.122        115.296            283
     14/11/1969       318      1969        223.300          220.611          0.001       9444.552       2525.236          0.267          0.608        123.385          1.369          3.457         24.730         16.216            276
