Summary_file = RoseworthyMidLowN.sum
Title = Roseworthy Mid Sowing Low N
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     19/11/1970       323      1970        243.300          243.255          0.001       8888.427       2513.632          0.283          0.639        109.436          1.463          3.677         25.506         34.803            277
     19/11/1971       323      1971        311.900          311.260          0.001      10117.978       2858.733          0.283          0.630        134.387          1.352          3.865         25.830         63.571            278
     09/11/1972       314      1972        185.900          185.900          0.001       7793.974       2018.017          0.259          0.627        106.394          1.652          3.334         25.502          2.465            268
     12/11/1973       316      1973        330.600          323.046          0.001       9281.151       2575.142          0.277          0.651        127.297          1.585          4.081         26.437         86.940            272
     18/11/1974       322      1974        275.400          274.846          0.001       9136.302       2872.894          0.314          0.658        108.898          1.353          3.887         29.755         57.041            275
     14/11/1975       318      1975        272.600          269.160          0.001       8310.765       2408.895          0.290          0.677         99.455          1.652          3.979         29.486         78.360            269
     14/11/1976       319      1976        211.400          211.400          0.001       6137.049       2103.219          0.343          0.718         75.168          1.764          3.710         33.086         33.483            273
     10/11/1977       314      1977        168.400          168.400          0.001       5717.229       1409.070          0.246          0.675         78.206          2.287          3.223         29.550          7.120            271
     20/11/1978       324      1978        404.500          390.804          0.001       9191.431       2655.165          0.289          0.645        121.753          1.443          3.832         28.627        155.923            279
     11/11/1979       315      1979        327.300          326.061          0.001       8896.028       2850.839          0.320          0.681        105.016          1.525          4.349         26.185        142.756            269
     07/11/1980       312      1980        314.000          312.847          0.001       7438.356       1984.000          0.267          0.676        104.778          1.958          3.884         27.797         95.525            267
     09/11/1981       313      1981        327.500          325.429          0.001       9375.983       2886.197          0.308          0.681        127.172          1.543          4.454         26.616         93.455            268
     11/11/1982       315      1982        138.900          138.900          0.001       3776.596       1069.631          0.283          0.715         53.774          2.470          2.642         30.182          0.430            270
     14/11/1983       318      1983        262.900          262.220          0.001       9205.718       2511.327          0.273          0.621        128.360          1.458          3.662         28.366         43.217            275
     16/11/1984       321      1984        291.700          291.653          0.001       9437.592       2796.357          0.296          0.658        113.392          1.482          4.145         25.997         78.283            276
     13/11/1985       317      1985        291.100          290.937          0.001       9943.063       2785.415          0.280          0.635        139.822          1.400          3.900         27.854         54.710            275
     16/11/1986       320      1986        323.400          322.668          0.001       9889.007       2819.470          0.285          0.641        121.158          1.416          3.992         26.833         96.928            274
     15/11/1987       319      1987        205.100          205.072          0.001       6535.748       1746.838          0.267          0.680         84.400          2.039          3.562         32.555         29.372            272
     04/11/1988       309      1988        240.900          238.871          0.001       7928.877       2236.687          0.282          0.650        116.609          1.594          3.564         28.599         26.591            267
     21/11/1989       325      1989        267.700          267.696          0.001       9110.942       2446.181          0.268          0.618        127.012          1.442          3.527         27.420         19.610            281
     07/11/1990       311      1990        258.200          256.816          0.001       9029.115       2600.033          0.288          0.649        130.578          1.494          3.885         26.882         18.519            269
     05/11/1991       309      1991        294.900          293.149          0.001       9186.027       2840.238          0.309          0.670        119.047          1.495          4.245         26.251         80.258            266
     17/11/1992       322      1992        389.600          387.886          0.001       9519.953       2901.034          0.305          0.646        113.337          1.379          4.002         26.341        161.795            277
     09/11/1993       313      1993        285.900          284.487          0.001       8089.112       2552.644          0.316          0.687        113.774          1.609          4.107         31.354         59.637            268
     11/11/1994       315      1994        175.600          173.120          0.001       6124.153       1588.902          0.259          0.674         78.813          2.103          3.341         25.594         14.864            271
     09/11/1995       313      1995        252.800          251.918          0.001       8564.886       2536.481          0.296          0.650        123.597          1.463          3.712         29.164         23.884            270
     10/11/1996       315      1996        334.400          332.872          0.001       9916.739       2940.452          0.297          0.654        127.174          1.432          4.209         26.734         93.500            270
     18/11/1997       322      1997        282.500          280.167          0.001       8167.653       2241.048          0.274          0.644        117.531          1.598          3.582         28.583         84.122            278
     16/11/1998       320      1998        245.100          245.025          0.001       7460.309       2161.157          0.290          0.669        109.180          1.739          3.759         27.553         27.317            275
     11/11/1999       315      1999        204.900          204.900          0.001       5156.731       1535.635          0.298          0.738         74.496          2.427          3.728         33.353         25.875            271
     14/11/2000       319      2000        296.200          295.659          0.001       9300.498       2692.750          0.290          0.635        132.067          1.408          3.792         28.130         58.975            274
     17/11/2001       321      2001        323.600          321.007          0.001       9690.765       3004.703          0.310          0.661        128.459          1.425          4.280         25.669         85.232            271
     12/11/2002       316      2002        156.100          156.100          0.001       4304.038        908.252          0.211          0.688         57.821          3.157          2.868         28.560          0.207            273
