Summary_file = Emerald1500late.sum
Title = Emerald 1500mm wet soil Late sowing
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     01/10/1957       274      1957        182.800          153.553          0.001       7854.624       2275.880          0.290          0.734        163.900          2.414          5.494         35.279         26.492            237
     25/09/1958       268      1958         66.100           45.346          0.001       4287.205       1209.369          0.282          0.693        107.226          2.557          3.093         63.635         24.298            229
     30/09/1959       273      1959         37.200           37.200          0.001       5304.695       1513.264          0.285          0.746        111.746          2.747          4.157         58.792         10.370            237
     06/10/1960       280      1960         40.000           40.000          0.001       5054.916       1258.289          0.249          0.714        103.850          2.839          3.573         56.703         10.216            244
     06/10/1961       279      1961         33.400           33.400          0.001       4861.029       1223.510          0.252          0.714        105.833          2.748          3.362         62.942         13.190            243
     27/09/1962       270      1962         43.100           43.100          0.001       4817.019       1251.499          0.260          0.663         98.934          1.995          2.496         82.170         12.863            234
     05/10/1963       278      1963         69.100           69.100          0.001       5771.593       1951.933          0.338          0.780        131.482          2.373          4.633         60.061         16.588            240
     29/09/1964       273      1964         97.900           97.685          0.001       5652.084       1409.039          0.249          0.661        126.098          2.723          3.837         43.827         22.861            238
     02/10/1965       275      1965         10.200           10.200          0.001       4262.438       1158.129          0.272          0.669         97.889          1.932          2.237         90.371         12.881            240
     03/10/1966       276      1966        182.000          180.831          0.001       9848.177       3710.578          0.377          0.748        186.070          1.704          6.322         30.912         32.137            240
     05/10/1967       278      1967        150.600           98.298          0.001       6369.054       1629.347          0.256          0.731        122.856          2.820          4.595         41.009         23.982            240
     07/10/1968       281      1968         75.100           75.100          0.001       5890.300       1607.390          0.273          0.705        115.628          2.689          4.322         40.644         10.433            243
     28/09/1969       271      1969          6.100            6.100          0.001       4373.270       1240.801          0.284          0.672         98.723          1.750          2.171         95.417         12.297            233
     01/10/1970       274      1970         67.800           67.800          0.001       4294.374       1179.634          0.275          0.735        101.583          2.718          3.206         77.786         26.681            238
