Summary_file = roma800.sum
Title = Roma 800mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     07/10/1957       280      1957         87.400           87.400          0.001       6650.842       1549.983          0.233          0.625        136.276          1.930          2.991          9.801          2.684            238
     30/09/1958       273      1958        198.500          117.246          0.001       6537.000       1691.153          0.259          0.628        130.212          1.652          2.794         12.402          4.891            226
     04/10/1959       277      1959         96.800           80.968          0.001       6094.981       1465.213          0.240          0.638        120.639          1.955          2.864         12.342         12.888            237
     10/10/1960       284      1960        105.100          102.579          0.001       6949.863       1668.144          0.240          0.614        134.072          1.760          2.937          9.359          3.195            244
     05/10/1961       278      1961        131.000          131.000          0.001       7724.676       1868.893          0.242          0.589        154.915          1.566          2.926         10.542          4.684            240
     04/10/1962       277      1962        123.500          123.500          0.001       6889.004       1671.456          0.243          0.625        138.842          1.791          2.994         11.540          2.599            235
     05/10/1963       278      1963        112.200           90.226          0.001       6458.399       1608.849          0.249          0.618        126.791          1.732          2.787         11.713          3.779            237
     03/10/1964       277      1964        233.500          203.456          0.001       6386.881       1640.208          0.257          0.623        133.750          1.685          2.765         12.838         70.001            238
     02/10/1965       275      1965        125.400          125.400          0.001       6780.603       1911.855          0.282          0.644        137.849          1.599          3.057         13.541         11.104            238
     08/10/1966       281      1966        188.300          187.119          0.001       8223.981       2352.154          0.286          0.605        149.996          1.296          3.048         10.946         47.660            240
     05/10/1967       278      1967        148.000          115.951          0.001       7208.764       1721.617          0.239          0.589        132.632          1.505          2.591         12.639          3.719            238
     12/10/1968       286      1968        138.900          138.798          0.001       8721.690       2345.269          0.269          0.592        158.040          1.261          2.957          8.714         13.538            246
     05/10/1969       278      1969        143.700           95.662          0.001       6169.026       1567.888          0.254          0.619        118.182          1.667          2.614         11.314          2.720            234
     08/10/1970       281      1970        118.100          118.100          0.001       5184.917       1283.928          0.248          0.666        110.440          2.257          2.897         14.128         35.382            239
     04/10/1971       277      1971        193.900          181.644          0.001       7072.551       1891.814          0.267          0.623        147.992          1.582          2.993         14.216         40.846            237
