Summary_file = RoseworthyLate.sum
Title = Roseworthy Late Sowing
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     25/11/1957       329      1957        176.300          173.168          0.001       6426.743       1822.028          0.284          0.582         79.525          2.523          4.597         57.366          2.517            287
     02/12/1958       336      1958        282.700          281.272          0.001      14179.515       4748.139          0.335          0.720        176.339          1.703          8.085         33.803         15.749            293
     18/11/1959       322      1959        123.400          123.400          0.001       4042.539        962.819          0.238          0.485         55.062          3.114          2.999         85.676          0.409            280
     03/12/1960       338      1960        257.300          257.267          0.001      11781.617       3487.981          0.296          0.729        146.629          2.223          7.755         37.054          8.763            294
     20/11/1961       324      1961        171.900          171.900          0.001       5763.343       1188.452          0.206          0.528         76.259          3.313          3.937         59.664         18.132            282
     22/11/1962       326      1962        210.300          210.300          0.001       7176.154       2956.634          0.412          0.730         99.775          2.354          6.959         55.426         15.804            283
     21/11/1963       325      1963        243.100          242.992          0.001       9051.828       2974.790          0.329          0.792        135.736          2.688          7.997         42.871         16.073            283
     24/11/1964       329      1964        297.500          296.562          0.001      11147.920       3649.264          0.327          0.751        140.737          2.081          7.594         52.956         44.363            283
     20/11/1965       324      1965        181.700          180.866          0.001       7068.122       1637.587          0.232          0.565         97.849          2.967          4.858         48.004          0.899            283
     30/11/1966       334      1966        223.500          222.078          0.001       8542.167       2301.817          0.269          0.723        108.536          2.799          6.442         51.825          2.070            293
     18/11/1967       322      1967        141.700          141.700          0.001       5927.206       1197.868          0.202          0.551         70.054          3.263          3.909         63.792          0.304            283
     30/11/1968       335      1968        333.900          333.068          0.001      13639.973       4419.778          0.324          0.728        192.198          1.889          8.347         38.315         26.911            292
     21/11/1969       325      1969        172.900          172.578          0.001       7876.865       1904.229          0.242          0.661         97.306          2.921          5.562         55.657          0.874            284
     26/11/1970       330      1970        222.400          222.363          0.001      10240.689       2837.447          0.277          0.737        126.558          2.544          7.218         46.439          8.698            287
     28/11/1971       332      1971        272.600          272.363          0.001      11176.004       3161.302          0.283          0.737        143.010          2.447          7.735         41.598         15.472            288
     19/11/1972       324      1972        188.700          188.700          0.001       7332.787       1725.644          0.235          0.649        101.489          3.274          5.650         49.815          0.747            279
     19/11/1973       323      1973        261.600          260.598          0.001      11080.396       3909.647          0.353          0.757        150.368          1.988          7.772         49.307         15.361            281
     25/11/1974       329      1974        266.600          266.463          0.001      11558.312       4417.177          0.382          0.766        142.543          1.802          7.958         48.246         13.286            285
     21/11/1975       325      1975        270.400          268.475          0.001      10675.412       4485.275          0.420          0.806        127.732          1.946          8.729         49.992         43.789            279
     24/11/1976       329      1976        196.800          196.800          0.001       7377.299       2979.361          0.404          0.810         96.507          2.274          6.775         65.389          4.700            284
     18/11/1977       322      1977        156.800          156.800          0.001       5443.311       1356.370          0.249          0.561         73.298          2.932          3.977         68.597          0.498            280
     27/11/1978       331      1978        364.200          352.130          0.001      13886.900       4593.440          0.331          0.729        198.819          1.838          8.445         28.408         48.643            287
     19/11/1979       323      1979        387.800          382.683          0.001      13169.067       5509.871          0.418          0.786        173.234          1.755          9.670         27.180        118.116            281
     15/11/1980       320      1980        262.500          262.128          0.001       7870.059       3318.974          0.422          0.794        116.078          2.503          8.309         44.045         46.152            276
