Summary_file = Dalby1500.sum
Title = Dalby 1500mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     13/10/1957       286      1957        126.100          124.382          0.001      13460.654       4342.913          0.323          0.689        251.131          1.519          6.598         42.771        114.156            244
     09/10/1958       282      1958        324.400          273.467          0.001      11752.492       4614.219          0.393          0.757        217.384          1.590          7.338         43.276        257.345            235
     13/10/1959       286      1959        168.900          168.412          0.001      12333.837       3806.517          0.309          0.693        241.166          1.667          6.344         45.623        149.648            243
     16/10/1960       290      1960        111.300          111.300          0.001      13307.183       3586.955          0.270          0.654        260.592          1.716          6.155         43.049         92.726            250
     13/10/1961       286      1961        179.100          179.100          0.001      13752.616       4042.365          0.294          0.678        267.387          1.629          6.586         43.326        139.782            244
     11/10/1962       284      1962        154.400          154.400          0.001      13010.190       4030.054          0.310          0.690        254.622          1.641          6.613         44.580        111.357            241
     13/10/1963       286      1963        140.300          138.587          0.001      13069.622       3891.168          0.298          0.673        253.721          1.624          6.320         45.166        116.847            243
     11/10/1964       285      1964        314.000          292.069          0.001      12976.423       3662.956          0.282          0.676        245.712          1.714          6.279         45.967        253.236            244
     13/10/1965       286      1965        291.600          278.840          0.001      13868.261       4534.892          0.327          0.696        248.910          1.518          6.885         44.185        252.427            246
     18/10/1966       291      1966        237.300          227.182          0.001      13920.344       4387.025          0.315          0.669        253.558          1.470          6.451         44.034        194.333            246
     13/10/1967       286      1967        265.100          244.684          0.001      13004.345       4147.928          0.319          0.685        240.077          1.505          6.242         44.721        220.307            246
     20/10/1968       294      1968        146.800          145.783          0.001      13988.712       4324.219          0.309          0.661        239.187          1.448          6.261         41.373        153.323            253
     12/10/1969       285      1969        221.300          218.960          0.001      11804.805       4165.447          0.353          0.725        221.755          1.624          6.765         45.774        205.539            239
     14/10/1970       287      1970        124.400          124.061          0.001      12121.737       3477.987          0.287          0.663        243.121          1.725          5.998         46.225        123.854            247
     14/10/1971       287      1971        250.400          247.082          0.001      13093.271       4011.696          0.306          0.673        231.991          1.619          6.494         43.625        246.680            247
     11/10/1972       285      1972         70.600           70.600          0.001      11855.840       3300.431          0.278          0.670        235.977          1.862          6.147         45.491         98.431            245
     03/10/1973       276      1973        293.100          286.016          0.001      10242.589       4369.478          0.427          0.796        166.810          1.801          7.868         39.693        343.875            233
     18/10/1974       291      1974        235.000          230.730          0.001      13701.141       4007.668          0.293          0.661        239.070          1.538          6.162         46.097        201.061            246
     12/10/1975       285      1975        177.700          173.181          0.001      13277.830       4164.503          0.314          0.680        223.481          1.580          6.580         43.995        188.985            242
     15/10/1976       289      1976        195.200          193.761          0.001      13801.147       4158.121          0.301          0.687        246.825          1.593          6.625         44.490        169.568            243
