Summary_file = RoseworthyMidTopDress.sum
Title = Roseworthy Mid Sowing TopDress
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     19/11/1971       323      1971        311.900          311.260          0.001      13372.779       4847.886          0.363          0.790        169.616          2.240         10.859         37.061         31.885            278
     09/11/1972       314      1972        185.900          185.900          0.001       8539.763       2253.244          0.264          0.609        109.386          3.010          6.781         64.804          0.871            268
     12/11/1973       316      1973        330.600          323.512          0.001      13429.353       5408.607          0.403          0.813        179.070          2.165         11.707         36.918         41.587            272
     18/11/1974       322      1974        275.400          274.970          0.001      12533.570       5643.834          0.450          0.824        151.440          1.943         10.968         51.537         17.085            275
     14/11/1975       318      1975        272.600          270.559          0.001      12015.007       4982.583          0.415          0.822        143.453          2.297         11.447         48.913         38.925            269
     14/11/1976       319      1976        211.400          211.400          0.001       7561.312       3262.396          0.431          0.648         96.197          2.399          7.827         69.463         14.620            273
     10/11/1977       314      1977        168.400          168.400          0.001       6118.612       1558.401          0.255          0.457         80.148          2.805          4.371         86.438          6.022            271
     20/11/1978       324      1978        404.500          390.952          0.001      14574.972       6109.667          0.419          0.807        201.732          1.905         11.641         27.105         79.375            279
     11/11/1979       315      1979        327.300          325.408          0.001      13740.197       5579.351          0.406          0.815        176.816          2.298         12.823         28.784         73.248            269
     07/11/1980       312      1980        314.000          312.883          0.001      10356.960       4346.664          0.420          0.851        143.404          2.735         11.888         40.744         59.581            267
     09/11/1981       313      1981        327.500          325.429          0.001      13779.546       6015.552          0.437          0.825        194.220          2.003         12.046         33.158         27.899            268
     11/11/1982       315      1982        138.900          138.900          0.001       3959.387       1048.968          0.265          0.347         53.827          3.151          3.305         86.636          0.520            270
     14/11/1983       318      1983        262.900          262.427          0.001      13032.107       4667.595          0.358          0.787        168.675          2.301         10.739         40.120          7.577            275
     16/11/1984       321      1984        291.700          291.653          0.001      13449.483       5696.587          0.424          0.820        165.733          2.046         11.654         37.576         29.774            276
     13/11/1985       317      1985        291.100          290.994          0.001      12702.740       5028.816          0.396          0.811        175.744          2.202         11.075         44.192         19.772            275
     16/11/1986       320      1986        323.400          322.545          0.001      13944.195       6124.298          0.439          0.821        176.711          1.959         12.000         35.662         44.711            274
     15/11/1987       319      1987        205.100          205.084          0.001       8001.408       2684.803          0.336          0.702        103.767          3.189          8.562         58.332         11.544            272
     04/11/1988       309      1988        240.900          238.871          0.001       8926.402       2723.759          0.305          0.634        122.691          2.715          7.396         64.696         22.632            267
     21/11/1989       325      1989        267.700          267.696          0.001      11077.697       3246.505          0.293          0.678        143.510          2.583          8.385         47.327          7.091            281
     07/11/1990       311      1990        258.200          256.816          0.001      11142.454       4031.498          0.362          0.790        146.617          2.566         10.343         46.507          4.408            269
     05/11/1991       309      1991        294.900          293.149          0.001      11615.786       5193.404          0.447          0.847        164.521          2.347         12.189         43.660         34.809            266
     17/11/1992       322      1992        389.600          386.291          0.001      14565.940       6560.237          0.450          0.823        189.055          1.938         12.711         25.897         90.869            277
     09/11/1993       313      1993        285.900          285.741          0.001      10603.825       4704.536          0.444          0.826        153.719          2.337         10.996         59.821         21.430            268
     11/11/1994       315      1994        175.600          173.120          0.001       6431.330       1574.995          0.245          0.436         79.343          3.041          4.790         67.032         15.892            271
     09/11/1995       313      1995        252.800          251.918          0.001       9862.044       3528.492          0.358          0.715        140.934          2.504          8.836         57.360          7.513            270
     10/11/1996       315      1996        334.400          332.840          0.001      13570.197       5907.577          0.435          0.832        191.304          2.137         12.625         32.816         31.213            270
     18/11/1997       322      1997        282.500          279.440          0.001      10198.861       3020.460          0.296          0.672        138.839          2.832          8.554         52.949         67.103            278
     16/11/1998       320      1998        245.100          245.025          0.001       8297.367       2587.440          0.312          0.582        114.894          2.598          6.721         64.826         23.333            275
     11/11/1999       315      1999        204.900          204.900          0.001       5872.736       1932.280          0.329          0.471         83.339          2.689          5.195         80.013         19.221            271
     14/11/2000       319      2000        296.200          296.029          0.001      13158.455       4796.548          0.365          0.788        176.663          2.253         10.805         42.083         18.982            274
     17/11/2001       321      2001        323.600          321.007          0.001      14172.267       6198.341          0.437          0.815        190.437          1.920         11.903         37.131         27.126            271
     12/11/2002       316      2002        156.100          156.100          0.001       4401.789        901.565          0.205          0.392         58.027          3.747          3.378         95.768          0.198            273
