Summary_file = Warra1500LowN.sum
Title = Warra 1500mm wet soil Low N
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     13/10/1957       286      1957        122.700          117.692          0.001       8029.753       2219.844          0.276          0.602        158.633          1.290          2.864         14.746        105.049            243
     07/10/1958       280      1958        253.000          168.575          0.001       7661.871       2334.261          0.305          0.622        148.588          1.232          2.877         17.479        129.249            232
     11/10/1959       284      1959        142.500          118.234          0.001       7530.269       1987.108          0.264          0.577        154.455          1.226          2.436         17.508         98.459            242
     16/10/1960       290      1960        106.000          106.000          0.001       8122.968       2041.847          0.251          0.557        165.147          1.247          2.546         14.753         88.505            250
     13/10/1961       286      1961        187.000          185.850          0.001       7748.972       1912.883          0.247          0.586        154.330          1.449          2.772         16.423        162.047            245
     11/10/1962       284      1962        146.900          146.418          0.001       7892.239       2202.779          0.279          0.594        166.612          1.272          2.801         17.049         97.825            242
     12/10/1963       285      1963        137.700          136.369          0.001       7297.047       2048.173          0.281          0.618        146.947          1.423          2.915         17.494        119.596            242
     11/10/1964       285      1964        345.100          295.348          0.001       8003.923       2118.469          0.265          0.588        162.726          1.277          2.704         18.566        230.258            244
     13/10/1965       286      1965        180.000          177.665          0.001       7916.169       2177.793          0.275          0.619        153.416          1.410          3.072         18.235        137.852            246
     17/10/1966       290      1966        197.900          188.216          0.001       7609.482       2204.436          0.290          0.616        142.195          1.349          2.973         16.957        155.138            246
     12/10/1967       285      1967        246.400          160.441          0.001       7862.674       2020.964          0.257          0.575        147.809          1.212          2.449         16.823        126.759            244
     19/10/1968       293      1968        146.800          144.046          0.001       7466.743       2075.378          0.278          0.614        134.904          1.396          2.897         15.976        141.624            251
     11/10/1969       284      1969        146.300          133.615          0.001       7130.787       1979.231          0.278          0.611        142.484          1.373          2.718         18.857        109.800            238
     13/10/1970       286      1970         91.600           91.600          0.001       6982.419       1870.930          0.268          0.590        147.368          1.345          2.516         17.994         92.798            245
     12/10/1971       285      1971        231.200          212.741          0.001       7131.950       2047.517          0.287          0.639        134.784          1.518          3.107         19.481        199.877            246
     10/10/1972       284      1972         67.400           67.400          0.001       6960.446       1841.698          0.265          0.607        145.757          1.463          2.694         14.927         84.627            244
     02/10/1973       275      1973        352.500          247.202          0.001       7140.311       2301.244          0.322          0.666        123.234          1.415          3.255         13.922        253.244            231
     18/10/1974       291      1974        260.000          209.137          0.001       7168.566       1900.887          0.265          0.612        132.233          1.469          2.792         18.717        160.777            246
     11/10/1975       284      1975        224.000          208.294          0.001       7493.540       2052.171          0.274          0.630        132.320          1.524          3.127         19.268        206.449            241
     14/10/1976       288      1976        163.400          163.400          0.001       8026.177       2108.828          0.263          0.596        150.656          1.315          2.773         17.602        132.638            242
     13/10/1977       286      1977        141.400           63.075          0.001       6873.684       1775.472          0.258          0.584        145.326          1.364          2.422         15.332         81.497            245
     18/10/1978       291      1978        352.000          282.250          0.001       7147.925       2042.583          0.286          0.634        108.895          1.458          2.979         16.578        255.452            247
     10/10/1979       283      1979        138.000          133.228          0.001       7928.479       2087.098          0.263          0.592        155.443          1.308          2.730         14.730        110.783            241
     04/10/1980       278      1980         99.000           81.659          0.001       7403.331       2087.426          0.282          0.609        153.566          1.340          2.797         17.046         89.769            238
     11/10/1981       284      1981        240.000          184.082          0.001       7590.208       1927.116          0.254          0.579        135.352          1.340          2.583         18.455        145.163            244
     15/10/1982       288      1982        174.800          161.506          0.001       7002.012       1919.802          0.274          0.616        147.522          1.452          2.788         17.652        138.305            245
     07/10/1983       280      1983        267.900          165.322          0.001       6819.582       1899.289          0.279          0.617        111.922          1.399          2.658         18.646        166.067            242
