Summary_file = pigeonp.sum
Title = pigeonp Sample Simulation
       day      year            lai        biomass  green_biomass
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)
       270      1988          0.000          0.000          0.000
       271      1988          0.000          0.000          0.000
       272      1988          0.000          0.000          0.000
       273      1988          0.000          0.000          0.000
       274      1988          0.000          0.000          0.000
       275      1988          0.000          0.000          0.000
       276      1988          0.000          0.000          0.000
       277      1988          0.000          0.000          0.000
       278      1988          0.000          0.000          0.000
       279      1988          0.000          0.000          0.000
       280      1988          0.000          0.000          0.000
       281      1988          0.000          0.000          0.000
       282      1988          0.000          0.000          0.000
       283      1988          0.000          0.000          0.000
       284      1988          0.000          0.000          0.000
       285      1988          0.000          0.000          0.000
       286      1988          0.000          0.000          0.000
       287      1988          0.000          0.000          0.000
       288      1988          0.000          0.000          0.000
       289      1988          0.000          0.000          0.000
       290      1988          0.000          0.000          0.000
       291      1988          0.000          0.000          0.000
       292      1988          0.000          0.000          0.000
       293      1988          0.000          0.000          0.000
       294      1988          0.000          0.000          0.000
       295      1988          0.000          0.000          0.000
       296      1988          0.013          6.500          6.500
       297      1988          0.015          7.694          7.694
       298      1988          0.016          8.343          8.343
       299      1988          0.018          9.513          9.513
       300      1988          0.021         11.118         11.118
       301      1988          0.024         13.466         13.466
       302      1988          0.027         16.847         16.847
       303      1988          0.030         21.001         21.001
       304      1988          0.034         25.582         25.582
       305      1988          0.038         30.713         30.713
       306      1988          0.043         35.837         35.837
       307      1988          0.047         42.147         42.147
       308      1988          0.051         49.334         49.334
       309      1988          0.056         56.917         56.917
       310      1988          0.060         65.390         65.390
       311      1988          0.062         66.516         66.516
       312      1988          0.065         68.793         68.793
       313      1988          0.068         72.269         72.269
       314      1988          0.071         78.397         78.397
       315      1988          0.075         87.363         87.363
       316      1988          0.080         96.708         96.708
       317      1988          0.084        105.957        105.957
       318      1988          0.088        113.616        113.616
       319      1988          0.093        123.584        123.584
       320      1988          0.098        137.506        137.506
       321      1988          0.100        138.890        138.890
       322      1988          0.103        141.106        141.106
       323      1988          0.107        150.116        150.116
       324      1988          0.112        165.081        165.081
       325      1988          0.116        173.597        173.597
       326      1988          0.121        189.785        189.785
       327      1988          0.128        205.775        205.775
       328      1988          0.133        223.294        223.294
       329      1988          0.139        244.174        244.174
       330      1988          0.144        262.233        262.233
       331      1988          0.150        280.980        280.980
       332      1988          0.156        300.822        300.822
       333      1988          0.178        312.662        312.662
       334      1988          0.213        332.610        332.610
       335      1988          0.265        361.425        361.425
       336      1988          0.325        394.641        394.641
       337      1988          0.395        441.318        441.318
       338      1988          0.468        488.574        488.574
       339      1988          0.535        546.462        546.462
       340      1988          0.607        615.349        615.349
       341      1988          0.676        680.599        680.599
       342      1988          0.755        736.871        736.871
       343      1988          0.831        790.287        790.287
       344      1988          0.918        869.944        869.944
       345      1988          1.001        962.336        962.336
       346      1988          1.088       1073.887       1073.887
       347      1988          1.162       1158.257       1158.257
       348      1988          1.227       1237.853       1237.853
       349      1988          1.285       1305.997       1305.997
       350      1988          1.356       1401.432       1401.432
       351      1988          1.434       1478.618       1478.618
       352      1988          1.494       1512.042       1512.042
       353      1988          1.558       1550.990       1550.990
       354      1988          1.653       1681.193       1681.193
       355      1988          1.751       1822.415       1822.415
       356      1988          1.850       1976.681       1976.681
       357      1988          1.956       2123.332       2123.332
       358      1988          2.057       2277.897       2277.897
       359      1988          2.165       2433.514       2433.514
       360      1988          2.268       2601.119       2601.119
       361      1988          2.375       2774.752       2774.752
       362      1988          2.474       2913.977       2913.977
       363      1988          2.541       3084.976       3078.496
       364      1988          2.643       3264.805       3258.325
       365      1988          2.744       3435.187       3428.707
       366      1988          2.841       3595.104       3588.624
         1      1989          2.937       3757.136       3750.656
         2      1989          3.028       3861.485       3855.005
         3      1989          3.127       4014.612       4008.132
         4      1989          3.157       4155.598       4124.969
         5      1989          3.153       4277.665       4210.083
         6      1989          3.254       4394.890       4327.310
         7      1989          3.363       4558.640       4491.059
         8      1989          3.461       4741.280       4673.700
         9      1989          3.508       4893.311       4805.602
        10      1989          3.462       4995.906       4852.721
        11      1989          3.567       5175.179       5029.985
        12      1989          3.596       5329.619       5157.741
        13      1989          3.626       5483.839       5282.290
        14      1989          3.727       5632.446       5430.897
        15      1989          3.810       5795.763       5589.475
        16      1989          3.880       5950.087       5733.414
        17      1989          3.880       6073.787       5817.420
        18      1989          3.810       6166.644       5839.821
        19      1989          3.724       6247.376       5843.446
        20      1989          3.681       6337.083       5872.540
        21      1989          3.598       6413.846       5873.210
        22      1989          3.621       6517.491       5940.630
