Summary_file = Dalby600.sum
Title = Dalby 600mm wet soil
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        50      1958          0.000       3133.973       1175.310        135.562
        48      1959          0.000       5417.827       2163.609        170.971
        48      1960          0.000       4641.023       1847.231        178.289
        53      1961          0.000       4275.319       1382.150        137.292
        48      1962          0.000       5279.028       2101.421        175.776
        50      1963          0.000       3895.029       1556.365        131.761
        50      1964          0.000       3486.072       1137.214        148.297
        51      1965          0.000       3727.713       1236.017        145.368
        50      1966          0.000       5032.540       2002.946        185.708
        51      1967          0.000       4019.918       1266.469        158.955
        51      1968          0.000       3900.291       1481.104        136.522
        48      1969          0.000       4309.102       1374.370        171.240
        47      1970          0.000       5404.659       2156.032        185.637
        47      1971          0.000       4871.485       1940.944        145.725
        52      1972          0.000       5904.725       2349.158        171.155
        47      1973          0.000       4097.620       1250.007        140.914
        47      1974          0.000       4711.596       1875.992        136.958
        48      1975          0.000       4616.273       1713.752        155.410
        49      1976          0.000       4767.810       1900.045        141.682
        47      1977          0.000       3225.132        815.664        123.367
        46      1978          0.000       4437.225       1768.284        151.225
        48      1979          0.000       3804.877       1296.407        131.358
        49      1980          0.000       4516.483       1793.873        158.087
        47      1981          0.000       4391.332       1695.020        141.912
        46      1982          0.000       5197.927       2077.022        180.504
        47      1983          0.000       4508.085       1632.313        165.131
        50      1984          0.000       5098.448       2037.590        154.852
        48      1985          0.000       3262.452        971.429        129.733
        48      1986          0.000       3281.054       1009.703        130.588
        48      1987          0.000       5468.572       2003.374        201.160
        46      1988          0.000       6073.855       2422.510        205.091
        48      1989          0.000       4500.405       1795.131        151.981
        47      1990          0.000       4623.514       1823.556        170.727
        45      1991          0.000       3828.756       1491.620        134.830
        47      1992          0.000       4764.687       1840.242        179.159
        49      1993          0.000       2817.053        748.182        112.114
        51      1994          0.000       4062.492       1485.186        166.170
        50      1995          0.000       5872.522       2343.467        201.822
        49      1996          0.000       6081.388       2422.252        195.079
        49      1997          0.000       3562.426       1051.144        122.716
        46      1998          0.000       4091.444       1551.051        149.821
        48      1999          0.000       4635.229       1846.745        154.202
        55      2000          0.000       6160.128       2455.463        200.982
        48      2001          0.000       3822.848       1503.064        138.879
        48      2002          0.000       3310.281       1131.835        141.359
