Summary_file = roma800High.sum
Title = Roma 800mm wet soil High Population
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        25      1958          0.002       3485.168          0.000        113.619
        27      1959          0.002       7364.679          0.000        189.343
        29      1960          0.002       6357.358       2121.133        154.554
        31      1961          0.002       5697.483       1021.898        144.501
        27      1962          0.002      11533.104       5438.045        265.427
        30      1963          0.002       5647.316          0.000        148.225
        31      1964          0.002       9906.868       3127.783        223.123
        35      1965          0.004       4993.345        423.304        124.155
        29      1966          0.005       9093.112       3199.462        203.736
        30      1967          0.002       5882.393        887.902        141.434
        26      1968          0.002       7903.805         33.010        190.557
        27      1969          0.002       5505.059        519.365        157.792
        28      1970          0.002       6645.227        809.294        155.179
        32      1971          0.002      12941.486       4582.729        315.285
        30      1972          0.002       5916.485          0.000        157.186
        29      1973          0.004      10199.906       3663.377        233.609
        31      1974          0.002       8865.281       2861.694        181.476
        35      1975          0.002       5791.427          0.000        140.521
        32      1976          0.002       7212.000        445.662        162.078
        32      1977          0.002       6265.556          6.929        157.613
        24      1978          0.002       4900.956          0.000        125.346
        37      1979          0.011       6587.885        535.043        153.486
        26      1980          0.002       6830.372        758.712        187.627
        26      1981          0.002       9411.919       3399.125        226.229
        32      1982          0.002       7463.049        560.970        178.237
        27      1983          0.002       6738.774       2672.918        183.593
        33      1984          0.003      13351.720       5749.927        257.326
        31      1985          0.002       8383.328        761.602        219.872
        33      1986          0.002       7726.176       1950.246        170.557
        32      1987          0.002       7971.492       2432.214        178.474
        28      1988          0.002       6125.440       1553.710        142.919
        23      1989          0.002       5851.049        900.608        144.560
        30      1990          0.002       8675.564       2504.347        179.828
        25      1991          0.002       4995.114          0.000        133.359
        23      1992          0.002       5750.390       1009.118        154.854
        31      1993          0.002       4516.676          0.000        109.785
        32      1994          0.002       4878.986        434.774        111.164
        32      1995          0.002       8000.405       2097.574        165.346
        33      1996          0.002      16318.312       8737.987        354.060
        36      1997          0.002       6837.358       2462.455        164.122
        26      1998          0.002       7493.878        715.846        187.371
        32      1999          0.002      10013.733       2372.755        226.869
        38      2000          0.002      14761.626       6391.085        293.041
        33      2001          0.005       7275.080       2028.815        149.207
        34      2002          0.002       8644.682       3114.269        200.984
