year,month,day,day_month,period,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),sw(11),sw(12),sw(13),sw(14),sw(15),sw(16),sw(17),sw(18),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3(10),no3(11),no3(12),no3(13),no3(14),no3(15),nh4(1),nh4(2),nh4(3),nh4(4),nh4(5),nh4(6),nh4(7),nh4(8),nh4(9),nh4(10),nh4(11),nh4(12),nh4(13),nh4(14),nh4(15),no3_025,no3_2590,nh4_025,nh4_2590,sw_dep_025,sw_dep_2590,sw_dep_90180,no3_030,no3_3080,nh4_030,nh4_3080,sw_dep_030,sw_dep_3080,rain,T,ET,swdep(1),swdep(2),swdep(3),swdep(4),swdep(5),swdep(6),swdep(7),swdep(8),swdep(9),swdep(10),swdep(11),swdep(12),swdep(13),swdep(14),swdep(15),swdep(16),swdep(17),swdep(18),es,runoff,drain,eo,h,drain_25,drain_90,drain_180,cum_rain,cum_ET,cum_E,cum_T,cdrain_25,cdrain_90,cdrain180,cum_drain,no3(),nh4(),nit_tot(),leach_no3,cleach_25,cleach_90,urea(),biom_n(),fom_n(),hum_n(),sum@soiln2_dnit[],sum@soiln2_dlt_n_min[],surfaceom_n,surfaceom_wt,surfaceom_cover,L_dlt_n_fixed,P_dlt_n_fixed,W_biomass_n,W_root_n,L_biomass_n,L_root_n,C_biomass_n,C_root_n,P_biomass_n,P_root_n,cum_nmin010,cum_nmin1020,cum_nmin2030,no3_010,nh4_010,fom_n_010,biom_n_010,hum_n_010,no3_sol_20,no3_sol_30,no3_sol_50,no3_sol_90,cumnetdrain120
(year),(month),(day),(day),(),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(),(),(),(),(),(),(),(),(),(),(),(),(),(mm),(),(),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(),(),(),(),(),(),(),(),(),(),(),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(),(),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(m^2/m^2),(g/m^2),(g/m^2),(g/m^2),(?),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(),(),(),(),(),(),(),(),(ppm),(ppm),(ppm),(ppm),()
1998,5,139,19,12.000000,0.065542,0.115925,0.184318,0.203947,0.218731,0.231794,0.156330,0.170137,0.182849,0.214168,0.241091,0.260703,0.270786,0.283324,0.283437,0.283529,0.283567,0.283588,0.994689,2.786603,6.873027,18.733011,14.595243,13.608520,3.748754,1.321902,0.693901,0.276640,0.051744,0.013562,0.006542,0.000016,0.000014,0.206188,0.312571,0.793139,4.852997,1.346456,0.361854,0.070610,0.028461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,57.591095,6.067069,7.873205,0.099071,52.915413,107.362457,243.782181,59.465469,4.166820,7.908510,0.063766,60.731907,95.090988,8.000000,0.013916,9.688137,0.327711,1.159247,3.686366,8.157884,16.404845,23.179360,15.632990,17.013690,27.427293,42.833513,48.218248,52.140646,54.157283,42.498661,28.343746,21.264645,14.178369,7.089704,9.678704,0.000000,0.000000,31.659895,0.000000,0.239088,0.000023,0.000000,59.699989,35.296196,35.273403,0.022795,0.807708,0.000063,0.000000,0.000000,63.704189,7.972285,4934.500977,0.000000,1.081285,0.005570,0.000000,302.979370,71.101089,4488.744141,0.000000,4.421638,15.177929,632.167542,0.118767,0.000000,0.000000,0.000000,?,0.000000,0.000000,0.076535,0.074794,0.000000,0.000000,58.243671,10.075596,3.187004,34.252411,6.613713,4.735266,140.915131,1137.582153,229.630767,88.969105,23.979762,2.529966,-0.000126
1998,6,154,3,12.000000,0.063546,0.073934,0.149008,0.193967,0.213999,0.228662,0.157608,0.170146,0.182857,0.214168,0.241091,0.260703,0.270787,0.283325,0.283437,0.283528,0.283567,0.283587,1.705602,2.963241,9.582890,17.865721,18.121313,14.285526,4.172152,1.416037,0.724047,0.280869,0.051348,0.012846,0.006298,0.000015,0.000014,0.231125,0.329565,0.489402,1.556794,1.038474,0.348832,0.073132,0.025723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,64.524292,6.618779,3.994192,0.098855,50.712025,107.179092,243.782196,66.610367,4.507029,4.030758,0.062289,58.592400,95.157005,5.700000,0.237390,7.473590,0.317732,0.739337,2.980165,7.758682,16.049918,22.866192,15.760751,17.014574,27.428489,42.833569,48.218168,52.140677,54.157344,42.498706,28.343730,21.264634,14.178343,7.089678,7.519039,0.000000,0.000000,28.042862,0.000000,0.133783,0.000023,0.000000,65.399986,43.069736,42.792446,0.277294,0.937583,0.000085,0.000000,0.000000,71.187943,4.093053,4936.189941,0.000000,1.471292,0.007619,0.000000,303.265320,68.891739,4488.751953,0.000000,3.821204,12.845673,535.027954,0.101479,0.000000,0.000000,0.000000,?,0.000000,0.000000,0.135995,0.079646,0.000000,0.000000,60.445358,10.806706,3.592925,38.157890,2.953044,4.216147,140.830643,1137.567261,230.267480,112.905956,26.471782,2.639762,-0.000117
1998,6,169,18,12.000000,0.068192,0.145370,0.195854,0.216969,0.231967,0.240845,0.169318,0.170170,0.182865,0.214168,0.241090,0.260704,0.270787,0.283325,0.283437,0.283528,0.283566,0.283586,1.361415,4.513827,8.793684,11.500043,21.597158,17.662989,5.296563,1.531205,0.757798,0.285785,0.051399,0.012241,0.006057,0.000014,0.000015,0.187056,0.270056,0.483091,0.918836,0.927837,0.362365,0.122200,0.021798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,65.429115,7.897051,3.149241,0.143998,55.872509,109.572037,243.782211,68.077400,5.223070,3.210341,0.082898,64.338409,95.746246,22.500000,0.528905,16.409395,0.340961,1.453702,3.917081,8.678748,17.397545,24.084472,16.931801,17.017036,27.429684,42.833627,48.218089,52.140708,54.157404,42.498751,28.343714,21.264623,14.178316,7.089653,15.634794,0.000000,0.000000,26.641287,0.000000,1.152227,0.000023,0.000000,87.899986,59.234528,58.427242,0.807288,2.112327,0.000108,0.000000,0.000000,73.370216,3.293240,4935.812500,0.000000,2.605272,0.009709,0.000000,303.133972,67.272247,4488.743164,0.134912,3.150028,11.171527,465.299011,0.088861,0.000000,0.000000,0.000000,?,0.000000,0.000000,0.304949,0.102259,0.000000,0.000000,62.304180,11.353912,3.936539,33.368023,2.168318,3.872561,140.490494,1137.542236,132.508090,124.139116,31.281747,2.762695,-0.000111
1998,7,184,3,12.000000,0.284519,0.285040,0.285573,0.287236,0.278545,0.259823,0.261660,0.285113,0.286604,0.282905,0.258099,0.260711,0.270787,0.283325,0.283437,0.283528,0.283566,0.283585,0.212898,0.353572,0.657976,1.772177,6.384552,15.047984,16.806883,14.906455,11.651978,4.130787,0.253412,0.012762,0.005892,0.000009,0.000010,0.083901,0.141368,0.266205,0.593903,0.983299,0.631029,0.356899,0.134901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,24.429159,47.622807,2.699705,0.491800,68.347115,149.460205,245.484558,32.832600,39.092659,2.878155,0.313350,81.430138,141.165985,80.559998,0.392114,14.170181,1.422596,2.850404,5.711453,11.489441,20.890871,25.982347,26.166044,28.511296,42.990609,56.581068,51.619820,52.142157,54.157465,42.498796,28.343699,21.264612,14.178289,7.089629,14.245036,0.000000,0.000000,17.252306,0.000000,53.467148,1.443367,0.000000,168.460007,73.879822,72.672279,1.207553,55.575825,1.702451,0.000000,0.000000,72.197365,3.191507,4934.479980,0.000000,43.608742,0.124959,0.000000,305.241852,64.941483,4488.906738,1.018879,1.495972,9.454330,393.777039,0.075734,0.000000,0.000000,0.000000,?,0.000000,0.000000,0.484092,0.126137,0.000000,0.000000,63.201077,11.596877,4.173896,5.124807,1.413143,3.751563,140.873917,1137.566528,15.424399,30.561442,64.231655,27.103544,-0.000054
1998,7,199,18,12.000000,0.200440,0.200357,0.206129,0.220617,0.234433,0.244232,0.251102,0.273653,0.273906,0.281060,0.279363,0.261185,0.270788,0.283326,0.283437,0.283528,0.283565,0.283584,0.332377,0.900118,1.683311,2.348541,5.661353,13.229314,15.045443,13.552890,11.248099,4.629774,0.449778,0.016953,0.005794,0.000009,0.000009,0.137873,0.233308,0.379708,0.652031,0.844651,0.489995,0.363296,0.152196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,24.155014,44.701096,2.737566,0.515492,57.958759,145.920929,247.705902,31.677734,36.953484,2.919214,0.333844,70.513870,137.218353,8.599999,1.009313,19.340603,1.002199,2.003567,4.122581,8.824672,17.582503,24.423239,25.110220,27.365289,41.085878,56.212073,55.872599,52.237028,54.157583,42.498840,28.343684,21.264600,14.178262,7.089606,18.090218,0.000000,0.000000,23.581833,0.000000,0.099105,2.386596,0.000000,177.060013,92.995872,90.762512,2.233392,55.639706,3.923784,0.000000,0.000000,69.103767,3.253061,4930.658203,0.000000,43.548161,0.298740,0.000000,307.333069,61.873554,4489.093262,0.062587,1.615250,8.540602,355.719788,0.068672,0.000000,0.000000,0.000000,?,0.000000,0.000000,0.888887,0.188384,0.000000,0.000000,64.220100,11.853454,4.422383,7.151465,1.684470,3.624887,140.653152,1137.552979,26.613345,32.198790,59.917605,27.377045,0.000120
1998,8,214,2,12.000000,0.295609,0.296269,0.296940,0.299025,0.288818,0.265313,0.266009,0.288639,0.284084,0.285084,0.287149,0.263435,0.270791,0.283326,0.283437,0.283528,0.283565,0.283583,0.263617,0.435592,0.786796,1.867132,5.062645,10.460286,13.160842,12.854746,11.389827,4.768809,0.480933,0.013188,0.005717,0.000007,0.000008,0.106882,0.179605,0.336943,0.696829,0.855965,0.447420,0.351315,0.167634,0.000381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.876068,42.414688,2.623644,0.519330,70.533203,153.323700,248.935074,25.456490,35.593803,2.799302,0.343672,83.833672,141.793762,34.899994,1.325766,14.633932,1.478043,2.962690,5.938801,11.961018,21.661345,26.531309,26.600931,28.863914,42.612629,57.016749,57.429829,52.686978,54.158220,42.498884,28.343669,21.264587,14.178236,7.089583,13.540364,0.000000,0.000000,19.105671,0.000000,7.588327,1.220169,0.000000,211.960037,107.992813,104.302895,3.689968,63.324131,5.157517,0.000000,0.000000,61.550163,3.142973,4922.984863,0.000000,46.955536,0.393624,0.000000,309.773285,59.207661,4489.309570,0.621443,1.613439,6.722132,279.979736,0.054457,0.000000,0.000000,0.000000,?,0.000000,0.000000,1.648451,0.315256,0.000000,0.000000,65.168343,12.089633,4.655060,5.040685,1.605581,3.538267,141.045654,1137.578735,15.610139,23.371794,49.475118,26.728759,0.000804
1998,8,229,17,12.000000,0.318882,0.319931,0.320965,0.323962,0.310468,0.280474,0.266046,0.278892,0.276788,0.290625,0.296014,0.270372,0.270805,0.283326,0.283437,0.283528,0.283564,0.283582,0.075007,0.177988,0.444108,1.386460,3.249890,5.634370,7.190088,7.209118,7.144169,3.651968,0.450865,0.002074,0.005332,0.000010,0.000008,0.065497,0.158204,0.360126,0.741249,0.813266,0.382927,0.326635,0.164861,0.014891,0.013205,0.000000,0.000000,0.000000,0.000000,0.000003,10.967823,25.420774,2.521269,0.519592,75.503990,153.660843,251.211639,14.562867,21.600298,2.684587,0.356274,88.806305,140.834824,30.799999,8.094639,23.875790,1.594409,3.199308,6.419296,12.958496,23.285101,28.047383,26.604621,27.889195,41.518261,58.125055,59.202779,54.074301,54.161016,42.498931,28.343655,21.264574,14.178209,7.089561,15.484003,0.000000,0.000000,28.964777,0.000000,3.724853,2.369503,0.000000,242.760040,131.615906,119.786888,11.829052,67.794807,7.580718,0.000000,0.000000,36.621475,3.040868,4897.219238,0.000000,48.287704,0.539658,0.000000,312.058655,55.948830,4489.549805,0.415946,2.992059,4.294212,178.855820,0.035139,0.000000,0.000000,0.000000,?,0.000000,0.000000,3.956057,0.783310,0.000000,0.000000,66.885422,12.482279,5.012210,3.166860,1.596165,3.429078,141.205200,1137.592773,10.699239,13.956951,27.025712,17.207293,0.003737
1998,8,238,26,12.000000,0.238080,0.238567,0.239560,0.243905,0.247143,0.248899,0.253730,0.274433,0.271770,0.287481,0.294741,0.275350,0.270833,0.283326,0.283436,0.283528,0.283564,0.283582,0.109478,0.163609,0.255193,0.426869,0.666583,0.788493,0.974383,1.088544,1.376962,0.805157,0.147494,0.002878,0.004901,0.000009,0.000008,0.131872,0.217829,0.393112,0.720866,0.741710,0.338083,0.315112,0.164837,0.035221,0.031247,0.000000,0.000000,0.000000,0.000000,0.000002,2.410225,4.318793,2.543472,0.546417,61.549072,147.945740,252.085709,2.897417,3.757854,2.701028,0.388861,74.235580,138.391403,3.800000,10.845950,18.259815,1.190402,2.385668,4.791200,9.756197,18.535704,24.889903,25.373012,27.443253,40.765446,57.496199,58.948253,55.069999,54.166669,42.498964,28.343646,21.264566,14.178193,7.089547,7.555660,0.000000,0.000000,22.013023,0.000000,1.592879,1.187536,0.000000,246.560028,151.683060,127.342545,24.340559,68.549385,8.711243,0.000000,0.000000,6.810576,3.089895,4866.305176,0.000000,48.402355,0.573319,0.000000,312.561554,54.196987,4489.646484,0.043166,2.346339,3.312953,137.985962,0.027220,0.000000,0.000000,0.000000,?,0.000000,0.000000,6.553415,1.368850,0.000000,0.000000,68.214134,12.775219,5.261237,1.177343,1.710916,3.433074,140.771439,1137.567871,4.375360,3.596213,3.840233,3.377767,0.009549
1998,9,253,10,12.000000,0.059836,0.068444,0.114206,0.128885,0.154232,0.206342,0.208611,0.226430,0.229554,0.244731,0.266358,0.275789,0.270916,0.283327,0.283436,0.283527,0.283563,0.283581,0.077355,0.128546,0.325213,0.497895,0.405028,0.113148,0.098094,0.055758,0.032458,0.031034,0.006557,0.002577,0.003308,0.000011,0.000009,0.118634,0.165138,0.186060,0.345417,0.503403,0.309399,0.303903,0.162267,0.077277,0.063901,0.009591,0.000733,0.000000,0.000000,0.000002,1.547185,0.220622,1.628051,0.612144,40.624725,125.207199,249.351913,1.596232,0.168297,1.780002,0.455397,51.055271,116.452766,2.900000,47.016087,53.650246,0.299181,0.684438,2.284113,5.155408,11.567409,20.634176,20.861091,22.642970,34.433126,48.946125,53.271678,55.157874,54.183280,42.499039,28.343632,21.264552,14.178166,7.089526,6.037833,0.000000,0.000000,45.394897,0.000000,-0.040452,0.578690,0.000000,249.460037,205.274353,133.380356,71.894020,68.514542,9.186349,0.000000,0.000000,1.777007,2.245730,4859.107422,0.000000,48.401524,0.575904,0.000000,313.285797,51.985226,4489.813965,0.000000,2.909213,2.556577,106.482544,0.021071,0.000000,0.000000,0.000000,?,0.000000,0.000000,7.378668,1.337897,0.000000,0.000000,69.256271,13.223189,5.737291,1.164018,0.983050,3.724716,140.466064,1137.543701,9.657723,3.501454,0.470224,0.094264,0.025886
1998,9,267,24,12.000000,0.274712,0.275126,0.275540,0.276782,0.268869,0.244515,0.204916,0.220859,0.224843,0.238834,0.262753,0.275299,0.270982,0.283328,0.283436,0.283527,0.283563,0.283580,0.015271,0.028188,0.058696,0.154205,0.201475,0.129532,0.122180,0.072726,0.044773,0.040956,0.009316,0.002406,0.001074,0.000011,0.000009,0.054842,0.107580,0.228776,0.545744,0.696765,0.325559,0.291785,0.157755,0.085342,0.055756,0.011424,0.001051,0.000000,0.000000,0.000002,0.587367,0.285293,1.959266,0.596350,65.323578,127.030815,248.906494,0.648457,0.219545,2.105159,0.444746,75.569397,113.825050,53.200001,26.837521,32.827366,1.373559,2.751260,5.510801,11.071286,20.165176,24.451494,20.491643,22.085950,33.726414,47.766861,52.550621,55.059788,54.196449,42.499135,28.343620,21.264539,14.178141,7.089506,6.491683,0.000000,0.000000,34.093719,0.000000,0.000506,0.002045,0.000000,302.660065,237.393997,139.872070,97.521988,68.531372,9.188015,0.000000,0.000000,0.880834,2.562385,4856.827637,0.000000,48.402195,0.576158,0.000000,313.066467,50.429359,4489.889160,0.000434,3.550226,1.399483,58.289078,0.011590,0.000000,0.000000,0.000000,?,0.000000,0.000000,7.786865,1.273793,0.000000,0.000000,71.164589,13.647842,6.137265,0.323518,1.169197,3.751877,139.785568,1137.502075,1.392838,0.999124,0.596243,0.132753,0.038976
1998,10,282,9,12.000000,0.212328,0.216879,0.221587,0.229131,0.232007,0.208620,0.200620,0.214844,0.219125,0.231257,0.257554,0.273889,0.271041,0.283328,0.283436,0.283527,0.283562,0.283579,0.026009,0.042585,0.075215,0.151704,0.240371,0.131022,0.133580,0.082799,0.058180,0.051938,0.013385,0.002495,0.000034,0.000009,0.000009,0.070666,0.120847,0.222802,0.398022,0.619194,0.279855,0.269177,0.138016,0.082379,0.040172,0.011575,0.000000,0.000000,0.000000,0.000000,0.666906,0.333190,1.711386,0.535531,55.090008,121.032623,248.116394,0.733696,0.259707,1.845974,0.395155,65.121017,110.635590,18.799999,27.631941,34.939232,1.061642,2.168789,4.431731,9.165253,17.400555,20.862040,20.062012,21.484434,32.868754,46.251393,51.510763,54.777749,54.208274,42.499261,28.343607,21.264524,14.178114,7.089485,7.154661,0.000000,0.000000,58.295925,0.000000,0.076356,-0.000729,0.000000,321.460052,271.142090,147.026703,124.115379,68.591515,9.187198,0.000000,0.000000,1.009354,2.252706,4854.124023,0.000000,48.401394,0.576531,0.000000,312.354919,48.560917,4489.946777,0.000000,3.931031,0.806630,33.596462,0.006697,0.000000,0.000000,0.000000,?,0.000000,0.000000,8.188114,1.202560,0.000000,0.000000,72.907104,14.210806,6.720293,0.375637,1.018735,3.767760,138.928741,1137.439575,1.655208,1.381397,0.665837,0.177007,0.050673
1998,10,286,13,12.000000,0.102391,0.187361,0.204787,0.215469,0.223331,0.209687,0.200620,0.214842,0.219115,0.231270,0.257551,0.273875,0.271055,0.283329,0.283436,0.283527,0.283562,0.283579,0.021888,0.060431,0.097023,0.147172,0.179167,0.102327,0.108048,0.067859,0.050320,0.047695,0.012892,0.002273,0.000037,0.000009,0.000009,0.078818,0.143304,0.255618,0.449082,0.579465,0.280952,0.270608,0.137751,0.083086,0.038446,0.011547,0.000367,0.000000,0.000001,0.000001,0.608008,0.280368,1.787239,0.535664,52.818607,121.137291,248.116043,0.662032,0.219898,1.922543,0.394587,62.849628,110.636543,1.200000,0.542619,3.264793,0.511957,1.873612,4.095749,8.618742,16.749831,20.968717,20.062041,21.484190,32.867270,46.254064,51.510144,54.774922,54.211044,42.499298,28.343604,21.264520,14.178107,7.089480,3.076581,0.000000,0.000000,14.757719,0.000000,0.000293,-0.000350,0.000000,322.660065,274.613251,150.103287,124.509956,68.591827,9.186847,0.000000,0.000000,0.897168,2.329046,4853.510742,0.000000,48.401276,0.576636,0.000000,312.047180,48.295895,4489.941406,0.000000,0.890853,0.715058,29.782448,0.005939,0.000000,0.000000,0.000000,?,0.000000,0.000000,8.277633,1.183652,0.000000,0.000000,73.404472,14.318484,6.816249,0.386236,1.119977,3.761809,138.632736,1137.418823,1.707583,1.069666,0.538568,0.153102,0.053382
1998,10,301,28,12.000000,0.069147,0.140941,0.189226,0.206619,0.218747,0.224991,0.200733,0.214833,0.219078,0.231320,0.257539,0.273822,0.271107,0.283330,0.283436,0.283527,0.283562,0.283578,0.037973,0.138186,0.238147,0.333567,0.211663,0.133426,0.165240,0.095237,0.068343,0.049485,0.015140,0.002619,0.000056,0.000010,0.000009,0.094397,0.123751,0.269565,0.500618,0.745905,0.262633,0.254715,0.130917,0.084156,0.032907,0.011613,0.000934,0.000000,0.000002,0.000002,1.092962,0.385875,1.996869,0.508501,52.709518,122.671326,248.114761,1.175582,0.295685,2.124226,0.375338,62.746193,110.645714,13.400000,3.436336,13.437635,0.345736,1.409405,3.784511,8.264747,16.406034,22.499087,20.073343,21.483280,32.861709,46.264053,51.507815,54.764435,54.221334,42.499448,28.343592,21.264505,14.178080,7.089460,9.660603,0.000000,0.000000,65.264580,0.000000,0.012716,-0.001289,0.000000,336.060059,288.110046,159.763870,128.346100,68.605911,9.185558,0.000000,0.000000,1.489118,2.512119,4849.993164,0.000000,48.400059,0.577019,0.000000,309.771851,46.351955,4489.868652,0.000000,5.419441,0.391158,16.291891,0.003253,0.000000,0.000000,0.000000,?,0.000000,0.000000,8.723515,1.122187,0.000000,0.000000,76.437119,14.984850,7.396784,0.818427,1.236966,3.469128,136.664520,1137.273926,4.036018,1.290153,0.823183,0.207971,0.063712
1998,11,308,4,12.000000,0.060518,0.074162,0.160437,0.176982,0.191846,0.220938,0.200680,0.214768,0.219057,0.231343,0.257534,0.273798,0.271130,0.283330,0.283436,0.283527,0.283561,0.283578,0.050577,0.088438,0.271198,0.373001,0.264213,0.122536,0.149321,0.088040,0.065556,0.046599,0.014860,0.002492,0.000057,0.000010,0.000009,0.085055,0.118795,0.217902,0.459130,0.721941,0.258685,0.253046,0.131596,0.086587,0.032361,0.012055,0.001079,0.000003,0.000002,0.000002,1.169963,0.356946,1.861508,0.509618,47.814445,122.250427,248.114182,1.244624,0.274855,1.988031,0.377067,57.848427,110.638008,1.200000,3.255007,6.173255,0.302590,0.741625,3.208740,7.079272,14.388444,22.093775,20.067960,21.476770,32.858559,46.268698,51.506725,54.759602,54.226084,42.499525,28.343587,21.264497,14.178068,7.089451,2.625305,0.000000,0.000000,33.072914,0.000000,0.008115,-0.000586,0.000000,337.260071,294.216858,162.389175,131.827606,68.613335,9.184973,0.000000,0.000000,1.536925,2.378243,4848.291504,0.000000,48.398956,0.577196,0.000000,308.876373,45.663525,4489.836426,0.000000,2.044155,0.343388,14.302238,0.002856,0.000000,0.000000,0.000000,?,0.000000,0.000000,8.926354,1.094442,0.000000,0.000000,77.446030,15.271219,7.647910,0.871285,1.121529,3.418934,135.980179,1137.216187,5.268917,1.836288,0.744075,0.199509,0.068300
1998,11,309,5,13.000000,0.060156,0.071483,0.153138,0.173108,0.188288,0.220179,0.200650,0.214740,0.219051,0.231347,0.257533,0.273795,0.271134,0.283330,0.283436,0.283527,0.283561,0.283578,0.050975,0.086246,0.292257,0.417007,0.278015,0.136847,0.161783,0.093876,0.068935,0.047314,0.015153,0.002559,0.000060,0.000010,0.000009,0.085456,0.119362,0.197519,0.432388,0.733393,0.256000,0.250745,0.130848,0.086589,0.032184,0.012107,0.001260,0.000004,0.000002,0.000003,1.261347,0.379485,1.824118,0.506419,47.142189,122.167847,248.114090,1.342239,0.291016,1.949491,0.374994,57.174679,110.633507,0.000000,0.660127,0.878751,0.300779,0.714826,3.062763,6.924316,14.121577,22.017930,20.064980,21.473968,32.857684,46.269361,51.506569,54.758914,54.226760,42.499536,28.343586,21.264496,14.178066,7.089449,0.181003,0.000000,0.000000,3.451267,0.000000,0.000749,-0.000083,0.000000,0.000000,0.678480,0.181003,0.497477,0.000655,-0.000083,0.000000,0.000000,1.651064,2.337864,4848.079590,0.000000,-0.000131,0.000025,0.000000,308.730896,45.528034,4489.832031,0.000000,0.346706,0.335152,13.959208,0.002788,0.000000,0.000000,0.000000,?,0.000000,0.000000,8.952401,1.090381,0.000000,0.000000,77.595932,15.324628,7.697514,0.939157,1.079189,3.408925,135.880814,1137.207031,6.022360,1.968723,0.806297,0.209798,0.000598
1998,11,310,6,13.000000,0.165425,0.085217,0.147846,0.172997,0.188282,0.220156,0.200655,0.214739,0.219049,0.231350,0.257532,0.273791,0.271137,0.283330,0.283436,0.283527,0.283561,0.283578,0.060465,0.084257,0.287671,0.519074,0.344137,0.187372,0.210088,0.116884,0.081950,0.051115,0.015999,0.002733,0.000062,0.000010,0.000009,0.011720,0.000000,0.012084,0.342766,0.648175,0.229446,0.223928,0.116026,0.074102,0.025098,0.006090,0.001297,0.000005,0.000003,0.000003,1.482976,0.468037,1.244191,0.442199,47.692833,122.165558,248.114014,1.588020,0.354993,1.356155,0.327190,57.725594,110.634003,1.000000,0.497477,0.678480,0.827124,0.852166,2.956929,6.919889,14.121115,22.015611,20.065521,21.473909,32.857313,46.270023,51.506414,54.758228,54.227435,42.499547,28.343585,21.264495,14.178064,7.089448,0.448754,0.000000,0.000000,4.551275,0.000000,0.000655,-0.000083,0.000000,1.000000,1.127234,0.629757,0.497477,0.001267,-0.000166,0.000000,0.000000,1.961842,1.690749,4859.229492,0.000000,-0.000259,0.000050,0.000000,309.537262,56.150249,4489.889160,0.000000,0.081626,23.995602,4021.351562,0.552586,0.000000,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,77.647781,15.328467,7.719692,1.066179,0.582628,8.503159,136.400986,1137.237915,7.501184,2.437036,1.047009,0.249411,0.001276
1998,11,325,21,13.000000,0.068244,0.152536,0.199928,0.221516,0.237258,0.249000,0.256843,0.276624,0.241968,0.231460,0.257520,0.273740,0.271187,0.283332,0.283436,0.283526,0.283561,0.283577,0.067607,0.257750,0.504976,0.670671,0.793725,1.116551,0.971785,0.595834,0.269743,0.042672,0.010354,0.004437,0.000084,0.000011,0.000010,0.040917,0.066851,0.143970,0.241171,0.254676,0.185807,0.155876,0.087949,0.049842,0.000000,0.000000,0.000091,0.000000,0.000002,0.000004,3.411280,1.885211,0.933392,0.293667,57.420147,140.294037,248.112793,3.897172,1.394142,1.011330,0.215729,70.262314,123.091866,54.900002,0.000000,29.823671,0.341221,1.525360,3.998566,8.860637,17.794335,24.900031,25.684331,27.662436,36.295195,46.292064,51.504079,54.748022,54.237486,42.499726,28.343575,21.264479,14.178038,7.089428,29.907799,0.000000,0.000000,76.158653,0.000000,15.284735,-0.001219,0.000000,55.900002,31.035032,30.537554,0.497477,15.266151,-0.001381,0.000000,0.000000,5.306231,1.227161,4859.557129,0.000000,0.443035,0.000447,0.000000,311.996857,50.860565,4490.166504,0.026757,3.685359,0.845019,141.903839,0.027982,0.000000,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,79.916870,15.639911,8.229255,1.765579,0.577801,6.781804,136.805374,1137.229614,7.569106,4.460551,3.783572,0.743193,0.011456
