year,month,day,day_month,period,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),sw(11),sw(12),sw(13),sw(14),sw(15),sw(16),sw(17),sw(18),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3(10),no3(11),no3(12),no3(13),no3(14),no3(15),nh4(1),nh4(2),nh4(3),nh4(4),nh4(5),nh4(6),nh4(7),nh4(8),nh4(9),nh4(10),nh4(11),nh4(12),nh4(13),nh4(14),nh4(15),no3_025,no3_2590,nh4_025,nh4_2590,sw_dep_025,sw_dep_2590,sw_dep_90180,no3_030,no3_3080,nh4_030,nh4_3080,sw_dep_030,sw_dep_3080,rain,T,ET,swdep(1),swdep(2),swdep(3),swdep(4),swdep(5),swdep(6),swdep(7),swdep(8),swdep(9),swdep(10),swdep(11),swdep(12),swdep(13),swdep(14),swdep(15),swdep(16),swdep(17),swdep(18),es,runoff,drain,eo,h,drain_25,drain_90,drain_180,cum_rain,cum_ET,cum_E,cum_T,cdrain_25,cdrain_90,cdrain180,cum_drain,no3(),nh4(),nit_tot(),leach_no3,cleach_25,cleach_90,urea(),biom_n(),fom_n(),hum_n(),sum@soiln2_dnit[],sum@soiln2_dlt_n_min[],surfaceom_n,surfaceom_wt,surfaceom_cover,L_dlt_n_fixed,P_dlt_n_fixed,W_biomass_n,W_root_n,L_biomass_n,L_root_n,C_biomass_n,C_root_n,P_biomass_n,P_root_n,cum_nmin010,cum_nmin1020,cum_nmin2030,no3_010,nh4_010,fom_n_010,biom_n_010,hum_n_010,no3_sol_20,no3_sol_30,no3_sol_50,no3_sol_90,cumnetdrain120
(year),(month),(day),(day),(),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(),(),(),(),(),(),(),(),(),(),(),(),(),(mm),(),(),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(),(),(),(),(),(),(),(),(),(),(),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(),(),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(m^2/m^2),(g/m^2),(g/m^2),(g/m^2),(?),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(),(),(),(),(),(),(),(),(ppm),(ppm),(ppm),(ppm),()
1994,8,230,18,4.000000,0.061378,0.081734,0.176166,0.206077,0.225391,0.239791,0.245004,0.274556,0.285806,0.308655,0.316825,0.320959,0.335312,0.349079,0.353193,0.357852,0.359492,0.360000,0.233571,0.454155,1.375734,1.880771,3.353846,2.807654,1.524077,1.100992,1.292025,1.072032,0.545979,0.316038,0.487307,0.492274,0.332330,0.026987,0.047106,0.123342,0.256235,0.304034,0.139219,0.096265,0.074319,0.091785,0.076161,0.035974,0.014206,0.001627,0.001050,0.000650,10.105731,5.262115,0.896923,0.356517,53.774006,150.488342,304.431305,10.867769,4.227087,0.945055,0.290397,66.024208,144.307556,1.100000,0.033234,3.932699,0.306889,0.817341,3.523311,8.243075,16.904310,23.979080,24.500401,27.455588,42.870828,61.730939,63.364903,64.191862,67.062385,52.361823,35.319314,26.838897,17.974579,9.000000,3.687473,0.000000,0.002646,16.901958,0.000000,-0.014944,0.004728,0.002437,70.650002,67.051552,66.966232,0.085312,-0.159406,0.320210,0.542072,0.542072,17.746340,1.294818,4660.674316,0.000023,0.358124,0.037444,0.000000,125.385017,2.472230,4513.775391,0.032021,0.615018,1.214469,196.419708,0.031350,0.000000,0.000000,0.000000,?,0.047818,0.019745,0.000000,0.000000,0.000000,0.000000,3.376766,1.022832,0.725309,5.062180,0.555015,0.817522,64.243423,1153.243530,22.816376,19.840184,6.220620,3.013763,0.484041
1994,9,245,2,4.000000,0.058389,0.067654,0.140833,0.193425,0.217262,0.235422,0.243222,0.273526,0.285269,0.308283,0.316598,0.320882,0.335286,0.349068,0.353184,0.357843,0.359487,0.360000,0.266728,0.442463,1.375386,2.183329,3.151062,2.544745,1.465444,1.067911,1.244839,1.050750,0.596513,0.339629,0.480619,0.477934,0.320976,0.039408,0.059403,0.101805,0.262798,0.345720,0.129954,0.091736,0.071094,0.088432,0.073996,0.035025,0.013790,0.001576,0.001028,0.000631,9.963713,5.127201,0.939088,0.342770,51.358978,149.667007,304.384491,10.696435,4.096222,0.984956,0.279390,63.520061,143.960693,4.100000,0.539061,6.921600,0.291945,0.676545,2.816663,7.737007,16.294664,23.542154,24.322164,27.352560,42.790383,61.656662,63.319505,64.176430,67.057129,52.360154,35.318426,26.838231,17.974362,9.000000,6.303731,0.000000,0.003691,43.560436,0.000000,-0.065209,-0.028818,0.004112,74.750008,74.068459,73.269966,0.798476,-0.225807,0.277077,0.545762,0.545762,17.467976,1.322296,4658.619629,0.000032,0.428538,0.044731,0.000000,124.204247,2.385814,4513.239258,0.063871,1.817148,1.297437,200.568115,0.032153,0.000000,0.000000,0.000000,?,0.174544,0.083666,0.000000,0.000000,0.000000,0.000000,4.162086,1.265820,0.889366,5.318260,0.578654,0.793196,63.739029,1152.989868,28.219298,19.338002,6.025140,2.909157,0.478980
1994,9,250,7,4.000000,0.069721,0.161124,0.199071,0.214147,0.216298,0.233963,0.242278,0.272942,0.284916,0.307871,0.316271,0.320718,0.335200,0.349013,0.353132,0.357788,0.359460,0.360000,0.158077,0.575427,1.055757,2.290203,2.873662,2.157984,1.241296,0.906692,1.054391,0.876562,0.618810,0.349775,0.478398,0.472935,0.316979,0.000000,0.034516,0.122572,0.260456,0.397066,0.125195,0.088782,0.068935,0.086072,0.072575,0.034463,0.013538,0.001545,0.001014,0.000628,9.111110,4.388346,0.939805,0.333595,54.125774,149.282806,304.282990,9.731758,3.458293,0.984196,0.271973,66.239662,143.719742,6.200000,0.627324,3.396031,0.348605,1.611239,3.981418,8.565865,16.222336,23.396311,24.227784,27.294151,42.737418,61.574280,63.254294,64.143521,67.040084,52.351902,35.313204,26.834125,17.972996,8.999997,3.268359,0.000000,0.000000,13.215990,0.000000,-0.022495,-0.094423,0.000000,80.950005,77.924004,76.538322,1.385669,-0.248074,0.175568,0.545762,0.545762,15.880147,1.313354,4656.179199,0.000000,0.448103,0.045836,0.000000,123.692116,2.343917,4512.950684,0.022788,1.020908,1.247409,192.932266,0.030334,0.000000,0.000000,0.000000,?,0.349745,0.154930,0.000000,0.000000,0.000000,0.000000,4.644391,1.396515,0.976222,5.037352,0.549899,0.776281,63.553322,1152.849976,26.736385,17.714229,5.123440,2.467138,0.442875
1994,9,265,22,4.000000,0.065835,0.118493,0.178000,0.189302,0.208789,0.227373,0.236472,0.268317,0.281482,0.304551,0.313827,0.319554,0.334471,0.348398,0.352514,0.357136,0.359096,0.359962,0.077772,0.222702,0.388365,0.351414,0.264334,0.076608,0.043995,0.033306,0.034823,0.028340,0.043620,0.368717,0.472148,0.458905,0.305956,0.016150,0.031939,0.099015,0.255710,0.343774,0.126654,0.089352,0.069222,0.086488,0.073663,0.035814,0.013822,0.001580,0.001035,0.000639,1.381195,0.162274,0.873242,0.336632,51.042694,146.821304,303.438019,1.403193,0.118467,0.917918,0.274049,62.866306,141.787933,4.250000,4.047081,10.561286,0.329177,1.184934,3.560004,7.572092,15.659194,22.737291,23.647231,26.831698,42.222371,60.910249,62.765419,63.910871,66.894258,52.259734,35.251395,26.785180,17.954818,8.999050,6.254513,0.000000,0.000000,49.756676,0.000000,-0.052385,-0.771889,0.000000,85.200005,88.568542,82.792831,5.775694,-0.298543,-0.644327,0.545762,0.545762,3.607526,1.250581,4642.144531,0.000000,0.473046,0.040645,0.000000,122.534607,2.373997,4512.377441,0.055676,1.920394,1.532987,204.592728,0.032433,0.000000,0.000000,0.000000,?,1.290678,0.582201,0.000000,0.000000,0.000000,0.000000,5.486717,1.655179,1.148103,1.128364,0.517405,0.764881,63.079834,1152.579590,4.640910,1.688041,0.186047,0.082476,0.075040
1994,10,279,6,4.000000,0.062664,0.090396,0.176592,0.199138,0.207508,0.223724,0.232919,0.265511,0.278957,0.301940,0.311669,0.318210,0.333527,0.347435,0.351512,0.356031,0.358410,0.359727,0.019620,0.042588,0.113282,0.191401,0.158217,0.074041,0.049518,0.037802,0.041263,0.033486,0.021124,0.379833,0.467182,0.446557,0.296249,0.000000,0.000000,0.077671,0.261102,0.355969,0.121954,0.086070,0.066425,0.082993,0.070292,0.036383,0.014078,0.001607,0.001055,0.000648,0.599149,0.172631,0.816696,0.323972,50.650139,145.225830,302.396820,0.623908,0.137310,0.859731,0.262745,62.296070,140.428497,11.500000,3.309142,14.819370,0.313322,0.903964,3.531839,7.965508,15.563108,22.372397,23.291866,26.551134,41.843518,60.387904,62.333847,63.641987,66.705407,52.115279,35.151246,26.702288,17.920513,8.993185,11.402859,0.000000,0.000000,47.548523,0.000000,-0.028798,-0.899949,0.000000,96.700005,103.255226,94.195694,9.059534,-0.326475,-1.540921,0.545762,0.545762,2.794367,1.181250,4640.190430,0.000000,0.474283,0.035844,0.000000,121.871567,2.521895,4511.821289,0.044512,1.980814,1.859411,206.369293,0.032030,0.000000,0.000000,0.000000,?,1.395016,0.635336,0.000000,0.000000,0.000000,0.000000,6.459194,1.901687,1.309007,0.419630,0.457429,0.757927,62.939060,1152.307861,2.402875,1.016613,0.212598,0.098613,-0.481530
1994,10,294,21,4.000000,0.067645,0.137270,0.119576,0.176392,0.194688,0.214117,0.219351,0.249416,0.263875,0.288726,0.303173,0.314859,0.332439,0.346329,0.350388,0.354682,0.357541,0.359329,0.027999,0.098928,0.164474,0.364907,0.255404,0.118723,0.083488,0.062367,0.066911,0.051331,0.028707,0.015913,0.458297,0.433668,0.285927,0.021164,0.035601,0.064308,0.195304,0.605940,0.143768,0.083675,0.054456,0.068704,0.057806,0.031287,0.013350,0.001532,0.001027,0.000634,1.030435,0.278450,1.066085,0.280284,47.171425,138.186874,300.226593,1.072179,0.222353,1.107922,0.222804,58.138992,133.235596,6.500000,11.948453,19.175076,0.338225,1.372700,2.391515,7.055688,14.601617,21.411680,21.935131,24.941609,39.581201,57.745225,60.634506,62.971869,66.487870,51.949368,35.038778,26.601158,17.877061,8.983233,7.813856,0.000000,0.000000,71.789299,0.000000,-0.016604,-1.125026,0.000000,103.200005,124.125191,102.009560,22.115643,-0.341641,-2.695729,0.545762,0.545762,2.923074,1.382863,4637.615723,0.000000,0.475882,0.034554,0.000000,119.919319,2.628894,4510.760254,0.047894,3.372160,2.135206,219.062531,0.034439,4.419802,0.000000,0.000000,?,5.081628,1.592944,0.000000,0.000000,0.000000,0.000000,7.898044,2.394953,1.623991,0.741443,0.518357,0.745239,62.080254,1151.826416,5.171816,1.749146,0.380614,0.169048,-1.132044
1994,11,309,5,4.000000,0.304663,0.305459,0.306266,0.308766,0.297268,0.269001,0.227063,0.233021,0.245657,0.272646,0.293574,0.311000,0.330975,0.344368,0.348200,0.352338,0.355631,0.358157,0.008902,0.018783,0.047508,0.098615,0.138097,0.073159,0.069190,0.064400,0.070359,0.053878,0.028945,0.013752,0.018068,0.418565,0.276096,0.008241,0.014737,0.082267,0.199856,0.504398,0.125320,0.075568,0.055462,0.068897,0.056043,0.029797,0.012851,0.001616,0.001089,0.000665,0.385064,0.272299,0.934819,0.270869,72.249077,139.114548,297.388489,0.419659,0.223232,0.972603,0.218186,83.602234,126.033134,44.899998,17.473318,31.673819,1.523317,3.054593,6.125316,12.350630,22.295093,26.900130,22.706311,23.302135,36.848583,54.529261,58.714788,62.200016,66.195023,51.655239,34.819979,26.425349,17.781550,8.953925,14.096039,0.000000,0.000000,57.313942,0.000000,1.719962,-1.065643,0.000000,148.100006,154.562286,116.105614,38.456699,1.581657,-3.719400,0.545762,0.545762,1.789861,1.239814,4634.909668,0.000000,0.486013,0.034423,0.000000,119.235054,2.825418,4509.819336,0.046095,3.368901,1.358805,152.285187,0.020850,2.555706,0.000000,0.000000,?,7.595232,1.977843,0.000000,0.000000,0.000000,0.000000,9.589298,2.808985,1.902231,0.219840,0.473234,0.728474,62.064537,1151.385864,0.798458,0.619406,0.304718,0.190942,-2.238353
1994,11,312,8,4.000000,0.292763,0.293385,0.294017,0.295981,0.286145,0.263746,0.230961,0.231943,0.244092,0.271128,0.292606,0.310575,0.330638,0.343944,0.347677,0.351799,0.355045,0.357781,0.010603,0.018557,0.035535,0.071723,0.107037,0.048496,0.047375,0.051013,0.055851,0.042621,0.022861,0.010685,0.010388,0.415183,0.274331,0.008118,0.030467,0.086523,0.207165,0.453229,0.120142,0.076516,0.056017,0.069361,0.056039,0.029679,0.012748,0.001641,0.001107,0.000676,0.291951,0.208291,0.905644,0.272773,69.952705,138.539291,296.944183,0.315639,0.173173,0.943902,0.219675,81.500748,125.581703,2.600000,1.433492,4.229647,1.463817,2.933850,5.880342,11.839242,21.460902,26.374554,23.096083,23.194262,36.613774,54.225629,58.521249,62.115084,66.127525,51.591603,34.767660,26.384912,17.752263,8.944515,3.399666,0.000000,0.000000,10.169250,0.000000,0.680549,-0.157658,0.000000,150.700012,160.256210,119.505280,40.750969,2.254055,-3.874031,0.545762,0.545762,1.611335,1.212130,4634.560547,0.000000,0.487574,0.034428,0.000000,119.152283,2.893535,4509.690430,0.006565,0.473475,1.243481,142.027588,0.018869,0.420337,0.000000,0.000000,?,7.983658,2.055413,0.000000,0.000000,0.000000,0.000000,9.856041,2.859336,1.935792,0.172097,0.483349,0.728548,62.050297,1151.319946,0.605808,0.498752,0.205121,0.152541,-2.500900
1994,11,327,23,4.000000,0.058616,0.067737,0.135223,0.168164,0.185235,0.207005,0.204463,0.216150,0.221504,0.235637,0.265707,0.294592,0.321170,0.340227,0.343988,0.347960,0.350310,0.353167,0.054190,0.093546,0.311969,0.457581,0.357793,0.168181,0.132748,0.120326,0.136331,0.108857,0.057744,0.021730,0.009152,0.041694,0.260326,0.005319,0.021047,0.064562,0.197017,0.713155,0.147167,0.079541,0.041988,0.045419,0.028244,0.020616,0.009709,0.000395,0.001146,0.000706,1.443260,0.527134,1.148267,0.205500,44.994621,122.558006,287.597748,1.509634,0.431888,1.188038,0.155421,55.217781,112.191139,0.400000,36.815746,49.791981,0.293079,0.677370,2.704467,6.726579,13.892629,20.700497,20.446321,21.614965,33.225557,47.127462,53.141336,58.918479,64.234042,51.034074,34.398806,26.096997,17.515504,8.829172,11.749056,0.000000,0.000000,84.047974,0.000000,0.396709,-0.380700,0.000000,151.100006,212.366425,131.254303,81.112129,2.455813,-4.211307,0.545762,0.545762,2.707147,1.377481,4632.641113,0.000000,0.488488,0.034826,0.000000,117.208488,3.094158,4508.253906,0.025783,4.499852,0.947783,114.630821,0.013774,1.566805,0.000000,0.000000,?,8.803776,3.019050,0.000000,0.000000,0.000000,0.000000,12.219860,3.466892,2.305650,1.036550,0.525663,0.695199,61.000294,1150.581177,6.802583,2.575413,0.649250,0.410321,-5.961089
1994,12,342,8,4.000000,0.198658,0.210871,0.217120,0.219833,0.187795,0.194431,0.193922,0.205500,0.210518,0.223571,0.252875,0.272288,0.290051,0.327171,0.336707,0.340718,0.342167,0.343559,0.089233,0.167957,0.325696,1.111472,1.440584,0.626441,0.408888,0.274705,0.276145,0.160422,0.095464,0.039780,0.006908,0.057992,0.238395,0.020431,0.059790,0.096497,0.244594,0.704263,0.157060,0.081514,0.032008,0.025356,0.009760,0.006782,0.003555,0.000000,0.001300,0.000799,3.761383,1.167892,1.282635,0.152029,49.765400,116.250473,271.752930,3.965827,0.915716,1.323392,0.107881,59.461498,106.538078,23.900002,37.054741,45.636021,0.993292,2.108709,4.342398,8.793320,14.084591,19.443091,19.392194,20.549960,31.577735,44.714286,50.574985,54.457688,58.010199,49.075633,33.670685,25.553878,17.108373,8.588986,9.238377,0.000000,0.000000,91.903976,0.000000,0.000118,-0.019325,0.000000,175.000000,254.803818,140.492676,114.311127,2.455900,-4.223860,0.545762,0.545762,5.680941,1.444845,4633.050781,0.000000,0.493745,0.035776,0.000000,115.634590,3.468953,4506.821777,0.012474,4.560972,0.901822,90.901550,0.010419,0.474183,0.000000,0.000000,?,8.829704,3.428227,0.000000,0.000000,0.000000,0.000000,14.910175,4.044132,2.713881,2.174553,0.656066,0.656862,60.022511,1149.789307,12.639954,10.228083,2.108516,0.874492,-16.061981
1994,12,347,13,4.000000,0.059714,0.071995,0.151062,0.156432,0.170443,0.191947,0.191534,0.202943,0.208134,0.221862,0.251161,0.270215,0.285412,0.319550,0.332532,0.338026,0.339534,0.340688,0.089667,0.160319,0.529013,1.096086,1.610933,0.780592,0.494986,0.317798,0.307062,0.168097,0.100889,0.042202,0.006216,0.063178,0.221727,0.000000,0.000000,0.075684,0.184262,0.673540,0.138976,0.070457,0.027417,0.022900,0.007651,0.005057,0.002331,0.000000,0.000340,0.000852,4.266610,1.338387,1.072462,0.130953,42.274944,114.978645,268.273071,4.514103,1.040450,1.107690,0.093196,51.851646,105.463470,0.000000,9.505006,12.612312,0.298568,0.719949,3.021247,6.257270,12.783191,19.194722,19.153404,20.294262,31.220126,44.372385,50.232275,54.042968,57.082466,47.932435,33.253192,25.351959,16.976705,8.517209,2.501625,0.000000,0.000000,32.398640,0.000000,0.000010,-0.000523,0.000000,175.000000,267.139526,142.994293,124.145172,2.455909,-4.224346,0.545762,0.545762,6.345878,1.210647,4632.991211,0.000000,0.497612,0.036142,0.000000,115.376236,3.642940,4506.415527,0.001613,1.232374,1.232203,101.558273,0.013111,0.216368,0.000000,0.000000,?,8.889241,3.557555,0.000000,0.000000,0.000000,0.000000,15.625186,4.215972,2.826185,2.412063,0.484459,0.655639,59.887672,1149.568237,17.516997,12.601960,2.584325,0.983540,-18.955751
1994,12,348,14,5.000000,0.058832,0.068672,0.142053,0.153675,0.168944,0.191483,0.191083,0.202460,0.207693,0.221571,0.250872,0.269886,0.284769,0.317896,0.331684,0.337417,0.338948,0.340086,0.094728,0.162036,0.547469,1.137126,1.661551,0.812768,0.512783,0.327146,0.314373,0.169306,0.101941,0.042621,0.006043,0.064063,0.220629,0.000000,0.000000,0.064115,0.177316,0.672932,0.140825,0.071577,0.027120,0.021948,0.007508,0.004685,0.002089,0.000000,0.000181,0.000859,4.415678,1.374578,1.055188,0.130496,41.788025,114.743752,267.626862,4.672070,1.067217,1.090976,0.092364,51.342175,105.268341,0.000000,1.314700,1.553107,0.294162,0.686717,2.841059,6.147002,12.670830,19.148255,19.108299,20.246003,31.153995,44.314199,50.174396,53.977299,56.953734,47.684397,33.168367,25.306302,16.947422,8.502144,0.201583,0.000000,0.000000,7.978363,0.000000,0.000002,-0.000082,0.000000,0.000000,1.379748,0.201583,1.178165,0.000001,-0.000078,0.000000,0.000000,6.530954,1.192344,4633.067871,0.000000,0.000898,0.000074,0.000000,115.331192,3.675238,4506.339355,0.000221,0.220722,1.350875,106.780342,0.014220,0.035807,0.000000,0.000000,?,8.884282,3.578633,0.000000,0.000000,0.000000,0.000000,15.732252,4.253688,2.852012,2.495209,0.465742,0.656765,59.871578,1149.532837,18.498873,13.113197,2.683564,1.009092,-0.551592
1994,12,363,29,5.000000,0.061214,0.078784,0.157455,0.160610,0.176881,0.200903,0.186091,0.197249,0.203268,0.219285,0.248533,0.267380,0.280233,0.302027,0.319222,0.327715,0.329829,0.330879,0.111266,0.216082,0.626914,1.040695,2.254705,1.746341,0.822917,0.473299,0.415901,0.184547,0.112065,0.045320,0.002541,0.071786,0.205447,0.015872,0.056511,0.108778,0.229340,0.838145,0.183010,0.070344,0.022893,0.015063,0.005596,0.001640,0.000000,0.000000,0.000000,0.000887,5.996003,1.952696,1.431656,0.114716,44.023823,113.767830,260.944427,6.407462,1.485206,1.466828,0.078724,53.328388,103.376686,25.350000,24.219769,31.741695,0.306070,0.787842,3.149107,6.424404,13.266081,20.090321,18.609127,19.724897,30.490203,43.857020,49.706569,53.476068,56.046659,45.304087,31.922247,24.578630,16.491462,8.271984,7.596472,0.000000,0.000000,105.517342,0.000000,0.002002,-0.000891,0.000000,25.350000,33.551544,7.798054,25.753487,0.002063,-0.000938,0.000000,0.000000,8.677498,1.549412,4633.964844,0.000000,0.027345,0.001253,0.000000,114.815308,4.068182,4504.854492,0.006152,4.557447,3.051400,182.497818,0.030184,0.230817,0.000000,0.000000,?,8.694818,3.725214,0.000000,0.000000,0.000000,0.000000,18.291992,4.964879,3.294025,2.746525,0.689883,0.627518,59.743679,1148.778442,16.199095,16.996016,4.422117,1.364050,-6.498873
1995,1,13,13,5.000000,0.067091,0.138316,0.188180,0.169655,0.166099,0.191273,0.181316,0.192396,0.199467,0.217856,0.246913,0.265783,0.277743,0.295610,0.304090,0.313919,0.317069,0.318351,0.085004,0.285783,0.496005,1.164237,2.229587,1.370319,0.740567,0.448629,0.402380,0.187094,0.105868,0.040345,0.000106,0.059812,0.119121,0.044232,0.070794,0.153692,0.238046,0.678198,0.127352,0.045806,0.012997,0.008266,0.002227,0.000000,0.000000,0.000000,0.000000,0.000000,5.630935,1.831604,1.312314,0.069296,43.853165,111.109947,255.503113,6.001219,1.408386,1.335217,0.046393,52.918976,101.796799,18.450001,18.485571,27.280207,0.335456,1.383160,3.763608,6.786211,12.457419,19.127311,18.131622,19.239616,29.920080,43.571290,49.382641,53.156618,55.548553,44.341487,30.408989,23.543918,15.853450,7.958779,9.090093,0.000000,0.000000,92.297249,0.000000,0.000572,-0.000598,0.000000,43.799999,59.594166,16.888145,42.706013,0.002605,-0.001522,0.000000,0.000000,7.892704,1.382747,4635.639160,0.000000,0.069271,0.002522,0.000000,116.441330,6.172639,4503.749512,0.000000,3.916562,6.429540,304.664337,0.054978,0.937118,0.000000,0.000000,?,1.882728,3.770145,0.000000,0.000000,0.000000,0.000000,20.834385,5.483851,3.618825,2.774225,0.732830,0.744402,61.124069,1148.170288,17.155922,17.897660,4.084397,1.344848,-11.458834
1995,1,28,28,5.000000,0.067625,0.141975,0.195685,0.217596,0.232853,0.241972,0.215904,0.192458,0.199460,0.217871,0.246910,0.265787,0.277762,0.295816,0.304973,0.313583,0.315458,0.316143,0.151079,0.522959,1.064444,1.378338,2.239024,2.133807,0.997326,0.410454,0.367502,0.178870,0.089231,0.029051,0.000121,0.039084,0.066832,0.059002,0.063132,0.137785,0.261471,0.740840,0.135170,0.057086,0.008032,0.003382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.489651,1.998767,1.397400,0.068500,56.036633,119.643387,255.465683,7.988314,1.455489,1.425943,0.039957,66.831841,103.534256,38.919998,1.299984,23.327423,0.338127,1.419752,3.913699,8.703827,17.463994,24.197236,21.590418,19.245783,29.918996,43.574267,49.381900,53.157464,55.552321,44.372433,30.497348,23.518724,15.772880,7.903569,21.917135,0.000000,0.000000,78.079605,0.000000,3.597875,-0.000511,0.000000,82.719994,82.901672,38.805283,44.096363,3.614172,-0.002034,0.000000,0.000000,9.747190,1.466572,4635.732422,0.000000,0.378260,0.003785,0.000000,115.968872,6.207560,4502.342285,0.038082,4.097754,5.364422,257.680298,0.046362,0.613485,0.000000,0.000000,?,2.692458,3.667686,0.000000,0.000000,0.000000,0.000000,23.639879,6.029453,3.900339,3.863161,0.768337,0.650782,60.366940,1147.326904,15.835996,12.820801,4.619301,1.228325,-11.496747
1995,1,31,31,5.000000,0.262773,0.263252,0.264028,0.267604,0.267963,0.262001,0.270241,0.296338,0.281590,0.220489,0.246909,0.265788,0.277766,0.295862,0.305117,0.313386,0.315150,0.315803,0.124138,0.190866,0.302606,0.586619,1.557802,2.543269,2.160713,1.532459,0.977835,0.188227,0.086689,0.026631,0.000145,0.036679,0.064687,0.053977,0.082897,0.128077,0.263836,0.681520,0.246406,0.087796,0.022655,0.007017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.305300,4.902578,1.456713,0.117468,66.228485,149.787354,255.449158,6.385656,3.778877,1.500611,0.073570,79.740509,129.482010,53.970001,1.455180,8.969951,1.313867,2.632517,5.280557,10.704164,20.097245,26.200132,27.024062,29.633796,42.238476,44.097714,49.381785,53.157634,55.553103,44.379297,30.511723,23.503946,15.757486,7.895072,12.825094,0.000000,0.000000,17.051718,0.000000,29.873255,-0.000101,0.000000,136.689987,98.031845,51.630379,46.401436,33.445656,-0.002121,0.000000,0.000000,10.458521,1.574836,4636.825195,0.000000,3.266995,0.004044,0.000000,116.554184,6.147172,4502.090820,0.069262,0.903514,4.293719,208.730087,0.037259,0.097195,0.000000,0.000000,?,2.800487,3.647680,0.000000,0.000000,0.000000,0.000000,24.272621,6.137322,3.956708,1.723496,0.755960,0.636453,60.718006,1147.189575,5.480291,7.751320,7.995514,2.315034,-11.513421
1995,2,32,1,5.000000,0.138210,0.209691,0.229109,0.246085,0.256186,0.256254,0.265545,0.290752,0.281906,0.222552,0.246909,0.265788,0.277767,0.295878,0.305162,0.313324,0.315055,0.315697,0.108503,0.281214,0.447939,0.669208,1.562770,2.532378,2.142285,1.519069,1.000675,0.196339,0.085902,0.025875,0.000141,0.035959,0.064030,0.048401,0.090970,0.135964,0.260881,0.690030,0.223025,0.081531,0.022067,0.008476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.602012,4.901319,1.449271,0.112074,62.052921,148.231857,255.444290,6.673154,3.787225,1.490036,0.071309,75.330162,129.148636,0.000000,0.940942,6.712555,0.691048,2.096908,4.582176,9.843393,19.213964,25.625431,26.554476,29.075203,42.285842,44.510345,49.381797,53.157690,55.553365,44.381629,30.516209,23.499318,15.752747,7.892437,3.870526,0.000000,0.000000,6.448310,0.000000,-0.028046,-0.000021,0.000000,136.689987,102.780449,55.500904,47.279510,33.400711,-0.002126,0.000000,0.000000,10.751478,1.562000,4636.921387,0.000000,3.265110,0.004136,0.000000,116.500717,6.126856,4501.980957,0.004354,0.328768,4.217611,205.274399,0.036618,0.037852,0.000000,0.000000,?,2.842563,3.640960,0.000000,0.000000,0.000000,0.000000,24.498068,6.177916,3.977284,2.027787,0.766226,0.630929,60.634174,1147.124634,6.798546,8.133511,8.067510,2.366455,-11.518338
