ApsimVersion = 6.1
Title = Pasture PI SAMPLE Simulation
           Date           rain   assimilation         growth       green_dm       shoot_dm        shoot_n        senc_dm        seed_dm          rtdep         rlv(1)         rlv(2)         rlv(3)         rlv(4)         rlv(5)         rlv(6)         rlv(7)    sw_uptake()       sw_dep()             es          no3()          nh4()        fom_c()   sw_uptake(1)   sw_uptake(2)   sw_uptake(3)   sw_uptake(4)   sw_uptake(5)   sw_uptake(6)   sw_uptake(7)      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)      sw_dep(6)      sw_dep(7)         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)      cover_tot  residue_cover        senc_dm      litter_dm  uptake_no3(1)  uptake_no3(2)  uptake_no3(3)  uptake_no3(4)  uptake_no3(5)  uptake_no3(6)  uptake_no3(7)  uptake_nh4(1)  uptake_nh4(2)  uptake_nh4(3)  uptake_nh4(4)  uptake_nh4(5)  uptake_nh4(6)  uptake_nh4(7)        glf_gai       glf_nitr       glf_nutr       glf_phos         glf_sm       glf_sulf        glf_tmp        glf_vpd         glf_wl
     06/11/2002          0.000          0.000          0.000            0.0          256.4          0.026            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        624.700          0.177          343.1            0.8           75.3          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.585         46.324         99.987        105.343        109.272        112.371        114.817          109.5          120.7           75.3           13.6            7.8            8.7            7.4            0.2            0.2            0.3            0.1            0.0            0.0            0.0          0.131          0.131            0.0           56.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     07/11/2002          0.000          0.000          0.000            0.0          255.1          0.026            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        624.525          0.175          343.3            0.9           74.8          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.566         46.310         99.957        105.314        109.244        112.344        114.791          109.9          120.5           75.3           13.7            7.8            8.7            7.4            0.2            0.2            0.3            0.1            0.0            0.0            0.0          0.130          0.130            0.0           55.3          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     08/11/2002          0.000          0.000          0.000            0.0          253.9          0.026            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        624.352          0.173          343.5            0.9           74.2          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.549         46.295         99.927        105.285        109.216        112.317        114.764          110.4          120.2           75.3           13.7            7.8            8.7            7.4            0.2            0.2            0.3            0.1            0.0            0.0            0.0          0.130          0.130            0.0           54.6          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     09/11/2002          0.000          0.000          0.000            0.0          252.6          0.026            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        624.180          0.172          343.7            0.9           73.5          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.533         46.280         99.897        105.255        109.187        112.289        114.737          110.8          120.0           75.2           13.7            7.9            8.7            7.4            0.2            0.2            0.3            0.1            0.0            0.0            0.0          0.129          0.129            0.0           53.9          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     10/11/2002          0.000          0.000          0.000            0.0          251.3          0.026            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        624.010          0.170          343.9            1.0           72.8          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.518         46.266         99.867        105.226        109.159        112.262        114.711          111.2          119.7           75.2           13.7            7.9            8.7            7.4            0.2            0.2            0.3            0.1            0.0            0.0            0.0          0.129          0.129            0.0           53.3          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     11/11/2002          0.000          0.000          0.000            0.0          250.0          0.026            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        623.841          0.169          344.1            1.0           72.1          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.504         46.251         99.838        105.197        109.131        112.235        114.684          111.7          119.5           75.2           13.8            7.9            8.7            7.4            0.2            0.2            0.4            0.2            0.0            0.0            0.0          0.128          0.128            0.0           52.6          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     12/11/2002          0.000          0.000          0.000            0.0          248.8          0.026            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        623.674          0.167          344.3            1.1           71.4          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.492         46.237         99.808        105.168        109.103        112.208        114.658          112.1          119.3           75.2           13.8            7.9            8.7            7.4            0.2            0.2            0.4            0.2            0.0            0.0            0.0          0.128          0.128            0.0           52.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     13/11/2002          2.600          0.000          0.000            0.0          247.5          0.026            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        623.509          2.766          344.5            1.1           70.8          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.480         46.222         99.779        105.140        109.076        112.181        114.631          112.5          119.1           75.2           13.8            7.9            8.7            7.4            0.2            0.2            0.4            0.2            0.0            0.0            0.0          0.127          0.127            0.0           51.4          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     14/11/2002          0.000          0.000          0.000            0.0          246.3          0.026            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        623.345          0.164          344.8            1.0           70.3          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.468         46.208         99.750        105.111        109.048        112.154        114.605          112.9          118.8           75.2           13.8            7.9            8.7            7.4            0.2            0.2            0.4            0.2            0.0            0.0            0.0          0.127          0.127            0.0           54.8          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     15/11/2002          0.000          0.000          0.000            0.0          245.1          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        623.182          0.163          345.0            1.0           69.7          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.458         46.193         99.721        105.083        109.021        112.128        114.579          113.3          118.6           75.2           13.9            7.9            8.7            7.4            0.2            0.2            0.4            0.2            0.0            0.0            0.0          0.127          0.127            0.0           54.2          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     16/11/2002          0.000          0.000          0.000            0.0          243.9          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        623.021          0.161          345.2            1.0           69.3          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.449         46.179         99.692        105.054        108.993        112.101        114.553          113.8          118.4           75.1           13.9            7.9            8.7            7.4            0.2            0.2            0.4            0.2            0.0            0.0            0.0          0.126          0.126            0.0           53.5          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     17/11/2002          0.000          0.000          0.000            0.0          242.7          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        622.860          0.160          345.4            1.0           68.7          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.440         46.164         99.663        105.026        108.966        112.074        114.527          114.2          118.2           75.1           13.9            7.9            8.7            7.4            0.2            0.2            0.4            0.2            0.0            0.0            0.0          0.126          0.126            0.0           52.9          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     18/11/2002          0.000          0.000          0.000            0.0          241.5          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        622.702          0.159          345.6            1.0           68.2          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.433         46.150         99.634        104.998        108.938        112.048        114.501          114.6          118.0           75.1           13.9            7.9            8.7            7.4            0.2            0.2            0.4            0.2            0.0            0.0            0.0          0.125          0.125            0.0           52.3          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     19/11/2002          0.000          0.000          0.000            0.0          240.3          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        622.544          0.157          345.9            1.1           67.6          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.426         46.135         99.606        104.970        108.911        112.021        114.475          115.0          117.7           75.1           14.0            8.0            8.7            7.4            0.2            0.2            0.4            0.2            0.0            0.0            0.0          0.125          0.125            0.0           51.6          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     20/11/2002          0.800          0.000          0.000            0.0          239.1          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        622.388          0.956          346.1            1.1           67.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.420         46.121         99.577        104.942        108.884        111.995        114.449          115.4          117.5           75.1           14.0            8.0            8.7            7.4            0.2            0.2            0.4            0.2            0.0            0.0            0.0          0.124          0.124            0.0           51.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     21/11/2002          0.200          0.000          0.000            0.0          237.9          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        622.233          0.355          346.3            1.1           66.5          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.414         46.107         99.549        104.914        108.857        111.969        114.423          115.8          117.3           75.1           14.0            8.0            8.7            7.4            0.2            0.2            0.4            0.2            0.0            0.0            0.0          0.124          0.124            0.0           51.7          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     22/11/2002          0.000          0.000          0.000            0.0          236.7          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        622.079          0.154          346.5            1.1           66.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.409         46.092         99.520        104.887        108.830        111.943        114.397          116.2          117.1           75.1           14.0            8.0            8.7            7.4            0.2            0.2            0.4            0.2            0.0            0.0            0.0          0.123          0.123            0.0           51.4          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     23/11/2002          0.000          0.000          0.000            0.0          235.5          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        621.926          0.153          346.8            1.1           65.5          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.405         46.078         99.492        104.859        108.804        111.917        114.372          116.6          116.9           75.1           14.1            8.0            8.7            7.4            0.2            0.2            0.4            0.2            0.0            0.0            0.0          0.123          0.123            0.0           50.8          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     24/11/2002          0.000          0.000          0.000            0.0          234.4          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        621.775          0.152          347.0            1.1           65.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000         36.402         46.064         99.464        104.832        108.777        111.891        114.346          117.0          116.7           75.1           14.1            8.0            8.7            7.4            0.2            0.2            0.4            0.2            0.0            0.0            0.0          0.123          0.123            0.0           50.2          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     25/11/2002          3.800          0.000          0.000            0.0          233.2          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        623.321          2.254          347.3            1.1           64.3          0.000          0.000          0.000          0.000          0.000          0.000          0.000         38.096         46.050         99.436        104.804        108.750        111.865        114.320          117.5          116.5           75.1           14.1            8.0            8.7            7.4            0.2            0.2            0.4            0.2            0.0            0.0            0.0          0.122          0.122            0.0           49.6          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     26/11/2002         16.600          0.000          0.000            0.0          232.0          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        637.117          2.804          347.6            1.2           62.9          0.000          0.000          0.000          0.000          0.000          0.000          0.000         51.264         46.786         99.431        104.777        108.724        111.839        114.295          116.2          118.1           75.1           14.2            8.0            8.7            7.4            0.3            0.2            0.4            0.2            0.0            0.0            0.0          0.122          0.122            0.0           54.3          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     27/11/2002          0.000          0.000          0.000            0.0          230.8          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        635.460          1.657          348.0            1.2           61.8          0.000          0.000          0.000          0.000          0.000          0.000          0.000         49.336         47.154         99.439        104.752        108.697        111.813        114.270          115.7          118.8           75.1           14.2            8.0            8.7            7.4            0.4            0.2            0.4            0.2            0.0            0.0            0.0          0.121          0.121            0.0           66.4          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     28/11/2002          0.000          0.000          0.000            0.0          228.5          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        635.027          0.433          348.3            1.2           60.9          0.000          0.000          0.000          0.000          0.000          0.000          0.000         48.727         47.416         99.455        104.727        108.671        111.787        114.244          115.5          119.4           75.1           14.2            8.0            8.7            7.4            0.4            0.2            0.4            0.2            0.0            0.0            0.0          0.120          0.120            0.0           64.6          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     29/11/2002          0.000          0.000          0.000            0.0          226.3          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        634.618          0.409          348.6            1.2           60.1          0.000          0.000          0.000          0.000          0.000          0.000          0.000         48.215         47.598         99.477        104.703        108.645        111.761        114.219          115.3          119.7           75.2           14.2            8.1            8.7            7.4            0.4            0.2            0.3            0.2            0.0            0.0            0.0          0.120          0.120            0.0           63.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     30/11/2002          0.000          0.000          0.000            0.0          224.2          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        634.229          0.389          348.9            1.2           59.4          0.000          0.000          0.000          0.000          0.000          0.000          0.000         47.776         47.722         99.503        104.680        108.619        111.736        114.194          115.3          120.0           75.2           14.3            8.1            8.7            7.4            0.4            0.2            0.3            0.2            0.0            0.0            0.0          0.119          0.119            0.0           61.3          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     01/12/2002          0.000          0.000          0.000            0.0          222.2          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        633.858          0.371          349.2            1.2           58.5          0.000          0.000          0.000          0.000          0.000          0.000          0.000         47.395         47.803         99.530        104.658        108.593        111.710        114.169          115.5          120.1           75.2           14.3            8.1            8.7            7.4            0.4            0.2            0.3            0.1            0.0            0.0            0.0          0.118          0.118            0.0           59.8          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     02/12/2002          0.000          0.000          0.000            0.0          220.2          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        633.503          0.356          349.6            1.2           57.7          0.000          0.000          0.000          0.000          0.000          0.000          0.000         47.061         47.850         99.557        104.638        108.568        111.685        114.143          115.7          120.2           75.3           14.3            8.1            8.7            7.4            0.4            0.2            0.3            0.1            0.0            0.0            0.0          0.118          0.118            0.0           58.3          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     03/12/2002          0.000          0.000          0.000            0.0          218.2          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        633.160          0.342          349.9            1.2           56.9          0.000          0.000          0.000          0.000          0.000          0.000          0.000         46.765         47.874         99.583        104.618        108.543        111.660        114.118          115.9          120.2           75.3           14.3            8.1            8.7            7.4            0.4            0.2            0.3            0.1            0.0            0.0            0.0          0.117          0.117            0.0           56.9          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     04/12/2002          0.200          0.000          0.000            0.0          216.3          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        632.830          0.530          350.2            1.2           56.2          0.000          0.000          0.000          0.000          0.000          0.000          0.000         46.499         47.880         99.607        104.599        108.518        111.635        114.093          116.2          120.1           75.3           14.4            8.1            8.7            7.4            0.4            0.2            0.3            0.1            0.0            0.0            0.0          0.116          0.116            0.0           55.4          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     05/12/2002          2.100          0.000          0.000            0.0          214.5          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        632.511          2.419          350.5            1.1           55.5          0.000          0.000          0.000          0.000          0.000          0.000          0.000         46.259         47.872         99.629        104.581        108.493        111.609        114.069          116.6          120.0           75.3           14.4            8.1            8.7            7.4            0.4            0.2            0.3            0.1            0.0            0.0            0.0          0.116          0.116            0.0           54.4          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     06/12/2002          2.400          0.000          0.000            0.0          212.6          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        632.202          2.709          350.7            1.1           55.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000         46.040         47.854         99.648        104.563        108.469        111.584        114.044          116.9          119.9           75.4           14.4            8.1            8.7            7.4            0.4            0.2            0.3            0.1            0.0            0.0            0.0          0.115          0.115            0.0           55.7          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     07/12/2002          0.000          0.000          0.000            0.0          210.9          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        631.902          0.300          351.0            1.1           54.5          0.000          0.000          0.000          0.000          0.000          0.000          0.000         45.839         47.829         99.665        104.546        108.445        111.560        114.019          117.2          119.8           75.4           14.4            8.1            8.7            7.4            0.4            0.2            0.3            0.1            0.0            0.0            0.0          0.114          0.114            0.0           57.4          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     08/12/2002          0.000          0.000          0.000            0.0          209.1          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        631.610          0.292          351.2            1.1           54.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000         45.654         47.799         99.678        104.530        108.421        111.535        113.994          117.6          119.6           75.4           14.4            8.1            8.7            7.4            0.4            0.2            0.3            0.1            0.0            0.0            0.0          0.113          0.113            0.0           56.1          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     09/12/2002          0.000          0.000          0.000            0.0          207.3          0.025            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        631.326          0.284          351.4            1.1           53.5          0.000          0.000          0.000          0.000          0.000          0.000          0.000         45.482         47.765         99.689        104.513        108.397        111.510        113.970          118.0          119.4           75.4           14.5            8.1            8.7            7.4            0.4            0.2            0.3            0.1            0.0            0.0            0.0          0.113          0.113            0.0           54.8          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     10/12/2002          0.000          0.000          0.000            0.0          205.7          0.024            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        631.049          0.277          351.7            1.1           53.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000         45.322         47.728         99.697        104.498        108.374        111.486        113.945          118.4          119.3           75.4           14.5            8.1            8.7            7.4            0.4            0.2            0.3            0.1            0.0            0.0            0.0          0.112          0.112            0.0           53.6          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     11/12/2002          0.000          0.000          0.000            0.0          204.0          0.024            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        630.779          0.271          351.9            1.1           52.5          0.000          0.000          0.000          0.000          0.000          0.000          0.000         45.172         47.690         99.702        104.482        108.351        111.461        113.921          118.8          119.1           75.4           14.5            8.1            8.7            7.4            0.4            0.2            0.3            0.1            0.0            0.0            0.0          0.111          0.111            0.0           52.4          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     12/12/2002          0.000          0.000          0.000            0.0          202.4          0.024            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        630.514          0.264          352.2            1.1           52.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000         45.031         47.650         99.705        104.466        108.328        111.437        113.897          119.2          118.9           75.4           14.5            8.1            8.7            7.4            0.4            0.2            0.3            0.1            0.0            0.0            0.0          0.111          0.111            0.0           51.2          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     13/12/2002          0.000          0.000          0.000            0.0          200.7          0.024            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        630.255          0.259          352.4            1.1           51.6          0.000          0.000          0.000          0.000          0.000          0.000          0.000         44.899         47.610         99.705        104.451        108.305        111.413        113.872          119.6          118.7           75.4           14.5            8.2            8.7            7.4            0.4            0.2            0.3            0.1            0.0            0.0            0.0          0.110          0.110            0.0           50.1          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
     14/12/2002          0.000          0.000          0.000            0.0          199.1          0.024            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000        630.002          0.253          352.6            1.1           51.0          0.000          0.000          0.000          0.000          0.000          0.000          0.000         44.774         47.570         99.703        104.436        108.282        111.389        113.848          120.0          118.5           75.4           14.5            8.2            8.7            7.4            0.4            0.2            0.3            0.1            0.0            0.0            0.0          0.109          0.109            0.0           48.9          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
