APSIM output file, version = 5.4
Title = peanut P Sample Simulation
            day           year            lai        biomass  green_biomass       dm_green        p_green     p_senesced       p_demand    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p         leaf_p         stem_p         root_p          pod_p         head_p    dlt_p_green dlt_p_retrans() dlt_p_detached    dlt_p_sen()  p_conc_stover LeafGreenpconc StemGreenpconc grainGreenpconc p_uptake_stover grain_p_demand    surfaceom_p
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)         (g/m2)         (g/m2)         (g/m2)        (g/m^2)             ()             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (g/m^2)            (?)            (%)            (%)            (%)             (%)             (%)        (g/m^2)        (kg/ha)
             58           1989          1.713         2650.5         2580.7        306.584          0.682          0.013           0.12          0.477          1.000           0.954          1.000           0.63            0.62           0.14           0.20           0.18           0.07           0.09           0.23           0.01           -0.00           0.00              ?          0.250          0.273          0.221           0.207           0.476           0.00            0.0
             59           1989          1.705         2680.0         2606.4        309.293          0.690          0.014           0.11          0.486          1.000           0.971          1.000           0.64            0.62           0.15           0.20           0.18           0.07           0.10           0.24           0.01           -0.00           0.00              ?          0.251          0.275          0.222           0.208           0.479           0.00            0.0
             60           1989          1.697         2715.5         2637.8        312.636          0.698          0.014           0.11          0.501          1.000           1.000          1.000           0.65            0.63           0.15           0.20           0.18           0.07           0.10           0.25           0.01           -0.00           0.00              ?          0.252          0.276          0.222           0.207           0.481           0.00            0.0
             61           1989          1.689         2757.7         2674.4        316.566          0.705          0.015           0.11          0.517          1.000           1.000          1.000           0.65            0.64           0.16           0.20           0.18           0.07           0.10           0.26           0.01           -0.00           0.00              ?          0.252          0.276          0.222           0.206           0.482           0.00            0.0
             62           1989          1.678         2789.4         2701.2        319.413          0.712          0.016           0.11          0.524          1.000           1.000          1.000           0.66            0.65           0.16           0.20           0.18           0.07           0.10           0.26           0.01           -0.00           0.00              ?          0.252          0.277          0.223           0.207           0.483           0.00            0.0
             63           1989          1.665         2825.2         2731.3        322.634          0.719          0.017           0.11          0.534          1.000           1.000          1.000           0.67            0.65           0.17           0.20           0.18           0.07           0.10           0.27           0.01            0.00           0.00              ?          0.253          0.278          0.223           0.206           0.484           0.00            0.0
             64           1989          1.651         2858.5         2758.5        325.545          0.726          0.018           0.10          0.548          1.000           1.000          1.000           0.68            0.66           0.17           0.20           0.18           0.07           0.10           0.28           0.01           -0.00           0.00              ?          0.253          0.279          0.224           0.206           0.485           0.00            0.0
             65           1989          1.644         2907.2         2801.5        330.188          0.732          0.019           0.11          0.561          1.000           1.000          1.000           0.68            0.66           0.18           0.20           0.18           0.07           0.10           0.28           0.01           -0.00           0.00              ?          0.252          0.279          0.223           0.205           0.486           0.00            0.0
             66           1989          1.637         2956.4         2845.0        334.887          0.739          0.020           0.11          0.558          1.000           1.000          1.000           0.69            0.67           0.19           0.19           0.18           0.07           0.11           0.29           0.01            0.00           0.00              ?          0.250          0.277          0.221           0.205           0.485           0.00            0.0
             67           1989          1.627         3001.5         2884.5        339.142          0.745          0.021           0.11          0.545          1.000           1.000          1.000           0.70            0.68           0.19           0.19           0.18           0.07           0.11           0.30           0.01            0.00           0.00              ?          0.249          0.276          0.220           0.205           0.484           0.00            0.0
             68           1989          1.610         3047.7         2921.8        343.202          0.750          0.023           0.11          0.537          1.000           1.000          1.000           0.70            0.68           0.20           0.19           0.18           0.07           0.11           0.31           0.01            0.00           0.00              ?          0.248          0.276          0.218           0.204           0.482           0.00            0.0
             69           1989          1.593         3095.7         2961.0        347.465          0.755          0.025           0.11          0.532          1.000           1.000          1.000           0.71            0.69           0.21           0.19           0.18           0.07           0.11           0.32           0.01           -0.00           0.00              ?          0.246          0.275          0.217           0.204           0.480           0.00            0.0
             70           1989          1.573         3140.6         2996.8        351.354          0.759          0.026           0.12          0.524          1.000           1.000          1.000           0.72            0.69           0.21           0.18           0.18           0.07           0.11           0.32           0.01            0.00           0.00              ?          0.245          0.274          0.216           0.204           0.477           0.00            0.0
             71           1989          1.551         3182.7         3029.3        354.893          0.764          0.028           0.12          0.517          1.000           1.000          1.000           0.72            0.69           0.22           0.18           0.18           0.07           0.11           0.33           0.01           -0.00           0.00              ?          0.243          0.273          0.215           0.204           0.475           0.00            0.0
             72           1989          1.529         3223.5         3061.0        358.336          0.768          0.030           0.12          0.513          1.000           1.000          1.000           0.73            0.70           0.23           0.18           0.18           0.07           0.11           0.34           0.01            0.00           0.00              ?          0.242          0.272          0.214           0.204           0.472           0.00            0.0
             73           1989          1.506         3258.8         3086.4        361.086          0.772          0.031           0.11          0.507          1.000           1.000          1.000           0.73            0.70           0.23           0.18           0.18           0.07           0.12           0.35           0.01           -0.00           0.00              ?          0.242          0.272          0.215           0.204           0.469           0.00            0.0
             74           1989          1.484         3294.0         3112.2        363.885          0.776          0.033           0.11          0.502          1.000           1.000          1.000           0.74            0.71           0.24           0.17           0.18           0.07           0.12           0.36           0.01            0.00           0.00              ?          0.242          0.271          0.215           0.203           0.467           0.00            0.0
             75           1989          1.456         3306.1         3112.1        363.851          0.782          0.035           0.11          0.499          1.000           0.997          1.000           0.75            0.71           0.25           0.17           0.18           0.07           0.12           0.36           0.01            0.00           0.00              ?          0.244          0.272          0.220           0.204           0.465           0.00            0.0
             76           1989          1.433         3313.5         3109.9        363.549          0.788          0.037           0.09          0.511          1.000           1.000          1.000           0.75            0.72           0.25           0.17           0.18           0.07           0.12           0.37           0.01           -0.00           0.00              ?          0.248          0.274          0.226           0.204           0.466           0.00            0.0
             77           1989          1.411         3328.0         3114.8        364.049          0.793          0.039           0.09          0.538          1.000           1.000          1.000           0.76            0.72           0.26           0.17           0.18           0.07           0.12           0.38           0.01            0.00           0.00              ?          0.251          0.277          0.231           0.204           0.466           0.00            0.0
             78           1989          1.385         3353.4         3129.1        365.597          0.798          0.041           0.08          0.566          1.000           1.000          1.000           0.77            0.73           0.26           0.17           0.18           0.07           0.12           0.38           0.01           -0.00           0.00              ?          0.253          0.279          0.234           0.203           0.465           0.00            0.0
             79           1989          1.360         3386.9         3151.9        368.082          0.802          0.043           0.08          0.593          1.000           1.000          1.000           0.77            0.73           0.27           0.16           0.17           0.07           0.13           0.39           0.01            0.00           0.00              ?          0.253          0.281          0.235           0.202           0.463           0.00            0.0
             80           1989          1.338         3426.4         3182.1        371.372          0.806          0.044           0.08          0.611          1.000           1.000          1.000           0.78            0.73           0.27           0.16           0.17           0.07           0.13           0.40           0.01           -0.00           0.00              ?          0.252          0.282          0.234           0.201           0.460           0.00            0.0
             81           1989          1.317         3464.8         3211.2        374.537          0.810          0.046           0.08          0.618          1.000           1.000          1.000           0.78            0.74           0.28           0.16           0.17           0.07           0.13           0.41           0.01           -0.00           0.00              ?          0.252          0.281          0.233           0.201           0.456           0.00            0.0
             82           1989          1.296         3504.0         3241.5        377.838          0.814          0.048           0.08          0.619          1.000           1.000          1.000           0.79            0.74           0.29           0.16           0.17           0.07           0.13           0.42           0.01            0.00           0.00              ?          0.251          0.281          0.233           0.201           0.453           0.00            0.0
             83           1989          1.274         3540.8         3269.0        380.837          0.817          0.049           0.08          0.617          1.000           1.000          1.000           0.79            0.74           0.30           0.15           0.16           0.07           0.13           0.43           0.01            0.00           0.00              ?          0.250          0.280          0.232           0.201           0.449           0.00            0.0
             84           1989          1.247         3559.9         3276.4        381.633          0.821          0.051           0.07          0.612          1.000           1.000          1.000           0.80            0.75           0.30           0.15           0.16           0.07           0.13           0.44           0.01           -0.00           0.00              ?          0.251          0.281          0.235           0.201           0.445           0.00            0.0
             85           1989          1.225         3567.7         3274.9        381.419          0.829          0.053           0.06          0.619          1.000           1.000          1.000           0.81            0.75           0.31           0.15           0.16           0.07           0.14           0.44           0.01            0.00           0.00              ?          0.255          0.284          0.242           0.202           0.446           0.00            0.0
             86           1989          1.203         3584.4         3282.1        382.165          0.837          0.055           0.05          0.659          1.000           1.000          1.000           0.82            0.76           0.31           0.15           0.16           0.08           0.14           0.45           0.01            0.00           0.00              ?          0.260          0.290          0.248           0.201           0.447           0.00            0.0
             87           1989          1.181         3610.3         3298.8        383.969          0.844          0.056           0.05          0.717          1.000           1.000          1.000           0.82            0.77           0.32           0.15           0.16           0.08           0.14           0.46           0.01            0.00           0.00              ?          0.263          0.295          0.250           0.201           0.448           0.00            0.0
             88           1989          1.159         3637.7         3316.7        385.909          0.852          0.058           0.04          0.769          1.000           1.000          1.000           0.83            0.77           0.33           0.15           0.15           0.08           0.15           0.47           0.01           -0.00           0.00              ?          0.266          0.299          0.253           0.201           0.448           0.00            0.0
             89           1989          1.140         3665.9         3335.1        387.832          0.860          0.060           0.04          0.813          1.000           1.000          1.000           0.84            0.78           0.33           0.15           0.15           0.08           0.15           0.48           0.01           -0.00           0.00              ?          0.266          0.302          0.249           0.202           0.448           0.00            0.0
             90           1989          1.130         3695.4         3355.5        389.924          0.867          0.062           0.03          0.848          1.000           1.000          1.000           0.85            0.79           0.34           0.15           0.15           0.08           0.15           0.49           0.01            0.00           0.00              ?          0.267          0.306          0.245           0.202           0.451           0.00            0.0
             91           1989          1.128         3727.0         3381.0        392.545          0.875          0.063           0.02          0.890          1.000           1.000          1.000           0.86            0.79           0.34           0.15           0.15           0.08           0.15           0.49           0.01            0.00           0.00              ?          0.267          0.311          0.241           0.202           0.456           0.00            0.0
             92           1989          1.121         3743.8         3391.9        393.553          0.883          0.064           0.01          0.932          1.000           1.000          1.000           0.86            0.80           0.34           0.15           0.15           0.08           0.16           0.50           0.01           -0.00           0.00              ?          0.269          0.317          0.241           0.203           0.460           0.00            0.0
             93           1989          1.115         3764.6         3406.6        394.972          0.887          0.065           0.01          0.995          1.000           1.000          1.000           0.87            0.80           0.34           0.15           0.15           0.08           0.16           0.50           0.01            0.00           0.00              ?          0.270          0.318          0.241           0.203           0.462           0.00            0.0
             94           1989          1.100         3771.0         3406.5        394.698          0.892          0.066           0.01          1.000          1.000           1.000          1.000           0.88            0.81           0.35           0.15           0.15           0.08           0.16           0.50           0.01            0.00           0.00              ?          0.271          0.323          0.242           0.204           0.464           0.00            0.0
             95           1989          1.084         3779.9         3408.6        394.631          0.890          0.067           0.00          1.000          1.000           1.000          1.000           0.88            0.81           0.35           0.15           0.15           0.08           0.16           0.50           0.00            0.00           0.00              ?          0.271          0.325          0.240           0.204           0.462           0.00            0.0
             96           1989          1.069         3788.8         3410.8        394.587          0.889          0.068           0.00          1.000          1.000           1.000          1.000           0.88            0.81           0.35           0.15           0.15           0.08           0.16           0.50           0.00            0.00           0.00              ?          0.270          0.327          0.238           0.203           0.461           0.00            0.0
             97           1989          1.054         3797.2         3412.9        394.532          0.887          0.070           0.00          1.000          1.000           1.000          1.000           0.88            0.81           0.35           0.15           0.15           0.08           0.16           0.50           0.00            0.00           0.00              ?          0.270          0.329          0.237           0.203           0.460           0.00            0.0
             98           1989          1.039         3806.9         3415.9        394.565          0.886          0.071           0.00          1.000          1.000           1.000          1.000           0.88            0.81           0.35           0.15           0.15           0.08           0.16           0.50           0.00            0.00           0.00              ?          0.269          0.331          0.235           0.202           0.459           0.00            0.0
             99           1989          1.025         3816.8         3419.8        394.683          0.884          0.072           0.00          1.000          1.000           1.000          1.000           0.88            0.80           0.35           0.15           0.15           0.08           0.16           0.50           0.00            0.00           0.00              ?          0.269          0.333          0.233           0.202           0.458           0.00            0.0
            100           1989          1.010         3816.8         3413.3        393.777          0.883          0.073           0.00          1.000          1.000           1.000          1.000           0.88            0.80           0.35           0.15           0.15           0.08           0.16           0.50           0.00            0.00           0.00              ?          0.269          0.335          0.233           0.202           0.457           0.00            0.0
            101           1989          0.000         3816.8         2978.2        349.999          0.804          0.151           0.00          1.000          1.000           1.000          1.000           0.88            0.72           0.35           0.07           0.15           0.08           0.16           0.50           0.00            0.00           0.00              ?          0.300          0.000          0.233           0.202           0.378           0.00            0.0
            102           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            5.0
            103           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.9
            104           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.8
            105           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.8
            106           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.8
            107           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.8
            108           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.8
            109           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.8
            110           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            4.8
