APSIM output file, version = 5.3
Title = Roma 400mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
             55           1958          0.000       2358.927        848.076        112.163
             47           1959          0.000       5317.135       2070.174        192.396
             51           1960          0.000       2275.266        671.458         99.345
             49           1961          0.000       1466.989        393.259         53.402
             46           1962          0.000       4925.147       1953.971        179.436
             48           1963          0.000       4557.939       1807.374        163.715
             50           1964          0.000       1675.277        469.257         79.237
             52           1965          0.000       1387.931        245.925         65.569
             48           1966          0.000       3598.473       1431.234        136.174
             50           1967          0.000       2678.297       1050.518        109.692
             48           1968          0.000       4390.524       1726.520        158.041
             50           1969          0.000       2602.274        598.925        119.743
             49           1970          0.000       1886.100        739.359         75.476
             47           1971          0.000       5109.418       1977.503        211.827
             49           1972          0.000       4316.546       1528.873        163.927
             50           1973          0.000       2534.712        780.065        105.877
             44           1974          0.000       3625.519       1436.148        116.421
             49           1975          0.000       1743.258        339.845         73.817
             46           1976          0.000       4247.596       1640.877        131.719
             49           1977          0.000       4215.262       1676.626        174.875
             48           1978          0.000       3416.324       1349.352        128.265
             49           1979          0.000       2638.178       1004.070        103.751
             53           1980          0.000       2688.977       1069.948        110.433
             47           1981          0.000       4225.029       1595.397        158.853
             50           1982          0.000       3546.707       1303.235        142.022
             51           1983          0.000       2908.856        729.894        124.742
             46           1984          0.000       4841.422       1929.042        157.935
             50           1985          0.000       3063.261        796.204        146.205
             51           1986          0.000       1609.012        365.545         74.832
             50           1987          0.000       2778.517       1082.733        122.416
             50           1988          0.000       2026.308        644.864         87.178
             48           1989          0.000       1688.309        516.573         66.923
             51           1990          0.000       2066.520        525.945         99.008
             46           1991          0.000       2939.436       1052.307        110.182
             50           1992          0.000       2579.667        953.393        123.219
             48           1993          0.000       1332.950        291.197         54.986
             51           1994          0.000       1597.321        635.324         65.289
             49           1995          0.000       2270.709        894.816         88.303
             49           1996          0.000       5782.834       2302.215        200.901
             46           1997          0.000       3243.614       1293.285        114.931
             49           1998          0.000       2991.690       1081.528        117.928
             47           1999          0.000       3953.436       1532.254        150.360
             50           2000          0.000       5147.976       1992.023        177.943
             48           2001          0.000       1872.812        718.387         71.165
             50           2002          0.000       3287.221       1177.141        144.520
