ApsimVersion = 5.4
Title = pigeonp P Sample Simulation
            day           year            lai        biomass  green_biomass        GreenWt         GreenP      SenescedP       p_demand    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p     LeafGreenP     StemGreenP     RootGreenP      podGreenP         head_p    dlt_p_green dlt_p_retrans() dlt_p_detached    dlt_p_sen()  p_conc_stover LeafGreenpconc StemGreenpconc grainGreenpconc p_uptake_stover grain_p_demand    surfaceom_p
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (g/m^2)            (?)            (%)            (%)            (%)             (%)             (%)        (g/m^2)        (kg/ha)
              8           1989          2.456         1824.6         1824.6         282.83           0.68           0.00           0.25          0.202          1.000           0.405          1.000           0.55            0.55           0.00           0.25           0.30           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.302          0.316          0.291           0.000           0.551           0.00            0.0
              9           1989          2.502         1858.2         1858.2         286.53           0.69           0.00           0.26          0.200          1.000           0.400          1.000           0.56            0.56           0.00           0.26           0.30           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.301          0.315          0.290           0.000           0.560           0.00            0.0
             10           1989          2.549         1896.1         1896.1         290.76           0.70           0.00           0.27          0.196          1.000           0.392          1.000           0.57            0.57           0.00           0.26           0.31           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.300          0.313          0.289           0.000           0.568           0.00            0.0
             11           1989          2.595         1926.7         1926.7         294.08           0.71           0.00           0.27          0.185          1.000           0.371          1.000           0.58            0.58           0.00           0.27           0.31           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.300          0.314          0.289           0.000           0.578           0.00            0.0
             12           1989          2.638         1963.0         1963.0         298.10           0.72           0.00           0.28          0.190          1.000           0.381          1.000           0.59            0.59           0.00           0.27           0.32           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.300          0.314          0.289           0.000           0.589           0.00            0.0
             13           1989          2.684         1999.1         1999.1         302.10           0.73           0.00           0.28          0.189          1.000           0.379          1.000           0.60            0.60           0.00           0.28           0.32           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.300          0.314          0.289           0.000           0.599           0.00            0.0
             14           1989          2.722         2031.0         2031.0         305.57           0.74           0.00           0.28          0.188          1.000           0.376          1.000           0.61            0.61           0.00           0.28           0.33           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.300          0.314          0.289           0.000           0.609           0.00            0.0
             15           1989          2.763         2065.5         2065.5         309.37           0.75           0.00           0.29          0.189          1.000           0.379          1.000           0.62            0.62           0.00           0.29           0.33           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.299          0.313          0.288           0.000           0.618           0.00            0.0
             16           1989          2.802         2099.6         2099.6         313.11           0.76           0.00           0.29          0.186          1.000           0.372          1.000           0.63            0.63           0.00           0.29           0.34           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.299          0.313          0.288           0.000           0.627           0.00            0.0
             17           1989          2.842         2134.1         2134.1         316.90           0.77           0.00           0.30          0.182          1.000           0.364          1.000           0.64            0.64           0.00           0.29           0.34           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.298          0.312          0.287           0.000           0.635           0.00            0.0
             18           1989          2.886         2169.1         2169.1         320.76           0.77           0.00           0.31          0.177          1.000           0.354          1.000           0.64            0.64           0.00           0.30           0.35           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.297          0.311          0.286           0.000           0.644           0.00            0.0
             19           1989          2.930         2203.8         2203.8         324.58           0.78           0.00           0.31          0.171          1.000           0.342          1.000           0.65            0.65           0.00           0.30           0.35           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.310          0.285           0.000           0.652           0.00            0.0
             20           1989          2.973         2231.9         2231.9         327.55           0.79           0.00           0.32          0.165          1.000           0.330          1.000           0.66            0.66           0.00           0.31           0.36           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.310          0.285           0.000           0.660           0.00            0.0
             21           1989          3.017         2265.2         2265.2         331.20           0.80           0.00           0.32          0.166          1.000           0.332          1.000           0.67            0.67           0.00           0.31           0.36           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.309          0.284           0.000           0.668           0.00            0.0
             22           1989          3.059         2288.4         2288.4         333.57           0.81           0.00           0.33          0.162          1.000           0.323          1.000           0.68            0.68           0.00           0.31           0.36           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.310          0.284           0.000           0.676           0.00            0.0
             23           1989          3.097         2309.6         2309.6         335.69           0.82           0.00           0.33          0.165          1.000           0.329          1.000           0.68            0.68           0.00           0.32           0.37           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.310          0.285           0.000           0.684           0.00            0.0
             24           1989          3.134         2331.0         2331.0         337.84           0.82           0.00           0.33          0.170          1.000           0.340          1.000           0.69            0.69           0.00           0.32           0.37           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.297          0.311          0.286           0.000           0.692           0.00            0.0
             25           1989          3.168         2363.7         2363.7         341.40           0.83           0.00           0.33          0.175          1.000           0.350          1.000           0.70            0.70           0.00           0.32           0.38           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.310          0.285           0.000           0.700           0.00            0.0
             26           1989          3.200         2398.8         2398.8         345.25           0.84           0.00           0.34          0.169          1.000           0.339          1.000           0.71            0.71           0.00           0.33           0.38           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.309          0.284           0.000           0.707           0.00            0.0
             27           1989          3.230         2425.3         2425.3         348.04           0.85           0.00           0.35          0.162          1.000           0.324          1.000           0.71            0.71           0.00           0.33           0.38           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.309          0.283           0.000           0.715           0.00            0.0
             28           1989          3.261         2456.5         2456.5         351.41           0.85           0.00           0.35          0.161          1.000           0.322          1.000           0.72            0.72           0.00           0.33           0.39           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.294          0.308          0.283           0.000           0.722           0.00            0.0
             29           1989          3.291         2487.3         2487.3         354.72           0.86           0.00           0.36          0.156          1.000           0.312          1.000           0.73            0.73           0.00           0.34           0.39           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.293          0.307          0.282           0.000           0.729           0.00            0.0
             30           1989          3.329         2519.7         2519.7         358.25           0.87           0.00           0.36          0.151          1.000           0.303          1.000           0.74            0.74           0.00           0.34           0.39           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.292          0.306          0.281           0.000           0.736           0.00            0.0
             31           1989          3.366         2551.5         2551.5         361.68           0.87           0.00           0.37          0.145          1.000           0.290          1.000           0.74            0.74           0.00           0.34           0.40           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.291          0.305          0.280           0.000           0.743           0.00            0.0
             32           1989          3.408         2579.3         2579.3         364.62           0.88           0.00           0.38          0.139          1.000           0.278          1.000           0.75            0.75           0.00           0.35           0.40           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.291          0.305          0.279           0.000           0.749           0.00            0.0
             33           1989          3.441         2599.7         2599.7         366.64           0.89           0.00           0.38          0.136          1.000           0.272          1.000           0.76            0.76           0.00           0.35           0.41           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.291          0.305          0.280           0.000           0.756           0.00            0.0
             34           1989          3.475         2619.2         2619.2         368.54           0.89           0.00           0.38          0.138          1.000           0.276          1.000           0.76            0.76           0.00           0.35           0.41           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.291          0.305          0.280           0.000           0.762           0.00            0.0
             35           1989          3.491         2628.3         2628.3         369.14           0.90           0.00           0.38          0.140          1.000           0.281          1.000           0.77            0.77           0.00           0.36           0.41           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.293          0.307          0.281           0.000           0.769           0.00            0.0
             36           1989          3.505         2635.8         2635.8         369.55           0.91           0.00           0.37          0.150          1.000           0.301          1.000           0.78            0.78           0.00           0.36           0.42           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.309          0.283           0.000           0.776           0.00            0.0
             37           1989          3.533         2656.5         2656.5         371.60           0.92           0.00           0.37          0.163          1.000           0.326          1.000           0.79            0.79           0.00           0.37           0.42           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.310          0.285           0.000           0.786           0.00            0.0
             38           1989          3.566         2682.6         2682.6         374.33           0.93           0.00           0.37          0.173          1.000           0.346          1.000           0.80            0.80           0.00           0.37           0.43           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.297          0.311          0.285           0.000           0.796           0.00            0.0
             39           1989          3.609         2715.9         2715.9         377.96           0.94           0.00           0.38          0.178          1.000           0.357          1.000           0.81            0.81           0.00           0.37           0.43           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.297          0.311          0.285           0.000           0.805           0.00            0.0
             40           1989          3.658         2751.4         2751.4         381.86           0.95           0.00           0.39          0.177          1.000           0.354          1.000           0.81            0.81           0.00           0.38           0.44           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.310          0.284           0.000           0.814           0.00            0.0
             41           1989          3.706         2788.0         2788.0         385.89           0.95           0.00           0.39          0.172          1.000           0.345          1.000           0.82            0.82           0.00           0.38           0.44           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.309          0.283           0.000           0.822           0.00            0.0
             42           1989          3.754         2814.7         2814.7         388.70           0.96           0.00           0.40          0.166          1.000           0.332          1.000           0.83            0.83           0.00           0.39           0.44           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.309          0.283           0.000           0.830           0.00            0.0
             43           1989          3.797         2841.1         2841.1         391.45           0.97           0.00           0.40          0.167          1.000           0.334          1.000           0.84            0.84           0.00           0.39           0.45           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.309          0.283           0.000           0.838           0.00            0.0
             44           1989          3.840         2875.8         2875.8         395.25           0.98           0.00           0.41          0.168          1.000           0.336          1.000           0.85            0.85           0.00           0.39           0.45           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.294          0.308          0.282           0.000           0.845           0.00            0.0
             45           1989          3.882         2910.2         2910.2         399.01           0.98           0.00           0.41          0.162          1.000           0.324          1.000           0.85            0.85           0.00           0.40           0.46           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.293          0.307          0.282           0.000           0.853           0.00            0.0
             46           1989          3.922         2943.3         2943.3         402.61           0.99           0.00           0.42          0.156          1.000           0.312          1.000           0.86            0.86           0.00           0.40           0.46           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.292          0.307          0.281           0.000           0.860           0.00            0.0
             47           1989          3.961         2975.3         2975.3         406.06           1.00           0.00           0.43          0.150          1.000           0.301          1.000           0.87            0.87           0.00           0.40           0.46           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.291          0.306          0.280           0.000           0.867           0.00            0.0
             48           1989          3.996         3004.6         3004.6         409.17           1.00           0.00           0.43          0.145          1.000           0.290          1.000           0.87            0.87           0.00           0.41           0.47           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.291          0.305          0.279           0.000           0.873           0.00            0.0
             49           1989          4.029         3032.6         3032.6         412.13           1.01           0.00           0.44          0.141          1.000           0.282          1.000           0.88            0.88           0.00           0.41           0.47           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.290          0.304          0.279           0.000           0.880           0.00            0.0
             50           1989          4.066         3060.7         3060.7         415.09           1.02           0.00           0.44          0.138          1.000           0.276          1.000           0.89            0.89           0.00           0.41           0.47           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.289          0.304          0.278           0.000           0.886           0.00            0.0
             51           1989          4.103         3088.6         3088.6         418.03           1.02           0.00           0.45          0.135          1.000           0.269          1.000           0.89            0.89           0.00           0.42           0.48           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.289          0.303          0.278           0.000           0.892           0.00            0.0
             52           1989          4.139         3109.6         3109.6         420.10           1.03           0.00           0.45          0.131          1.000           0.262          1.000           0.90            0.90           0.00           0.42           0.48           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.290          0.305          0.279           0.000           0.903           0.00            0.0
             53           1989          4.179         3135.1         3135.1         422.74           1.04           0.00           0.45          0.141          1.000           0.281          1.000           0.91            0.91           0.00           0.43           0.49           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.291          0.306          0.280           0.000           0.913           0.00            0.0
             54           1989          4.213         3160.2         3160.2         425.33           1.05           0.00           0.45          0.147          1.000           0.295          1.000           0.92            0.92           0.00           0.43           0.49           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.292          0.307          0.281           0.000           0.924           0.00            0.0
             55           1989          4.248         3181.8         3181.8         427.48           1.07           0.00           0.45          0.154          1.000           0.308          1.000           0.93            0.93           0.00           0.44           0.50           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.294          0.308          0.282           0.000           0.934           0.00            0.0
             56           1989          4.285         3211.7         3211.7         430.68           1.08           0.00           0.45          0.163          1.000           0.325          1.000           0.94            0.94           0.00           0.44           0.50           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.294          0.309          0.282           0.000           0.944           0.00            0.0
             57           1989          4.320         3242.5         3242.5         433.97           1.09           0.00           0.45          0.166          1.000           0.332          1.000           0.95            0.95           0.00           0.45           0.51           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.294          0.309          0.283           0.000           0.954           0.00            0.0
             58           1989          4.359         3273.3         3273.3         437.27           1.10           0.00           0.46          0.168          1.000           0.337          1.000           0.96            0.96           0.00           0.45           0.51           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.309          0.283           0.000           0.964           0.00            0.0
             59           1989          4.389         3297.0         3297.0         439.68           1.11           0.00           0.45          0.175          1.000           0.350          1.000           0.97            0.97           0.00           0.45           0.52           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.310          0.284           0.000           0.974           0.00            0.0
             60           1989          4.424         3326.7         3326.7         442.83           1.12           0.00           0.44          0.190          1.000           0.381          1.000           0.98            0.98           0.00           0.46           0.52           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.311          0.284           0.000           0.984           0.00            0.0
             61           1989          4.481         3365.8         3365.8         447.17           1.12           0.00           0.42          0.224          1.000           0.448          1.000           0.99            0.99           0.00           0.46           0.53           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.310          0.283           0.000           0.992           0.00            0.0
             62           1989          4.498         3409.8         3409.8         451.89           1.13           0.00           0.33          0.323          1.000           0.646          1.000           1.00            1.00           0.00           0.47           0.53           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.294          0.311          0.280           0.000           1.001           0.00            0.0
             63           1989          4.491         3501.8         3487.2         460.90           1.14           0.00           0.19          0.615          1.000           1.000          1.000           1.01            1.01           0.00           0.47           0.54           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.288          0.313          0.272           0.000           1.006           0.00            0.0
             64           1989          4.472         3595.6         3562.0         469.69           1.14           0.01           0.20          0.669          1.000           1.000          1.000           1.02            1.01           0.00           0.47           0.54           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.284          0.315          0.265           0.000           1.010           0.00            0.0
             65           1989          4.460         3729.0         3673.8         482.96           1.15           0.01           0.22          0.711          1.000           1.000          1.000           1.02            1.01           0.00           0.47           0.55           0.14           0.00           0.00           0.01            0.00           0.00              ?          0.276          0.315          0.254           0.000           1.013           0.00            0.0
             66           1989          4.466         3868.3         3796.6         497.43           1.15           0.01           0.24          0.743          1.000           1.000          1.000           1.03            1.02           0.00           0.46           0.55           0.14           0.00           0.00           0.01            0.00           0.00              ?          0.268          0.315          0.244           0.000           1.017           0.00            0.0
             67           1989          4.456         4005.8         3912.6         511.18           1.16           0.02           0.26          0.765          1.000           1.000          1.000           1.04            1.02           0.00           0.46           0.55           0.14           0.00           0.00           0.01            0.00           0.00              ?          0.261          0.315          0.235           0.000           1.020           0.00            0.0
             68           1989          4.437         4154.0         4035.0         525.77           1.16           0.02           0.28          0.788          1.000           1.000          1.000           1.04            1.02           0.00           0.46           0.56           0.14           0.00           0.00           0.01            0.00           0.00              ?          0.253          0.316          0.226           0.000           1.022           0.00            0.0
             69           1989          4.403         4315.2         4170.2         541.89           1.16           0.03           0.30          0.813          1.000           1.000          1.000           1.05            1.02           0.00           0.46           0.56           0.14           0.00           0.00           0.01            0.00           0.00              ?          0.247          0.316          0.219           0.000           1.024           0.00            0.0
             70           1989          4.364         4474.8         4303.5         557.77           1.16           0.03           0.34          0.829          1.000           1.000          1.000           1.06            1.02           0.01           0.44           0.56           0.14           0.01           0.02           0.01            0.00           0.00              ?          0.238          0.310          0.210           0.219           1.010           0.00            0.0
             71           1989          4.313         4620.8         4420.9         571.77           1.16           0.04           0.38          0.778          1.000           1.000          1.000           1.06            1.03           0.03           0.43           0.56           0.14           0.01           0.04           0.01            0.00           0.00              ?          0.231          0.304          0.204           0.288           0.995           0.00            0.0
             72           1989          4.264         4754.9         4529.2         584.63           1.17           0.04           0.41          0.717          1.000           1.000          1.000           1.07            1.03           0.05           0.41           0.56           0.14           0.01           0.05           0.01            0.00           0.00              ?          0.223          0.296          0.199           0.323           0.980           0.00            0.0
             73           1989          4.223         4865.0         4619.2         595.16           1.17           0.04           0.44          0.645          1.000           1.000          1.000           1.07            1.03           0.06           0.39           0.56           0.14           0.01           0.07           0.01            0.00           0.00              ?          0.217          0.287          0.196           0.344           0.964           0.00            0.0
             74           1989          4.159         4962.8         4691.6         603.68           1.17           0.05           0.46          0.561          1.000           1.000          1.000           1.08            1.03           0.08           0.38           0.56           0.14           0.01           0.09           0.01            0.00           0.00              ?          0.212          0.278          0.194           0.358           0.948           0.00            0.0
             75           1989          4.074         5004.5         4705.7         605.24           1.17           0.05           0.46          0.476          1.000           0.951          1.000           1.08            1.03           0.10           0.36           0.57           0.14           0.01           0.11           0.01           -0.00           0.00              ?          0.210          0.269          0.196           0.371           0.932           0.00            0.0
             76           1989          3.993         5032.2         4707.2         605.28           1.17           0.06           0.46          0.394          1.000           0.789          1.000           1.09            1.03           0.11           0.34           0.57           0.14           0.01           0.13           0.01            0.00           0.00              ?          0.208          0.262          0.198           0.378           0.917           0.00            0.0
             77           1989          3.916         5063.9         4713.6         605.88           1.17           0.06           0.46          0.328          1.000           0.655          1.000           1.10            1.03           0.13           0.33           0.56           0.14           0.01           0.14           0.01            0.00           0.00              ?          0.206          0.256          0.199           0.383           0.902           0.00            0.0
             78           1989          3.828         5100.7         4722.0         606.77           1.17           0.07           0.47          0.275          1.000           0.550          1.000           1.10            1.03           0.15           0.31           0.56           0.14           0.01           0.16           0.01            0.00           0.00              ?          0.204          0.252          0.200           0.386           0.886           0.00            0.0
             79           1989          3.744         5137.6         4731.8         607.81           1.18           0.07           0.47          0.234          1.000           0.467          1.000           1.11            1.03           0.16           0.30           0.55           0.14           0.02           0.18           0.01           -0.00           0.00              ?          0.202          0.248          0.199           0.388           0.869           0.00            0.0
             80           1989          3.676         5171.8         4743.7         609.01           1.18           0.08           0.47          0.197          1.000           0.395          1.000           1.11            1.04           0.18           0.29           0.55           0.14           0.02           0.20           0.01            0.00           0.00              ?          0.200          0.244          0.199           0.390           0.854           0.00            0.0
             81           1989          3.597         5199.1         4745.5         609.07           1.18           0.08           0.47          0.164          1.000           0.328          1.000           1.12            1.04           0.20           0.28           0.54           0.14           0.02           0.22           0.01            0.00           0.00              ?          0.198          0.241          0.199           0.391           0.837           0.00            0.0
             82           1989          3.502         5222.5         4738.1         608.11           1.18           0.09           0.47          0.138          1.000           0.276          1.000           1.12            1.04           0.22           0.27           0.53           0.14           0.02           0.23           0.01            0.00           0.00              ?          0.196          0.238          0.198           0.392           0.820           0.00            0.0
             83           1989          3.410         5242.4         4728.1         606.83           1.18           0.09           0.47          0.121          1.000           0.243          1.000           1.13            1.03           0.23           0.26           0.52           0.14           0.02           0.25           0.01            0.00           0.00              ?          0.194          0.237          0.198           0.393           0.803           0.00            0.0
             84           1989          3.325         5253.8         4711.9         604.77           1.18           0.10           0.46          0.109          1.000           0.219          1.000           1.13            1.04           0.25           0.25           0.51           0.14           0.02           0.27           0.01            0.00           0.00              ?          0.193          0.235          0.198           0.394           0.787           0.00            0.0
             85           1989          3.268         5260.4         4699.9         603.04           1.18           0.10           0.45          0.101          1.000           0.202          1.000           1.14            1.04           0.26           0.25           0.50           0.14           0.02           0.29           0.01            0.00           0.00              ?          0.193          0.235          0.199           0.394           0.776           0.00            0.0
             86           1989          3.211         5270.1         4691.0         601.67           1.19           0.10           0.44          0.099          1.000           0.198          0.989           1.15            1.05           0.28           0.24           0.49           0.14           0.03           0.31           0.01           -0.00           0.00              ?          0.193          0.234          0.200           0.394           0.766           0.00            0.0
             87           1989          3.161         5282.6         4687.4         600.91           1.20           0.11           0.43          0.102          1.000           0.203          1.000           1.16            1.05           0.30           0.24           0.49           0.14           0.03           0.33           0.01            0.00           0.00              ?          0.192          0.234          0.200           0.394           0.756           0.00            0.0
             88           1989          3.111         5295.0         4683.4         600.09           1.20           0.11           0.43          0.103          1.000           0.207          1.000           1.17            1.06           0.31           0.24           0.48           0.14           0.03           0.35           0.01           -0.00           0.00              ?          0.192          0.234          0.201           0.394           0.746           0.00            0.0
             89           1989          3.064         5304.8         4678.2         599.11           1.21           0.11           0.42          0.106          1.000           0.212          1.000           1.18            1.06           0.33           0.23           0.47           0.14           0.04           0.36           0.01           -0.00           0.00              ?          0.191          0.234          0.201           0.393           0.736           0.00            0.0
             90           1989          3.018         5313.8         4672.3         598.04           1.22           0.12           0.41          0.109          1.000           0.217          1.000           1.19            1.07           0.34           0.23           0.46           0.15           0.04           0.38           0.01           -0.00           0.00              ?          0.191          0.234          0.202           0.393           0.726           0.00            0.0
             91           1989          2.973         5323.4         4667.0         597.04           1.22           0.12           0.40          0.112          1.000           0.224          1.000           1.19            1.08           0.36           0.23           0.45           0.15           0.04           0.40           0.01           -0.00           0.00              ?          0.191          0.234          0.202           0.393           0.716           0.00            0.0
             92           1989          2.931         5328.4         4658.3         595.62           1.23           0.12           0.39          0.116          1.000           0.232          1.000           1.20            1.08           0.38           0.22           0.44           0.15           0.05           0.42           0.01            0.00           0.00              ?          0.191          0.234          0.203           0.392           0.707           0.00            0.0
             93           1989          2.889         5334.4         4650.8         594.34           1.24           0.12           0.39          0.119          1.000           0.238          1.000           1.21            1.09           0.39           0.22           0.43           0.15           0.05           0.44           0.01            0.00           0.00              ?          0.191          0.234          0.204           0.392           0.697           0.00            0.0
             94           1989          2.846         5344.3         4646.8         593.49           1.24           0.13           0.38          0.123          1.000           0.246          1.000           1.22            1.09           0.41           0.22           0.42           0.15           0.05           0.46           0.01            0.00           0.00              ?          0.191          0.234          0.204           0.391           0.688           0.00            0.0
             95           1989          2.802         5358.6         4646.8         593.13           1.25           0.13           0.37          0.128          1.000           0.256          1.000           1.23            1.10           0.42           0.21           0.41           0.15           0.06           0.48           0.01            0.00           0.00              ?          0.190          0.234          0.205           0.389           0.678           0.00            0.0
             96           1989          2.760         5373.6         4648.2         592.93           1.25           0.13           0.36          0.133          1.000           0.266          1.000           1.24            1.11           0.44           0.21           0.40           0.15           0.06           0.50           0.01            0.00           0.00              ?          0.190          0.233          0.205           0.389           0.668           0.00            0.0
             97           1989          2.720         5388.3         4649.8         592.74           1.26           0.13           0.36          0.136          1.000           0.272          1.000           1.24            1.11           0.45           0.21           0.39           0.15           0.06           0.52           0.01            0.00           0.00              ?          0.189          0.233          0.205           0.388           0.657           0.00            0.0
             98           1989          2.678         5405.3         4653.1         592.77           1.27           0.14           0.35          0.138          1.000           0.275          1.000           1.25            1.12           0.47           0.20           0.38           0.15           0.07           0.54           0.01            0.00           0.00              ?          0.188          0.233          0.204           0.387           0.647           0.00            0.0
             99           1989          2.640         5423.0         4658.5         593.03           1.27           0.14           0.35          0.139          1.000           0.278          1.000           1.26            1.12           0.49           0.20           0.37           0.15           0.07           0.56           0.01            0.00           0.00              ?          0.187          0.232          0.204           0.386           0.636           0.00            0.0
            100           1989          2.600         5439.9         4662.4         593.11           1.28           0.14           0.34          0.137          1.000           0.274          1.000           1.27            1.13           0.50           0.20           0.36           0.15           0.07           0.57           0.01           -0.00           0.00              ?          0.186          0.232          0.204           0.385           0.625           0.00            0.0
            101           1989          2.561         5450.3         4660.2         592.47           1.28           0.14           0.34          0.136          1.000           0.271          1.000           1.27            1.13           0.52           0.19           0.35           0.15           0.08           0.59           0.01            0.00           0.00              ?          0.185          0.231          0.200           0.385           0.614           0.00            0.0
            102           1989          2.516         5464.4         4659.7         592.07           1.29           0.15           0.33          0.133          1.000           0.266          1.000           1.28            1.14           0.53           0.19           0.34           0.15           0.08           0.61           0.01            0.00           0.00              ?          0.185          0.231          0.194           0.383           0.603           0.00            0.0
            103           1989          2.475         5479.2         4661.1         591.87           1.29           0.15           0.32          0.132          1.000           0.264          1.000           1.29            1.14           0.55           0.18           0.33           0.15           0.08           0.63           0.01            0.00           0.00              ?          0.184          0.229          0.189           0.382           0.592           0.00            0.0
            104           1989          2.440         5495.8         4666.5         591.79           1.30           0.15           0.32          0.121          1.000           0.243          1.000           1.30            1.15           0.56           0.18           0.32           0.15           0.08           0.65           0.01            0.00           0.00              ?          0.183          0.228          0.185           0.380           0.583           0.00            0.0
            105           1989          2.408         5510.8         4671.0         591.61           1.30           0.15           0.31          0.109          1.000           0.218          1.000           1.30            1.15           0.56           0.18           0.32           0.15           0.09           0.65           0.01            0.00           0.00              ?          0.187          0.230          0.186           0.369           0.588           0.00            0.0
            106           1989          2.375         5536.3         4685.8         592.46           1.31           0.15           0.23          0.194          1.000           0.388          1.000           1.31            1.16           0.56           0.18           0.32           0.15           0.09           0.65           0.01            0.00           0.00              ?          0.190          0.234          0.187           0.358           0.592           0.00            0.0
            107           1989          2.336         5552.1         4688.9         592.16           1.31           0.16           0.16          0.279          1.000           0.558          1.000           1.31            1.16           0.56           0.18           0.33           0.15           0.09           0.65           0.01            0.00           0.00              ?          0.191          0.238          0.187           0.358           0.595           0.00            0.0
            108           1989          2.300         5567.4         4692.5         591.90           1.32           0.16           0.10          0.381          1.000           0.762          1.000           1.32            1.16           0.56           0.18           0.33           0.15           0.09           0.65           0.01            0.00           0.00              ?          0.192          0.243          0.186           0.358           0.597           0.00            0.0
            109           1989          2.261         5578.0         4690.5         591.08           1.32           0.16           0.10          0.433          1.000           0.866          1.000           1.32            1.16           0.56           0.18           0.33           0.15           0.09           0.65           0.01            0.00           0.00              ?          0.193          0.248          0.186           0.358           0.600           0.00            0.0
            110           1989          2.221         5583.2         4682.8         589.70           1.32           0.16           0.09          0.484          1.000           0.968          1.000           1.33            1.17           0.56           0.18           0.33           0.16           0.09           0.65           0.01            0.00           0.00              ?          0.194          0.254          0.186           0.358           0.602           0.00            0.0
            111           1989          0.000         5583.2         3961.5         516.97           1.20           0.29           0.08          0.535          1.000           1.000          1.000           1.33            1.04           0.56           0.06           0.33           0.16           0.09           0.65           0.01            0.00           0.00              ?          0.200          0.000          0.188           0.358           0.477           0.00            0.0
            112           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            7.5
            113           1989          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            7.4
