Summary_file = soybean.sum
Title = soybean Sample Simulation
       day      year            lai        biomass  green_biomass
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)
       320      1988          0.000          0.000          0.000
       321      1988          0.000          0.000          0.000
       322      1988          0.000          0.000          0.000
       323      1988          0.000          0.000          0.000
       324      1988          0.000          0.000          0.000
       325      1988          0.000          0.000          0.000
       326      1988          0.000          0.000          0.000
       327      1988          0.000          0.000          0.000
       328      1988          0.000          0.000          0.000
       329      1988          0.000          0.000          0.000
       330      1988          0.000          0.000          0.000
       331      1988          0.000          0.000          0.000
       332      1988          0.000          0.000          0.000
       333      1988          0.000          0.000          0.000
       334      1988          0.000          0.000          0.000
       335      1988          0.007          7.500          7.500
       336      1988          0.010          8.459          8.459
       337      1988          0.012          9.660          9.660
       338      1988          0.015         10.959         10.959
       339      1988          0.019         12.816         12.816
       340      1988          0.024         15.159         15.159
       341      1988          0.030         17.858         17.858
       342      1988          0.035         20.265         20.265
       343      1988          0.040         22.722         22.722
       344      1988          0.049         26.635         26.635
       345      1988          0.060         31.723         31.723
       346      1988          0.075         38.775         38.775
       347      1988          0.091         45.959         45.959
       348      1988          0.112         55.910         55.910
       349      1988          0.140         68.620         68.620
       350      1988          0.171         83.357         83.357
       351      1988          0.198         95.879         95.879
       352      1988          0.218        105.072        105.072
       353      1988          0.242        116.037        116.037
       354      1988          0.293        139.886        139.886
       355      1988          0.358        169.828        169.828
       356      1988          0.434        207.868        207.868
       357      1988          0.520        249.615        249.615
       358      1988          0.604        299.807        299.807
       359      1988          0.696        355.889        355.889
       360      1988          0.829        422.318        422.318
       361      1988          0.976        500.025        500.025
       362      1988          1.094        569.407        569.407
       363      1988          1.263        670.661        670.661
       364      1988          1.436        776.105        776.105
       365      1988          1.610        883.602        883.602
       366      1988          1.792        997.673        997.673
         1      1989          1.991       1125.079       1125.079
         2      1989          2.137       1219.801       1219.801
         3      1989          2.328       1344.648       1344.648
         4      1989          2.563       1497.498       1497.498
         5      1989          2.823       1666.728       1666.728
         6      1989          2.995       1778.470       1778.470
         7      1989          3.216       1922.750       1922.750
         8      1989          3.476       2091.841       2091.841
         9      1989          3.742       2264.931       2264.931
        10      1989          4.053       2467.173       2467.173
        11      1989          4.321       2643.138       2642.636
        12      1989          4.625       2847.874       2844.089
        13      1989          4.920       3055.286       3044.644
        14      1989          5.169       3240.769       3219.351
        15      1989          5.324       3441.418       3405.591
        16      1989          5.472       3643.017       3590.347
        17      1989          5.619       3851.327       3779.375
        18      1989          5.767       4068.903       3975.138
        19      1989          5.890       4270.455       4152.221
        20      1989          5.990       4456.778       4311.780
        21      1989          6.079       4640.669       4466.237
        22      1989          6.137       4797.113       4592.233
        23      1989          6.174       4936.944       4700.450
        24      1989          6.205       5073.335       4804.458
        25      1989          6.301       5275.730       4973.803
        26      1989          6.392       5480.130       5143.145
        27      1989          6.449       5656.786       5282.785
        28      1989          6.534       5865.257       5452.981
        29      1989          6.585       6045.716       5593.278
        30      1989          6.369       6160.043       5607.060
        31      1989          6.042       6242.592       5564.760
        32      1989          5.889       6359.094       5599.126
        33      1989          5.960       6516.518       5729.498
        34      1989          6.017       6664.956       5849.514
        35      1989          5.989       6732.619       5887.638
        36      1989          5.938       6776.192       5902.218
        37      1989          5.975       6903.115       6001.119
        38      1989          6.039       7059.686       6128.940
        39      1989          5.941       7197.485       6236.730
        40      1989          5.676       7276.944       6235.572
        41      1989          5.336       7328.257       6183.466
        42      1989          5.238       7423.463       6248.742
        43      1989          5.186       7529.673       6339.146
        44      1989          4.915       7589.883       6316.668
        45      1989          4.615       7633.384       6268.950
        46      1989          4.322       7669.776       6215.849
        47      1989          4.036       7699.643       6158.593
        48      1989          3.796       7736.877       6122.748
        49      1989          3.558       7765.468       6078.856
        50      1989          3.311       7782.697       6021.035
        51      1989          3.068       7792.347       5956.663
        52      1989          3.068       7882.740       6047.057
        53      1989          3.068       7988.995       6153.311
        54      1989          3.068       8085.732       6250.048
        55      1989          3.020       8157.853       6307.413
        56      1989          2.813       8262.302       6348.652
        57      1989          2.630       8362.229       6392.940
        58      1989          2.432       8455.424       6425.936
        59      1989          2.279       8505.316       6429.212
        60      1989          2.098       8569.947       6438.640
        61      1989          1.853       8641.368       6435.296
        62      1989          1.660       8682.398       6417.576
        63      1989          1.454       8725.134       6397.746
        64      1989          1.231       8756.368       6360.974
        65      1989          1.020       8815.239       6355.464
        66      1989          0.895       8869.295       6371.390
        67      1989          0.788       8916.761       6386.318
        68      1989          0.673       8962.132       6396.602
        69      1989          0.548       9004.160       6400.633
        70      1989          0.308       9038.085       6361.476
        71      1989          0.058       9056.908       6304.044
        72      1989          0.000       9059.279       6288.832
        73      1989          0.000       9058.607          0.000
        74      1989          0.000          0.000          0.000
        75      1989          0.000          0.000          0.000
        76      1989          0.000          0.000          0.000
        77      1989          0.000          0.000          0.000
        78      1989          0.000          0.000          0.000
        79      1989          0.000          0.000          0.000
        80      1989          0.000          0.000          0.000
        81      1989          0.000          0.000          0.000
        82      1989          0.000          0.000          0.000
        83      1989          0.000          0.000          0.000
        84      1989          0.000          0.000          0.000
        85      1989          0.000          0.000          0.000
        86      1989          0.000          0.000          0.000
        87      1989          0.000          0.000          0.000
        88      1989          0.000          0.000          0.000
        89      1989          0.000          0.000          0.000
        90      1989          0.000          0.000          0.000
