Summary_file = 
Title = stock lablab SAMPLE Simulation
           Date           rain            das          stage            lai        biomass          yield     root_depth             ep         height         dlt_dm dlt_dm_green(1) dlt_dm_green(2) dlt_dm_green(3) dlt_dm_green(4) dlt_dm_green(5) dlt_dm_green(6)  dm_green_root  dm_green_stem  dm_green_leaf dlt_dm_senesced(1) dlt_dm_senesced(2) dlt_dm_senesced(3) dlt_dm_senesced(4) dlt_dm_senesced(5) dlt_dm_senesced(6)    dm_sen_stem    dm_sen_leaf      dm_dead() dm_feed_on_offer() dm_feed_removed() herbage_trampling
            (?)            (?)            (d)             ()      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)           (mm)           (mm)        (g/m^2)         (g/m^2)         (g/m^2)         (g/m^2)         (g/m^2)         (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)                (?)               (?)               (?)
     03/04/1989          3.200            180          3.000          0.037         34.462          0.000       1800.000          0.017          3.570          0.156           0.156           0.125           0.031           0.000           0.000           0.000         16.346          0.446          3.000              0.084              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             36.311             5.925           901.683
     04/04/1989          0.400            181          3.000          0.036         34.375          0.000       1800.000          0.030          3.500          0.229           0.229           0.184           0.046           0.000           0.000           0.000         16.229          0.438          3.000              0.083              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             36.756             5.626           897.003
     05/04/1989          0.400            182          3.000          0.038         34.474          0.000       1800.000          0.072          3.579          0.318           0.318           0.254           0.064           0.000           0.000           0.000         16.211          0.447          3.000              0.083              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             37.551             5.540           892.214
     06/04/1989          0.200            183          3.000          0.040         34.594          0.000       1800.000          0.077          3.675          0.338           0.338           0.271           0.068           0.000           0.000           0.000         16.210          0.459          3.000              0.083              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             37.858             5.651           887.416
     07/04/1989          0.000            184          3.000          0.043         34.796          0.000       1800.000          0.074          3.837          0.344           0.344           0.275           0.069           0.000           0.000           0.000         16.253          0.480          3.000              0.083              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             38.032             4.818           882.699
     08/04/1989          0.000            185          3.000          0.049         35.222          0.000       1800.000          0.105          4.178          0.423           0.423           0.338           0.085           0.000           0.000           0.000         16.415          0.522          3.000              0.083              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             39.026             4.004           743.910
     09/04/1989          0.000            186          3.000          0.056         35.914          0.000       1800.000          0.146          4.591          0.500           0.500           0.400           0.100           0.000           0.000           0.000         16.641          0.574          3.017              0.085              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             40.224             4.310           603.899
     10/04/1989          0.000            187          3.000          0.065         37.918          0.000       1800.000          0.171          5.137          0.551           0.551           0.441           0.110           0.000           0.000           0.000         16.953          0.642          3.150              0.086              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             41.425             3.507           600.928
     11/04/1989          0.300            188          3.000          0.069         38.054          0.000       1800.000          0.063          5.393          0.400           0.400           0.320           0.080           0.000           0.000           0.000         17.098          0.674          3.131              0.087              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             41.920             3.865           459.804
     12/04/1989          3.400            189          3.000          0.077         39.941          0.000       1800.000          0.202          5.920          0.592           0.592           0.474           0.118           0.000           0.000           0.000         17.431          0.740          3.254              0.088              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             43.975             4.035           457.823
     13/04/1989          0.000            190          3.000          0.087         42.534          0.000       1800.000          0.127          6.563          0.698           0.698           0.558           0.140           0.000           0.000           0.000         17.858          0.820          3.433              0.091              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             46.917             4.383           455.930
     14/04/1989          0.000            191          3.000          0.102         47.079          0.000       1800.000          0.321          7.526          0.935           0.935           0.748           0.187           0.000           0.000           0.000         18.514          0.941          3.767              0.094              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             51.888             4.809           454.207
     15/04/1989          0.000            192          3.000          0.118         51.987          0.000       1800.000          0.380          8.565          1.034           1.034           0.827           0.207           0.000           0.000           0.000         19.253          1.071          4.128              0.098              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             57.415             5.428           452.688
     16/04/1989          0.000            193          3.000          0.135         57.566          0.000       1800.000          0.428          9.734          1.166           1.166           0.933           0.233           0.000           0.000           0.000         20.108          1.217          4.540              0.102              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             63.648             6.082           451.461
     17/04/1989          0.000            194          3.000          0.156         64.733          0.000       1800.000          0.470         11.184          1.397           1.397           1.118           0.279           0.000           0.000           0.000         21.177          1.398          5.075              0.108              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             71.535             6.803           450.535
     18/04/1989          0.000            195          3.000          0.178         72.351          0.000       1800.000          0.490         12.745          1.528           1.528           1.223           0.306           0.000           0.000           0.000         22.356          1.593          5.642              0.114              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             80.015             7.664           449.940
     19/04/1989          0.000            196          3.000          0.200         80.159          0.000       1800.000          0.467         14.380          1.636           1.636           1.309           0.327           0.000           0.000           0.000         23.621          1.797          6.218              0.120              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             88.715             8.555           449.732
     20/04/1989          0.000            197          3.000          0.225         89.021          0.000       1800.000          0.506         16.231          1.832           1.832           1.465           0.366           0.000           0.000           0.000         25.059          2.029          6.873              0.127              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             98.477             9.455           449.819
     21/04/1989          0.000            198          3.000          0.252         98.793          0.000       1800.000          0.615         18.286          2.020           2.020           1.616           0.404           0.000           0.000           0.000         26.659          2.286          7.594              0.135              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            109.224            10.430           450.086
     22/04/1989          0.400            199          3.000          0.276        107.643          0.000       1800.000          0.760         20.258          2.030           2.030           1.624           0.406           0.000           0.000           0.000         28.241          2.532          8.232              0.143              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            119.095            11.452           450.549
     23/04/1989          0.000            200          3.000          0.260        102.564          0.000       1800.000          0.060         20.033          0.724           0.724           0.579           0.145           0.000           0.000           0.000         28.474          2.504          7.752              0.145              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            114.885            12.322           451.216
     24/04/1989         26.000            201          3.000          0.242         96.397          0.000       1800.000          0.045         19.560          0.600           0.600           0.480           0.120           0.000           0.000           0.000         28.564          2.445          7.195              0.145              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            108.568            12.171           452.055
     25/04/1989          3.100            202          3.000          0.224         90.174          0.000       1800.000          0.023         18.994          0.568           0.568           0.455           0.114           0.000           0.000           0.000         28.605          2.374          6.643              0.146              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            102.081            11.907           452.857
     26/04/1989         60.600            203          3.000          0.233         93.370          0.000       1800.000          0.295         19.889          1.484           1.484           1.188           0.297           0.000           0.000           0.000         29.565          2.486          6.851              0.150              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            105.018            11.648           453.599
     27/04/1989          2.400            204          3.000          0.244         97.582          0.000       1800.000          0.276         20.966          1.628           1.628           1.302           0.326           0.000           0.000           0.000         30.650          2.621          7.138              0.156              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            109.650            12.068           454.286
     28/04/1989          0.400            205          3.000          0.264        105.464          0.000       1800.000          0.485         22.669          2.046           2.046           1.637           0.409           0.000           0.000           0.000         32.139          2.834          7.713              0.163              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            118.040            12.576           455.055
     29/04/1989          0.000            206          3.000          0.282        112.299          0.000       1800.000          0.569         24.265          2.016           2.016           1.613           0.403           0.000           0.000           0.000         33.573          3.033          8.197              0.171              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            125.628            13.329           455.925
     30/04/1989          0.000            207          3.000          0.299        119.037          0.000       1800.000          0.526         25.898          2.074           2.074           1.659           0.415           0.000           0.000           0.000         35.041          3.237          8.667              0.178              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            133.039            14.002           456.946
     01/05/1989          0.000            208          3.000          0.319        126.869          0.000       1800.000          0.615         27.763          2.249           2.249           1.800           0.450           0.000           0.000           0.000         36.661          3.470          9.217              0.186              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            141.532            14.663           458.101
     02/05/1989          0.000            209          3.000          0.343        136.571          0.000       1800.000          0.671         30.000          2.509           2.509           2.007           0.502           0.000           0.000           0.000         38.516          3.750          9.907              0.196              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            151.956            15.385           459.388
     03/05/1989          0.000            210          3.000          0.350        139.935          0.000       1800.000          0.400         31.284          1.953           1.953           1.562           0.391           0.000           0.000           0.000         39.780          3.911         10.083              0.202              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            156.101            16.166           460.820
     04/05/1989          0.000            211          3.000          0.375        149.890          0.000       1800.000          0.703         33.668          2.657           2.657           2.126           0.531           0.000           0.000           0.000         41.731          4.209         10.780              0.212              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            166.506            16.615           462.409
     05/05/1989          0.000            212          3.000          0.410        163.961          0.000       1800.000          1.046         36.819          3.147           3.147           2.518           0.629           0.000           0.000           0.000         44.149          4.602         11.794              0.224              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            181.362            17.401           464.087
     06/05/1989          0.000            213          3.000          0.420        168.942          0.000       1800.000          0.602         38.617          2.328           2.328           1.863           0.466           0.000           0.000           0.000         45.707          4.827         12.067              0.232              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            187.245            18.302           465.928
     07/05/1989          3.600            214          3.000          0.387        158.589          0.000       1800.000          0.048         37.930          0.836           0.836           0.669           0.167           0.000           0.000           0.000         45.721          4.741         11.118              0.233              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            177.301            18.712           467.954
     08/05/1989         18.400            215          3.000          0.362        150.878          0.000       1800.000          0.128         37.526          1.076           1.076           0.861           0.215           0.000           0.000           0.000         45.949          4.691         10.397              0.234              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            169.350            18.471           470.057
     09/05/1989          1.000            216          3.000          0.360        151.256          0.000       1800.000          0.209         38.340          1.872           1.872           1.498           0.374           0.000           0.000           0.000         46.957          4.792         10.333              0.239              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            169.598            18.342           472.096
     10/05/1989          0.000            217          3.000          0.344        146.513          0.000       1800.000          0.192         38.282          1.377           1.377           1.102           0.275           0.000           0.000           0.000         47.432          4.785          9.866              0.242              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            165.026            18.513           474.099
     11/05/1989          0.000            218          3.000          0.355        151.333          0.000       1800.000          0.454         39.732          2.332           2.332           1.866           0.466           0.000           0.000           0.000         48.855          4.967         10.167              0.249              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            169.834            18.502           476.130
     12/05/1989          0.000            219          3.000          0.364        155.619          0.000       1800.000          0.600         41.140          2.316           2.316           1.853           0.463           0.000           0.000           0.000         50.238          5.142         10.419              0.256              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            174.494            18.875           478.154
     13/05/1989          0.000            220          3.000          0.375        160.752          0.000       1800.000          0.634         42.727          2.436           2.436           1.949           0.487           0.000           0.000           0.000         51.718          5.341         10.734              0.263              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            179.975            19.223           480.254
     14/05/1989          0.000            221          3.000          0.379        163.491          0.000       1800.000          0.462         43.965          2.232           2.232           1.786           0.446           0.000           0.000           0.000         52.966          5.496         10.853              0.270              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            183.074            19.583           482.425
     15/05/1989          0.200            222          3.000          0.350        154.013          0.000       1800.000          0.095         43.158          1.027           1.027           0.822           0.205           0.000           0.000           0.000         52.955          5.395         10.007              0.270              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            173.763            19.750           484.669
     16/05/1989          1.600            223          3.000          0.322        144.824          0.000       1800.000          0.120         42.202          1.026           1.026           0.820           0.205           0.000           0.000           0.000         52.907          5.275          9.207              0.270              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            164.269            19.445           486.937
     17/05/1989          2.200            224          3.000          0.290        133.765          0.000       1800.000          0.044         40.718          0.801           0.801           0.641           0.160           0.000           0.000           0.000         52.593          5.090          8.287              0.269              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            152.839            19.074           489.121
     18/05/1989          1.400            225          3.000          0.282        131.341          0.000       1800.000          0.295         40.504          1.629           1.629           1.303           0.326           0.000           0.000           0.000         53.096          5.063          8.071              0.271              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            150.054            18.713           491.207
     19/05/1989          0.000            226          3.000          0.272        127.746          0.000       1800.000          0.279         40.022          1.501           1.501           1.201           0.300           0.000           0.000           0.000         53.445          5.003          7.772              0.273              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            146.352            18.606           493.207
     20/05/1989          0.000            227          3.000          0.263        124.482          0.000       1800.000          0.272         39.515          1.518           1.518           1.215           0.304           0.000           0.000           0.000         53.789          4.939          7.509              0.275              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            142.929            18.447           495.175
     21/05/1989          0.000            228          3.000          0.251        120.267          0.000       1800.000          0.243         38.766          1.405           1.405           1.124           0.281           0.000           0.000           0.000         53.995          4.846          7.181              0.276              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            138.533            18.266           497.102
     22/05/1989          0.000            229          3.000          0.233        113.558          0.000       1800.000          0.267         37.478          1.127           1.127           0.902           0.225           0.000           0.000           0.000         53.889          4.685          6.671              0.276              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            131.542            17.984           498.982
     23/05/1989          8.400            230          3.000          0.214        105.934          0.000       1800.000          0.140         35.876          0.993           0.993           0.794           0.199           0.000           0.000           0.000         53.615          4.485          6.109              0.274              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            123.484            17.549           500.791
     24/05/1989          0.000            231          3.000          0.187         95.604          0.000       1800.000          0.180         33.610          0.664           0.664           0.531           0.133           0.000           0.000           0.000         52.965          4.201          5.359              0.271              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            112.570            16.966           502.495
     25/05/1989          0.000            232          3.000          0.170         88.127          0.000       1800.000          0.222         31.636          0.876           0.876           0.700           0.175           0.000           0.000           0.000         52.510          3.955          4.858              0.269              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000            104.360            16.233           504.060
     26/05/1989          0.000            233          3.000          0.139         75.373          0.000       1800.000          0.024         28.521          0.267           0.267           0.213           0.053           0.000           0.000           0.000         51.374          3.565          3.972              0.264              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             90.793            15.420           505.463
     27/05/1989          1.000            234          3.000          0.114         64.354          0.000       1800.000          0.026         25.434          0.322           0.322           0.258           0.064           0.000           0.000           0.000         50.254          3.179          3.256              0.258              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             78.593            14.239           506.677
     28/05/1989          0.000            235          3.000          0.099         58.559          0.000       1800.000          0.089         22.847          0.566           0.566           0.453           0.113           0.000           0.000           0.000         49.378          2.856          3.000              0.254              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             70.015            13.076           507.635
     29/05/1989          0.000            236          3.000          0.083         55.147          0.000       1800.000          0.084         20.117          0.358           0.358           0.287           0.072           0.000           0.000           0.000         48.296          2.515          3.000              0.249              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             62.144            12.045           508.355
     30/05/1989          0.000            237          3.000          0.072         52.309          0.000       1800.000          0.083         17.847          0.355           0.355           0.284           0.071           0.000           0.000           0.000         47.300          2.231          3.000              0.243              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             58.697            11.062           508.870
     31/05/1989          0.000            238          3.000          0.063         49.867          0.000       1800.000          0.044         15.894          0.314           0.314           0.251           0.063           0.000           0.000           0.000         46.339          1.987          3.000              0.238              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             55.446            10.183           509.209
     01/06/1989          3.000            239          3.000          0.054         48.112          0.000       1800.000          0.006         14.489          0.041           0.041           0.033           0.008           0.000           0.000           0.000         45.449          1.811          3.000              0.232              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             50.274             6.429           509.388
     02/06/1989          0.000            240          3.000          0.050         46.764          0.000       1800.000          0.023         13.411          0.130           0.130           0.104           0.026           0.000           0.000           0.000         44.708          1.676          3.000              0.228              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             49.408             6.006           350.936
     03/06/1989          0.000            241          3.000          0.048         45.728          0.000       1800.000          0.042         12.583          0.200           0.200           0.160           0.040           0.000           0.000           0.000         44.085          1.573          3.000              0.225              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             48.764             5.669           350.819
     04/06/1989          0.000            242          3.000          0.047         44.884          0.000       1800.000          0.051         11.908          0.233           0.233           0.186           0.047           0.000           0.000           0.000         43.530          1.488          3.000              0.222              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             48.056             5.400           350.566
     05/06/1989          1.000            243          3.000          0.044         43.841          0.000       1800.000          0.007         11.073          0.092           0.092           0.073           0.018           0.000           0.000           0.000         42.847          1.384          3.000              0.218              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             45.800             5.165           350.205
     06/06/1989         13.200            244          3.000          0.040         42.845          0.000       1800.000          0.002         10.276          0.056           0.056           0.045           0.011           0.000           0.000           0.000         42.160          1.285          3.000              0.215              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             44.399             4.877           349.746
     07/06/1989          0.400            245          3.000          0.036         41.899          0.000       1800.000          0.004          9.519          0.029           0.029           0.024           0.006           0.000           0.000           0.000         41.473          1.190          3.000              0.211              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000             43.139             4.644           349.169
     08/06/1989          0.000            246          3.000          0.035         44.381          0.000       1800.000          0.005          8.837          0.027           0.027           0.021           0.005           0.000           0.000           0.000         40.822          1.105          3.000              0.207              0.355              0.000              0.000              0.000              0.000          0.000          0.333          0.000             42.167             4.158           348.499
     09/06/1989          0.400            247          3.000          0.035         43.556          0.000       1800.000          0.006          8.320          0.049           0.049           0.039           0.010           0.000           0.000           0.000         40.259          1.040          3.000              0.204              0.000              0.000              0.000              0.000              0.000          0.000          0.316          0.000             44.871             3.968           347.580
     10/06/1989          1.000            248          3.000          0.035         49.472          0.000       1800.000          0.000          7.752          0.000           0.000           0.000           0.000           0.000           0.000           0.000         39.664          0.969          3.000              0.201              0.720              0.000              0.000              0.000              0.000          0.000          0.978          0.000             43.556             3.515           346.605
     11/06/1989          0.000            249          3.000          0.035         64.361          0.000       1800.000          0.000          7.281          0.000           0.000           0.000           0.000           0.000           0.000           0.000         39.143          0.910          3.000              0.198              1.680              0.000              0.000              0.000              0.000          0.000          2.526          0.000             49.472             2.974           345.312
     12/06/1989          0.600            250          3.000          0.035         63.138          0.000       1800.000          0.002          7.008          0.023           0.023           0.019           0.005           0.000           0.000           0.000         38.739          0.876          3.000              0.196              0.000              0.000              0.000              0.000              0.000          0.000          2.438          0.000             64.592             3.044           343.631
     13/06/1989          0.200            251          3.000          0.035         62.121          0.000       1800.000          0.021          6.859          0.092           0.092           0.073           0.018           0.000           0.000           0.000         38.413          0.857          3.000              0.194              0.000              0.000              0.000              0.000              0.000          0.000          2.355          0.000             64.055             2.962           342.176
     14/06/1989          0.000            252          3.000          0.036         61.180          0.000       1800.000          0.028          6.746          0.110           0.110           0.088           0.022           0.000           0.000           0.000         38.110          0.843          3.000              0.193              0.000              0.000              0.000              0.000              0.000          0.000          2.275          0.000             63.223             2.924           340.699
     15/06/1989          0.000            253          3.000          0.037         60.251          0.000       1800.000          0.024          6.621          0.099           0.099           0.080           0.020           0.000           0.000           0.000         37.799          0.828          3.000              0.191              0.000              0.000              0.000              0.000              0.000          0.000          2.197          0.000             62.174             2.888           339.213
     16/06/1989          0.000            254          3.000          0.037         59.372          0.000       1800.000          0.026          6.513          0.106           0.106           0.085           0.021           0.000           0.000           0.000         37.500          0.814          3.000              0.190              0.000              0.000              0.000              0.000              0.000          0.000          2.123          0.000             61.313             2.846           337.717
     17/06/1989          0.000            255          3.000          0.039         58.567          0.000       1800.000          0.017          6.441          0.126           0.126           0.101           0.025           0.000           0.000           0.000         37.224          0.805          3.000              0.188              0.000              0.000              0.000              0.000              0.000          0.000          2.052          0.000             60.631             2.814           336.220
     18/06/1989          0.000            256          3.000          0.042         57.953          0.000       1800.000          0.046          6.497          0.206           0.206           0.165           0.041           0.000           0.000           0.000         37.032          0.812          3.000              0.187              0.000              0.000              0.000              0.000              0.000          0.000          1.983          0.000             60.623             2.802           334.731
     19/06/1989          0.000            257          3.000          0.042         57.145          0.000       1800.000          0.019          6.396          0.110           0.110           0.088           0.022           0.000           0.000           0.000         36.741          0.799          3.000              0.186              0.000              0.000              0.000              0.000              0.000          0.000          1.915          0.000             59.058             2.821           333.251
     20/06/1989          0.000            258          3.000          0.042         56.324          0.000       1800.000          0.010          6.267          0.090           0.090           0.072           0.018           0.000           0.000           0.000         36.432          0.783          3.000              0.184              0.000              0.000              0.000              0.000              0.000          0.000          1.849          0.000             58.046             2.789           331.789
     21/06/1989          0.000            259          3.000          0.035         67.997          0.000       1800.000          0.000          5.987          0.000           0.000           0.000           0.000           0.000           0.000           0.000         36.033          0.748          3.000              0.182              1.320              0.000              0.000              0.000              0.000          0.000          3.051          0.000             56.324             2.511           330.314
     22/06/1989          0.000            260          3.000          0.035         67.006          0.000       1800.000          0.013          5.892          0.072           0.072           0.057           0.014           0.000           0.000           0.000         35.755          0.737          3.000              0.181              0.000              0.000              0.000              0.000              0.000          0.000          2.964          0.000             68.714             2.556           328.548
     23/06/1989          0.000            261          3.000          0.035         68.268          0.000       1800.000          0.013          5.780          0.060           0.060           0.048           0.012           0.000           0.000           0.000         35.467          0.722          3.000              0.179              0.233              0.000              0.000              0.000              0.000          0.000          3.104          0.000             67.604             2.499           326.957
     24/06/1989          0.000            262          3.000          0.035         67.149          0.000       1800.000          0.000          5.584          0.000           0.000           0.000           0.000           0.000           0.000           0.000         35.126          0.698          3.000              0.177              0.000              0.000              0.000              0.000              0.000          0.000          3.017          0.000             68.268             2.486           325.308
     25/06/1989          0.000            263          3.000          0.035         78.848          0.000       1800.000          0.000          5.391          0.000           0.000           0.000           0.000           0.000           0.000           0.000         34.792          0.674          3.000              0.176              1.320              0.000              0.000              0.000              0.000          0.000          4.211          0.000             67.149             2.238           323.668
     26/06/1989          0.000            264          3.000          0.035        104.459          0.000       1800.000          0.000          5.228          0.000           0.000           0.000           0.000           0.000           0.000           0.000         34.486          0.654          3.000              0.174              2.760              0.000              0.000              0.000              0.000          0.000          6.792          0.000             78.848             2.036           321.800
     27/06/1989          0.000            265          3.000          0.035        123.979          0.000       1800.000          0.006          5.145          0.022           0.022           0.018           0.004           0.000           0.000           0.000         34.237          0.643          3.000              0.173              2.135              0.000              0.000              0.000              0.000          0.000          8.755          0.000            104.681             2.071           319.720
     28/06/1989          0.000            266          3.000          0.036        122.600          0.000       1800.000          0.012          5.147          0.062           0.062           0.050           0.012           0.000           0.000           0.000         34.045          0.643          3.000              0.171              0.000              0.000              0.000              0.000              0.000          0.000          8.617          0.000            124.598             2.185           317.719
     29/06/1989          5.400            267          3.000          0.038        121.305          0.000       1800.000          0.012          5.199          0.094           0.094           0.075           0.019           0.000           0.000           0.000         33.886          0.650          3.000              0.171              0.000              0.000              0.000              0.000              0.000          0.000          8.480          0.000            123.539             2.180           315.933
     30/06/1989          0.800            268          3.000          0.039        119.952          0.000       1800.000          0.017          5.228          0.081           0.081           0.065           0.016           0.000           0.000           0.000         33.712          0.653          3.000              0.170              0.000              0.000              0.000              0.000              0.000          0.000          8.342          0.000            122.119             2.228           314.185
