Summary_file = std.sum
Title = Constant CO2 levels
           Date          yield            co2
             ()        (kg/ha)             ()
     25/10/1940       4524.054        350.000
     31/10/1941       2101.178        350.000
     26/10/1942       1484.709        350.000
     05/11/1943       2666.564        350.000
     30/10/1944       3039.661        350.000
     02/11/1945       2628.536        350.000
     03/11/1946       2685.803        350.000
     05/11/1947       2836.164        350.000
     04/11/1948       2352.188        350.000
     02/11/1949       2348.983        350.000
     30/10/1950       2258.389        350.000
     04/11/1951       2225.836        350.000
     03/11/1952       2286.360        350.000
     04/11/1953       1966.989        350.000
     28/10/1954       2289.348        350.000
     31/10/1955       1955.004        350.000
     12/11/1956       1733.664        350.000
     31/10/1957       2182.054        350.000
     04/11/1958       2244.757        350.000
     03/11/1959       1869.077        350.000
     05/11/1960       2101.303        350.000
     02/11/1961       1807.321        350.000
     01/11/1962       1410.054        350.000
     03/11/1963       1552.140        350.000
     05/11/1964       1543.147        350.000
     29/10/1965       1712.132        350.000
     08/11/1966       1770.493        350.000
     31/10/1967       1523.604        350.000
     06/11/1968       1648.032        350.000
     03/11/1969       1713.027        350.000
     05/11/1970       1282.300        350.000
     04/11/1971       1177.587        350.000
     30/10/1972       1245.496        350.000
     22/10/1973       1355.557        350.000
     06/11/1974       1427.758        350.000
     30/10/1975       1087.152        350.000
     06/11/1976       1121.669        350.000
     01/11/1977       1004.181        350.000
     10/11/1978       1184.705        350.000
     30/10/1979        934.032        350.000
     24/10/1980       1194.596        350.000
     02/11/1981       1086.603        350.000
     03/11/1982        954.681        350.000
     30/10/1983        765.433        350.000
     07/11/1984        721.595        350.000
     05/11/1985        867.294        350.000
     04/11/1986        938.692        350.000
     01/11/1987        872.338        350.000
     27/10/1988        624.877        350.000
     06/11/1989        825.274        350.000
