Summary_file = csu-N09.sum
Title = south plots
      year     month       day day_month              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)             sw(11)             sw(12)             sw(13)             sw(14)             sw(15)             sw(16)             sw(17)             sw(18)             sw(19)             sw(20)          no3ppm(1)          no3ppm(2)          no3ppm(3)          no3ppm(4)          no3ppm(5)          no3ppm(6)          no3ppm(7)          no3ppm(8)          no3ppm(9)         no3ppm(10)         no3ppm(11)         no3ppm(12)         no3ppm(13)         no3ppm(14)         no3ppm(15)         no3ppm(16)         no3ppm(17)         no3ppm(18)         no3ppm(19)         no3ppm(20)          nh4ppm(1)          nh4ppm(2)          nh4ppm(3)          nh4ppm(4)          nh4ppm(5)          nh4ppm(6)          nh4ppm(7)          nh4ppm(8)          nh4ppm(9)         nh4ppm(10)         nh4ppm(11)         nh4ppm(12)         nh4ppm(13)         nh4ppm(14)         nh4ppm(15)         nh4ppm(16)         nh4ppm(17)         nh4ppm(18)         nh4ppm(19)         nh4ppm(20)
      1994         1        21        21              0.053              0.170              0.194              0.210              0.224              0.268              0.274              0.287              0.304              0.314              0.308              0.331              0.332              0.320              0.334              0.322              0.329              0.335              0.335              0.335              3.449              7.357             11.088             10.440              7.073              4.749              1.915              0.755              1.001              0.977              0.751              0.710              0.654              0.579              0.653              0.585              0.620              0.641              0.630              0.628              0.000              0.284              0.860              0.259              0.114              0.050              0.024              0.009              0.003              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994         5       145        25              0.050              0.086              0.202              0.237              0.247              0.277              0.286              0.304              0.315              0.324              0.317              0.338              0.339              0.327              0.340              0.328              0.334              0.340              0.340              0.341              1.448              0.845              3.168              1.223              0.877              0.688              0.575              1.361              1.442              1.276              0.986              0.888              0.718              0.551              0.585              0.503              0.535              0.567              0.559              0.557              0.007              0.100              0.594              0.074              0.043              0.027              0.019              0.010              0.003              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994         6       166        15              0.051              0.150              0.201              0.237              0.245              0.276              0.285              0.303              0.314              0.323              0.316              0.337              0.338              0.326              0.339              0.327              0.333              0.339              0.339              0.340              1.279              1.612              3.953              1.684              1.072              0.838              0.694              1.385              1.447              1.279              0.985              0.886              0.715              0.547              0.579              0.496              0.527              0.558              0.550              0.549              0.000              0.274              0.533              0.084              0.045              0.028              0.020              0.010              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994         7       207        26              0.051              0.096              0.205              0.235              0.243              0.274              0.283              0.301              0.313              0.321              0.314              0.336              0.337              0.325              0.337              0.325              0.332              0.338              0.338              0.338              3.702              2.226              4.926              2.330              1.333              1.069              0.881              1.420              1.452              1.287              0.991              0.889              0.715              0.544              0.573              0.488              0.517              0.547              0.539              0.538              0.040              0.194              0.504              0.086              0.045              0.029              0.020              0.010              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994         8       222        10              0.050              0.075              0.203              0.231              0.239              0.270              0.282              0.300              0.312              0.321              0.314              0.336              0.336              0.324              0.337              0.325              0.331              0.337              0.338              0.338              4.677              1.893              4.327              1.808              0.972              0.770              0.793              1.430              1.453              1.289              0.993              0.891              0.717              0.544              0.572              0.487              0.515              0.544              0.537              0.536              0.053              0.196              0.476              0.086              0.045              0.029              0.020              0.010              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994         9       250         7              0.052              0.172              0.204              0.212              0.213              0.241              0.264              0.292              0.309              0.319              0.313              0.335              0.335              0.323              0.336              0.324              0.330              0.337              0.337              0.337              1.729              1.135              0.491              0.134              0.078              0.051              0.031              0.032              1.437              1.290              0.997              0.897              0.721              0.546              0.572              0.485              0.513              0.542              0.534              0.533              0.063              0.651              0.733              0.087              0.037              0.023              0.017              0.009              0.003              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994        10       279         6              0.051              0.101              0.189              0.194              0.194              0.212              0.220              0.250              0.304              0.317              0.311              0.333              0.334              0.323              0.336              0.324              0.330              0.336              0.336              0.336              2.532              1.143              0.784              0.205              0.111              0.082              0.054              0.052              1.396              1.285              0.997              0.902              0.727              0.550              0.574              0.486              0.512              0.541              0.533              0.532              0.117              0.284              0.738              0.070              0.025              0.013              0.008              0.007              0.003              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994        11       312         8              0.052              0.159              0.200              0.184              0.184              0.203              0.212              0.240              0.295              0.314              0.309              0.332              0.333              0.321              0.335              0.323              0.329              0.335              0.336              0.336              2.276              3.887              3.339              0.741              0.295              0.202              0.121              0.161              1.336              1.280              0.997              0.906              0.733              0.554              0.578              0.488              0.514              0.541              0.534              0.533              0.572              0.742              1.007              0.050              0.016              0.009              0.005              0.004              0.003              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1994        12       348        14              0.051              0.151              0.195              0.203              0.202              0.216              0.208              0.237              0.284              0.308              0.307              0.330              0.332              0.320              0.334              0.322              0.328              0.335              0.335              0.335              6.242              5.602              5.451              4.546              2.603              0.791              0.205              0.252              1.331              1.281              0.995              0.910              0.740              0.560              0.583              0.492              0.517              0.545              0.537              0.536              0.996              0.806              1.283              0.125              0.040              0.016              0.003              0.003              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995         2        45        14              0.065              0.206              0.235              0.258              0.259              0.291              0.296              0.314              0.321              0.329              0.320              0.341              0.338              0.322              0.333              0.320              0.327              0.333              0.334              0.334             12.080              7.475              4.575              4.423              5.478              6.927              4.784              2.033              1.486              1.421              1.073              0.961              0.775              0.578              0.596              0.501              0.525              0.552              0.545              0.544              1.668              1.301              1.415              0.115              0.041              0.019              0.010              0.006              0.002              0.001              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995         5       129         9              0.052              0.173              0.171              0.176              0.176              0.194              0.205              0.238              0.277              0.299              0.303              0.329              0.333              0.322              0.336              0.325              0.331              0.338              0.338              0.338             12.479             12.325             10.149              5.947              4.944              5.399              4.140              2.087              1.445              1.317              1.008              0.904              0.754              0.570              0.588              0.495              0.522              0.553              0.549              0.549              2.163              1.475              0.540              0.052              0.042              0.053              0.039              0.008              0.004              0.003              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995         6       159         8              0.068              0.158              0.217              0.176              0.176              0.194              0.205              0.238              0.278              0.302              0.303              0.328              0.331              0.320              0.334              0.323              0.330              0.336              0.337              0.337             15.338             13.870             14.470              6.654              5.268              5.688              4.413              2.188              1.492              1.347              1.015              0.908              0.757              0.573              0.591              0.495              0.520              0.549              0.544              0.544              2.656              1.010              1.085              0.045              0.035              0.041              0.031              0.007              0.003              0.003              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995         6       181        30              0.108              0.215              0.235              0.250              0.225              0.194              0.205              0.238              0.278              0.303              0.303              0.327              0.330              0.319              0.333              0.322              0.329              0.335              0.336              0.336             16.110              9.775             11.715             11.317              7.689              5.826              4.516              2.245              1.521              1.359              1.019              0.911              0.759              0.575              0.593              0.497              0.521              0.549              0.544              0.543              1.900              1.362              0.827              0.150              0.103              0.040              0.029              0.007              0.003              0.003              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995         8       214         2              0.051              0.119              0.215              0.221              0.216              0.195              0.205              0.238              0.280              0.304              0.302              0.327              0.329              0.318              0.332              0.321              0.327              0.334              0.334              0.335             22.902              9.714              9.451              7.343              5.921              5.444              4.389              2.325              1.563              1.374              1.024              0.917              0.763              0.578              0.597              0.500              0.523              0.552              0.546              0.546              2.347              0.415              0.621              0.125              0.098              0.038              0.027              0.007              0.004              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995         9       249         6              0.168              0.215              0.219              0.195              0.195              0.191              0.203              0.238              0.281              0.305              0.302              0.326              0.328              0.317              0.331              0.319              0.326              0.333              0.333              0.334             11.448             10.370              7.936              3.807              3.135              3.839              3.346              2.237              1.614              1.389              1.031              0.923              0.768              0.583              0.602              0.504              0.527              0.555              0.550              0.549              1.606              1.125              0.907              0.086              0.055              0.024              0.019              0.006              0.003              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995        10       283        10              0.103              0.166              0.202              0.187              0.185              0.185              0.200              0.235              0.281              0.305              0.302              0.326              0.328              0.316              0.331              0.319              0.326              0.332              0.333              0.333              7.668             10.361             10.574              4.432              3.344              3.756              3.354              2.211              1.654              1.404              1.038              0.931              0.773              0.587              0.607              0.507              0.530              0.558              0.553              0.552              1.097              0.837              1.117              0.060              0.032              0.016              0.014              0.005              0.003              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1995        11       326        22              0.334              0.339              0.279              0.282              0.280              0.316              0.318              0.329              0.330              0.331              0.302              0.325              0.327              0.316              0.330              0.318              0.325              0.332              0.332              0.332              0.212              0.469              1.319              4.025              6.310              9.469              8.387              5.255              2.613              1.620              1.050              0.940              0.781              0.593              0.613              0.512              0.534              0.563              0.557              0.557              0.640              0.821              0.939              0.427              0.169              0.067              0.030              0.008              0.003              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996         1        22        22              0.329              0.334              0.276              0.281              0.280              0.316              0.316              0.325              0.326              0.330              0.322              0.344              0.345              0.334              0.346              0.336              0.341              0.347              0.347              0.348              0.697              1.530              1.687              1.643              1.726              2.979              5.040              6.812              6.419              5.125              3.449              2.630              1.642              0.981              0.840              0.618              0.592              0.596              0.581              0.577              0.855              1.069              1.272              0.346              0.134              0.064              0.036              0.008              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.000              0.000
      1996         3        65         5              0.164              0.191              0.208              0.205              0.189              0.208              0.216              0.235              0.271              0.284              0.283              0.331              0.336              0.326              0.340              0.329              0.335              0.342              0.342              0.342              3.995              3.776              4.117              2.245              1.146              1.197              1.340              1.677              2.425              3.039              3.247              4.707              3.841              2.533              2.062              1.283              0.993              0.813              0.692              0.663              1.102              0.966              1.168              0.121              0.043              0.030              0.016              0.003              0.000              0.000              0.000              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000
      1996         4        93         2              0.051              0.089              0.169              0.174              0.169              0.190              0.202              0.227              0.266              0.277              0.273              0.323              0.331              0.322              0.336              0.325              0.332              0.338              0.339              0.339              7.124              3.521              5.660              2.600              1.320              1.391              1.440              1.673              2.390              2.977              3.236              4.586              3.785              2.498              2.035              1.265              0.980              0.802              0.680              0.655              1.056              0.441              0.419              0.030              0.012              0.014              0.007              0.001              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996         5       135        14              0.303              0.307              0.264              0.254              0.254              0.286              0.294              0.312              0.319              0.321              0.275              0.317              0.327              0.318              0.333              0.322              0.329              0.336              0.336              0.336              2.583              2.756              1.422              1.764              2.345              3.381              3.087              2.574              2.626              3.281              3.268              4.484              3.729              2.479              2.037              1.269              0.982              0.803              0.678              0.657              1.392              1.057              0.850              0.077              0.017              0.017              0.012              0.000              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996         6       163        11              0.125              0.187              0.220              0.230              0.234              0.268              0.279              0.299              0.311              0.319              0.298              0.319              0.326              0.317              0.332              0.320              0.328              0.334              0.335              0.335              9.293              5.897              3.200              1.801              1.983              2.922              2.884              2.385              2.381              3.038              3.420              4.372              3.712              2.473              2.041              1.276              0.990              0.810              0.685              0.665              1.181              1.039              0.715              0.038              0.022              0.020              0.017              0.002              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996         7       191         9              0.052              0.155              0.230              0.242              0.237              0.263              0.274              0.293              0.308              0.315              0.302              0.321              0.326              0.316              0.331              0.319              0.327              0.333              0.334              0.334             11.346              5.670              4.623              2.243              1.909              2.586              2.548              2.088              2.071              2.633              3.112              3.985              3.692              2.470              2.046              1.282              0.997              0.818              0.692              0.673              1.875              0.785              0.437              0.011              0.003              0.004              0.003              0.000              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996         8       227        14              0.052              0.141              0.185              0.197              0.198              0.216              0.222              0.241              0.275              0.287              0.278              0.314              0.324              0.315              0.330              0.318              0.325              0.332              0.333              0.333              6.626              4.726              4.177              1.825              1.407              1.759              1.728              1.416              1.521              1.919              2.307              3.002              2.811              2.461              2.054              1.291              1.006              0.827              0.701              0.684              1.263              0.844              0.354              0.015              0.010              0.009              0.007              0.001              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996         9       261        17              0.051              0.115              0.163              0.175              0.174              0.192              0.203              0.228              0.267              0.277              0.269              0.299              0.318              0.313              0.329              0.317              0.325              0.332              0.332              0.332              3.917              3.983              4.464              2.060              1.398              1.681              1.642              1.363              1.478              1.843              2.207              2.839              2.679              2.419              2.059              1.300              1.015              0.836              0.710              0.693              1.427              0.483              0.255              0.001              0.000              0.002              0.000              0.000              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996        10       289        15              0.051              0.133              0.170              0.177              0.170              0.187              0.199              0.226              0.266              0.276              0.268              0.299              0.316              0.312              0.328              0.317              0.324              0.331              0.331              0.331              6.106              6.023              3.468              1.691              1.218              1.268              1.261              1.123              1.298              1.445              1.812              1.858              1.060              2.352              2.061              1.306              1.022              0.844              0.718              0.701              1.475              0.566              0.430              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996        11       318        13              0.051              0.127              0.163              0.164              0.164              0.174              0.189              0.223              0.264              0.274              0.266              0.295              0.309              0.311              0.327              0.316              0.323              0.330              0.331              0.331              6.171              8.162              4.314              1.798              1.215              1.250              1.223              1.109              1.283              1.437              1.775              1.837              1.157              2.279              2.060              1.312              1.029              0.851              0.726              0.709              1.329              0.522              0.337              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1996        12       345        10              0.072              0.216              0.241              0.266              0.262              0.182              0.186              0.221              0.263              0.273              0.265              0.294              0.306              0.309              0.327              0.315              0.323              0.330              0.330              0.330              6.353              3.228              3.963              4.289              2.803              1.362              1.170              1.022              1.228              1.280              1.614              1.451              0.745              2.216              2.057              1.318              1.035              0.858              0.733              0.716              1.480              1.198              0.281              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1997         1         8         8              0.051              0.111              0.163              0.182              0.186              0.204              0.185              0.220              0.263              0.272              0.265              0.293              0.304              0.308              0.326              0.315              0.322              0.329              0.330              0.330              7.655              5.570              5.047              4.690              3.539              2.573              1.183              1.006              1.209              1.271              1.573              1.435              0.840              2.148              2.052              1.323              1.042              0.866              0.740              0.724              1.454              0.665              0.590              0.046              0.026              0.011              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1997         6       163        12              0.077              0.147              0.193              0.198              0.200              0.221              0.201              0.227              0.266              0.276              0.269              0.299              0.317              0.314              0.331              0.320              0.328              0.335              0.335              0.335              6.203              4.019              3.537              3.026              2.495              2.799              2.461              2.301              2.113              1.788              1.401              1.358              1.135              1.390              1.750              1.485              1.373              1.184              0.982              0.946              1.465              0.879              0.677              0.009              0.011              0.034              0.010              0.003              0.001              0.001              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1997        10       300        27              0.051              0.166              0.211              0.217              0.220              0.255              0.267              0.235              0.264              0.273              0.266              0.294              0.305              0.309              0.326              0.315              0.323              0.330              0.331              0.331              3.281              4.207              2.436              1.937              2.227              3.015              2.780              2.081              1.870              1.494              1.173              0.982              0.737              1.301              1.704              1.454              1.364              1.205              1.025              0.999              1.319              0.743              0.726              0.000              0.000              0.004              0.019              0.001              0.000              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001
      1997        12       345        11              0.314              0.319              0.269              0.271              0.210              0.175              0.207              0.228              0.263              0.272              0.265              0.292              0.303              0.307              0.325              0.314              0.322              0.329              0.330              0.330              1.662              3.145              5.550              5.236              3.039              2.918              2.933              2.129              1.856              1.495              1.162              0.989              0.801              1.283              1.691              1.446              1.362              1.213              1.038              1.014              1.285              1.210              1.123              0.131              0.013              0.014              0.017              0.003              0.000              0.000              0.000              0.000              0.000              0.001              0.001              0.001              0.001              0.001              0.001              0.001
