Summary_file = grasp.sum
Title = Grass growth.
           year            day      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)      sw_dep(6)      sw_dep(7)            eos             es  soilwat_cover     green_pool      dead_pool  growth_transp   growth_photo growth_regrowth         growth          death        n_index      rad_index       sw_index     temp_index   growth_index     basal_area      cover_tot   surfaceom_wt surfaceom_cover
         (year)          (day)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)             ()             ()             ()             ()             ()       (m^2/ha)             ()        (kg/ha)       (m^2/m^2)
           1988            121         65.203         65.835        133.251        132.683        128.737        128.575        131.595          2.427          2.427          0.160        242.907         21.383          3.075         16.712           0.793          3.075          0.481          1.000          0.772          1.000          0.685          0.529          0.500          0.157         23.926           0.005
           1988            122         64.596         65.361        132.913        132.509        128.299        127.920        130.860          2.379          0.970          0.161        246.404         21.826          3.983         17.013           0.805          3.983          0.486          1.000          0.767          1.000          0.700          0.537          0.500          0.159         22.257           0.005
           1988            123         64.401         65.143        132.566        132.374        127.921        127.320        130.152          2.048          0.369          0.163        251.226         22.275          5.314         15.369           0.775          5.314          0.493          1.000          0.717          1.000          0.720          0.516          0.500          0.162         20.922           0.004
           1988            124         64.163         64.909        132.169        132.255        127.596        126.776        129.477          2.627          0.354          0.165        255.349         22.733          4.625         20.022           0.866          4.625          0.502          1.000          0.801          1.000          0.720          0.577          0.500          0.164         19.924           0.004
           1988            125         63.925         64.679        131.752        132.158        127.318        126.284        128.838          2.713          0.341          0.168        258.988         23.198          4.149         17.364           0.713          4.149          0.511          1.000          0.820          1.000          0.580          0.476          0.500          0.166         19.241           0.004
           1988            126         63.684         64.444        131.316        132.076        127.080        125.843        128.239          2.866          0.329          0.170        262.404         23.669          3.934         19.155           0.752          3.934          0.518          1.000          0.836          1.000          0.600          0.501          0.500          0.168         18.822           0.004
           1988            127         63.464         64.228        130.888        132.014        126.876        125.450        127.681          2.640          0.318          0.172        266.015         24.147          4.136         13.584           0.542          4.136          0.525          1.000          0.822          1.000          0.440          0.362          0.500          0.170         18.674           0.004
           1988            128         63.241         64.004        130.449        131.962        126.703        125.100        127.165          2.741          0.308          0.174        269.478         24.631          3.995         16.932           0.659          3.995          0.532          1.000          0.828          1.000          0.530          0.439          0.500          0.172         18.723           0.004
           1988            129         63.032         63.795        130.015        131.919        126.562        124.793        126.691          2.557          0.299          0.176        273.823         25.120          4.884         12.208           0.479          4.884          0.539          1.000          0.819          1.000          0.390          0.319          0.500          0.175         18.772           0.004
           1988            130         62.832         63.590        129.631        131.835        126.450        124.524        126.257          2.453          0.291          0.178        277.929         25.618          4.654          5.428           0.209          4.654          0.548          1.000          0.820          1.000          0.170          0.139          0.500          0.177         18.822           0.004
           1988            131         62.633         63.393        129.278        131.717        126.360        124.291        125.864          2.409          0.283          0.181        281.567         26.122          5.051          4.193           0.160          4.193          0.556          1.000          0.819          1.000          0.130          0.106          0.500          0.179         18.873           0.004
           1988            132         62.437         63.201        128.944        131.571        126.288        124.091        125.509          2.398          0.276          0.183        282.656         26.633          4.659          1.652           0.062          1.652          0.563          1.000          0.823          1.000          0.050          0.041          0.500          0.180         18.926           0.004
           1988            133         62.245         63.016        128.622        131.404        126.230        123.919        125.191          2.408          0.270          0.183        286.033         27.145          4.592          3.943           0.148          3.943          0.565          1.000          0.820          1.000          0.120          0.098          0.500          0.182         18.979           0.004
           1988            134         62.068         62.846        128.319        131.220        126.184        123.772        124.907          2.262          0.264          0.185        288.617         27.663          4.952          3.155           0.121          3.155          0.572          1.000          0.804          1.000          0.100          0.080          0.500          0.184         19.033           0.004
           1988            135         61.895         62.680        128.023        131.023        126.147        123.647        124.655          2.255          0.258          0.187        292.321         28.185          4.282          6.647           0.256          4.282          0.577          1.000          0.795          1.000          0.215          0.171          0.500          0.186         19.088           0.004
           1988            136         61.728         62.518        127.732        130.814        126.118        123.541        124.432          2.221          0.253          0.189        296.964         28.713          5.227         13.232           0.519          5.227          0.585          1.000          0.778          1.000          0.445          0.346          0.500          0.188         19.145           0.004
           1988            137         61.566         62.361        127.445        130.595        126.094        123.452        124.236          2.185          0.248          0.192        300.587         29.250          4.217         12.508           0.488          4.217          0.594          1.000          0.774          1.000          0.420          0.325          0.500          0.190         19.202           0.004
           1988            138         61.489         62.287        127.246        130.389        126.075        123.376        124.064          1.158          0.243          0.194        304.809         29.792          4.823          7.644           0.391          4.823          0.601          1.000          0.548          1.000          0.475          0.260          0.500          0.193         19.261           0.004
           1988            139         71.815         68.674        129.863        130.533        126.060        123.313        123.914          1.557          1.557          0.196        311.381         30.342          7.181          9.663           0.432          7.181          0.610          1.000          0.662          1.000          0.435          0.288          0.500          0.197         17.885           0.004
           1988            140         68.696         67.721        131.023        130.799        126.048        123.260        123.783          2.082          2.082          0.200        311.739         30.905          5.367          0.981           0.036          0.981          0.623          1.000          0.791          1.000          0.030          0.024          0.500          0.197         17.225           0.004
           1988            141         67.316         66.870        131.479        131.093        126.039        123.216        123.670          1.531          1.063          0.200        311.116         31.466          4.708          0.000           0.000          0.000          0.623          1.000          0.694          1.000          0.000          0.000          0.500          0.197         16.749           0.004
           1988            142         66.243         66.191        131.584        131.365        126.031        123.179        123.572          1.396          1.396          0.200        310.494         32.026          5.666          0.000           0.000          0.000          0.622          1.000          0.662          1.000          0.000          0.000          0.500          0.196         16.314           0.004
           1988            143         65.128         65.461        131.390        131.574        126.025        123.148        123.487          1.861          1.324          0.199        309.873         32.582          5.359          0.000           0.000          0.000          0.621          1.000          0.761          1.000          0.000          0.000          0.500          0.196         15.951           0.004
           1988            144         64.412         64.923        131.069        131.715        126.020        123.122        123.414          1.963          0.900          0.199        313.715         33.137          4.462          5.762           0.222          4.462          0.620          1.000          0.758          1.000          0.195          0.148          0.500          0.198         15.509           0.004
           1988            145         63.883         64.508        130.711        131.795        126.016        123.101        123.351          1.777          0.729          0.201        320.036         33.698          8.905          6.949           0.278          6.949          0.627          1.000          0.726          1.000          0.255          0.185          0.500          0.202         15.128           0.003
           1988            146         63.453         64.152        130.331        131.816        126.013        123.083        123.298          1.812          0.629          0.204        319.396         34.271          5.378          0.000           0.000          0.000          0.640          1.000          0.761          1.000          0.000          0.000          0.500          0.201         14.991           0.003
           1988            147         63.078         63.827        129.934        131.783        126.010        123.069        123.252          1.994          0.562          0.204        323.635         34.841          4.878          5.022           0.185          4.878          0.639          1.000          0.770          1.000          0.160          0.123          0.500          0.204         14.827           0.003
           1988            148         62.746         63.533        129.536        131.704        126.008        123.057        123.213          2.038          0.512          0.206        328.519         35.419          5.530          8.326           0.301          5.530          0.647          1.000          0.772          1.000          0.260          0.201          0.500          0.206         14.725           0.003
           1988            149         62.474         63.289        129.170        131.591        126.006        123.047        123.180          1.761          0.474          0.209        327.861         36.005          6.120          0.000           0.000          0.000          0.657          1.000          0.746          1.000          0.000          0.000          0.500          0.206         14.731           0.003
           1988            150         62.223         63.056        128.808        131.446        126.005        123.038        123.151          1.850          0.443          0.209        327.206         36.589          6.737          0.000           0.000          0.000          0.656          1.000          0.767          1.000          0.000          0.000          0.500          0.206         14.794           0.003
           1988            151         61.987         62.833        128.449        131.274        126.004        123.031        123.127          1.933          0.418          0.209        326.551         37.170          5.054          0.000           0.000          0.000          0.654          1.000          0.787          1.000          0.000          0.000          0.500          0.206         14.867           0.003
           1988            152         61.782         62.638        128.113        131.082        126.003        123.026        123.107          1.799          0.396          0.208        325.898         37.749          4.718          0.000           0.000          0.000          0.653          1.000          0.750          1.000          0.000          0.000          0.500          0.205         14.941           0.003
           1988            153         61.630         62.492        127.827        130.884        126.003        123.021        123.090          1.370          0.378          0.208        328.837         38.325          6.800          3.591           0.154          3.591          0.652          1.000          0.643          1.000          0.160          0.103          0.500          0.207         15.017           0.004
           1988            154         61.471         62.333        127.532        130.672        126.002        123.017        123.075          1.547          0.362          0.210        332.389         38.906          6.428          4.209           0.170          4.209          0.658          1.000          0.687          1.000          0.165          0.113          0.500          0.209         15.094           0.004
           1988            155         61.319         62.180        127.244        130.450        126.002        123.014        123.063          1.540          0.347          0.212        336.419         39.493          4.694          5.799           0.234          4.694          0.665          1.000          0.680          1.000          0.230          0.156          0.500          0.211         15.171           0.004
           1988            156         61.245         62.104        127.036        130.239        126.001        123.012        123.053          0.762          0.335          0.214        340.426         40.087          7.042          4.680           0.240          4.680          0.673          1.000          0.427          1.000          0.375          0.160          0.500          0.213         15.250           0.004
           1988            157         72.253         67.729        129.137        130.314        126.001        123.010        123.044          1.140          1.140          0.216        346.246         40.687          6.501         10.821           0.494          6.501          0.681          1.000          0.549          1.000          0.600          0.330          0.500          0.217         14.072           0.003
           1988            158         71.974         67.623        130.470        130.543        126.001        123.008        123.037          1.392          1.392          0.219        351.750         41.299          6.196          6.577           0.267          6.196          0.692          1.000          0.647          1.000          0.275          0.178          0.500          0.220         13.349           0.003
           1988            159         68.799         67.407        131.237        130.834        126.001        123.006        123.031          1.775          1.775          0.222        351.046         41.919          6.663          0.000           0.000          0.000          0.704          1.000          0.761          1.000          0.000          0.000          0.500          0.219         12.998           0.003
           1988            160         66.994         66.660        131.526        131.125        126.001        123.005        123.026          1.794          1.409          0.222        350.344         42.538          5.435          0.000           0.000          0.000          0.702          1.000          0.776          1.000          0.000          0.000          0.500          0.219         12.806           0.003
           1988            161         65.492         65.717        131.408        131.364        126.000        123.004        123.021          1.768          1.768          0.221        349.644         43.153          4.974          0.000           0.000          0.000          0.701          1.000          0.761          1.000          0.000          0.000          0.500          0.219         12.592           0.003
           1988            162         64.526         65.020        131.086        131.532        126.000        123.003        123.018          1.838          1.238          0.221        352.235         43.766          5.960          3.290           0.114          3.290          0.699          1.000          0.758          1.000          0.100          0.076          0.500          0.220         12.320           0.003
           1988            163         63.937         64.546        130.704        131.632        126.000        123.003        123.015          1.756          0.786          0.222        351.530         44.383          6.261          0.000           0.000          0.000          0.704          1.000          0.763          1.000          0.000          0.000          0.500          0.220         12.202           0.003
           1988            164         63.476         64.167        130.311        131.671        126.000        123.002        123.012          1.659          0.665          0.222        350.827         44.998          6.661          0.000           0.000          0.000          0.703          1.000          0.762          1.000          0.000          0.000          0.500          0.219         12.177           0.003
           1988            165         63.078         63.824        129.898        131.651        126.000        123.002        123.010          1.846          0.587          0.222        245.579        150.156          5.284          0.000           0.000          0.000        105.248          1.000          0.791          1.000          0.000          0.000          0.500          0.169         12.169           0.003
           1988            166         62.780         63.566        129.539        131.594        126.000        123.002        123.009          2.069          0.531          0.172        196.463        198.971          3.643          0.000           0.000          0.000         49.116          1.000          0.795          1.000          0.000          0.000          0.500          0.145         12.391           0.003
           1988            167         62.547         63.356        129.217        131.507        126.000        123.001        123.007          2.174          0.489          0.147        176.817        218.220          2.608          0.000           0.000          0.000         19.646          1.000          0.787          1.000          0.000          0.000          0.500          0.135         12.733           0.003
           1988            168         62.370         63.190        128.938        131.400        126.000        123.001        123.006          1.851          0.455          0.138        176.463        218.137          3.505          0.000           0.000          0.000          0.354          1.000          0.724          1.000          0.000          0.000          0.500          0.134         13.139           0.004
           1988            169         62.210         63.034        128.669        131.272        126.000        123.001        123.005          1.924          0.428          0.137        176.110        218.053          2.913          0.000           0.000          0.000          0.353          1.000          0.733          1.000          0.000          0.000          0.500          0.134         13.576           0.004
           1988            170         62.057         62.883        128.404        131.127        126.000        123.001        123.004          2.080          0.405          0.137        177.133        217.970          3.638          1.375           0.090          1.375          0.352          1.000          0.751          1.000          0.080          0.060          0.500          0.135         14.012           0.004
           1988            171         61.915         62.742        128.149        130.967        126.000        123.001        123.003          2.100          0.385          0.138        176.778        217.888          2.994          0.000           0.000          0.000          0.354          1.000          0.773          1.000          0.000          0.000          0.500          0.135         14.448           0.004
           1988            172         61.781         62.608        127.901        130.796        126.000        123.000        123.003          2.134          0.368          0.138        176.425        217.806          2.724          0.000           0.000          0.000          0.354          1.000          0.774          1.000          0.000          0.000          0.500          0.134         14.883           0.004
           1988            173         61.653         62.480        127.657        130.616        126.000        123.000        123.002          2.197          0.353          0.138        176.072        217.723          2.927          0.000           0.000          0.000          0.353          1.000          0.775          1.000          0.000          0.000          0.500          0.134         15.319           0.004
           1988            174         61.539         62.364        127.427        130.430        126.000        123.000        123.002          2.058          0.340          0.138        175.720        217.640          3.202          0.000           0.000          0.000          0.352          1.000          0.769          1.000          0.000          0.000          0.500          0.134         15.754           0.005
           1988            175         61.428         62.250        127.201        130.239        126.000        123.000        123.002          2.113          0.328          0.138        175.368        217.556          2.770          0.000           0.000          0.000          0.351          1.000          0.777          1.000          0.000          0.000          0.500          0.134         16.190           0.005
           1988            176         61.326         62.145        126.984        130.046        126.000        123.000        123.001          2.019          0.317          0.138        175.018        217.471          2.939          0.000           0.000          0.000          0.351          1.000          0.756          1.000          0.000          0.000          0.500          0.134         16.625           0.005
           1988            177         61.229         62.044        126.774        129.851        126.000        123.000        123.001          1.979          0.307          0.138        174.668        217.386          3.011          0.000           0.000          0.000          0.350          1.000          0.742          1.000          0.000          0.000          0.500          0.133         17.060           0.005
           1988            178         61.139         61.950        126.572        129.655        126.000        123.000        123.001          1.923          0.298          0.138        174.318        217.301          3.328          0.000           0.000          0.000          0.349          1.000          0.731          1.000          0.000          0.000          0.500          0.133         17.495           0.005
           1988            179         61.034         61.840        126.355        129.455        126.000        123.000        123.001          2.303          0.290          0.138        175.277        217.215          2.851          1.307           0.082          1.307          0.349          1.000          0.782          1.000          0.070          0.055          0.500          0.134         17.929           0.005
           1988            180         60.935         61.738        126.145        129.253        126.000        123.000        123.001          2.217          0.283          0.138        174.926        217.131          2.801          0.000           0.000          0.000          0.351          1.000          0.786          1.000          0.000          0.000          0.500          0.133         18.364           0.006
           1988            181         60.846         61.645        125.945        129.053        126.000        123.000        123.000          2.046          0.276          0.138        174.576        217.047          3.373          0.000           0.000          0.000          0.350          1.000          0.775          1.000          0.000          0.000          0.500          0.133         18.798           0.006
           1988            182         60.754         61.550        125.744        128.853        126.000        123.000        123.000          2.148          0.269          0.138         69.830        321.358          2.769          0.000           0.000          0.000        104.746          1.000          0.791          1.000          0.000          0.000          0.500          0.078         19.232           0.006
           1988            183         60.722         61.513        125.606        128.667        126.000        123.000        123.000          2.290          0.263          0.083         69.691        320.855          1.130          0.000           0.000          0.000          0.140          1.000          0.774          1.000          0.000          0.000          0.500          0.078         19.875           0.006
           1988            184         60.702         61.480        125.484        128.491        126.000        123.000        123.000          1.684          0.258          0.083         69.551        320.353          1.238          0.000           0.000          0.000          0.139          1.000          0.660          1.000          0.000          0.000          0.500          0.078         20.516           0.006
           1988            185         60.690         61.455        125.377        128.325        126.000        123.000        123.000          1.028          0.252          0.084         69.541        319.851          1.609          0.129           0.028          0.129          0.139          1.000          0.470          1.000          0.040          0.019          0.500          0.078         21.157           0.007
           1988            186         60.801         61.498        125.299        128.169        126.000        123.000        123.000          1.118          1.118          0.084         69.471        319.351          0.958          0.070           0.015          0.070          0.139          1.000          0.497          1.000          0.020          0.010          0.500          0.077         21.797           0.007
           1988            187         72.106         68.439        128.214        128.397        126.000        123.000        123.000          1.371          1.371          0.084         70.599        318.851          1.597          1.267           0.259          1.267          0.139          1.000          0.548          1.000          0.315          0.173          0.500          0.078         21.540           0.007
           1988            188         71.203         74.812        139.000        131.130        126.000        123.000        123.000          2.259          2.259          0.085         71.292        318.354          1.451          0.834           0.133          0.834          0.141          1.000          0.741          1.000          0.120          0.089          0.500          0.079         21.502           0.007
           1988            189         68.492         74.177        139.237        132.149        126.032        123.006        123.001          2.064          1.935          0.085         71.150        317.860          1.409          0.000           0.000          0.000          0.143          1.000          0.731          1.000          0.000          0.000          0.500          0.078         21.745           0.007
           1988            190         67.463         71.843        139.237        132.965        126.220        123.049        123.011          2.184          2.184          0.085         71.008        317.367          1.437          0.000           0.000          0.000          0.142          1.000          0.747          1.000          0.000          0.000          0.500          0.078         22.013           0.007
           1988            191         67.459         70.004        138.827        133.535        126.485        123.136        123.036          2.412          1.162          0.085         70.866        316.874          1.104          0.000           0.000          0.000          0.142          1.000          0.772          1.000          0.000          0.000          0.500          0.078         22.300           0.007
           1988            192         67.468         68.907        138.215        133.870        126.764        123.262        123.081          1.886          0.794          0.085         71.307        316.382          1.032          0.583           0.102          0.583          0.142          1.000          0.677          1.000          0.100          0.068          0.500          0.078         22.573           0.008
           1988            193         72.352         74.568        138.700        134.235        127.059        123.421        123.149          1.129          1.129          0.085         71.164        315.892          1.314          0.000           0.000          0.000          0.143          1.000          0.508          1.000          0.000          0.000          0.500          0.078         22.702           0.008
           1988            194         70.588         74.304        139.032        134.593        127.367        123.610        123.241          1.410          1.410          0.085         71.156        315.403          1.338          0.135           0.026          0.135          0.142          1.000          0.580          1.000          0.030          0.017          0.500          0.078         22.788           0.008
           1988            195         67.828         73.672        139.161        134.905        127.676        123.824        123.358          2.107          2.107          0.085         71.346        314.914          1.504          0.332           0.054          0.332          0.142          1.000          0.723          1.000          0.050          0.036          0.500          0.078         22.927           0.008
           1988            196         67.462         71.592        139.073        135.136        127.970        124.053        123.497          2.218          1.392          0.086         71.204        314.427          1.414          0.000           0.000          0.000          0.143          1.000          0.745          1.000          0.000          0.000          0.500          0.078         23.167           0.008
           1988            197         67.461         69.415        138.658        135.239        128.226        124.287        123.655          2.316          1.552          0.086         71.061        313.941          1.362          0.000           0.000          0.000          0.142          1.000          0.759          1.000          0.000          0.000          0.500          0.078         23.473           0.008
           1988            198         67.463         68.269        137.979        135.185        128.420        124.514        123.827          2.199          0.956          0.086         70.919        313.455          1.299          0.000           0.000          0.000          0.142          1.000          0.745          1.000          0.000          0.000          0.500          0.078         23.849           0.008
           1988            199         67.159         67.805        137.271        135.015        128.541        124.719        124.005          2.413          0.758          0.086         71.415        312.970          1.487          0.638           0.098          0.638          0.142          1.000          0.766          1.000          0.085          0.065          0.500          0.078         24.236           0.009
           1988            200         66.845         67.479        136.685        134.765        128.587        124.893        124.183          2.433          0.647          0.086         71.273        312.487          1.476          0.000           0.000          0.000          0.143          1.000          0.788          1.000          0.000          0.000          0.500          0.078         24.748           0.009
           1988            201         66.563         67.203        136.198        134.470        128.566        125.028        124.352          2.624          0.575          0.086         71.130        312.004          1.069          0.000           0.000          0.000          0.143          1.000          0.809          1.000          0.000          0.000          0.500          0.078         25.313           0.009
           1988            202         66.315         66.968        135.792        134.157        128.486        125.119        124.505          2.489          0.522          0.086         71.375        311.522          1.085          0.387           0.058          0.387          0.142          1.000          0.776          1.000          0.050          0.039          0.500          0.078         25.920           0.009
           1988            203         66.103         66.771        135.457        133.844        128.360        125.167        124.638          2.048          0.482          0.086         72.254        311.042          1.022          2.229           0.381          1.022          0.143          1.000          0.686          1.000          0.370          0.254          0.500          0.078         26.543           0.010
           1988            204         70.828         68.823        135.338        133.541        128.197        125.173        124.745          1.574          1.574          0.087         72.615        310.565          2.379          0.505           0.093          0.505          0.145          1.000          0.617          1.000          0.100          0.062          0.500          0.079         26.527           0.010
           1988            205         67.844         69.321        135.333        133.298        128.019        125.143        124.824          2.279          2.279          0.087         72.470        310.089          1.652          0.000           0.000          0.000          0.145          1.000          0.780          1.000          0.000          0.000          0.500          0.078         26.867           0.010
           1988            206         67.460         68.281        135.313        133.099        127.837        125.082        124.876          2.298          1.236          0.087         72.325        309.613          1.550          0.000           0.000          0.000          0.145          1.000          0.790          1.000          0.000          0.000          0.500          0.078         27.289           0.010
           1988            207         67.126         67.708        135.206        132.918        127.656        124.996        124.900          2.593          0.818          0.087         72.180        309.139          1.177          0.000           0.000          0.000          0.145          1.000          0.809          1.000          0.000          0.000          0.500          0.078         27.661           0.010
           1988            208         66.754         67.295        135.114        132.755        127.478        124.893        124.898          2.952          0.683          0.088         73.216        308.665          1.180          1.278           0.173          1.180          0.144          1.000          0.824          1.000          0.140          0.115          0.500          0.079         27.947           0.010
           1988            209         66.420         66.947        135.049        132.611        127.307        124.775        124.874          2.369          0.599          0.088         73.070        308.194          1.715          0.000           0.000          0.000          0.146          1.000          0.793          1.000          0.000          0.000          0.500          0.079         28.447           0.010
           1988            210         66.108         66.678        134.942        132.485        127.145        124.649        124.829          2.644          0.540          0.088         51.149        329.499          1.243          0.000           0.000          0.000         21.921          1.000          0.821          1.000          0.000          0.000          0.500          0.067         28.980           0.011
           1988            211         65.858         66.492        134.798        132.381        126.993        124.518        124.767          2.313          0.496          0.077         51.046        328.942          0.959          0.000           0.000          0.000          0.102          1.000          0.767          1.000          0.000          0.000          0.500          0.067         29.588           0.011
           1988            212         65.652         66.328        134.613        132.297        126.856        124.386        124.691          2.585          0.461          0.077         51.403        328.386          1.264          0.459           0.094          0.459          0.102          1.000          0.784          1.000          0.080          0.063          0.500          0.067         30.246           0.011
           1988            213         65.478         66.178        134.402        132.229        126.732        124.255        124.603          2.811          0.432          0.077         51.300        327.832          0.962          0.000           0.000          0.000          0.103          1.000          0.821          1.000          0.000          0.000          0.500          0.067         30.903           0.011
           1988            214         65.329         66.043        134.179        132.175        126.622        124.128        124.508          2.718          0.409          0.077         51.198        327.279          0.886          0.000           0.000          0.000          0.103          1.000          0.810          1.000          0.000          0.000          0.500          0.066         31.558           0.012
           1988            215         65.200         65.918        133.951        132.132        126.526        124.008        124.408          2.560          0.388          0.077         51.465        326.727          1.085          0.370           0.076          0.370          0.102          1.000          0.781          1.000          0.065          0.051          0.500          0.067         32.213           0.012
           1988            216         65.076         65.795        133.717        132.096        126.442        123.895        124.306          3.027          0.371          0.078         52.242        326.176          0.879          1.490           0.283          0.879          0.103          1.000          0.820          1.000          0.230          0.189          0.500          0.067         32.866           0.012
           1988            217         64.962         65.679        133.483        132.068        126.369        123.790        124.202          2.908          0.356          0.078         53.065        325.628          0.928          1.427           0.273          0.928          0.104          1.000          0.809          1.000          0.225          0.182          0.500          0.068         33.519           0.012
           1988            218         64.856         65.569        133.253        132.046        126.306        123.693        124.101          2.775          0.342          0.079         53.872        325.083          0.913          1.848           0.361          0.913          0.106          1.000          0.790          1.000          0.305          0.241          0.500          0.068         34.170           0.013
           1988            219         64.760         65.467        133.031        132.029        126.252        123.605        124.001          2.337          0.330          0.080         54.689        324.541          2.521          0.926           0.191          0.926          0.108          1.000          0.748          1.000          0.170          0.127          0.500          0.068         34.820           0.013
           1988            220         64.666         65.367        132.813        132.015        126.206        123.525        123.906          2.341          0.319          0.081         54.580        324.001          1.422          0.000           0.000          0.000          0.109          1.000          0.795          1.000          0.000          0.000          0.500          0.068         35.469           0.013
           1988            221         64.576         65.270        132.601        132.005        126.167        123.454        123.816          2.342          0.309          0.081         54.471        323.462          1.568          0.000           0.000          0.000          0.109          1.000          0.801          1.000          0.000          0.000          0.500          0.068         36.117           0.013
           1988            222         64.485         65.173        132.390        131.995        126.135        123.390        123.730          2.549          0.300          0.081         10.894        366.392          1.339          0.000           0.000          0.000         43.577          1.000          0.829          1.000          0.000          0.000          0.500          0.044         36.764           0.014
           1988            223         64.421         65.103        132.205        131.998        126.108        123.333        123.651          2.894          0.292          0.057          0.000        376.554          0.217          0.000           0.000          0.000         10.894          1.000          0.841          1.000          0.000          0.000          0.500          0.038         37.497           0.014
           1988            224         64.366         65.038        132.039        132.000        126.086        123.284        123.578          3.163          0.284          0.051          0.000        375.801          0.000          0.000           0.000          0.000          0.000          1.000          0.841          1.000          0.000          0.000          0.500          0.038         38.250           0.014
           1988            225         64.311         64.973        131.883        132.000        126.069        123.241        123.510          3.009          0.277          0.051          0.000        375.049          0.000          0.000           0.000          0.000          0.000          1.000          0.828          1.000          0.000          0.000          0.500          0.038         39.001           0.015
           1988            226         64.255         64.909        131.732        132.000        126.055        123.204        123.449          3.059          0.270          0.052          0.000        374.299          0.000          0.000           0.000          0.000          0.000          1.000          0.835          1.000          0.000          0.000          0.500          0.037         39.752           0.015
           1988            227         64.199         64.846        131.587        132.000        126.044        123.172        123.394          3.074          0.264          0.052          0.000        373.550          0.000          0.000           0.000          0.000          0.000          1.000          0.833          1.000          0.000          0.000          0.500          0.037         40.500           0.015
           1988            228         64.143         64.784        131.446        132.000        126.035        123.145        123.344          3.034          0.259          0.052          0.000        372.803          0.000          0.000           0.000          0.000          0.000          1.000          0.825          1.000          0.000          0.000          0.500          0.037         41.247           0.015
           1988            229         64.087         64.723        131.309        132.000        126.028        123.121        123.299          3.387          0.253          0.052          0.196        372.057          0.000          0.000           0.196          0.196          0.000          1.000          0.844          1.000          0.155          0.131          0.500          0.037         41.993           0.016
           1988            230         64.032         64.663        131.176        132.000        126.023        123.102        123.260          3.460          0.248          0.052          0.468        371.314          0.003          0.006           0.272          0.272          0.000          1.000          0.845          1.000          0.215          0.182          0.500          0.037         42.737           0.016
           1988            231         63.977         64.604        131.046        132.000        126.018        123.085        123.225          3.262          0.243          0.053          1.035        370.572          0.009          0.027           0.568          0.568          0.001          1.000          0.814          1.000          0.465          0.379          0.500          0.038         43.480           0.016
           1988            232         63.922         64.545        130.918        132.000        126.014        123.071        123.194          3.245          0.239          0.054          1.537        369.833          0.028          0.054           0.503          0.503          0.002          1.000          0.819          1.000          0.410          0.336          0.500          0.038         44.221           0.017
           1988            233         63.867         64.487        130.792        132.000        126.012        123.059        123.167          3.867          0.235          0.054          2.040        369.096          0.024          0.089           0.506          0.506          0.003          1.000          0.865          1.000          0.390          0.337          0.500          0.038         44.960           0.017
           1988            234         63.813         64.429        130.668        132.000        126.009        123.049        123.143          3.678          0.231          0.055          2.829        368.362          0.034          0.175           0.793          0.793          0.004          1.000          0.840          1.000          0.630          0.529          0.500          0.039         45.699           0.017
           1988            235         63.759         64.373        130.546        132.000        126.007        123.041        123.123          2.218          0.227          0.055          3.442        367.631          0.059          0.145           0.619          0.619          0.006          1.000          0.676          1.000          0.610          0.412          0.500          0.039         46.435           0.018
           1988            236         70.981         73.869        134.998        131.999        126.006        123.034        123.105          2.517          2.517          0.056          3.873        366.903          0.109          0.136           0.438          0.438          0.007          1.000          0.738          1.000          0.395          0.292          0.500          0.039         45.815           0.017
           1988            237         68.862         73.612        135.949        132.189        126.043        123.036        123.091          2.381          2.381          0.056          3.865        366.177          0.097          0.000           0.000          0.000          0.008          1.000          0.764          1.000          0.000          0.000          0.500          0.039         46.016           0.017
           1988            238         67.497         72.013        136.562        132.464        126.127        123.054        123.084          3.050          1.951          0.056          3.857        365.452          0.090          0.000           0.000          0.000          0.008          1.000          0.839          1.000          0.000          0.000          0.500          0.039         46.294           0.018
           1988            239         67.497         70.029        136.753        132.721        126.246        123.092        123.085          3.079          1.346          0.056          3.917        364.729          0.084          0.027           0.068          0.068          0.008          1.000          0.824          1.000          0.055          0.045          0.500          0.039         46.474           0.018
           1988            240         67.498         68.882        136.589        132.895        126.376        123.149        123.098          2.192          0.906          0.056          4.136        364.007          0.085          0.076           0.226          0.226          0.008          1.000          0.701          1.000          0.215          0.151          0.500          0.039         46.642           0.018
           1988            241         70.120         69.893        136.478        133.011        126.503        123.220        123.122          2.478          2.478          0.056          4.280        363.288          0.140          0.058           0.152          0.152          0.008          1.000          0.752          1.000          0.135          0.102          0.500          0.039         46.406           0.018
           1988            242         67.497         69.270        136.430        133.095        126.622        123.300        123.158          3.308          2.926          0.056          4.271        362.570          0.109          0.000           0.000          0.000          0.009          1.000          0.864          1.000          0.000          0.000          0.500          0.039         46.683           0.018
           1988            243         67.497         68.258        136.208        133.117        126.721        123.384        123.203          3.425          0.922          0.056          4.263        361.853          0.087          0.000           0.000          0.000          0.009          1.000          0.864          1.000          0.000          0.000          0.500          0.039         46.965           0.018
           1988            244         67.222         67.788        135.964        133.087        126.794        123.466        123.256          1.914          0.740          0.056          4.299        361.138          0.093          0.016           0.045          0.045          0.009          1.000          0.666          1.000          0.045          0.030          0.500          0.039         47.208           0.018
