ApsimVersion = 6.1
Title = Continuous winter wheat at Xifeng
            day           year           date          event           flag           rain           w_ep          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)             es         runoff          drain         sw_dep          nh4()        tot_no3         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n          w_mat       n_stress       w_stress             eo
             31           1967     31/01/1967          0.000          0.000          4.100          0.000          0.234          0.236          0.242          0.252          0.260          0.267          0.270          0.280          0.280          5.632          0.000          0.000        792.141            2.0          378.9            5.2            6.1           12.2           42.1           49.5           50.4           75.4           71.1           66.8            0.0        13381.8          200.2           47.6            0.0            1.1          0.002            0.0         1095.0          49.55        558.850           4.51              0          1.000          1.000         11.341
             59           1967     28/02/1967          0.000          0.000          4.600          0.000          0.220          0.231          0.242          0.251          0.259          0.265          0.270          0.280          0.280          8.415          0.000          0.000        788.326            2.0          378.9            5.4            6.2           12.7           42.0           49.2           50.1           75.4           71.1           66.8            0.0        13381.7          200.2           55.0            0.0            1.1          0.002            0.0         1095.0          43.06        561.910           4.51              0          1.000          1.000         20.640
             90           1967     31/03/1967          0.000          0.000         40.100          0.065          0.253          0.256          0.260          0.260          0.261          0.265          0.270          0.280          0.280         23.028          0.002          0.000        805.330           98.9          382.4            6.5            7.2           13.7           42.0           49.5           50.1           75.4           71.1           66.8            0.0        13379.8          201.2           57.2            0.0            1.0          0.010            0.0         1100.6          37.05        709.150           4.51              0          1.000          1.000         65.440
            120           1967     30/04/1967          0.000          0.000         51.900          0.895          0.242          0.250          0.264          0.270          0.270          0.271          0.271          0.281          0.281         31.576          0.063         11.731        812.966           37.1          439.1           46.2           21.3           18.1           37.8           49.0           50.8           76.4           72.0           67.5            0.2        13375.1          203.3           52.8            0.0            0.7          0.041            0.0         1166.6          33.77       1003.690           4.53              0          1.000          1.000         92.681
            151           1967     31/05/1967          0.000          0.000         91.800          2.448          0.243          0.249          0.261          0.269          0.270          0.270          0.270          0.280          0.280         37.971          6.947         47.380        810.020            1.4          452.7           30.2           38.0           36.8           35.5           43.3           48.1           77.8           74.1           68.9            0.9        13361.1          205.2           38.4            0.0            0.3          0.041           56.9         1324.5          31.06       1560.250           4.71              0          1.000          1.000        140.094
            181           1967     30/06/1967          0.000          0.000         26.400          3.923          0.263          0.263          0.256          0.260          0.266          0.270          0.270          0.280          0.280         23.169          0.000          0.102        809.226            1.1          451.8           27.7           44.5           38.1           34.2           41.8           46.9           75.8           73.9           68.9            0.0        13337.3          202.9           25.1            0.0            0.2          0.041          407.4         1500.7          26.73       2249.410           5.60              0          1.000          1.000        169.777
            187           1967     06/07/1967          2.000          2.000         26.300          0.507          0.268          0.271          0.277          0.275          0.273          0.272          0.271          0.280          0.280          8.096          1.245          0.151        825.527            1.1          452.4           18.9           42.4           45.4           37.1           42.6           47.1           76.0           73.9           68.9            0.2        13333.7          202.3           23.9            0.0            0.1          0.000          423.5         1519.1          26.07       2319.670           5.64            185          1.000          1.000         28.891
            212           1967     31/07/1967          0.000          0.000         31.100          0.000          0.240          0.246          0.258          0.267          0.270          0.270          0.270          0.280          0.280         32.978          0.661         15.213        807.775            1.3          458.2           27.3           39.1           47.0           37.6           41.5           46.0           75.9           74.3           69.4            0.2        13309.4          205.7           25.8            1.3           31.3          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        171.432
            243           1967     31/08/1967          0.000          1.000         95.800          0.000          0.263          0.266          0.273          0.273          0.272          0.272          0.271          0.280          0.280         58.716          7.075         15.898        821.886            1.3          462.6           18.7           38.6           55.5           41.7           41.6           45.4           76.1           74.9           70.0            0.4        13283.6          203.0           15.9            0.3            7.2          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        147.881
            264           1967     21/09/1967          0.000          3.000        104.700          0.000          0.254          0.258          0.266          0.270          0.270          0.270          0.270          0.280          0.280         38.586         14.207         58.857        814.937            1.4          435.9            9.1           22.3           48.8           46.1           43.1           43.8           75.0           75.9           71.8            1.1        13274.8          201.2           13.9            0.1            3.0          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000         60.841
            273           1967     30/09/1967          0.000          0.000         35.800          0.000          0.269          0.272          0.276          0.276          0.276          0.275          0.273          0.282          0.282         14.309          3.522          2.513        830.393           11.2          456.7           19.4           27.0           49.3           47.5           44.4           44.6           75.7           76.5           72.3            0.2        13270.7          200.1           13.3            0.1            2.2          0.000            0.0            0.0           0.00        117.930           0.00              0          1.000          1.000         28.504
            304           1967     31/10/1967          0.000          0.000         17.700          4.951          0.251          0.252          0.251          0.263          0.270          0.270          0.270          0.280          0.280         26.452          0.000         10.102        806.588            2.9          432.4           17.8           22.0           37.1           45.3           43.6           43.7           74.9           76.0           72.1            0.1        13264.1          198.5           16.1            0.1            1.8          0.868            0.0          514.2          40.16        437.750           2.45              0          1.000          1.000         64.527
            334           1967     30/11/1967          0.000          0.000         26.900          0.917          0.270          0.271          0.271          0.271          0.271          0.271          0.271          0.280          0.280          9.776          0.000          0.342        822.453            2.6          427.8            9.4           23.4           37.6           46.3           43.9           43.9           75.0           76.1           72.2            0.0        13263.4          198.4           24.1            0.1            1.7          0.002            0.0          635.9          41.50        477.590           2.86              0          1.000          1.000         18.360
            365           1967     31/12/1967          0.000          0.000          0.000          0.000          0.260          0.263          0.269          0.270          0.270          0.270          0.270          0.280          0.280          2.801          0.000          2.443        817.209            2.6          426.5           10.1           22.7           37.2           46.0           43.7           43.7           74.8           76.0           72.2            0.0        13263.4          198.4           31.7            0.1            1.7          0.002            0.0          635.9          35.53        477.590           2.86              0          1.000          1.000          4.456
             31           1968     31/01/1968          0.000          0.000          4.200          0.000          0.260          0.263          0.266          0.270          0.270          0.270          0.270          0.280          0.280          5.160          0.000          0.000        816.249            2.6          426.5           10.6           22.6           36.8           46.0           43.7           43.7           74.8           76.0           72.2            0.0        13263.4          198.4           38.2            0.1            1.7          0.002            0.0          635.9          30.42        477.590           2.86              0          1.000          1.000          8.367
             60           1968     29/02/1968          0.000          0.000          1.300          0.002          0.223          0.239          0.256          0.267          0.270          0.270          0.270          0.280          0.280         13.419          0.000          0.000        804.128            2.6          426.6           14.3           20.7           35.6           45.5           43.7           43.7           74.8           76.1           72.2            0.0        13263.3          198.4           43.2            0.1            1.7          0.003            0.0          636.2          26.32        498.050           2.86              0          1.000          1.000         22.201
             91           1968     31/03/1968          0.000          0.000         26.700          0.091          0.244          0.253          0.264          0.268          0.270          0.270          0.270          0.280          0.280         18.968          0.000          0.000        811.769           98.9          431.0           15.4           22.6           37.1           45.3           43.7           43.8           74.8           76.1           72.2            0.0        13260.4          199.2           42.9            0.1            1.7          0.014            0.0          644.3          22.84        667.610           2.86              0          1.000          1.000         76.270
            121           1968     30/04/1968          0.000          0.000         54.300          3.307          0.242          0.249          0.261          0.268          0.270          0.270          0.270          0.280          0.280         36.999          0.239         15.792        809.732           24.8          497.9           59.7           39.6           42.3           45.1           44.0           43.8           74.6           76.2           72.7            0.3        13253.9          200.2           37.9            0.1            1.3          0.113            0.0          839.1          25.22        982.490           2.92              0          1.000          1.000        116.578
            152           1968     31/05/1968          0.000          0.000         42.000          8.591          0.222          0.232          0.247          0.259          0.267          0.270          0.270          0.280          0.280         29.132          0.353         17.216        796.439            1.2          514.1           57.4           48.7           50.6           45.8           44.1           43.7           74.4           76.3           73.0            0.4        13238.2          199.8           27.8            0.0            0.9          0.113           65.4         1304.4          27.81       1522.430           3.20              0          1.000          1.000        154.291
            182           1968     30/06/1968          0.000          0.000         47.900         13.452          0.246          0.251          0.259          0.260          0.260          0.263          0.270          0.280          0.280         26.320          2.403          0.000        802.164            1.1          510.9           39.9           55.0           60.9           47.8           42.9           42.1           72.9           76.3           73.0            0.2        13211.2          195.3           18.3            0.0            0.6          0.113          609.9         1855.1          23.93       2247.410           4.46              0          1.000          1.000        198.376
            188           1968     06/07/1968          2.000          2.000         16.000          0.320          0.252          0.257          0.267          0.265          0.262          0.264          0.270          0.280          0.280          8.844          0.000          0.000        809.000            1.1          512.1           33.1           56.8           64.9           49.3           43.3           42.3           73.0           76.3           73.0            0.0        13207.9          194.6           17.7            0.0            0.5          0.000          609.9         1870.2          23.34       2289.050           4.46            186          1.000          1.000         19.555
            213           1968     31/07/1968          0.000          0.000         82.300          0.000          0.253          0.258          0.268          0.270          0.271          0.271          0.271          0.281          0.281         50.892          8.129         15.620        816.658            1.2          514.1           25.9           48.4           71.1           55.0           46.8           43.9           73.1           76.4           73.5            0.5        13185.2          198.7           21.0            0.6           25.6          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        169.383
            244           1968     31/08/1968          0.000          1.000        196.300          0.000          0.321          0.287          0.277          0.276          0.275          0.275          0.273          0.283          0.283         63.894         41.101         67.695        840.269            1.3          486.2            7.1           24.9           60.0           62.0           55.4           49.2           75.4           77.1           75.2            1.7        13164.3          196.7           14.2            0.1            5.0          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        145.390
            264           1968     20/09/1968          0.000          3.000         91.800          0.000          0.274          0.280          0.275          0.274          0.273          0.273          0.272          0.282          0.282         38.035         20.799         43.398        829.837            1.3          466.2            4.8           16.9           48.3           58.2           56.7           51.5           77.2           77.3           75.4            0.7        13155.9          194.9           12.5            0.1            2.3          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000         50.642
            274           1968     30/09/1968          0.000          0.000         12.400          0.000          0.250          0.255          0.268          0.270          0.270          0.271          0.270          0.280          0.280         18.015          0.129          8.869        815.224           10.7          484.0           25.3           18.5           46.3           56.9           56.2           51.4           77.2           77.0           75.1            0.1        13151.6          193.8           11.8            0.0            1.7          0.080            0.0           18.4           3.98        122.660           0.11              0          1.000          1.000         38.190
            305           1968     31/10/1968          0.000          0.000         72.500          3.705          0.224          0.236          0.254          0.266          0.270          0.270          0.270          0.280          0.280         27.929          5.011         48.560        802.519            3.0          445.5           10.0           13.7           30.1           50.0           54.6           52.9           80.1           78.3           75.7            0.7        13145.7          192.4           14.3            0.0            1.4          0.650            0.0          374.6          29.97        412.100           1.81              0          1.000          1.000         55.774
            335           1968     30/11/1968          0.000          0.000         33.300          1.966          0.257          0.260          0.263          0.267          0.270          0.270          0.270          0.280          0.280         17.954          0.000          2.109        813.790            2.3          438.6            7.2           13.6           26.4           49.4           54.5           53.0           80.2           78.4           75.8            0.0        13143.9          192.1           20.4            0.0            1.3          0.797            0.0          630.0          40.03        535.760           2.33              0          1.000          1.000         31.603
            366           1968     31/12/1968          0.000          0.000          5.100          0.808          0.253          0.255          0.258          0.264          0.270          0.270          0.270          0.280          0.280          8.090          0.000          0.000        809.992            2.2          436.5            7.6           13.2           24.9           48.8           54.5           53.0           80.2           78.4           75.8            0.0        13143.3          192.1           27.5            0.0            1.3          0.002            0.0          719.0          38.09        575.600           2.55              0          1.000          1.000         15.279
             31           1969     31/01/1969          0.000          0.000          7.200          0.000          0.258          0.260          0.259          0.263          0.270          0.270          0.270          0.280          0.280          5.852          0.000          0.000        811.339            2.1          436.5            7.2           13.7           25.0           48.7           54.5           53.0           80.2           78.4           75.8            0.0        13143.3          192.1           33.9            0.0            1.3          0.002            0.0          719.0          32.61        579.980           2.55              0          1.000          1.000         10.416
             59           1969     28/02/1969          0.000          0.000         10.900          0.000          0.262          0.264          0.267          0.270          0.270          0.270          0.270          0.280          0.280          5.463          0.000          0.000        816.776            2.1          436.5            6.0           13.9           25.5           49.2           54.5           53.0           80.2           78.4           75.8            0.0        13143.3          192.1           38.9            0.0            1.3          0.002            0.0          719.1          28.34        587.240           2.55              0          1.000          1.000          9.115
             90           1969     31/03/1969          0.000          0.000          8.000          0.082          0.227          0.239          0.251          0.262          0.269          0.270          0.270          0.280          0.280         23.662          0.000          0.000        801.033           99.5          439.7           11.9           13.3           24.9           47.8           54.4           53.0           80.2           78.4           75.8            0.0        13140.9          192.7           39.8            0.0            1.2          0.010            0.0          725.1          24.45        745.340           2.55              0          1.000          1.000         68.179
            120           1969     30/04/1969          0.000          0.000         66.900          0.189          0.242          0.251          0.265          0.270          0.270          0.271          0.271          0.281          0.281         38.149          1.020         14.950        813.625           20.4          512.3           49.8           39.8           33.7           45.6           53.1           53.2           81.4           79.2           76.4            0.3        13133.8          193.7           34.4            0.0            0.8          0.005            0.0          738.1          21.38       1088.600           2.56              0          1.000          1.000         98.738
            151           1969     31/05/1969          0.000          0.000         54.300          0.543          0.241          0.247          0.258          0.268          0.270          0.270          0.270          0.280          0.280         30.728          3.988         24.410        808.257            1.0          521.1           43.1           46.7           45.0           44.8           50.9           52.4           81.7           79.8           76.6            0.7        13113.8          192.5           22.8            0.0            0.5          0.005          119.6          763.2          18.48       1740.800           2.84              0          1.000          1.000        184.274
            179           1969     28/06/1969          2.000          2.000          8.100          0.488          0.233          0.239          0.251          0.261          0.268          0.270          0.270          0.280          0.280         14.868          0.000          0.003        800.997            1.0          528.3           50.4           47.8           45.3           43.9           50.6           52.4           81.6           79.8           76.6            0.0        13091.2          188.6           16.2            0.0            0.4          0.000          139.2          783.8          16.14       2277.440           2.90            177          1.000          1.000        170.799
            181           1969     30/06/1969          0.000          0.000          0.000          0.000          0.232          0.238          0.250          0.260          0.268          0.270          0.270          0.280          0.280          0.848          0.000          0.000        800.148            1.3          529.7           51.6           47.9           45.4           43.8           50.5           52.4           81.6           79.8           76.6            0.0        13088.1          189.0           31.1            1.3           32.2          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000         21.725
            212           1969     31/07/1969          0.000          0.000        112.000          0.000          0.259          0.263          0.271          0.272          0.272          0.273          0.272          0.282          0.282         65.363          6.939         16.472        823.374            1.2          533.9           23.4           51.5           63.9           50.0           50.8           52.5           83.0           81.1           77.7            0.6        13059.5          189.2           15.4            0.2            4.7          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        195.841
            243           1969     31/08/1969          0.000          1.000         56.900          0.000          0.253          0.256          0.261          0.269          0.270          0.270          0.270          0.280          0.280         51.901          1.676         14.368        812.329            1.1          538.5           29.8           48.4           66.0           51.3           50.4           51.8           82.7           80.9           77.3            0.3        13029.5          182.7            9.6            0.1            1.7          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        185.358
            264           1969     21/09/1969          0.000          3.000         28.500          0.000          0.249          0.252          0.260          0.268          0.270          0.270          0.270          0.280          0.280         26.769          0.626          2.677        810.757            1.2          542.5           32.0           47.8           67.4           52.0           50.5           51.7           82.7           81.0           77.4            0.1        13016.5          179.6            8.2            0.0            1.2          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000         81.011
            273           1969     30/09/1969          0.000          0.000        124.200          0.000          0.270          0.291          0.288          0.290          0.291          0.291          0.283          0.292          0.291         16.104         22.812         29.848        866.193           13.6          543.7            9.5           33.2           67.1           64.3           58.5           56.4           87.6           85.8           81.4            1.2        13013.4          178.9            8.0            0.0            0.7          0.000            0.0            0.0           0.00        119.970           0.00              0          1.000          1.000         16.461
            304           1969     31/10/1969          0.000          0.000         16.100          9.071          0.227          0.237          0.252          0.265          0.270          0.270          0.270          0.280          0.280         27.063          0.000         43.888        802.271            2.3          485.4           14.1           18.9           38.9           58.9           55.1           52.7           84.4           83.2           79.3            0.3        13004.8          177.2           12.0            0.0            0.5          1.350            0.0          828.5          60.23        505.350           3.82              0          1.000          1.000         72.264
            334           1969     30/11/1969          0.000          0.000          9.500          3.273          0.230          0.237          0.248          0.258          0.266          0.270          0.270          0.280          0.280         10.894          0.000          0.000        797.604            1.9          476.2           12.7           18.1           34.2           57.4           54.2           52.7           84.4           83.2           79.3            0.0        13003.3          177.0           23.3            0.0            0.5          0.005            0.0         1154.1          68.66        574.530           4.56              0          1.000          1.000         27.860
            365           1969     31/12/1969          0.000          0.000          0.800          0.000          0.225          0.232          0.243          0.254          0.262          0.269          0.270          0.280          0.280          6.275          0.000          0.000        792.129            1.9          476.3           14.6           18.2           34.3           56.3           53.4           52.5           84.4           83.2           79.3            0.0        13003.2          177.0           34.5            0.0            0.5          0.002            0.0         1154.2          58.78        577.590           4.56              0          1.000          1.000         13.213
             31           1970     31/01/1970          0.000          0.000          0.300          0.000          0.217          0.226          0.239          0.251          0.259          0.266          0.270          0.280          0.280          5.753          0.000          0.000        786.676            1.9          476.3           16.5           18.0           34.4           55.6           52.9           52.0           84.4           83.2           79.3            0.0        13003.2          177.0           44.1            0.0            0.5          0.002            0.0         1154.2          50.32        577.590           4.56              0          1.000          1.000         14.173
             59           1970     28/02/1970          0.000          0.000          7.900          0.007          0.226          0.233          0.238          0.248          0.257          0.264          0.270          0.280          0.280          8.184          0.000          0.000        786.386            1.7          476.7           16.4           19.5           34.9           55.0           52.4           51.6           84.4           83.2           79.3            0.0        13002.6          177.3           50.2            0.0            0.5          0.003            0.0         1155.3          43.78        645.390           4.56              0          1.000          1.000         31.966
             90           1970     31/03/1970          0.000          0.000         14.600          0.013          0.237          0.239          0.244          0.250          0.256          0.262          0.270          0.280          0.280         10.806          0.000          0.000        790.167           99.9          478.6           16.0           21.1           35.8           55.2           52.2           51.2           84.4           83.2           79.3            0.0        13001.8          177.9           55.2            0.0            0.4          0.004            0.0         1156.6          37.52        708.750           4.56              0          1.000          1.000         48.010
            120           1970     30/04/1970          0.000          0.000         50.900          0.627          0.342          0.293          0.270          0.256          0.257          0.262          0.270          0.280          0.280         17.530          1.585          0.000        821.325           24.2          554.9           52.5           52.1           43.5           56.3           52.3           51.2           84.4           83.2           79.3            0.2        12995.5          181.0           47.4            0.0            0.3          0.023            0.0         1199.5          33.51       1043.190           4.57              0          1.000          1.000        111.667
            151           1970     31/05/1970          0.000          0.000         47.000          1.865          0.270          0.274          0.276          0.276          0.275          0.274          0.272          0.281          0.281         35.145          0.108          1.784        829.423            0.9          579.1           36.8           65.8           59.1           59.0           56.5           53.6           84.9           83.7           79.7            0.4        12978.3          183.4           31.6            0.0            0.2          0.023           64.8         1302.2          29.97       1618.350           4.75              0          1.000          1.000        164.076
            181           1970     30/06/1970          0.000          0.000         61.300          2.495          0.252          0.257          0.269          0.270          0.270          0.270          0.270          0.280          0.280         44.601          0.040         28.271        815.315            0.9          562.2           27.8           52.7           66.3           58.7           55.6           53.0           84.1           83.8           80.2            0.6        12957.9          182.4           22.1            0.0            0.0          0.023          319.6         1409.5          25.78       2256.150           5.40              0          1.000          1.000        181.501
            187           1970     06/07/1970          2.000          2.000         36.400          0.377          0.257          0.262          0.270          0.273          0.275          0.276          0.274          0.284          0.284         11.513          3.664          8.447        827.713            0.9          558.2           19.2           45.0           67.7           61.2           57.5           54.8           85.9           85.4           81.5            0.5        12953.3          181.9           20.5            0.0            0.0          0.000          327.2         1421.9          25.14       2330.429           5.42            185          1.000          1.000         32.594
            212           1970     31/07/1970          0.000          0.000         80.300          0.000          0.282          0.284          0.277          0.277          0.276          0.276          0.273          0.283          0.282         50.056          6.574         15.608        835.775            1.4          563.3           15.9           44.8           72.1           63.8           58.6           55.2           86.1           85.3           81.5            0.4        12927.1          187.4           21.9            0.9           22.2          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        172.259
            243           1970     31/08/1970          0.000          1.000        226.600          0.000          0.270          0.286          0.288          0.288          0.286          0.284          0.277          0.286          0.285         78.284         56.834         75.213        852.044            1.2          528.4            4.4           18.8           52.9           63.8           64.1           60.5           91.0           88.7           84.3            1.8        12905.0          185.8           14.2            0.1            3.1          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        140.922
            264           1970     21/09/1970          0.000          3.000        101.600          0.000          0.277          0.275          0.273          0.274          0.275          0.276          0.274          0.284          0.284         34.061         21.401         65.182        833.000            1.3          493.4            3.2           11.5           38.0           52.8           59.2           59.6           92.8           90.4           85.8            1.0        12894.3          183.5           12.0            0.1            1.8          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000         76.277
            273           1970     30/09/1970          0.000          0.000         12.500          0.000          0.245          0.252          0.265          0.270          0.270          0.271          0.271          0.281          0.281         15.622          0.011         15.901        813.967           16.8          499.3           17.6           11.8           35.8           50.8           57.5           58.4           92.2           89.9           85.3            0.2        12891.8          183.0           11.6            0.1            1.2          0.000            0.0            0.0           0.00        115.150           0.00              0          1.000          1.000         21.829
            304           1970     31/10/1970          0.000          0.000         23.400          4.486          0.238          0.246          0.257          0.264          0.270          0.270          0.270          0.280          0.280         25.286          0.000          1.465        806.130            3.0          489.4           14.9           12.6           29.7           49.7           57.4           58.3           92.0           89.7           85.1            0.0        12884.2          181.4           14.8            0.0            1.0          0.748            0.0          436.7          35.23        413.440           2.13              0          1.000          1.000         71.413
            334           1970     30/11/1970          0.000          0.000          1.500          7.472          0.213          0.224          0.240          0.254          0.264          0.270          0.270          0.280          0.280         10.751          0.000          0.000        789.407            2.0          461.8            8.0            8.1           16.3           48.1           56.2           58.3           92.0           89.7           85.1            0.0        12881.4          181.0           24.5            0.0            1.0          0.081            0.0         1066.2          64.68        555.160           4.45              0          1.000          1.000         34.409
            365           1970     31/12/1970          0.000          0.000          3.100          0.010          0.221          0.227          0.237          0.250          0.260          0.267          0.270          0.280          0.280          6.271          0.000          0.000        786.227            2.0          462.0            8.6            8.6           17.6           47.4           55.3           57.6           92.0           89.7           85.1            0.0        12881.2          181.0           35.4            0.0            1.0          0.002            0.0         1067.4          55.43        571.300           4.45              0          1.000          1.000         16.311
             31           1971     31/01/1971          0.000          0.000          5.900          0.000          0.229          0.234          0.240          0.248          0.257          0.264          0.270          0.280          0.280          4.942          0.000          0.000        787.185            2.0          462.0            8.1            9.5           18.6           47.3           54.7           57.0           92.0           89.7           85.1            0.0        12881.2          181.0           44.9            0.0            1.0          0.002            0.0         1067.4          47.45        573.880           4.45              0          1.000          1.000         11.096
             59           1971     28/02/1971          0.000          0.000          9.000          0.002          0.237          0.238          0.241          0.248          0.255          0.262          0.270          0.280          0.280          7.848          0.000          0.000        788.334            1.9          462.1            7.7           10.2           19.1           47.3           54.4           56.6           92.0           89.7           85.1            0.0        12881.1          181.1           52.1            0.0            1.0          0.003            0.0         1067.8          41.25        599.980           4.45              0          1.000          1.000         18.391
             90           1971     31/03/1971          0.000          0.000          9.000          0.137          0.221          0.230          0.241          0.250          0.256          0.262          0.270          0.280          0.280         11.576          0.000          0.000        785.621           97.0          467.5           12.5           10.5           19.3           47.4           54.5           56.5           92.0           89.7           85.1            0.0        12878.5          182.6           52.7            0.0            0.9          0.016            0.0         1077.7          35.62        756.580           4.45              0          1.000          1.000         68.545
            120           1971     30/04/1971          0.000          0.000         30.000          1.565          0.231          0.236          0.244          0.250          0.256          0.262          0.270          0.280          0.280         24.935          0.000          0.000        789.121           18.4          547.2           81.4           20.1           20.3           47.4           54.6           56.6           92.0           89.7           85.1            0.0        12871.4          185.2           45.0            0.0            0.7          0.042            0.0         1183.1          33.51       1110.220           4.49              0          1.000          1.000        113.300
            151           1971     31/05/1971          0.000          0.000         50.900          4.120          0.234          0.242          0.253          0.259          0.261          0.265          0.270          0.280          0.280         37.525          0.289          0.000        798.087            1.0          563.8           58.9           49.8           29.8           47.4           55.1           56.8           91.2           89.7           85.1            0.3        12854.2          186.7           31.1            0.0            0.4          0.042          205.4         1386.8          30.42       1684.600           5.01              0          1.000          1.000        181.684
            181           1971     30/06/1971          0.000          0.000         78.700          3.829          0.267          0.270          0.278          0.277          0.275          0.273          0.271          0.281          0.281         40.169          4.045          0.458        828.286            0.9          563.1           26.6           56.1           50.1           50.0           56.7           57.8           90.7           89.7           85.3            0.5        12833.2          184.9           22.0            0.0            0.1          0.042          458.1         1568.0          26.17       2303.380           5.70              0          1.000          1.000        169.963
            184           1971     03/07/1971          2.000          2.000         11.500          0.041          0.264          0.267          0.276          0.277          0.277          0.276          0.273          0.283          0.282          6.551          0.000          2.625        830.569            1.0          561.9           23.7           53.5           52.0           50.1           56.5           58.2           91.5           90.4           85.9            0.1        12831.4          184.7           21.4            0.0            0.1          0.000          458.1         1568.0          25.91       2303.380           5.70            182          1.000          1.000         16.135
            212           1971     31/07/1971          0.000          0.000         81.300          0.000          0.251          0.254          0.261          0.269          0.270          0.270          0.270          0.280          0.280         40.635         17.418         42.070        811.746            1.2          550.3           22.8           41.9           57.0           51.0           53.5           55.9           91.2           90.7           86.5            0.8        12803.0          188.3           21.8            1.3           32.8          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        199.137
