Summary_file = output\xifeng_w_n0.sum
Title = Continuous winter wheat at Xifeng with low N
       day      year           date          event           flag           rain           w_ep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             es         runoff          drain         sw_dep          nh4()        tot_no3             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n     w_mat       n_stress       w_stress             eo
     (day)    (year)             ()            (?)             ()           (mm)           (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)           (mm)        (g/m^2)     (doy)             ()             ()           (mm)
       151      1979     31/05/1979          0.000          0.000         28.600          0.208              0.242              0.244              0.250              0.256              0.259              0.264              0.270              0.280              0.280         21.185          0.000          0.000        796.584          0.913         83.045              3.870              5.479              6.468             10.098              8.191              7.074             12.002             14.202             15.662          0.005      11909.151        188.353         34.151          0.019          0.809          0.003        154.109       1060.115         25.637       1781.380          2.848         0          1.000          1.000        145.379
       176      1979     25/06/1979          2.000          2.000         32.000          0.309              0.263              0.262              0.254              0.256              0.261              0.266              0.270              0.280              0.280         23.425          0.000          0.000        804.849          0.926         89.079              5.309              8.389              8.045             10.166              8.280              7.123             11.963             14.138             15.667          0.004      11890.735        185.905         23.545          0.012          0.491          0.002        166.082       1072.536         22.731       2313.940          2.885       174          1.000          1.000        174.292
       181      1979     30/06/1979          0.000          0.000          9.400          0.000              0.258              0.260              0.258              0.258              0.261              0.266              0.270              0.280              0.280          8.338          0.000          0.000        805.911          1.690         92.674              6.293              9.757              9.126             10.269              8.315              7.139             11.966             14.140             15.668          0.000      11885.465        188.366         39.799          0.969         36.922          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         45.292
       212      1979     31/07/1979          0.000          0.000        139.400          0.000              0.286              0.273              0.269              0.269              0.270              0.270              0.270              0.280              0.280         49.968         27.188         46.460        821.695          1.325        100.628              5.578             11.030             13.979             11.141              9.648              8.121             12.260             13.706             15.165          0.213      11864.342        189.181         22.074          0.313         11.944          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        165.063
       243      1979     31/08/1979          0.000          1.000         70.800          0.000              0.258              0.262              0.271              0.273              0.273              0.273              0.272              0.282              0.281         45.116          8.530         16.271        822.578          1.299        109.841              6.310             13.167             17.576             12.518             10.298              8.624             12.574             13.696             15.078          0.101      11842.845        184.251         14.538          0.117          4.475          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        151.764
       264      1979     21/09/1979          0.000          3.000         49.200          0.000              0.315              0.288              0.277              0.275              0.273              0.273              0.271              0.281              0.281         21.874          5.645          9.078        835.180          1.286        113.524              5.387             14.367             19.655             13.437             10.594              8.782             12.672             13.646             14.984          0.068      11833.604        181.574         12.574          0.089          3.409          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         73.526
       273      1979     30/09/1979          0.000          0.000          3.700          0.000              0.247              0.252              0.263              0.270              0.270              0.270              0.270              0.280              0.280         14.241          0.000         11.951        812.689          9.576        125.426             18.588             13.056             19.133             13.757             10.794              8.923             12.773             13.567             14.836          0.035      11830.788        180.777         12.188          0.068          2.590          0.000          0.000          0.000          0.000        120.180          0.000         0          1.000          1.000         22.869
       304      1979     31/10/1979          0.000          0.000         10.400         16.494              0.195              0.213              0.237              0.258              0.268              0.270              0.270              0.280              0.280         19.109          0.000          0.496        786.989          1.551         93.430              5.398              5.088              8.810             13.285             10.746              8.931             12.782             13.568             14.823          0.000      11821.323        178.248         17.169          0.068          2.590          1.887          0.000       1186.530         85.388        538.900          3.520         0          0.936          1.000         88.340
       334      1979     30/11/1979          0.000          0.000          2.900          4.441              0.182              0.207              0.230              0.249              0.260              0.268              0.270              0.280              0.280          8.976          0.000          0.000        776.472          1.315         85.947              4.450              4.332              7.063              9.595             10.443              8.864             12.791             13.577             14.832          0.000      11818.455        177.800         32.073          0.068          2.590          0.014          0.000       1558.211         90.604        655.660          3.393         0          0.752          1.000         30.938
       365      1979     31/12/1979          0.000          0.000          3.400          0.006              0.205              0.204              0.226              0.244              0.255              0.263              0.270              0.280              0.280          6.713          0.000          0.000        773.153          1.249         86.233              5.085              4.367              7.155              9.451             10.237              8.719             12.796             13.584             14.839          0.000      11818.189        177.857         46.796          0.068          2.590          0.002          0.000       1559.019         77.595        681.820          3.393         0          1.000          1.000         20.078
        31      1980     31/01/1980          0.000          0.000          3.900          0.000              0.213              0.214              0.226              0.241              0.252              0.260              0.269              0.280              0.280          4.351          0.000          0.000        772.702          1.241         86.261              5.061              4.728              7.229              9.351             10.078              8.618             12.773             13.579             14.843          0.000      11818.178        177.866         59.741          0.068          2.590          0.002          0.000       1559.029         66.428        682.960          3.393         0          1.000          1.000         12.099
        60      1980     29/02/1980          0.000          0.000          2.200          0.005              0.198              0.211              0.226              0.240              0.251              0.259              0.268              0.279              0.280          6.553          0.000          0.000        768.344          1.146         86.390              5.389              4.727              7.303              9.307              9.984              8.560             12.728             13.547             14.845          0.000      11817.892        178.142         69.096          0.068          2.590          0.003          0.000       1559.599         57.460        714.940          3.393         0          1.000          1.000         30.900
        91      1980     31/03/1980          0.000          0.000         12.100          0.045              0.203              0.214              0.226              0.238              0.249              0.258              0.267              0.278              0.280         13.181          0.000          0.000        767.218          0.804         86.818              5.520              5.158              7.427              9.274              9.905              8.506             12.680             13.502             14.848          0.000      11816.556        179.533         73.291          0.068          2.590          0.007          0.000       1563.823         49.311        831.340          3.393         0          1.000          1.000         64.879
       121      1980     30/04/1980          0.000          0.000         12.600          0.547              0.205              0.216              0.225              0.237              0.248              0.257              0.266              0.277              0.280         13.554          0.000          0.000        765.718          0.492         87.882              5.850              5.841              7.710              9.262              9.814              8.460             12.638             13.457             14.851          0.000      11809.722        184.394         59.940          0.056          2.120          0.011          0.000       1598.315         43.288       1211.860          3.406         0          1.000          1.000        121.415
       152      1980     31/05/1980          0.000          0.000         68.600          0.871              0.267              0.265              0.255              0.255              0.255              0.259              0.266              0.276              0.280         35.399          0.025          0.000        798.022          0.711         83.483              3.409              6.700              8.532              8.641              8.749              7.502             11.676             13.419             14.855          0.011      11796.104        187.689         42.229          0.021          0.818          0.011        251.447       1645.786         37.310       1777.840          4.152         0          1.000          1.000        151.343
       179      1980     27/06/1980          2.000          2.000         42.800          0.859              0.240              0.246              0.258              0.265              0.270              0.270              0.270              0.278              0.280         32.735          1.304          0.000        805.924          0.875         87.540              5.089              6.987              9.593              8.978              9.123              7.844             11.748             13.318             14.860          0.029      11779.530        186.987         30.094          0.006          0.234          0.002        289.564       1685.487         32.751       2301.579          4.258       177          1.000          1.000        152.552
       182      1980     30/06/1980          0.000          0.000         68.700          0.000              0.316              0.306              0.291              0.287              0.283              0.279              0.274              0.282              0.281          6.973         12.430          1.166        854.056          1.716         89.164              2.317              7.402             11.171              9.984              9.614              8.263             11.993             13.500             14.919          0.079      11777.236        190.753         59.888          1.337         54.748          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         15.579
       213      1980     31/07/1980          0.000          0.000        145.300          0.000              0.263              0.266              0.276              0.280              0.282              0.283              0.278              0.287              0.287         54.929         41.556         61.171        841.701          1.399         96.795              3.396              8.211             13.369             11.261             10.180              9.217             13.068             13.503             14.590          0.268      11757.879        197.003         31.231          0.420         17.193          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        174.927
       244      1980     31/08/1980          0.000          1.000         77.600          0.000              0.248              0.253              0.264              0.270              0.270              0.270              0.270              0.280              0.280         39.197         16.820         50.606        812.678          1.302        102.517              6.252              9.798             14.787             11.695             10.273              9.212             13.282             13.254             13.965          0.142      11738.596        193.421         20.083          0.183          7.474          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        161.590
       264      1980     20/09/1980          0.000          3.000         46.100          0.000              0.251              0.256              0.267              0.270              0.271              0.271              0.271              0.281              0.281         29.598          1.364         10.949        816.866          1.341        106.272              5.934             10.651             16.336             12.441             10.609              9.441             13.533             13.360             13.967          0.071      11729.502        190.857         16.939          0.125          5.114          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         76.111
       274      1980     30/09/1980          0.000          0.000          4.100          0.126              0.240              0.247              0.258              0.268              0.270              0.270              0.270              0.280              0.280         10.165          0.000          2.400        808.275          5.555        123.619             22.921             11.165             16.420             12.386             10.596              9.404             13.501             13.319             13.907          0.002      11724.912        189.354         15.885          0.112          4.596          0.094          0.000         27.157          4.831        140.120          0.158         0          1.000          1.000         42.019
       305      1980     31/10/1980          0.000          0.000         37.500          6.582              0.279              0.266              0.259              0.263              0.269              0.270              0.270              0.280              0.280         24.986          0.000          0.006        814.201          1.618         93.748              4.133              7.157              9.401             12.284             10.591              9.415             13.516             13.332             13.919          0.007      11717.149        187.165         18.821          0.074          3.047          1.154          0.000        702.267         50.726        525.320          3.082         0          1.000          1.000         64.549
       335      1980     30/11/1980          0.000          0.000          8.100          9.417              0.233              0.239              0.248              0.258              0.266              0.270              0.270              0.280              0.280         14.315          0.000          0.000        798.569          1.385         76.203              1.925              3.175              4.783              5.604             10.497              9.422             13.526             13.343             13.929          0.000      11714.314        186.743         28.677          0.062          2.524          2.581          0.000       1684.423         89.108        720.680          4.639         0          0.777          1.000         39.130
       366      1980     31/12/1980          0.000          0.000          0.600          0.512              0.226              0.233              0.243              0.254              0.262              0.269              0.270              0.280              0.280          5.853          0.000          0.000        792.804          1.341         75.002              2.073              2.914              4.440              5.019             10.354              9.388             13.530             13.349             13.936          0.000      11714.004        186.746         41.196          0.061          2.504          0.002          0.000       1756.491         78.604        738.680          4.073         0          0.984          1.000         17.416
        31      1981     31/01/1981          0.000          0.000          8.300          0.000              0.243              0.246              0.249              0.254              0.260              0.267              0.270              0.280              0.280          3.725          0.000          0.000        797.379          1.329         75.037              1.805              3.161              4.560              5.091             10.279              9.318             13.532             13.351             13.939          0.000      11713.983        186.754         52.242          0.061          2.502          0.002          0.000       1756.521         67.293        742.340          4.073         0          1.000          1.000          9.697
        59      1981     28/02/1981          0.000          0.000          3.900          0.002              0.226              0.235              0.245              0.253              0.260              0.266              0.270              0.280              0.280          9.110          0.000          0.000        792.168          1.281         75.119              2.035              3.074              4.521              5.103             10.261              9.297             13.533             13.353             13.942          0.000      11713.844        186.840         60.471          0.061          2.484          0.002          0.000       1756.745         58.487        762.140          4.073         0          1.000          1.000         25.678
        90      1981     31/03/1981          0.000          0.000         17.900          0.089              0.238              0.243              0.248              0.252              0.258              0.265              0.270              0.280              0.280         15.681          0.000          0.000        794.297          0.728         76.076              2.306              3.567              4.790              5.135             10.190              9.252             13.536             13.356             13.945          0.000      11710.824        188.807         59.420          0.056          2.314          0.008          0.000       1765.608         50.322        982.280          4.075         0          1.000          1.000         87.235
       120      1981     30/04/1981          0.000          0.000         32.300          0.379              0.243              0.243              0.250              0.255              0.260              0.265              0.270              0.280              0.280         29.124          0.000          0.000        797.095          0.596         77.291              2.670              4.102              5.063              5.187             10.174              9.248             13.539             13.359             13.947          0.001      11704.523        191.444         51.159          0.032          1.302          0.008          0.000       1793.985         43.908       1354.460          4.085         0          1.000          1.000        120.790
       151      1981     31/05/1981          0.000          0.000         20.100          0.830              0.225              0.234              0.245              0.253              0.259              0.265              0.270              0.280              0.280         25.416          0.000          0.000        790.949          0.807         72.570              3.943              4.995              5.071              4.542              7.960              7.343             11.398             13.364             13.952          0.000      11689.028        192.248         35.340          0.015          0.613          0.008        284.046       1837.597         37.704       1945.940          4.968         0          1.000          1.000        193.348
       173      1981     22/06/1981          2.000          2.000         40.400          0.491              0.272              0.282              0.268              0.254              0.258              0.265              0.270              0.280              0.280         18.324          0.275          0.000        812.260          0.893         76.011              3.589              7.634              6.948              4.591              7.809              7.193             11.204             13.088             13.956          0.017      11675.027        190.249         27.088          0.008          0.331          0.002        304.429       1859.077         33.937       2369.900          5.091       171          1.000          1.000        114.369
       181      1981     30/06/1981          0.000          0.000          9.000          0.000              0.250              0.253              0.258              0.260              0.261              0.265              0.270              0.280              0.280         16.967          0.000          0.000        804.293          1.806         80.475              5.913              8.515              7.799              4.896              7.870              7.225             11.207             13.091             13.958          0.000      11668.972        194.240         45.862          1.691         64.340          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         61.431
       212      1981     31/07/1981          0.000          0.000        114.600          0.000              0.241              0.247              0.259              0.268              0.270              0.270              0.270              0.280              0.280         50.940         23.783         35.703        808.468          1.257         90.905              7.354             10.338             12.689              7.454              7.581              7.470             11.485             12.807             13.727          0.144      11648.271        197.320         24.926          0.572         21.761          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        166.574
       243      1981     31/08/1981          0.000          1.000        228.400          0.000              0.291              0.275              0.270              0.270              0.270              0.271              0.271              0.281              0.282         43.306         92.277         75.286        825.998          1.314         94.645              2.542              7.905             15.337             12.452              9.768              8.343             12.241             12.675             13.381          0.382      11627.453        192.640         16.314          0.200          7.611          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        143.187
       264      1981     21/09/1981          0.000          3.000        101.300          0.000              0.249              0.253              0.262              0.270              0.270              0.270              0.270              0.280              0.280         29.037         19.832         66.329        812.101          1.316         92.284              2.275              5.044             12.050             12.702             11.309              9.633             13.315             12.869             13.086          0.228      11620.103        190.529         14.440          0.102          3.872          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         67.411
       273      1981     30/09/1981          0.000          0.000         24.500          0.047              0.263              0.267              0.273              0.273              0.272              0.272              0.271              0.281              0.280         12.685          1.021          0.550        822.298          5.044        110.609             14.462              9.314             13.308             12.944             11.462              9.735             13.383             12.902             13.100          0.028      11615.326        188.926         13.606          0.070          2.659          0.089          0.000         24.030          4.520        133.480          0.140         0          1.000          1.000         30.978
       304      1981     31/10/1981          0.000          0.000         11.800          2.674              0.232              0.240              0.254              0.264              0.270              0.270              0.270              0.280              0.280         24.777          0.000          3.342        803.305          2.394         95.165              7.010              5.009              9.997             12.613             11.415              9.721             13.406             12.907             13.087          0.004      11611.559        187.723         17.135          0.060          2.273          0.557          0.000        346.158         29.086        380.560          1.648         0          1.000          1.000         58.362
       334      1981     30/11/1981          0.000          0.000         21.200          0.948              0.243              0.247              0.256              0.265              0.270              0.270              0.270              0.280              0.280         16.499          0.000          0.000        807.058          2.087         91.712              4.536              5.289              8.657             12.649             11.431              9.725             13.414             12.915             13.095          0.004      11610.546        187.498         23.715          0.057          2.170          0.172          0.000        488.479         33.932        451.480          1.964         0          1.000          1.000         26.454
       365      1981     31/12/1981          0.000          0.000          0.400          0.000              0.231              0.237              0.249              0.259              0.267              0.270              0.270              0.280              0.280          8.227          0.000          0.000        799.231          2.076         91.809              5.263              5.127              8.568             12.373             11.315              9.727             13.417             12.920             13.100          0.000      11610.514        187.497         30.461          0.057          2.170          0.002          0.000        488.506         29.050        455.680          1.964         0          1.000          1.000         12.882
        31      1982     31/01/1982          0.000          0.000          1.600          0.002              0.227              0.232              0.242              0.254              0.263              0.269              0.270              0.280              0.280          8.092          0.000          0.000        792.737          1.996         92.048              6.010              5.126              8.537             12.096             11.124              9.708             13.420             12.923             13.105          0.000      11610.272        187.510         35.936          0.057          2.170          0.002          0.000        488.713         24.881        481.720          1.964         0          1.000          1.000         18.534
        59      1982     28/02/1982          0.000          0.000          5.700          0.001              0.224              0.231              0.242              0.252              0.261              0.267              0.270              0.280              0.280          8.025          0.000          0.000        790.411          1.951         92.151              6.055              5.363              8.614             12.005             11.026              9.634             13.421             12.925             13.107          0.000      11610.140        187.537         40.217          0.057          2.170          0.002          0.000        488.905         21.633        497.620          1.964         0          1.000          1.000         21.282
        90      1982     31/03/1982          0.000          0.000         28.500          0.054              0.248              0.251              0.256              0.256              0.260              0.266              0.270              0.280              0.280         17.719          0.000          0.000        801.138          1.579         92.963              4.549              6.892              9.385             12.116             10.989              9.574             13.422             12.927             13.109          0.002      11608.756        187.894         41.862          0.053          2.003          0.010          0.000        493.862         18.707        634.240          1.964         0          1.000          1.000         60.366
       120      1982     30/04/1982          0.000          0.000         18.500          2.624              0.252              0.254              0.251              0.254              0.260              0.267              0.270              0.280              0.280         16.465          0.000          0.000        800.549          1.081         94.882              5.103              7.927              9.866             11.942             10.960              9.616             13.425             12.930             13.112          0.001      11602.473        188.658         35.610          0.048          1.830          0.104          0.000        694.225         21.803        987.160          2.023         0          1.000          1.000        122.015
       151      1982     31/05/1982          0.000          0.000         35.700          8.755              0.251              0.253              0.248              0.253              0.259              0.265              0.270              0.280              0.280         29.144          0.000          0.000        798.350          1.013         95.611              5.543              9.324             10.799             11.370             10.227              9.040             13.256             12.935             13.117          0.006      11587.449        187.167         25.351          0.032          1.199          0.104         68.687       1156.205         24.594       1580.920          2.498         0          1.000          1.000        170.083
       181      1982     30/06/1982          0.000          0.000         17.100         11.916              0.217              0.227              0.236              0.245              0.254              0.260              0.269              0.279              0.280         23.685          0.000          0.000        779.849          1.030         92.054              7.441             10.034             11.105              9.840              8.725              7.774             11.669             12.344             13.123          0.000      11566.075        182.217         17.665          0.017          0.653          0.094        741.642       1664.965         21.161       2277.999          3.683         0          1.000          1.000        196.604
       185      1982     04/07/1982          2.000          2.000          0.000          0.468              0.212              0.224              0.236              0.245              0.253              0.260              0.269              0.279              0.280          1.216          0.000          0.000        778.165          1.014         92.977              7.951             10.244             11.297              9.855              8.722              7.771             11.672             12.341             13.123          0.000      11563.801        181.610         17.105          0.017          0.648          0.002        741.642       1666.734         20.845       2277.999          3.683       183          1.000          1.000         22.240
       212      1982     31/07/1982          0.000          0.000        110.300          0.000              0.279              0.294              0.286              0.279              0.269              0.261              0.268              0.279              0.280         26.022         33.816          0.000        828.626          1.052        103.721              4.000             14.208             18.368             12.669              9.523              7.818             11.675             12.330             13.132          0.107      11540.813        181.800         18.468          0.530         26.382          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        162.489
       243      1982     31/08/1982          0.000          1.000        109.400          0.000              0.281              0.285              0.278              0.275              0.274              0.272              0.271              0.281              0.280         54.348         15.814         36.900        830.965          1.185        108.136              4.022             11.646             19.091             14.857             11.413              9.177             12.478             12.467             12.986          0.212      11523.613        178.949         13.057          0.220         10.975          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        136.146
       264      1982     21/09/1982          0.000          3.000         41.500          0.000              0.242              0.248              0.259              0.268              0.270              0.270              0.270              0.280              0.280         30.827          0.874         31.614        809.149          1.229        108.609              4.871              9.530             17.701             15.471             12.417              9.963             13.156             12.618             12.883          0.127      11516.465        177.266         11.578          0.140          6.962          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         58.511
       273      1982     30/09/1982          0.000          0.000         16.700          0.000              0.251              0.255              0.264              0.269              0.270              0.270              0.270              0.280              0.280         12.456          0.202          0.010        813.181          9.724        121.459             14.921             11.506             18.356             15.609             12.433              9.967             13.160             12.621             12.886          0.010      11513.845        176.519         11.353          0.116          5.785          0.000          0.000          0.000          0.000        116.050          0.000         0          1.000          1.000         21.939
       304      1982     31/10/1982          0.000          0.000         21.800          6.273              0.248              0.251              0.254              0.262              0.269              0.270              0.270              0.280              0.280         22.096          0.000          0.000        806.611          1.712         94.833              4.073              5.599              8.698             15.334             12.440              9.982             13.174             12.635             12.898          0.000      11505.783        174.415         15.068          0.083          4.132          1.132          0.000        687.721         51.602        512.690          3.058         0          1.000          1.000         71.115
       334      1982     30/11/1982          0.000          0.000         13.900          1.606              0.252              0.254              0.256              0.261              0.268              0.270              0.270              0.280              0.280         11.419          0.000          0.000        807.487          1.560         88.248              2.182              3.777              5.880             15.293             12.397              9.988             13.181             12.643             12.906          0.000      11504.771        174.278         25.137          0.078          3.867          0.932          0.000        971.014         59.249        588.410          3.529         0          1.000          1.000         26.557
       365      1982     31/12/1982          0.000          0.000          0.000          0.000              0.236              0.241              0.251              0.260              0.267              0.270              0.270              0.280              0.280          6.286          0.000          0.000        801.201          1.550         88.322              2.540              3.602              5.880             15.203             12.362              9.990             13.185             12.647             12.912          0.000      11504.752        174.280         35.107          0.078          3.866          0.002          0.000        971.022         50.722        589.730          3.529         0          1.000          1.000         12.335
        31      1983     31/01/1983          0.000          0.000          1.000          0.000              0.228              0.233              0.246              0.256              0.264              0.270              0.270              0.280              0.280          6.861          0.000          0.000        795.339          1.534         88.367              2.926              3.514              6.006             14.959             12.222              9.990             13.186             12.650             12.915          0.000      11504.710        174.297         43.570          0.078          3.866          0.002          0.000        971.044         43.424        592.070          3.529         0          1.000          1.000         13.043
        59      1983     28/02/1983          0.000          0.000          2.500          0.000              0.231              0.228              0.240              0.252              0.261              0.268              0.270              0.280              0.280          7.675          0.000          0.000        790.165          1.508         88.421              3.331              3.516              6.146             14.663             12.084              9.923             13.188             12.652             12.918          0.000      11504.648        174.330         50.071          0.078          3.866          0.002          0.000        971.054         37.738        593.090          3.529         0          1.000          1.000         27.892
        90      1983     31/03/1983          0.000          0.000         22.900          0.027              0.242              0.246              0.250              0.253              0.259              0.266              0.270              0.280              0.280         16.380          0.000          0.000        796.658          1.192         88.930              2.783              4.300              6.714             14.586             11.959              9.826             13.189             12.653             12.920          0.000      11503.535        175.035         53.269          0.075          3.730          0.006          0.000        973.993         32.413        699.830          3.529         0          1.000          1.000         63.828
       120      1983     30/04/1983          0.000          0.000         65.300          0.941              0.249              0.254              0.266              0.270              0.270              0.270              0.270              0.281              0.281         38.225          1.454          6.750        814.588          0.714         89.684              2.316              4.137              7.233             13.920             12.694             10.291             13.415             12.738             12.941          0.033      11497.664        177.701         44.985          0.051          2.524          0.039          0.000       1053.936         30.145       1047.350          3.554         0          1.000          1.000        115.520
       151      1983     31/05/1983          0.000          0.000        141.500          2.543              0.264              0.267              0.270              0.272              0.274              0.276              0.275              0.287              0.287         39.943         13.672         67.953        831.976          0.812         82.906              0.901              2.626              5.855              9.038             10.888             10.838             15.370             14.007             13.383          0.193      11486.997        179.098         34.385          0.026          1.298          0.039         20.300       1220.697         27.981       1580.750          3.866         0          1.000          1.000        151.665
       181      1983     30/06/1983          0.000          0.000        117.400          2.295              0.252              0.257              0.269              0.271              0.273              0.275              0.274              0.285              0.286         47.608          3.987         69.744        825.741          0.921         73.677              1.053              2.435              4.997              6.490              8.047              8.878             14.075             14.064             13.638          0.153      11473.302        178.204         26.029          0.007          0.330          0.039        356.757       1382.574         24.075       2187.350          4.559         0          1.000          1.000        152.396
       190      1983     09/07/1983          2.000          2.000          2.700          0.742              0.242              0.248              0.260              0.269              0.270              0.270              0.270              0.280              0.280          8.156          0.000         10.076        809.466          0.909         72.423              1.923              3.013              5.128              6.290              7.663              8.351             13.354             13.315             13.385          0.006      11468.264        177.463         23.552          0.006          0.318          0.002        385.544       1416.028         23.129       2309.750          4.767       188          1.000          1.000         45.300
