Summary_file = output\xifeng_w_n0.sum
Title = Continuous winter wheat at Xifeng with low N
       day      year           date          event           flag           rain           w_ep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             es         runoff          drain         sw_dep          nh4()        tot_no3             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n     w_mat       n_stress       w_stress             eo
     (day)    (year)             ()            (?)             ()           (mm)           (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)           (mm)        (g/m^2)     (doy)             ()             ()           (mm)
       212      1973     31/07/1973          0.000          0.000         43.700          0.000              0.255              0.258              0.263              0.269              0.270              0.270              0.270              0.280              0.280         46.778          0.672          1.254        813.705          1.314        123.125             11.203             15.501             15.205              9.375              9.612              9.307             15.614             18.373             18.936          0.011      12541.885        196.505         23.437          0.912         34.034          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        202.462
       243      1973     31/08/1973          0.000          1.000        224.900          0.000              0.270              0.291              0.291              0.290              0.288              0.286              0.279              0.288              0.287         57.397         76.709         45.876        858.622          1.296        129.698              2.482             11.032             21.757             17.234             12.828             10.713             16.294             18.216             19.141          0.458      12515.614        193.239         14.620          0.220          8.199          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        163.939
       264      1973     21/09/1973          0.000          3.000         56.600          0.000              0.247              0.253              0.265              0.270              0.270              0.270              0.270              0.281              0.281         39.130          1.816         60.348        813.928          1.355        126.054              3.967              8.465             19.068             17.235             13.802             11.325             16.451             17.431             18.310          0.200      12506.529        191.160         12.845          0.094          3.505          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         74.825
       273      1973     30/09/1973          0.000          0.000         28.000          0.000              0.252              0.256              0.268              0.270              0.271              0.271              0.271              0.281              0.281         16.519          2.052          6.238        817.118          7.295        141.248             15.256             10.998             19.380             17.479             14.153             11.589             16.623             17.458             18.312          0.048      12502.574        190.058         12.310          0.067          2.518          0.000          0.000          0.000          0.000        119.620          0.000         0          1.000          1.000         31.180
       304      1973     31/10/1973          0.000          0.000         92.500          2.595              0.241              0.251              0.265              0.270              0.270              0.270              0.270              0.280              0.280         39.239         12.924         42.929        811.931          2.722        122.662              4.379              6.003             12.318             18.279             15.604             12.904             17.633             17.510             18.033          0.243      12497.873        188.844         14.820          0.045          1.694          0.609          0.000        349.229         28.154        402.840          1.637         0          1.000          1.000         55.372
       334      1973     30/11/1973          0.000          0.000          4.900          3.245              0.220              0.231              0.247              0.260              0.268              0.270              0.270              0.280              0.280         16.545          0.000          0.159        796.881          2.047        110.417              2.589              3.079              5.468             17.649             15.532             12.908             17.640             17.516             18.037          0.000      12495.681        188.414         21.201          0.042          1.564          1.160          0.000        773.302         47.662        538.080          2.726         0          1.000          1.000         37.976
       365      1973     31/12/1973          0.000          0.000          0.000          0.173              0.213              0.225              0.240              0.253              0.262              0.269              0.270              0.280              0.280          7.789          0.000          0.000        788.919          1.997        110.180              2.989              3.013              5.772             17.129             15.188             12.881             17.645             17.522             18.043          0.000      12495.481        188.394         29.111          0.042          1.564          0.002          0.000        796.242         41.806        545.280          2.646         0          1.000          1.000         16.552
        31      1974     31/01/1974          0.000          0.000          6.500          0.000              0.235              0.238              0.242              0.251              0.259              0.266              0.270              0.280              0.280          4.137          0.000          0.000        791.282          1.983        110.241              2.800              3.419              6.217             16.885             14.970             12.733             17.647             17.524             18.047          0.000      12495.441        188.396         35.968          0.042          1.564          0.002          0.000        796.246         35.790        545.820          2.646         0          1.000          1.000          9.093
        59      1974     28/02/1974          0.000          0.000          6.900          0.002              0.231              0.236              0.245              0.253              0.259              0.265              0.270              0.280              0.280          6.414          0.000          0.000        791.766          1.927        110.353              2.677              3.550              6.339             16.942             14.946             12.678             17.647             17.526             18.049          0.000      12495.276        188.437         41.060          0.042          1.564          0.002          0.000        796.518         31.115        565.920          2.646         0          1.000          1.000         18.061
        90      1974     31/03/1974          0.000          0.000         25.300          0.058              0.242              0.247              0.254              0.258              0.262              0.267              0.270              0.280              0.280         16.144          0.000          0.000        800.864          1.558        111.046              2.424              3.927              6.646             16.910             15.145             12.768             17.649             17.527             18.051          0.001      12493.959        188.880         43.623          0.039          1.454          0.009          0.000        801.251         26.789        674.520          2.646         0          1.000          1.000         63.536
       120      1974     30/04/1974          0.000          0.000         11.700          2.221              0.227              0.235              0.246              0.254              0.261              0.268              0.270              0.280              0.280         16.966          0.000          0.000        793.377          0.981        114.002              4.238              4.972              7.115             16.571             15.028             12.838             17.654             17.532             18.055          0.000      12483.594        190.220         33.508          0.033          1.247          0.044          0.000        940.193         26.802       1095.720          2.696         0          1.000          1.000        144.855
       151      1974     31/05/1974          0.000          0.000         78.300          3.473              0.248              0.253              0.263              0.270              0.270              0.270              0.270              0.280              0.281         34.030          2.405         19.073        812.696          0.996        111.328              2.988              5.621              8.525             13.906             14.307             12.584             17.663             17.695             18.040          0.096      12468.949        189.205         25.578          0.021          0.786          0.044        153.166       1138.883         24.504       1666.559          3.181         0          1.000          1.000        166.124
       181      1974     30/06/1974          0.000          0.000         42.900          4.323              0.250              0.254              0.261              0.266              0.270              0.270              0.270              0.280              0.280         39.779          0.000          0.559        810.934          1.053        110.812              5.335              8.049              9.692             12.410             12.723             11.335             16.175             17.087             18.005          0.004      12446.486        185.274         17.999          0.006          0.226          0.002        427.193       1338.915         21.083       2278.919          4.017       180          1.000          1.000        195.726
       182      1974     01/07/1974          2.000          2.000              ?              ?              0.250              0.254              0.261              0.266              0.270              0.270              0.270              0.280              0.280              ?              ?              ?        810.934          1.053        110.812              5.335              8.049              9.692             12.410             12.723             11.335             16.175             17.087             18.005              ?      12446.486        185.274         17.999          0.006          0.226          0.002        427.193       1338.915         21.083       2278.919          4.017       180              ?              ?              ?
       212      1974     31/07/1974          0.000          0.000         82.100          0.000              0.305              0.291              0.277              0.274              0.272              0.271              0.270              0.280              0.280         51.288          7.326          1.786        832.634          1.156        124.948              6.853             14.348             14.854             13.066             12.951             11.472             16.269             17.119             18.014          0.037      12417.643        186.819         17.630          0.463         15.525          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        201.880
       243      1974     31/08/1974          0.000          1.000         57.000          0.000              0.244              0.249              0.259              0.268              0.270              0.270              0.270              0.280              0.280         37.769         16.486         26.204        809.176          1.190        132.296             10.310             14.250             17.395             13.694             13.054             11.823             16.795             17.120             17.855          0.148      12393.547        181.500         11.617          0.299         10.021          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        189.859
       264      1974     21/09/1974          0.000          3.000        101.300          0.000              0.252              0.256              0.267              0.270              0.271              0.271              0.271              0.282              0.282         33.119         11.850         48.188        817.318          1.274        130.067              4.322             10.454             18.883             16.205             14.180             12.714             18.002             17.503             17.804          0.320      12384.592        179.784         10.238          0.149          4.996          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         66.782
       273      1974     30/09/1974          0.000          0.000         32.100          0.016              0.325              0.293              0.279              0.275              0.273              0.272              0.271              0.280              0.280          7.924          1.842          2.998        836.638          6.118        146.661             12.725             16.198             20.625             16.758             14.409             12.788             18.014             17.450             17.694          0.059      12380.074        178.606          9.880          0.127          4.247          0.085          0.000         21.687          4.287        132.930          0.127         0          1.000          1.000         33.369
       304      1974     31/10/1974          0.000          0.000         56.400          4.235              0.261              0.264              0.270              0.271              0.271              0.271              0.270              0.280              0.280         32.507          1.522         35.803        818.971          2.224        118.666              2.637              4.474             10.681             17.649             15.324             13.480             18.893             17.839             17.689          0.199      12374.855        177.502         14.352          0.092          3.078          0.890          0.000        527.250         42.213        428.190          2.398         0          1.000          1.000         62.306
       334      1974     30/11/1974          0.000          0.000         30.000          2.991              0.303              0.272              0.270              0.270              0.270              0.270              0.270              0.280              0.280         13.387          0.000          8.929        823.663          1.796        109.696              1.279              2.813              5.140             16.649             15.452             13.633             19.098             17.938             17.694          0.024      12373.066        177.331         23.832          0.083          2.778          1.543          0.000        963.813         61.267        553.170          3.121         0          0.895          1.000         29.240
       365      1974     31/12/1974          0.000          0.000         13.600          0.006              0.279              0.273              0.271              0.271              0.270              0.270              0.270              0.280              0.280          1.513          0.000         13.488        822.256          1.791        107.837              0.779              2.553              4.898             14.857             15.487             13.926             19.474             18.133             17.729          0.028      12373.047        177.332         34.576          0.083          2.777          0.002          0.000        966.994         52.597        554.310          2.751         0          0.985          1.000          3.079
        31      1975     31/01/1975          0.000          0.000          2.200          0.000              0.259              0.263              0.269              0.270              0.270              0.270              0.270              0.280              0.280          4.951          0.000          2.157        817.347          1.791        107.570              0.854              2.427              4.849             14.619             15.447             13.951             19.525             18.162             17.736          0.004      12373.047        177.332         43.789          0.083          2.777          0.002          0.000        966.994         45.027        554.310          2.751         0          1.000          1.000          9.387
        59      1975     28/02/1975          0.000          0.000          5.100          0.004              0.240              0.245              0.258              0.268              0.270              0.270              0.270              0.280              0.280         14.841          0.000          0.000        807.603          1.701        107.721              1.321              2.327              4.746             14.498             15.449             13.951             19.527             18.164             17.738          0.000      12372.803        177.470         50.366          0.082          2.747          0.003          0.000        967.416         39.152        584.490          2.751         0          1.000          1.000         28.148
        90      1975     31/03/1975          0.000          0.000         20.500          0.067              0.244              0.249              0.257              0.263              0.269              0.270              0.270              0.280              0.280         21.234          0.000          0.000        806.802          1.271        108.425              1.722              2.631              5.001             14.262             15.422             13.953             19.528             18.166             17.741          0.000      12371.255        178.425         53.186          0.075          2.519          0.016          0.000        975.921         33.792        722.130          2.751         0          1.000          1.000         68.010
       120      1975     30/04/1975          0.000          0.000         47.900          1.329              0.283              0.271              0.269              0.270              0.270              0.270              0.270              0.280              0.280         26.869          0.159          5.148        821.198          0.806        108.814              1.549              3.225              5.508             13.584             15.209             14.041             19.678             18.252             17.768          0.018      12366.257        180.750         47.915          0.061          2.061          0.072          0.000       1102.232         32.639       1028.130          2.789         0          1.000          1.000         99.903
       151      1975     31/05/1975          0.000          0.000         43.300          4.478              0.241              0.248              0.259              0.266              0.270              0.270              0.270              0.280              0.280         46.086          0.000          5.929        808.006          0.824        107.802              2.613              3.666              5.708             12.287             14.152             13.415             19.837             18.341             17.783          0.015      12356.095        182.971         37.784          0.028          0.951          0.072          0.000       1403.424         32.179       1509.870          3.063         0          1.000          1.000        150.006
       181      1975     30/06/1975          0.000          0.000         42.600          7.088              0.244              0.250              0.260              0.265              0.268              0.270              0.270              0.280              0.280         35.605          0.039          0.000        807.874          0.920        101.525              4.004              5.732              6.931             10.408             11.461             11.009             16.650             17.539             17.789          0.007      12334.787        182.184         24.340          0.010          0.325          0.072        549.638       1730.881         27.709       2200.590          4.351         0          1.000          1.000        180.115
       189      1975     08/07/1975          2.000          2.000         12.300          0.812              0.249              0.253              0.261              0.265              0.268              0.270              0.270              0.280              0.280          9.633          0.000          0.000        809.729          0.954        101.726              4.272              6.475              7.357             10.234             11.250             10.793             16.356             17.199             17.791          0.000      12329.400        181.478         22.261          0.006          0.215          0.002        565.941       1760.193         26.753       2298.870          4.513       187          1.000          1.000         29.385
       212      1975     31/07/1975          0.000          0.000        200.600          0.000              0.263              0.266              0.274              0.277              0.279              0.280              0.277              0.287              0.287         55.289         73.458         44.226        837.357          1.335        106.091              2.836              6.785             10.651             10.392             11.100             11.284             17.341             17.657             18.046          0.243      12311.384        188.987         27.154          0.411         17.169          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        141.829
       243      1975     31/08/1975          0.000          1.000         36.700          0.000              0.254              0.256              0.257              0.266              0.270              0.270              0.270              0.280              0.280         41.655          0.447         21.428        810.527          1.196        116.165              7.981             11.104             13.077             10.351             10.855             10.897             17.033             17.283             17.585          0.036      12284.743        184.568         15.256          0.223          9.313          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        179.629
       264      1975     21/09/1975          0.000          3.000        149.100          0.000              0.270              0.277              0.278              0.276              0.275              0.274              0.272              0.282              0.282         37.791         38.573         52.012        831.251          1.289        113.255              2.403              7.779             14.722             12.812             11.591             11.164             17.549             17.592             17.643          0.285      12276.744        183.290         13.286          0.082          3.406          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         46.223
       273      1975     30/09/1975          0.000          0.000         99.700          0.000              0.318              0.305              0.294              0.292              0.291              0.289              0.280              0.289              0.288         15.697         13.188         30.316        871.750          9.842        122.052              4.394              8.871             14.696             14.243             13.024             12.138             18.407             18.230             18.048          0.236      12274.117        182.707         12.856          0.053          2.195          0.000          0.000          0.000          0.000        119.300          0.000         0          1.000          1.000         16.708
       304      1975     31/10/1975          0.000          0.000         81.500          1.965              0.259              0.263              0.270              0.271              0.272              0.272              0.272              0.283              0.283         33.019          1.272         94.452        822.542          2.768        102.635              1.588              2.879              6.705             11.926             12.539             12.091             18.671             18.342             17.895          0.277      12268.667        181.448         15.761          0.032          1.327          0.568          0.000        323.386         26.615        434.170          1.416         0          1.000          1.000         51.377
       334      1975     30/11/1975          0.000          0.000         30.300          0.259              0.251              0.255              0.266              0.270              0.270              0.270              0.270              0.280              0.280         13.185          0.000         25.530        813.869          2.482         96.453              0.948              1.924              4.048             10.420             12.155             12.055             18.758             18.351             17.793          0.051      12267.968        181.338         21.613          0.030          1.248          0.052          0.000        428.689         29.020        517.090          1.593         0          1.000          1.000         20.666
       365      1975     31/12/1975          0.000          0.000         18.300          0.007              0.261              0.264              0.270              0.270              0.270              0.270              0.270              0.280              0.280          4.775          0.011          9.513        817.863          2.439         95.373              0.692              1.891              3.997              9.722             11.916             12.049             18.847             18.427             17.833          0.015      12267.857        181.329         27.293          0.030          1.244          0.002          0.000        430.009         24.910        524.590          1.593         0          1.000          1.000          6.744
        31      1976     31/01/1976          0.000          0.000          0.000          0.000              0.248              0.252              0.260              0.268              0.270              0.270              0.270              0.280              0.280          7.017          0.000          0.000        810.846          2.440         95.386              0.901              1.849              3.897              9.657             11.917             12.050             18.849             18.430             17.837          0.000      12267.857        181.329         32.226          0.030          1.244          0.002          0.000        430.009         21.325        524.590          1.593         0          1.000          1.000          9.879
        60      1976     29/02/1976          0.000          0.000         14.900          0.001              0.253              0.255              0.258              0.263              0.269              0.270              0.270              0.280              0.280         16.331          0.000          0.000        809.414          2.369         95.532              1.015              1.988              3.991              9.481             11.885             12.050             18.850             18.432             17.839          0.000      12267.699        181.354         35.974          0.030          1.244          0.002          0.000        430.159         18.447        537.550          1.593         0          1.000          1.000         23.587
        91      1976     31/03/1976          0.000          0.000          4.900          0.015              0.226              0.234              0.247              0.259              0.266              0.270              0.270              0.280              0.280         17.225          0.000          0.000        797.074          1.998         96.190              1.809              2.033              4.059              9.347             11.765             12.051             18.851             18.433             17.841          0.000      12266.717        181.580         38.032          0.030          1.233          0.004          0.000        432.353         15.882        637.750          1.593         0          1.000          1.000         69.101
       121      1976     30/04/1976          0.000          0.000         51.200          0.633              0.253              0.256              0.261              0.264              0.268              0.270              0.270              0.280              0.280         37.068          0.000          0.000        810.572          1.152         98.550              2.318              3.165              4.717              9.376             11.787             12.054             18.854             18.436             17.844          0.003      12261.140        182.479         33.182          0.022          0.908          0.032          0.000        477.608         14.968        944.710          1.604         0          1.000          1.000        102.278
       152      1976     31/05/1976          0.000          0.000         32.400          2.350              0.259              0.260              0.258              0.261              0.267              0.270              0.270              0.280              0.280         30.909          0.000          0.000        809.713          1.070        101.714              3.308              5.209              5.701              9.176             11.382             11.791             18.860             18.440             17.847          0.000      12248.118        182.043         24.663          0.012          0.497          0.033          0.000        619.725         15.347       1472.830          1.722         0          1.000          1.000        156.043
       182      1976     30/06/1976          0.000          0.000         63.900          2.823              0.253              0.257              0.267              0.270              0.270              0.270              0.270              0.280              0.281         39.182          2.424         13.828        815.355          1.070        101.458              3.603              6.444              7.950              8.717             10.283             10.708             17.494             18.309             17.950          0.062      12228.989        179.016         17.535          0.005          0.203          0.033        231.496        762.141         13.239       2132.170          2.252         0          1.000          1.000        168.427
       193      1976     11/07/1976          2.000          2.000          0.500          0.663              0.239              0.246              0.258              0.267              0.270              0.270              0.270              0.280              0.280          6.809          0.000          0.660        807.723          1.062        102.660              5.119              6.974              8.227              8.579             10.135             10.531             17.210             17.977             17.908          0.000      12222.017        177.618         15.791          0.005          0.196          0.002        259.104        792.252         12.591       2295.791          2.384       191          1.000          1.000         52.183
       213      1976     31/07/1976          0.000          0.000         70.400          0.000              0.264              0.267              0.273              0.272              0.271              0.271              0.270              0.280              0.280         31.608         14.550         10.980        820.985          1.220        109.928              5.691             10.006             11.350              9.098             10.090             10.515             17.261             17.990             17.927          0.063      12203.852        177.397         17.775          0.532         17.260          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        118.376
       244      1976     31/08/1976          0.000          1.000        215.200          0.000              0.263              0.267              0.274              0.279              0.283              0.286              0.281              0.292              0.293         64.527         37.155         85.315        849.188          1.207        106.441              1.029              4.539             11.292             11.766             11.297             11.084             17.982             18.707             18.743          0.438      12187.162        175.729         12.696          0.108          3.494          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        114.649
       264      1976     20/09/1976          0.000          3.000         58.900          0.000              0.261              0.264              0.269              0.270              0.270              0.270              0.270              0.280              0.280         29.489         15.053         45.617        817.929          1.236        104.666              2.281              5.084             11.238             11.401             10.946             10.563             17.314             17.922             17.918          0.095      12178.074        173.645         10.912          0.082          2.653          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         64.196
       274      1976     30/09/1976          0.000          0.000          0.000          0.125              0.246              0.251              0.262              0.269              0.270              0.270              0.270              0.280              0.280          6.553          0.000          0.125        811.126          6.558        120.723             17.623              5.523             11.446             11.436             10.972             10.568             17.318             17.923             17.914          0.000      12173.796        172.612         10.366          0.070          2.255          0.093          0.000         26.350          4.751        142.490          0.154         0          1.000          1.000         37.831
       305      1976     31/10/1976          0.000          0.000         10.100          9.007              0.219              0.229              0.245              0.260              0.269              0.270              0.270              0.280              0.280         16.272          0.000          0.000        795.946          1.653         99.528              4.258              3.515              5.847             11.165             10.967             10.581             17.333             17.937             17.926          0.000      12165.988        170.931         14.321          0.060          1.938          1.309          0.000        802.220         58.036        504.110          2.436         0          0.956          1.000         69.035
       335      1976     30/11/1976          0.000          0.000          5.400          1.673              0.222              0.229              0.242              0.254              0.263              0.269              0.270              0.280              0.280          8.321          0.000          0.000        791.353          1.512         97.329              3.308              3.296              5.283             10.914             10.744             10.564             17.340             17.944             17.934          0.000      12164.805        170.774         24.583          0.060          1.938          0.002          0.000       1012.311         60.903        564.530          2.154         0          0.786          1.000         24.140
       366      1976     31/12/1976          0.000          0.000          5.100          0.000              0.229              0.234              0.242              0.252              0.260              0.267              0.270              0.280              0.280          5.181          0.000          0.000        791.271          1.491         97.442              3.232              3.543              5.464             10.843             10.653             10.474             17.343             17.949             17.940          0.000      12164.730        170.783         34.318          0.060          1.938          0.002          0.000       1012.327         52.138        566.930          2.154         0          1.000          1.000         11.364
        31      1977     31/01/1977          0.000          0.000          3.900          0.000              0.238              0.240              0.243              0.251              0.259              0.265              0.270              0.280              0.280          3.049          0.000          0.000        792.122          1.491         97.449              3.115              3.761              5.582             10.775             10.576             10.401             17.344             17.951             17.943          0.000      12164.730        170.783         42.726          0.060          1.938          0.002          0.000       1012.327         44.635        566.930          2.154         0          1.000          1.000          6.080
        59      1977     28/02/1977          0.000          0.000          3.000          0.008              0.223              0.230              0.241              0.251              0.258              0.264              0.270              0.280              0.280          7.581          0.000          0.000        787.533          1.389         97.619              3.362              3.720              5.618             10.765             10.548             10.363             17.345             17.953             17.945          0.000      12164.384        170.975         48.434          0.060          1.938          0.003          0.000       1013.014         38.823        606.590          2.154         0          1.000          1.000         31.618
        90      1977     31/03/1977          0.000          0.000          2.000          0.131              0.213              0.222              0.235              0.247              0.256              0.263              0.270              0.280              0.280          8.214          0.000          0.000        781.188          0.856         98.759              4.339              3.938              5.807             10.639             10.476             10.308             17.348             17.956             17.948          0.000      12160.948        172.677         46.870          0.060          1.938          0.011          0.000       1024.338         33.583        822.290          2.154         0          1.000          1.000         83.545
       120      1977     30/04/1977          0.000          0.000         62.200          0.811              0.265              0.268              0.270              0.270              0.268              0.265              0.270              0.280              0.280         25.614          0.230          0.000        816.733          0.755        100.310              2.103              5.299              7.339             11.006             10.914             10.389             17.352             17.957             17.951          0.016      12153.227        174.940         39.127          0.034          1.112          0.023          0.000       1087.494         30.537       1199.930          2.177         0          1.000          1.000        114.305
       151      1977     31/05/1977          0.000          0.000         31.800          1.625              0.249              0.253              0.260              0.265              0.270              0.270              0.270              0.280              0.280         37.087          0.000          0.000        809.821          0.848         98.810              3.636              5.763              7.317              9.984             10.074              9.731             16.389             17.963             17.955          0.002      12140.836        175.917         30.019          0.016          0.526          0.023        140.302       1190.200         26.896       1725.470          2.651         0          1.000          1.000        160.091
       181      1977     30/06/1977          0.000          0.000         31.000          2.040              0.253              0.257              0.265              0.264              0.267              0.270              0.270              0.280              0.280         26.986          0.102          0.000        811.693          0.911        103.335              5.237              8.300              9.062              9.847              9.739              9.465             15.927             17.797             17.961          0.011      12119.908        174.088         20.268          0.010          0.309          0.002        290.727       1284.681         23.141       2341.970          2.861       180          1.000          1.000        184.374
       182      1977     01/07/1977          2.000          2.000              ?              ?              0.253              0.257              0.265              0.264              0.267              0.270              0.270              0.280              0.280              ?              ?              ?        811.693          0.911        103.335              5.237              8.300              9.062              9.847              9.739              9.465             15.927             17.797             17.961              ?      12119.908        174.088         20.268          0.010          0.309          0.002        290.727       1284.681         23.141       2341.970          2.861       180              ?              ?              ?
       212      1977     31/07/1977          0.000          0.000        164.600          0.000              0.259              0.262              0.269              0.270              0.270              0.270              0.270              0.280              0.280         54.531         55.939         48.814        817.009          1.231        110.529              5.890             10.204             13.003             10.433             10.075              9.691             15.956             17.436             17.840          0.219      12094.546        178.659         20.337          0.379         17.199          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        192.699
       243      1977     31/08/1977          0.000          1.000         74.200          0.000              0.254              0.258              0.268              0.270              0.270              0.270              0.270              0.280              0.280         55.566          7.854         12.244        815.545          1.146        119.981              8.220             13.027             16.260             11.211             10.284              9.784             15.999             17.379             17.816          0.068      12070.889        175.103         12.679          0.124          5.645          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        167.129
       264      1977     21/09/1977          0.000          3.000        108.300          0.000              0.280              0.279              0.273              0.272              0.272              0.272              0.272              0.282              0.283         38.601         16.205         40.522        828.517          1.231        118.950              3.370             10.540             17.794             13.907             11.507             10.355             16.306             17.332             17.839          0.222      12061.491        173.125         10.903          0.064          2.905          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         63.250
