Summary_file = Dalby600.sum
Title = Dalby 600mm wet soil
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        17      1958          0.097       3730.425          0.000        107.733
        26      1959          0.000       9558.429       4158.592        203.341
        24      1960          0.000      12165.435       6246.103        273.526
        30      1961          0.000       9405.494       4569.778        191.451
        23      1962          0.000      11715.017       5772.890        229.665
        34      1963          0.000       6919.378       3178.721        146.856
        25      1964          0.000      12042.841       5750.800        264.387
        36      1965          0.000       7882.099       3500.350        184.653
        24      1966          0.000      11468.883       5498.902        248.643
        39      1967          0.000       8536.470       3353.380        198.054
        45      1968          0.000       6858.317       2152.422        160.335
        19      1969          0.000       8483.902       3955.922        204.430
        28      1970          0.000      12676.383       5712.225        279.454
        25      1971          0.000      12613.919       6089.337        255.118
        31      1972          0.000      12279.922       5597.135        240.194
        21      1973          0.000      10666.399       5116.086        229.408
        21      1974          0.000      11136.216       5625.037        224.398
        30      1975          0.000      11179.078       5563.727        232.110
        30      1976          0.000      11819.587       5547.936        228.819
        28      1977          0.000       6774.264       2504.005        161.992
        18      1978          0.000       7133.308       2496.919        168.649
        29      1979          0.000       9643.193       4880.215        198.308
        21      1980          0.000       7535.082       3677.522        189.781
        23      1981          0.000       9807.147       5512.844        192.732
        24      1982          0.000      12002.664       6107.308        270.215
        23      1983          0.000       8882.122       4840.567        211.676
        30      1984          0.000      12395.332       5531.993        229.007
        25      1985          0.000       8846.891       4409.533        203.592
        24      1986          0.000       7839.770       3674.077        188.401
        33      1987          0.000      10627.146       4244.255        245.545
        24      1988          0.000      11160.857       5812.633        245.853
        22      1989          0.000       9300.808       4584.499        202.562
        24      1990          0.000      12106.510       5842.010        250.402
        62      1991          0.000       5865.441       1357.388        142.639
        18      1992          0.000       9041.435       4490.780        199.784
        38      1993          0.000       6857.262       2321.284        153.131
        23      1994          0.000       9834.139       5097.673        234.658
        29      1995          0.000       7798.212       3380.610        171.354
        24      1996          0.000      12733.370       5980.845        246.734
        31      1997          0.000       7600.094       3155.844        173.060
        21      1998          0.000       8923.604       4707.984        217.757
        27      1999          0.000       9390.914       5013.546        198.079
        36      2000          0.000      13790.214       6133.971        265.736
        31      2001          0.000       5646.572       2225.197        127.613
        21      2002          0.000      10484.698       5491.529        251.116
