ApsimVersion = 6.0
Title = Rice Simulation
           Date           ancr           anlv           anso    cover_green      cover_tot      crop_type        cropsta            dae           dtga            dvr            dvs            eff           etae            etd           etrd           fnlv            gcr         height             hu         ldstrs         lestrs         lrstrs           nacr           nflv           pcew   plant_status           rlai         rnstrs           ssga         tnsoil            trc           wagt           wlvd           wlvg            wso            wst            zrt
     17/12/1990          7.577          5.084          0.000          0.092          0.345           rice              4             64         25.894          0.000          0.615          0.395          1.794          7.175          5.382          0.046          8.906        500.000         12.734          1.000          0.321          0.618          0.096          1.283          1.000          alive          0.193          1.000          0.000         20.417          0.814        219.382          0.684        110.412          0.000        108.286          0.200
     18/12/1990          7.824          5.240          0.000          0.096          0.345           rice              4             65         31.216          0.000          0.615          0.389          2.420          9.681          7.261          0.046         10.665        500.000         14.382          1.000          0.324          0.619          0.247          1.287          1.000          alive          0.201          1.000          0.000         20.557          1.136        225.939          0.746        113.380          0.000        111.813          0.210
     19/12/1990          7.910          5.290          0.000          0.100          0.345           rice              4             66         22.061          0.000          0.615          0.434          0.924          3.697          2.773          0.046          7.409        500.000         18.250          1.000          0.323          0.615          0.086          1.277          1.000          alive          0.211          1.000          0.000         20.551          0.451        230.488          0.809        115.419          0.000        114.260          0.220
     20/12/1990          8.233          5.496          0.000          0.104          0.345           rice              4             67         36.229          0.015          0.630          0.419          1.958          7.832          5.874          0.046         14.543        500.000         16.563          1.000          0.328          0.624          0.323          1.282          1.000          alive          0.221          1.000          0.000         20.711          1.001        239.467          0.873        119.504          0.000        119.089          0.230
     21/12/1990          8.490          5.644          0.000          0.109          0.345           rice              4             68         39.075          0.014          0.644          0.422          2.118          8.472          6.354          0.046         16.295        500.000         14.897          1.000          0.327          0.624          0.257          1.271          1.000          alive          0.230          1.000          0.000         20.635          1.131        249.697          1.008        123.910          0.000        124.779          0.240
     22/12/1990          8.549          5.660          0.000          0.113          0.345           rice              4             69         32.106          0.014          0.658          0.422          1.330          5.321          3.991          0.045         12.351        500.000         15.701          1.000          0.323          0.623          0.059          1.273          1.000          alive          0.240          1.000          0.000         20.625          0.739        257.551          1.212        127.063          0.000        129.276          0.250
     23/12/1990          8.885          5.843          0.000          0.118          0.345           rice              4             70         42.900          0.016          0.674          0.436          1.931          7.722          5.792          0.044         18.288        500.000         16.123          1.000          0.323          0.627          0.336          1.326          1.000          alive          0.250          1.000          0.000         20.806          1.117        269.383          1.489        131.637          0.000        136.256          0.260
     24/12/1990          9.303          6.060          0.000          0.121          0.345           rice              4             71         48.816          0.010          0.685          0.466          1.850          7.402          5.551          0.044         22.592        500.000         10.500          1.000          0.319          0.628          0.418          1.359          1.000          alive          0.257          1.000          0.000         20.704          1.116        284.216          1.856        137.070          0.000        145.291          0.270
     25/12/1990          9.589          6.192          0.000          0.125          0.345           rice              4             72         49.169          0.013          0.697          0.437          1.997          7.988          5.991          0.044         21.880        500.000         12.701          1.000          0.314          0.629          0.286          1.386          1.000          alive          0.266          1.000          0.000         20.513          1.238        298.689          2.291        142.113          0.000        154.286          0.280
     26/12/1990          9.872          6.313          0.000          0.129          0.345           rice              4             73         51.131          0.014          0.711          0.428          2.064          8.256          6.192          0.043         22.153        500.000         13.919          1.000          0.307          0.629          0.284          1.417          1.000          alive          0.276          1.000          0.000         20.448          1.321        313.467          2.808        146.965          0.000        163.693          0.290
     27/12/1990          9.872          6.310          0.000          0.133          0.345           rice              4             74         29.541          0.014          0.725          0.400          1.671          6.683          5.012          0.043          8.863        500.000         13.929          1.000          0.299          0.626          0.000          1.455          0.710          alive          0.286          1.000          0.000         20.381          1.106        319.430          3.420        148.423          0.000        167.588          0.300
     28/12/1990          9.977          6.307          0.000          0.138          0.345           rice              4             75         39.627          0.015          0.739          0.438          1.894          7.578          5.683          0.042         16.151        500.000         14.710          1.000          0.295          0.616          0.105          1.482          0.703          alive          0.296          1.000          0.000         20.594          1.297        330.454          4.113        151.371          0.000        174.970          0.310
     29/12/1990         10.383          6.440          0.000          0.142          0.345           rice              4             76         58.819          0.014          0.753          0.422          2.099          8.395          6.296          0.041         25.461        500.000         14.092          1.000          0.298          0.604          0.406          1.522          1.000          alive          0.307          1.000          0.000         26.735          1.488        348.209          4.904        156.137          0.000        187.168          0.320
