APSIM output file, version = 5.4
Title = Dalby 1200mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
             50           1958          0.000       4302.962       1621.245        189.025
             48           1959          0.000       5661.017       2250.498        177.522
             48           1960          0.000       5380.381       2135.965        211.969
             53           1961          0.000       5115.793       1790.563        170.418
             48           1962          0.000       5365.401       2116.490        182.279
             50           1963          0.000       4763.503       1893.851        170.639
             50           1964          0.000       3974.741       1458.335        168.839
             51           1965          0.000       4963.062       1897.509        198.059
             50           1966          0.000       4973.177       1962.700        185.678
             51           1967          0.000       5196.480       1986.689        208.647
             51           1968          0.000       4817.897       1913.045        176.427
             48           1969          0.000       5050.360       1891.330        202.149
             47           1970          0.000       5642.425       2237.793        195.274
             47           1971          0.000       4754.975       1881.807        142.364
             52           1972          0.000       5884.222       2328.352        171.975
             47           1973          0.000       5378.716       1999.757        182.262
             47           1974          0.000       5226.596       2065.863        155.766
             48           1975          0.000       5591.580       2223.522        196.623
             49           1976          0.000       4885.034       1930.926        144.285
             47           1977          0.000       4521.201       1462.376        171.172
             46           1978          0.000       5507.034       2176.963        192.385
             48           1979          0.000       4834.986       1882.343        169.846
             49           1980          0.000       5545.740       2202.341        204.888
             47           1981          0.000       5135.129       1994.435        173.147
             46           1982          0.000       5158.521       2051.150        178.711
             47           1983          0.000       5021.982       1999.553        187.526
             50           1984          0.000       5715.210       2272.867        177.578
             48           1985          0.000       4468.654       1621.377        177.548
             49           1986          0.000       4349.917       1635.584        172.968
             48           1987          0.000       6327.222       2462.692        238.184
             46           1988          0.000       6240.884       2468.477        213.985
             48           1989          0.000       5250.431       2081.994        182.646
             47           1990          0.000       5654.492       2240.975        208.518
             45           1991          0.000       4899.747       1894.243        177.405
             47           1992          0.000       5414.663       2147.980        205.963
             49           1993          0.000       3873.409       1337.135        159.199
             51           1994          0.000       4664.522       1802.255        185.458
             50           1995          0.000       6462.679       2562.535        222.394
             49           1996          0.000       6116.398       2415.835        200.214
             49           1997          0.000       4705.563       1685.506        167.011
             46           1998          0.000       4815.278       1864.771        183.957
             48           1999          0.000       5578.017       2205.566        191.027
             55           2000          0.000       6288.603       2489.028        210.444
             49           2001          0.000       4956.587       1962.181        187.168
             48           2002          0.000       4287.322       1593.646        184.672
