ApsimVersion = 6.1
Title = Dalby 600mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
             50           1958          0.000         3207.7         1208.0        138.138
             48           1959          0.000         5204.5         2072.2        161.970
             48           1960          0.000         4661.7         1852.1        180.565
             53           1961          0.000         4277.4         1382.9        139.926
             48           1962          0.000         5105.4         2013.0        173.464
             50           1963          0.000         3869.0         1542.5        131.820
             50           1964          0.000         3480.2         1199.3        147.999
             51           1965          0.000         3695.0         1275.8        145.714
             50           1966          0.000         5013.4         1978.0        187.257
             51           1967          0.000         3916.6         1305.1        156.441
             51           1968          0.000         3898.6         1513.3        137.753
             48           1969          0.000         4298.7         1476.9        170.656
             47           1970          0.000         5325.5         2114.6        183.708
             47           1971          0.000         4761.8         1884.3        142.071
             52           1972          0.000         5650.9         2236.9        164.812
             47           1973          0.000         4168.8         1346.3        141.674
             47           1974          0.000         4623.0         1829.5        135.879
             48           1975          0.000         4554.5         1777.6        154.625
             49           1976          0.000         4708.0         1862.2        138.799
             47           1977          0.000         3236.5          833.9        123.271
             46           1978          0.000         4513.9         1786.4        154.659
             48           1979          0.000         3814.1         1423.5        131.344
             49           1980          0.000         4470.4         1775.1        159.187
             47           1981          0.000         4353.6         1689.8        142.958
             46           1982          0.000         5113.1         2034.1        176.484
             47           1983          0.000         4456.0         1710.9        164.058
             50           1984          0.000         4951.1         1971.2        150.783
             48           1985          0.000         3256.0         1043.4        128.856
             49           1986          0.000         3309.8         1107.9        131.344
             48           1987          0.000         5370.1         2081.8        198.858
             46           1988          0.000         5973.5         2364.6        203.792
             48           1989          0.000         4475.1         1777.9        152.726
             47           1990          0.000         4683.5         1857.4        170.620
             45           1991          0.000         3867.6         1497.4        137.183
             47           1992          0.000         4745.8         1882.5        178.418
             49           1993          0.000         2773.2          793.8        111.404
             51           1994          0.000         4177.3         1604.4        166.339
             50           1995          0.000         5783.1         2296.0        197.786
             49           1996          0.000         6038.5         2384.2        198.088
             49           1997          0.000         3541.6         1129.6        121.942
             46           1998          0.000         4069.9         1576.8        150.413
             48           1999          0.000         4619.4         1827.4        155.451
             55           2000          0.000         5938.4         2350.9        197.196
             49           2001          0.000         3886.0         1538.1        142.107
             48           2002          0.000         3304.1         1162.0        142.295
