ApsimVersion = 5.4
Title = Roma 800mm wet soil
            day           year            lai        biomass          yield         sum_ep
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
             55           1958          0.000         3437.6         1257.9        167.369
             47           1959          0.000         5632.7         2192.7        204.797
             51           1960          0.000         3164.3         1040.1        139.384
             49           1961          0.000         2694.3          921.0        104.284
             46           1962          0.000         5048.2         2000.7        185.368
             48           1963          0.000         4562.8         1809.8        164.225
             50           1964          0.000         2509.7          772.6        119.643
             52           1965          0.000         2507.4          597.7        117.501
             48           1966          0.000         3571.7         1420.7        135.156
             50           1967          0.000         3889.8         1478.0        162.866
             48           1968          0.000         4647.6         1850.0        168.408
             50           1969          0.000         3140.0          806.9        145.659
             49           1970          0.000         3150.2         1250.2        130.654
             47           1971          0.000         5068.0         1961.7        210.138
             49           1972          0.000         4680.1         1742.0        178.100
             50           1973          0.000         3954.8         1342.7        162.594
             44           1974          0.000         4420.6         1745.1        145.077
             49           1975          0.000         2956.9          759.1        125.516
             46           1976          0.000         4177.6         1615.6        129.651
             49           1977          0.000         5009.1         1945.3        208.589
             48           1978          0.000         4940.2         1958.5        187.487
             49           1979          0.000         3828.1         1496.1        153.435
             53           1980          0.000         3511.1         1396.8        151.129
             47           1981          0.000         4532.6         1784.0        171.855
             50           1982          0.000         4769.5         1822.9        193.973
             51           1983          0.000         3360.8          933.0        144.616
             46           1984          0.000         5236.6         2084.5        174.030
             50           1985          0.000         3469.1          967.8        165.585
             51           1986          0.000         2512.6          700.5        115.112
             50           1987          0.000         4195.0         1616.9        183.559
             50           1988          0.000         3190.6         1151.6        138.746
             48           1989          0.000         2960.0         1060.6        119.431
             51           1990          0.000         2772.7          745.6        133.235
             46           1991          0.000         4111.4         1628.5        157.365
             50           1992          0.000         3114.6         1170.5        149.166
             48           1993          0.000         2591.0          747.6        106.203
             51           1994          0.000         3001.5         1196.5        126.823
             49           1995          0.000         3776.7         1479.6        145.395
             49           1996          0.000         5748.5         2288.7        200.088
             46           1997          0.000         3736.1         1489.7        134.395
             49           1998          0.000         3260.6         1199.4        131.338
             47           1999          0.000         4498.5         1768.2        172.789
             50           2000          0.000         5146.1         1988.6        177.971
             48           2001          0.000         3231.2         1262.7        128.371
             50           2002          0.000         3921.6         1456.6        173.070
