Summary_file = Roma400.sum
Title = Roma 400mm wet soil
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        55      1958          0.000       2340.987        829.974        111.870
        47      1959          0.000       5278.591       2057.968        191.483
        51      1960          0.000       2276.799        671.989         99.422
        49      1961          0.000       1461.430        387.184         53.249
        46      1962          0.000       5004.184       1987.871        181.559
        48      1963          0.000       4606.387       1829.316        165.383
        50      1964          0.000       1675.301        469.496         79.252
        52      1965          0.000       1388.668        245.544         65.588
        48      1966          0.000       3586.610       1428.195        135.121
        49      1967          0.000       2643.137       1027.044        108.724
        48      1968          0.000       4377.861       1716.364        157.705
        50      1969          0.000       2605.993        598.471        119.831
        49      1970          0.000       1833.795        700.011         73.179
        47      1971          0.000       5126.283       1990.676        212.456
        49      1972          0.000       4346.927       1508.152        164.560
        50      1973          0.000       2513.564        765.800        105.353
        44      1974          0.000       3588.884       1425.533        114.477
        49      1975          0.000       1749.513        340.038         73.884
        46      1976          0.000       4289.377       1662.054        132.432
        49      1977          0.000       4185.194       1669.052        173.365
        48      1978          0.000       3385.148       1340.565        126.691
        48      1979          0.000       2551.249        914.340        101.040
        53      1980          0.000       2565.725        981.071        105.416
        47      1981          0.000       4225.777       1597.935        158.876
        50      1982          0.000       3544.169       1301.059        142.009
        51      1983          0.000       2910.304        729.803        124.892
        46      1984          0.000       4876.280       1945.316        158.481
        50      1985          0.000       3055.237        790.364        145.883
        51      1986          0.000       1609.563        365.727         74.855
        49      1987          0.000       2741.198       1021.505        121.219
        50      1988          0.000       2010.384        630.321         86.553
        48      1989          0.000       1683.176        512.312         66.806
        51      1990          0.000       2068.824        526.664         99.119
        46      1991          0.000       2931.177       1044.886        109.308
        50      1992          0.000       2509.227        890.096        120.777
        48      1993          0.000       1330.484        288.638         54.921
        51      1994          0.000       1556.796        612.860         63.959
        49      1995          0.000       2236.386        877.736         86.909
        49      1996          0.000       5690.624       2268.996        198.142
        46      1997          0.000       3227.120       1287.749        114.328
        49      1998          0.000       2984.471       1079.439        117.203
        47      1999          0.000       3926.137       1484.532        149.705
        49      2000          0.000       5172.821       1976.289        179.496
        48      2001          0.000       1826.631        685.413         69.365
        50      2002          0.000       3289.506       1186.280        144.257
