ApsimVersion = 6.0
Title = Wheat Lucerne Rotation
           Date       whtYield lucerneBiomass            alw  stocking_rate
     01/08/1986            0.0           47.2        379.892          0.400
     01/09/1986            0.0          128.5        383.563          0.400
     01/10/1986            0.0          187.5        395.070          0.400
     01/11/1986            0.0          229.4        406.961          0.400
     01/12/1986            0.0            0.0          0.000          0.000
     01/01/1987            0.0            0.0          0.000          0.000
     01/02/1987            0.0            0.0          0.000          0.000
     01/03/1987            0.0            0.0          0.000          0.000
     01/04/1987            0.0            0.0          0.000          0.000
     01/05/1987            0.0            0.0          0.000          0.000
     01/06/1987            0.0            0.0          0.000          0.000
     01/07/1987            0.0            0.0          0.000          0.000
     01/08/1987            0.0            0.0          0.000          0.000
     01/09/1987            0.0            0.0          0.000          0.000
     01/10/1987            0.0            0.0          0.000          0.000
     01/11/1987          355.7            0.0          0.000          0.000
     21/11/1987          442.4            0.0          0.000          0.000
     01/12/1987            0.0            0.0          0.000          0.000
     01/01/1988            0.0          115.8          0.000          0.000
     01/02/1988            0.0         2381.0          0.000          0.000
     01/03/1988            0.0         3475.8          0.000          0.000
     01/04/1988            0.0          695.8        211.507          0.400
     01/05/1988            0.0          332.5        223.014          0.400
     01/06/1988            0.0          237.6        234.630          0.400
     01/07/1988            0.0          183.7        237.918          0.400
     01/08/1988            0.0          192.9        241.315          0.400
     01/09/1988            0.0          219.1        244.986          0.400
     01/10/1988            0.0          353.8        256.493          0.400
     01/11/1988            0.0          535.2        268.384          0.400
     01/12/1988            0.0          564.8        280.275          0.400
     01/01/1989            0.0          538.1        304.055          0.400
     01/02/1989            0.0          571.9        327.836          0.400
     01/03/1989            0.0          485.5        348.932          0.400
     01/04/1989            0.0          258.7        360.823          0.400
     01/05/1989            0.0          286.8        372.330          0.400
     01/06/1989            0.0          211.2        383.947          0.400
     01/07/1989            0.0          148.8        387.234          0.400
     01/08/1989            0.0           56.1        390.632          0.400
     01/09/1989            0.0           87.8        394.303          0.400
     01/10/1989            0.0          116.8        405.810          0.400
     01/11/1989            0.0          107.5        417.701          0.400
     01/12/1989            0.0            0.0          0.000          0.000
     01/01/1990            0.0            0.0          0.000          0.000
     01/02/1990            0.0            0.0          0.000          0.000
     01/03/1990            0.0            0.0          0.000          0.000
     01/04/1990            0.0            0.0          0.000          0.000
     01/05/1990            0.0            0.0          0.000          0.000
     01/06/1990            0.0            0.0          0.000          0.000
     01/07/1990            0.0            0.0          0.000          0.000
     01/08/1990            0.0            0.0          0.000          0.000
     01/09/1990            0.0            0.0          0.000          0.000
     01/10/1990         1025.2            0.0          0.000          0.000
     30/10/1990         1588.3            0.0          0.000          0.000
     01/11/1990            0.0            0.0          0.000          0.000
     01/12/1990            0.0            0.0          0.000          0.000
     01/01/1991            0.0            0.0          0.000          0.000
     01/02/1991            0.0           10.3          0.000          0.000
     01/03/1991            0.0           70.1          0.000          0.000
     01/04/1991            0.0         1526.6          0.000          0.000
     01/05/1991            0.0         1214.1        202.301          0.400
     01/06/1991            0.0          184.6        213.918          0.400
     01/07/1991            0.0           71.6        217.205          0.400
     01/08/1991            0.0           56.6        220.603          0.400
     01/09/1991            0.0           62.9        224.274          0.400
     01/10/1991            0.0           59.1        235.781          0.400
     01/11/1991            0.0           50.8        247.671          0.400
     01/12/1991            0.0           57.8        259.562          0.400
     01/01/1992            0.0          492.0        283.342          0.400
     01/02/1992            0.0          567.5        307.123          0.400
     01/03/1992            0.0          464.4        328.986          0.400
     01/04/1992            0.0          471.2        340.877          0.400
     01/05/1992            0.0          306.5        352.384          0.400
     01/06/1992            0.0          210.9        364.001          0.400
     01/07/1992            0.0          100.2        367.289          0.400
     01/08/1992            0.0           85.2        370.686          0.400
     01/09/1992            0.0          117.7        374.357          0.400
     01/10/1992            0.0          320.2        385.864          0.400
     01/11/1992            0.0          464.3        397.755          0.400
     01/12/1992            0.0          593.8        409.646          0.400
     01/01/1993            0.0            0.0          0.000          0.000
     01/02/1993            0.0            0.0          0.000          0.000
     01/03/1993            0.0            0.0          0.000          0.000
     01/04/1993            0.0            0.0          0.000          0.000
     01/05/1993            0.0            0.0          0.000          0.000
     01/06/1993            0.0            0.0          0.000          0.000
     01/07/1993            0.0            0.0          0.000          0.000
     01/08/1993            0.0            0.0          0.000          0.000
     01/09/1993           80.4            0.0          0.000          0.000
     01/10/1993          338.5            0.0          0.000          0.000
     13/10/1993          338.5            0.0          0.000          0.000
     01/11/1993            0.0            0.0          0.000          0.000
     01/12/1993            0.0            0.0          0.000          0.000
     01/01/1994            0.0           41.3          0.000          0.000
     01/02/1994            0.0          943.6          0.000          0.000
     01/03/1994            0.0         2455.6          0.000          0.000
     01/04/1994            0.0          893.8        208.438          0.400
     01/05/1994            0.0          381.7        219.945          0.400
     01/06/1994            0.0          180.5        231.562          0.400
     01/07/1994            0.0           74.2        234.849          0.400
     01/08/1994            0.0           56.5        238.246          0.400
     01/09/1994            0.0           54.4        241.918          0.400
     01/10/1994            0.0           60.3        253.424          0.400
     01/11/1994            0.0           54.4        265.315          0.400
     01/12/1994            0.0           49.6        277.206          0.400
     01/01/1995            0.0           42.8        300.987          0.400
     01/02/1995            0.0           53.0        324.767          0.400
     01/03/1995            0.0          130.9        345.863          0.400
     01/04/1995            0.0          262.9        357.754          0.400
     01/05/1995            0.0           88.9        369.261          0.400
     01/06/1995            0.0           51.8        380.878          0.400
     01/07/1995            0.0           58.4        384.166          0.400
     01/08/1995            0.0           58.2        387.563          0.400
     01/09/1995            0.0           50.1        391.234          0.400
     01/10/1995            0.0           55.4        402.742          0.400
     01/11/1995            0.0           69.2        414.632          0.400
     01/12/1995            0.0            0.0          0.000          0.000
     01/01/1996            0.0            0.0          0.000          0.000
     01/02/1996            0.0            0.0          0.000          0.000
     01/03/1996            0.0            0.0          0.000          0.000
     01/04/1996            0.0            0.0          0.000          0.000
     01/05/1996            0.0            0.0          0.000          0.000
     01/06/1996            0.0            0.0          0.000          0.000
     01/07/1996            0.0            0.0          0.000          0.000
     01/08/1996            0.0            0.0          0.000          0.000
     01/09/1996            0.0            0.0          0.000          0.000
     01/10/1996            0.0            0.0          0.000          0.000
     01/11/1996         2243.9            0.0          0.000          0.000
     22/11/1996         2844.0            0.0          0.000          0.000
     01/12/1996            0.0            0.0          0.000          0.000
     01/01/1997            0.0           47.8          0.000          0.000
     01/02/1997            0.0          791.1          0.000          0.000
     01/03/1997            0.0         2168.8          0.000          0.000
     01/04/1997            0.0          807.3        209.973          0.400
     01/05/1997            0.0          437.4        221.479          0.400
     01/06/1997            0.0          243.9        233.096          0.400
     01/07/1997            0.0          135.7        236.383          0.400
     01/08/1997            0.0           67.0        239.781          0.400
     01/09/1997            0.0           59.9        243.452          0.400
     01/10/1997            0.0           79.0        254.959          0.400
     01/11/1997            0.0          392.1        266.849          0.400
     01/12/1997            0.0          577.5        278.740          0.400
     01/01/1998            0.0          603.5        302.521          0.400
     01/02/1998            0.0          557.2        326.302          0.400
     01/03/1998            0.0          586.3        347.398          0.400
     01/04/1998            0.0          513.3        359.288          0.400
     01/05/1998            0.0          336.1        370.796          0.400
     01/06/1998            0.0          230.6        382.413          0.400
     01/07/1998            0.0          130.3        385.700          0.400
     01/08/1998            0.0          109.2        389.097          0.400
     01/09/1998            0.0          219.0        392.769          0.400
     01/10/1998            0.0          354.4        404.276          0.400
     01/11/1998            0.0          448.3        416.167          0.400
     01/12/1998            0.0            0.0          0.000          0.000
     01/01/1999            0.0            0.0          0.000          0.000
     01/02/1999            0.0            0.0          0.000          0.000
     01/03/1999            0.0            0.0          0.000          0.000
     01/04/1999            0.0            0.0          0.000          0.000
     01/05/1999            0.0            0.0          0.000          0.000
     01/06/1999            0.0            0.0          0.000          0.000
     01/07/1999            0.0            0.0          0.000          0.000
     01/08/1999            0.0            0.0          0.000          0.000
     01/09/1999            0.0            0.0          0.000          0.000
     01/10/1999            0.0            0.0          0.000          0.000
     01/11/1999         2593.9            0.0          0.000          0.000
     13/11/1999         2780.9            0.0          0.000          0.000
     01/12/1999            0.0            0.0          0.000          0.000
     01/01/2000            0.0           13.4          0.000          0.000
     01/02/2000            0.0          196.0          0.000          0.000
     01/03/2000            0.0         2053.2          0.000          0.000
     01/04/2000            0.0          944.2        207.288          0.400
     01/05/2000            0.0          351.7        218.794          0.400
     01/06/2000            0.0          219.5        230.411          0.400
     01/07/2000            0.0           79.0        233.699          0.400
     01/08/2000            0.0           73.1        237.096          0.400
     01/09/2000            0.0          125.1        240.767          0.400
     01/10/2000            0.0          419.0        252.274          0.400
     01/11/2000            0.0          430.1        264.164          0.400
     01/12/2000            0.0          548.1        276.055          0.400
     01/01/2001            0.0          330.5        299.836          0.400
     01/02/2001            0.0          257.4        323.617          0.400
     01/03/2001            0.0          576.2        344.713          0.400
     01/04/2001            0.0          412.2        356.603          0.400
     01/05/2001            0.0          137.8        368.111          0.400
     01/06/2001            0.0           86.0        379.728          0.400
     01/07/2001            0.0           53.2        383.015          0.400
     01/08/2001            0.0           51.2        386.412          0.400
     01/09/2001            0.0           55.8        390.084          0.400
     01/10/2001            0.0           54.2        401.591          0.400
     01/11/2001            0.0          226.5        413.482          0.400
     01/12/2001            0.0            0.0          0.000          0.000
     01/01/2002            0.0            0.0          0.000          0.000
     01/02/2002            0.0            0.0          0.000          0.000
     01/03/2002            0.0            0.0          0.000          0.000
     01/04/2002            0.0            0.0          0.000          0.000
     01/05/2002            0.0            0.0          0.000          0.000
     01/06/2002            0.0            0.0          0.000          0.000
     01/07/2002            0.0            0.0          0.000          0.000
     01/08/2002            0.0            0.0          0.000          0.000
     01/09/2002            0.0            0.0          0.000          0.000
     01/10/2002          481.7            0.0          0.000          0.000
     01/11/2002         2555.5            0.0          0.000          0.000
     01/11/2002            0.0            0.0          0.000          0.000
     01/12/2002            0.0            0.0          0.000          0.000
     01/01/2003            0.0           19.8          0.000          0.000
     01/02/2003            0.0          530.3          0.000          0.000
     01/03/2003            0.0         1971.2          0.000          0.000
     01/04/2003            0.0          863.8        207.671          0.400
     01/05/2003            0.0          393.7        219.178          0.400
     01/06/2003            0.0          231.5        230.794          0.400
     01/07/2003            0.0          136.3        234.082          0.400
     01/08/2003            0.0          105.8        237.479          0.400
     01/09/2003            0.0           84.3        241.151          0.400
     01/10/2003            0.0          373.0        252.657          0.400
     01/11/2003            0.0          482.9        264.548          0.400
     01/12/2003            0.0          610.1        276.439          0.400
     01/01/2004            0.0          610.3        300.220          0.400
     01/02/2004            0.0          609.5        324.000          0.400
     01/03/2004            0.0          551.4        345.863          0.400
     01/04/2004            0.0          508.7        357.754          0.400
     01/05/2004            0.0          355.6        369.261          0.400
     01/06/2004            0.0          232.9        380.878          0.400
     01/07/2004            0.0           82.4        384.166          0.400
     01/08/2004            0.0           40.1        387.563          0.400
     01/09/2004            0.0           59.8        391.234          0.400
     01/10/2004            0.0          319.7        402.742          0.400
     01/11/2004            0.0          526.9        414.632          0.400
     01/12/2004            0.0            0.0          0.000          0.000
     01/01/2005            0.0            0.0          0.000          0.000
