Summary_file = step8.sum
Title = Step 8. swim
           date  transpiration
     29/10/1977          0.003
     30/10/1977          0.003
     31/10/1977          0.003
     01/11/1977          0.003
     02/11/1977          0.003
     03/11/1977          0.003
     04/11/1977          0.003
     05/11/1977          0.006
     06/11/1977          0.007
     07/11/1977          0.005
     08/11/1977          0.006
     09/11/1977          0.017
     10/11/1977          0.018
     11/11/1977          0.019
     12/11/1977          0.015
     13/11/1977          0.018
     14/11/1977          0.011
     15/11/1977          0.013
     16/11/1977          0.023
     17/11/1977          0.029
     18/11/1977          0.016
     19/11/1977          0.032
     20/11/1977          0.038
     21/11/1977          0.020
     22/11/1977          0.022
     23/11/1977          0.040
     24/11/1977          0.045
     25/11/1977          0.059
     26/11/1977          0.057
     27/11/1977          0.050
     28/11/1977          0.047
     29/11/1977          0.051
     30/11/1977          0.070
     01/12/1977          0.067
     02/12/1977          0.028
     03/12/1977          0.030
     04/12/1977          0.067
     05/12/1977          0.057
     06/12/1977          0.059
     07/12/1977          0.063
     08/12/1977          0.054
     09/12/1977          0.065
     10/12/1977          0.060
     11/12/1977          0.060
     12/12/1977          0.046
     13/12/1977          0.055
     14/12/1977          0.065
     15/12/1977          0.045
     16/12/1977          0.061
     17/12/1977          0.060
     18/12/1977          0.056
     19/12/1977          0.027
     20/12/1977          0.052
     21/12/1977          0.051
     22/12/1977          0.045
     23/12/1977          0.045
     24/12/1977          0.049
     25/12/1977          0.049
     26/12/1977          0.057
     27/12/1977          0.054
     28/12/1977          0.049
     29/12/1977          0.047
     30/12/1977          0.052
     31/12/1977          0.042
