Summary_file = roma800High.sum
Title = Roma 800mm wet soil High Population
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        25      1958          0.002       3485.592          0.000        113.637
        27      1959          0.002       7363.516          0.000        189.323
        29      1960          0.002       6357.118       2119.209        154.554
        31      1961          0.002       5699.754       1019.983        144.571
        27      1962          0.002      11532.604       5439.734        265.439
        30      1963          0.002       5645.530          0.000        148.188
        31      1964          0.002       9902.949       3131.833        223.114
        35      1965          0.004       4995.265        421.528        124.171
        29      1966          0.005       9095.019       3199.336        203.798
        30      1967          0.002       5883.812        883.962        141.457
        26      1968          0.002       7900.590         30.504        190.491
        27      1969          0.002       5505.814        519.401        157.811
        28      1970          0.002       6649.004        802.396        155.249
        32      1971          0.002      12938.006       4582.418        315.233
        30      1972          0.002       5915.465          0.000        157.150
        29      1973          0.004      10198.359       3663.799        233.628
        31      1974          0.002       8860.219       2868.493        181.414
        35      1975          0.002       5791.346          0.000        140.533
        32      1976          0.002       7207.871        439.825        161.981
        32      1977          0.002       6265.403          6.580        157.608
        24      1978          0.002       4901.776          0.000        125.370
        37      1979          0.011       6590.834        533.068        153.527
        26      1980          0.002       6834.281        759.167        187.720
        26      1981          0.002       9409.053       3392.982        226.166
        32      1982          0.002       7462.865        560.279        178.218
        27      1983          0.002       6740.322       2673.335        183.632
        33      1984          0.003      13346.013       5749.002        257.271
        31      1985          0.002       8383.783        762.715        219.891
        33      1986          0.002       7723.342       1951.005        170.544
        32      1987          0.002       7971.871       2431.704        178.511
        28      1988          0.002       6125.135       1553.340        142.921
        23      1989          0.002       5851.179        901.895        144.571
        30      1990          0.002       8669.913       2505.529        179.770
        25      1991          0.002       4995.450          0.000        133.360
        23      1992          0.002       5751.247       1010.221        154.877
        31      1993          0.002       4518.432          0.000        109.817
        32      1994          0.002       4880.728        433.873        111.202
        32      1995          0.002       7999.084       2095.936        165.360
        33      1996          0.002      16210.534       8674.442        351.025
        36      1997          0.002       6838.203       2462.548        164.152
        26      1998          0.002       7495.845        713.517        187.412
        32      1999          0.002      10012.755       2378.334        226.865
        38      2000          0.002      14752.612       6398.599        292.921
        33      2001          0.005       7273.501       2028.889        149.203
        34      2002          0.002       8642.793       3114.464        200.976
