Summary_file = fieldS113.sum
Title = south plots field
year,month,day,day_month,period,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),sw(11),sw(12),sw(13),sw(14),sw(15),sw(16),sw(17),sw(18),sw(19),sw(20),sw(21),sw(22),sw(23),sw(24),sw(25),sw(26),sw(27),sw(28),no3(1-15)(1),no3(1-15)(2),no3(1-15)(3),no3(1-15)(4),no3(1-15)(5),no3(1-15)(6),no3(1-15)(7),no3(1-15)(8),no3(1-15)(9),no3(1-15)(10),no3(1-15)(11),no3(1-15)(12),no3(1-15)(13),no3(1-15)(14),no3(1-15)(15),nh4(1-15)(1),nh4(1-15)(2),nh4(1-15)(3),nh4(1-15)(4),nh4(1-15)(5),nh4(1-15)(6),nh4(1-15)(7),nh4(1-15)(8),nh4(1-15)(9),nh4(1-15)(10),nh4(1-15)(11),nh4(1-15)(12),nh4(1-15)(13),nh4(1-15)(14),nh4(1-15)(15),no3_025,no3_2590,nh4_025,nh4_2590,sw_dep_025,sw_dep_2590,sw_dep_90180,no3_030,no3_3080,nh4_030,nh4_3080,sw_dep_030,sw_dep_3080,rain,T,ET,swdep(1),swdep(2),swdep(3),swdep(4),swdep(5),swdep(6),swdep(7),swdep(8),swdep(9),swdep(10),swdep(11),swdep(12),swdep(13),swdep(14),swdep(15),swdep(16),swdep(17),swdep(18),swdep(19),swdep(20),swdep(21),swdep(22),swdep(23),swdep(24),swdep(25),swdep(26),swdep(27),swdep(28),es,runoff,drain,eo,h,drain_25,drain_90,drain_180,cum_rain,cum_ET,cum_E,cum_T,cdrain_25,cdrain_90,cdrain180,cum_drain,no3(),nh4(),nit_tot(),leach_no3,cleach_25,cleach_90,urea(),biom_n(),fom_n(),hum_n(),sum@soiln2_dnit[],sum@soiln2_dlt_n_min[],surfaceom_n,surfaceom_wt,surfaceom_cover,L_dlt_n_fixed,P_dlt_n_fixed,W_biomass_n,W_root_n,L_biomass_n,L_root_n,C_biomass_n,C_root_n,P_biomass_n,P_root_n,cum_nmin010,cum_nmin1020,cum_nmin2030,no3_010,nh4_010,fom_n_010,biom_n_010,hum_n_010,no3_sol_20,no3_sol_30,no3_sol_50,no3_sol_90,cumnetdrain120
1995,7,211,30,6.000000,0.331179,0.331929,0.332670,0.334829,0.319834,0.288603,0.273998,0.290416,0.291433,0.319059,0.325160,0.328386,0.339704,0.349095,0.349182,0.349312,0.348127,0.337812,0.323308,0.310250,0.311178,0.309975,0.302477,0.312851,0.317948,0.318072,0.318188,0.318243,0.015076,0.044917,0.120558,0.366227,0.930463,1.483520,1.665800,2.045138,3.890079,5.702208,4.569519,2.967682,1.645073,0.864982,0.577210,0.030147,0.082623,0.193779,0.422280,0.598470,0.360379,0.223006,0.172146,0.199570,0.088464,0.036027,0.015592,0.004165,0.002781,0.002185,2.960761,15.587984,1.687678,0.701199,77.869659,161.532730,305.789368,3.793661,12.470325,1.799181,0.571683,91.569580,150.268372,36.700005,0.030277,19.272646,1.655894,3.319287,6.653398,13.393173,23.987572,28.860333,27.399847,29.041596,43.714980,63.811872,65.031954,65.677262,67.940717,69.818993,69.836401,69.862455,69.625336,67.562487,64.661518,62.049952,46.676648,92.992389,151.238361,156.425596,158.974227,159.035960,159.093759,79.560706,18.591068,0.000000,23.731121,19.252760,0.000000,13.815479,21.635988,27.556480,338.399994,119.879501,106.383171,13.496344,187.823975,122.362122,85.854691,44.519596,44.671444,2.459924,7707.673828,0.299272,16.868866,7.680685,0.000000,164.918594,33.361111,7462.262695,1.046381,1.450422,5.050512,216.877396,0.042636,0.000000,0.000000,0.000000,?,0.126674,0.026278,0.000000,0.000000,0.000000,0.000000,5.008163,1.034459,0.769857,0.856932,0.928319,4.376946,90.816284,1154.470459,2.734433,3.878937,6.079597,8.898733,104.036629
1995,8,214,2,6.000000,0.305299,0.306107,0.306929,0.309493,0.298027,0.270537,0.270912,0.294082,0.293588,0.319527,0.325531,0.328393,0.339379,0.348578,0.348710,0.348929,0.347830,0.337531,0.323010,0.309904,0.310791,0.309565,0.302109,0.312475,0.317575,0.317689,0.317800,0.317854,0.052359,0.085592,0.156096,0.378067,0.902148,1.387094,1.619353,2.031015,3.845885,5.705014,4.598510,3.005008,1.676401,0.883555,0.582821,0.057636,0.098979,0.194564,0.414932,0.571590,0.341036,0.219512,0.171466,0.199067,0.087501,0.035730,0.015439,0.004079,0.002766,0.002181,2.961356,15.500523,1.678737,0.695411,72.511559,160.144363,305.564850,3.771033,12.391591,1.788493,0.567790,86.057159,150.897385,1.400000,0.012911,3.735080,1.526494,3.061068,6.138571,12.379719,22.352011,27.053693,27.091207,29.408195,44.038176,63.905416,65.106168,65.678517,67.875817,69.715503,69.741942,69.785705,69.565913,67.506107,64.601910,61.980821,46.618716,92.869615,151.054446,156.237468,158.787724,158.844391,158.899819,79.463414,4.291489,0.000000,3.705633,4.496519,0.000000,3.155711,1.786741,2.252718,339.799988,124.187965,110.674660,13.513314,190.277710,124.299919,88.016975,48.225231,44.580154,2.444993,7707.479492,0.046018,16.993931,7.835868,0.000000,165.257996,32.949215,7462.247559,0.180984,0.249695,4.853372,208.424683,0.041013,0.000000,0.000000,0.000000,?,0.138434,0.030750,0.000000,0.000000,0.000000,0.000000,5.111690,1.059995,0.792353,0.972830,0.956641,4.334317,90.896904,1154.464722,3.053921,4.036093,5.977412,8.733070,105.936089
1995,8,229,17,6.000000,0.071472,0.151078,0.197898,0.218947,0.234406,0.245699,0.254338,0.281169,0.290242,0.315000,0.321852,0.324589,0.336654,0.346340,0.346849,0.347240,0.346259,0.336128,0.321881,0.309007,0.309946,0.308761,0.301442,0.311777,0.316842,0.316874,0.316908,0.316927,0.072341,0.262836,0.484315,0.565902,0.874533,1.135445,1.264781,1.562897,2.962560,5.396389,4.601065,3.092587,1.790390,0.962425,0.609562,0.095166,0.135930,0.248391,0.421894,0.493678,0.272333,0.200186,0.161747,0.189378,0.079079,0.033882,0.014734,0.003672,0.002697,0.002163,3.395372,13.487160,1.667392,0.647331,56.734276,153.842056,303.071594,4.027762,10.554236,1.767485,0.530297,69.451187,147.370132,9.300000,0.511072,23.924726,0.357361,1.510780,3.957951,8.757873,17.580417,24.569894,25.433816,28.116906,43.536293,63.000031,64.370301,64.917884,67.330773,69.268050,69.369740,69.448011,69.251868,67.225566,64.376213,61.801457,46.491971,92.628424,150.721045,155.888346,158.421055,158.436751,158.454083,79.231656,22.487886,0.000000,12.961001,33.169018,0.000000,2.522511,7.220739,9.387921,349.100037,147.361038,133.162582,14.198500,192.527405,130.928085,97.138374,61.186241,42.845612,2.384425,7704.161133,0.158728,17.098104,8.364397,0.000000,166.612656,30.232277,7462.086426,0.774676,1.832815,4.586825,197.614471,0.038932,0.000000,0.000000,0.000000,?,0.314042,0.120029,0.000000,0.000000,0.000000,0.000000,5.939391,1.261353,0.954812,1.676905,1.065940,3.995623,90.755493,1154.365234,6.461632,4.974470,4.972833,6.804805,113.692757
1995,9,244,1,6.000000,0.212991,0.220696,0.226952,0.235500,0.231054,0.234391,0.243550,0.273338,0.285354,0.308421,0.316690,0.320585,0.332981,0.342985,0.343738,0.344137,0.343204,0.333119,0.319432,0.307019,0.308128,0.307094,0.300343,0.310873,0.316093,0.316211,0.316317,0.316366,0.072489,0.117758,0.205638,0.403395,0.349006,0.143646,0.110877,0.099997,0.113667,0.103551,4.477720,3.070473,1.792226,0.977027,0.613966,0.060328,0.111769,0.223312,0.469921,0.599156,0.202775,0.172874,0.142220,0.166641,0.071306,0.033013,0.014409,0.003318,0.002682,0.002187,1.291932,2.666952,1.667261,0.569548,57.999161,149.600174,299.726746,1.347371,0.372653,1.753698,0.466604,70.176682,143.998764,11.800000,5.176998,13.407304,1.064953,2.206961,4.539033,9.420000,17.329066,23.439149,24.355034,27.333792,42.803162,61.684294,63.338070,64.116930,66.596132,68.597005,68.747660,68.827477,68.640801,66.623841,63.886405,61.403788,46.219247,92.128254,150.171561,155.436428,158.046551,158.105488,158.158253,79.091489,9.073586,0.000000,9.708123,44.517204,0.000000,-0.158666,0.884019,4.303136,360.900085,161.596603,142.236145,19.360458,192.379929,131.654495,101.209641,70.894371,29.437561,2.306223,7686.863281,0.116152,17.094244,8.411052,0.000000,168.547760,24.910643,7461.660645,0.600354,4.216084,4.339264,187.479370,0.036977,0.000000,0.000000,0.000000,?,1.516018,0.599438,0.000000,0.000000,0.000000,0.000000,7.835810,1.777994,1.348420,0.915615,1.065049,3.269929,90.098366,1154.095703,4.282325,2.013991,0.455254,0.265558,115.736267
1995,9,249,6,6.000000,0.250803,0.250656,0.250773,0.252466,0.251252,0.236392,0.241899,0.272194,0.284183,0.307017,0.315507,0.319639,0.332120,0.342066,0.342894,0.343302,0.342358,0.332379,0.318778,0.306451,0.307614,0.306596,0.299992,0.310558,0.315809,0.315936,0.316052,0.316107,0.037551,0.059784,0.098005,0.173861,0.195030,0.091266,0.070270,0.060821,0.064336,0.052820,2.251154,3.062228,1.790623,0.979190,0.614718,0.064414,0.116542,0.235672,0.486876,0.578774,0.203465,0.172082,0.141614,0.165843,0.071782,0.033896,0.014695,0.003356,0.002731,0.002230,0.655497,1.373824,1.685743,0.568269,61.357822,149.226868,298.894409,0.690632,0.213112,1.771784,0.465280,73.452797,143.345322,8.900000,1.107091,6.669465,1.254013,2.506565,5.015465,10.098624,18.843931,23.639223,24.189946,27.219436,42.627523,61.403394,63.101471,63.927722,66.424010,68.413159,68.578780,68.660349,68.471613,66.475824,63.755644,61.290127,46.142026,91.978760,149.996003,155.279106,157.904632,157.968045,158.025992,79.026724,5.235180,0.000000,2.591994,12.020933,0.000000,-0.025238,-0.003574,0.862541,369.800079,167.997345,147.471313,20.526028,192.357269,131.650513,102.036888,73.486366,26.269207,2.324834,7683.130859,0.030558,17.094803,8.402830,0.000000,168.903473,24.071980,7461.562500,0.145760,0.934289,4.049633,175.074097,0.034580,0.000000,0.000000,0.000000,?,1.797672,0.701809,0.000000,0.000000,0.000000,0.000000,8.305042,1.878407,1.424403,0.434211,1.096429,3.157258,90.020775,1154.038452,1.721630,1.034977,0.290494,0.150926,116.038643
1995,9,264,21,6.000000,0.244024,0.244405,0.245100,0.248281,0.248592,0.234946,0.236558,0.267275,0.279727,0.302351,0.311623,0.316967,0.329815,0.339987,0.340861,0.341213,0.340326,0.330496,0.317189,0.305090,0.306372,0.305487,0.299066,0.309741,0.315077,0.315223,0.315354,0.315417,0.069213,0.107129,0.174874,0.295051,0.238293,0.139410,0.114190,0.093934,0.098185,0.052376,0.048926,2.967358,1.783348,0.984908,0.617335,0.078689,0.136126,0.253188,0.497550,0.638214,0.185606,0.158540,0.130556,0.153145,0.064940,0.034740,0.015239,0.003407,0.002820,0.002316,1.023970,0.383148,1.789373,0.524551,60.636398,146.999283,296.688354,1.081065,0.301590,1.868643,0.427911,72.464317,140.984711,13.900001,4.701486,18.440477,1.220121,2.444050,4.902008,9.931251,18.644374,23.494595,23.655830,26.727514,41.958999,60.470289,62.324684,63.393317,65.963045,67.997494,68.172157,68.242697,68.065257,66.099178,63.437886,61.018061,45.955854,91.646155,149.533043,154.870279,157.538647,157.611254,157.677191,78.854192,13.532648,0.000000,6.179729,43.630142,0.000000,-0.031584,-0.303834,1.812884,383.700073,186.086334,161.003937,25.082354,192.328476,131.325500,103.791496,79.666084,24.145515,2.387190,7679.794434,0.071959,17.095961,8.372577,0.000000,170.668610,21.363794,7461.230957,0.359685,3.388848,3.967559,180.925980,0.035682,0.000000,0.000000,0.000000,?,1.956070,0.840759,0.000000,0.000000,0.000000,0.000000,10.030714,2.253097,1.699098,0.725698,1.178291,2.782008,90.285843,1153.858398,2.970936,1.278096,0.482715,0.234001,116.509941
1995,10,279,6,6.000000,0.299010,0.299719,0.300439,0.302676,0.292008,0.266920,0.266438,0.289200,0.290035,0.309997,0.317181,0.319751,0.329932,0.338980,0.339433,0.339679,0.338852,0.329061,0.315999,0.304097,0.305502,0.304734,0.298328,0.309075,0.314478,0.314636,0.314780,0.314849,0.044727,0.069725,0.110925,0.177661,0.178141,0.106811,0.081470,0.071126,0.078374,0.043548,0.029489,0.046457,1.747245,0.992967,0.621170,0.068147,0.117212,0.212632,0.422993,0.588337,0.193280,0.139695,0.118167,0.144314,0.057144,0.030521,0.014957,0.003443,0.002886,0.002386,0.687990,0.289263,1.602601,0.474580,71.200638,157.479004,297.337250,0.728725,0.233783,1.672449,0.389473,84.522530,147.746490,43.500004,6.093538,21.946312,1.495048,2.997186,6.008773,12.107026,21.900598,26.692004,26.643794,28.919957,43.505196,61.999445,63.436123,63.950204,65.986419,67.795947,67.886619,67.935874,67.770427,65.812151,63.199707,60.819481,45.825333,91.420115,149.163939,154.537355,157.239011,157.318034,157.390138,78.712126,15.757679,0.000000,4.568152,48.035686,0.000000,15.110143,1.944870,1.188126,427.200104,208.399445,176.761612,31.637789,207.559738,133.472885,104.953644,84.234238,20.511837,2.149333,7674.665039,0.052255,17.205648,8.361910,0.000000,172.075684,19.068531,7460.860352,0.311622,3.598417,2.786119,129.685745,0.025719,5.375379,0.000000,0.000000,?,6.504083,2.262037,0.000000,0.000000,0.000000,0.000000,11.936537,2.626832,1.973417,0.462418,1.017096,2.482998,90.394882,1153.657349,1.467424,0.813406,0.305775,0.180149,117.208481
1995,10,283,10,6.000000,0.262679,0.263027,0.263440,0.265020,0.260985,0.250750,0.253749,0.277053,0.282331,0.304284,0.313449,0.318501,0.330076,0.339161,0.339321,0.339404,0.338536,0.328744,0.315734,0.303872,0.305291,0.304539,0.298170,0.308928,0.314342,0.314500,0.314645,0.314714,0.066254,0.097299,0.144978,0.202550,0.180755,0.104025,0.082912,0.073543,0.083201,0.043748,0.029232,0.033718,1.728311,0.996910,0.622908,0.087882,0.140112,0.235081,0.424449,0.578009,0.179119,0.138919,0.116941,0.141313,0.054446,0.029243,0.014634,0.003422,0.002888,0.002397,0.795861,0.298020,1.644652,0.466240,64.462143,151.849731,296.756805,0.837317,0.241948,1.714112,0.382160,77.149597,143.599197,0.500000,6.120759,10.675323,1.313397,2.630271,5.268805,10.600785,19.573876,25.075010,25.374898,27.705345,42.349587,60.856817,62.689784,63.700291,66.015132,67.832284,67.864218,67.880799,67.707248,65.748708,63.146729,60.774360,45.793677,91.361675,149.085109,154.464000,157.170987,157.249938,157.322586,78.678536,4.909554,0.000000,1.029930,17.673458,0.000000,0.226143,0.404435,0.270739,427.700104,221.102676,181.671158,39.431469,207.666107,133.672134,105.224236,85.264168,20.543890,2.182331,7674.078613,0.011657,17.206429,8.362035,0.000000,172.164352,18.465855,7460.722168,0.072183,1.118758,2.587021,120.817314,0.023984,2.257315,0.000000,0.000000,?,8.619391,2.473781,0.000000,0.000000,0.000000,0.000000,12.563970,2.744302,2.054606,0.571333,1.080194,2.393632,90.192719,1153.575562,1.910709,0.923450,0.326750,0.196462,117.521759
1995,10,298,25,6.000000,0.302723,0.303489,0.304267,0.306689,0.295540,0.268936,0.268189,0.291022,0.265748,0.280615,0.296769,0.310613,0.326511,0.337580,0.338518,0.338646,0.337687,0.327825,0.314921,0.303138,0.304556,0.303831,0.297666,0.308462,0.313909,0.314062,0.314205,0.314274,0.036453,0.057007,0.094128,0.178730,0.217883,0.133488,0.091501,0.081675,0.109717,0.054600,0.033893,0.031121,0.869454,1.000946,0.628870,0.055892,0.096941,0.181792,0.404103,0.702502,0.213728,0.130434,0.109530,0.127973,0.044084,0.023792,0.013070,0.003380,0.002853,0.002213,0.717689,0.354439,1.654958,0.423917,71.960457,152.353775,292.321320,0.763439,0.291743,1.720175,0.346804,85.369919,138.496750,41.900002,29.833271,44.168007,1.513614,3.034886,6.085336,12.267545,22.165523,26.893553,26.818917,29.102209,39.862158,56.122919,59.353862,62.122566,65.302263,67.515961,67.703603,67.729127,67.537314,65.564924,62.984163,60.627587,45.683418,91.149321,148.833020,154.230879,156.954726,157.031247,157.102711,78.568465,14.126026,0.000000,3.357874,60.320511,0.000000,11.439425,-1.014467,0.981225,469.600098,265.017578,195.797195,69.220306,219.297653,132.629913,106.194656,88.622047,19.476751,2.146391,7669.907715,0.037657,17.316378,8.361597,0.000000,172.344849,15.872183,7460.067383,0.269987,5.222176,1.375658,64.906296,0.012980,5.245111,0.000000,0.000000,?,13.713757,3.130636,0.000000,0.000000,0.000000,0.000000,15.459724,3.291327,2.445772,0.438946,0.972895,2.037742,89.224152,1153.190918,1.456936,0.982981,0.341182,0.275241,117.302658
1995,10,299,26,6.000000,0.297322,0.298007,0.298702,0.300863,0.290426,0.266142,0.266247,0.288774,0.268385,0.281245,0.296814,0.310524,0.326288,0.337427,0.338422,0.338580,0.337634,0.327774,0.314875,0.303095,0.304511,0.303786,0.297637,0.308434,0.313884,0.314037,0.314179,0.314248,0.043037,0.066835,0.107799,0.190649,0.198535,0.119131,0.082878,0.073164,0.101389,0.052148,0.032355,0.028566,0.464158,0.999785,0.629131,0.069400,0.119900,0.218450,0.458643,0.730435,0.202660,0.128965,0.108448,0.127933,0.043776,0.023462,0.012937,0.003389,0.002859,0.002207,0.725986,0.325756,1.799488,0.420853,70.871429,152.055527,292.213562,0.767425,0.268140,1.863971,0.344640,84.183784,138.696548,0.000000,2.168795,3.087802,1.486612,2.980069,5.974047,12.034529,21.781944,26.614230,26.624706,28.877372,40.257814,56.249013,59.362821,62.104795,65.257530,67.485453,67.684361,67.716023,67.526847,65.554760,62.975085,60.619002,45.676601,91.135811,148.818394,154.217175,156.942049,157.018402,157.089731,78.561947,0.927141,0.000000,0.200539,4.459353,0.000000,0.193256,-0.050906,0.056990,469.600098,266.051727,196.724335,69.327316,219.402710,132.582291,106.250122,88.822586,19.034893,2.287623,7670.814453,0.002231,17.317036,8.361584,0.000000,172.448166,17.008059,7460.035156,0.015420,0.294913,6.128798,163.660385,0.032281,2.056058,0.000000,0.000000,?,5.598142,2.999815,0.000000,0.000000,0.000000,0.000000,15.626329,3.322110,2.467018,0.474498,1.109871,2.155616,89.256577,1153.174072,1.584181,0.911465,0.311282,0.251849,117.263626
1995,10,300,27,7.000000,0.269956,0.270383,0.270917,0.273059,0.269329,0.260846,0.264464,0.286961,0.270337,0.281965,0.296879,0.310454,0.326082,0.337277,0.338323,0.338512,0.337581,0.327723,0.314831,0.303053,0.304466,0.303741,0.297608,0.308407,0.313859,0.314011,0.314154,0.314222,0.065170,0.092586,0.137148,0.207997,0.189135,0.114528,0.081425,0.071152,0.097983,0.050994,0.031580,0.026754,0.262194,0.998089,0.629394,0.091426,0.140535,0.239002,0.469066,0.734284,0.189197,0.124903,0.104814,0.123747,0.039823,0.021127,0.011997,0.003313,0.002864,0.002200,0.806564,0.317344,1.863510,0.403850,66.678604,151.465530,292.114960,0.847277,0.260842,1.925961,0.330835,79.901794,138.862762,0.000000,0.107012,1.034153,1.349780,2.703835,5.418346,10.922379,20.199657,26.084606,26.446389,28.696122,40.550541,56.392906,59.375760,62.090763,65.216320,67.455313,67.664682,67.702440,67.516215,65.544679,62.966147,60.610539,45.669858,91.122433,148.804009,154.203644,156.929549,157.005740,157.076935,78.555521,4.144297,0.000000,0.198060,4.213474,0.000000,0.105052,-0.047617,0.055465,0.000000,4.153937,4.144297,0.009640,0.044500,-0.044636,0.053939,0.198060,18.889629,2.332507,7670.551758,0.002202,0.000338,-0.000009,0.000000,172.494431,16.841900,7459.992188,0.014702,0.325366,5.930614,158.445709,0.031270,0.455133,0.000000,0.000000,?,6.103697,2.993872,0.000000,0.000000,0.000000,0.000000,15.827217,3.356640,2.487875,0.565946,1.184790,2.129683,89.200569,1153.147217,1.904319,0.936328,0.307886,0.241632,-0.037055
1995,11,315,11,7.000000,0.298798,0.299505,0.300224,0.302469,0.291900,0.267503,0.269452,0.292066,0.292315,0.316772,0.323057,0.326364,0.334970,0.338810,0.337170,0.337376,0.336690,0.326962,0.314198,0.302465,0.303844,0.303126,0.297222,0.308038,0.313519,0.313668,0.313808,0.313874,0.065329,0.096693,0.155895,0.296776,0.437736,0.418926,0.269310,0.183581,0.169241,0.095426,0.048788,0.034110,0.094692,0.975495,0.634029,0.084426,0.138924,0.258290,0.548799,0.836448,0.251435,0.125565,0.090955,0.103706,0.024735,0.007991,0.005602,0.002623,0.002905,0.002176,1.471355,0.741952,2.118322,0.348956,71.235046,159.054962,299.768463,1.606010,0.582903,2.181104,0.282178,84.707634,149.880783,64.500000,7.766155,37.003670,1.493990,2.995048,6.004486,12.098753,21.892485,26.750287,26.945168,29.206600,43.847185,63.354416,64.611460,65.272804,66.993956,67.762000,67.433972,67.475298,67.338040,65.392482,62.839547,60.492963,45.576541,90.937702,148.611230,154.018977,156.759650,156.834240,156.903817,78.468583,27.617374,0.000000,2.712065,61.667297,0.000000,29.388111,8.887535,0.668140,64.500000,41.905258,31.761669,10.143589,29.638807,9.284645,0.707370,2.910126,19.645790,2.519430,7668.948242,0.029939,1.089101,0.022344,0.000000,172.760056,14.666836,7459.356445,0.285222,4.541699,3.790485,101.856369,0.020231,1.716155,0.000000,0.000000,?,8.031823,3.124308,0.000000,0.000000,0.000000,0.000000,18.438120,3.867045,2.820242,0.760605,1.309255,1.829689,88.290451,1152.769043,2.452949,1.999480,0.999473,0.385979,2.470013
1995,11,326,22,7.000000,0.308337,0.309174,0.310027,0.312703,0.300754,0.271843,0.266442,0.269111,0.266209,0.288376,0.301503,0.312679,0.328499,0.339547,0.339378,0.338130,0.336497,0.326513,0.313773,0.302066,0.303429,0.302721,0.296972,0.307804,0.313304,0.313452,0.313589,0.313655,0.049182,0.085994,0.153121,0.283781,0.253458,0.136400,0.091859,0.081283,0.092849,0.034658,0.018362,0.014085,0.018321,0.944488,0.644104,0.062370,0.120377,0.238698,0.507888,0.918957,0.185554,0.111351,0.090197,0.101712,0.022432,0.006919,0.004529,0.001844,0.002706,0.002103,0.961936,0.309830,2.033844,0.329152,73.082954,150.821198,294.170807,1.007865,0.254719,2.089520,0.270016,86.405052,137.839752,35.000000,33.902832,52.226776,1.541685,3.091736,6.200531,12.508135,22.556543,27.184322,26.644198,26.911080,39.931330,57.675238,60.300540,62.535871,65.699707,67.909341,67.875622,67.626062,67.299438,65.302690,62.754528,60.413262,45.514419,90.816203,148.486099,153.901966,156.651994,156.725785,156.794590,78.413786,16.905724,0.000000,1.737249,46.959885,0.000000,6.455359,-0.132319,0.744377,99.500008,94.212807,48.667393,45.545422,36.413494,8.698366,1.496370,4.647376,18.470137,2.412782,7665.801270,0.018966,1.141362,0.022320,0.000000,172.670227,13.403022,7458.846191,0.164436,3.664979,1.849535,49.943024,0.009989,6.854880,0.000000,0.000000,?,14.193734,4.305461,0.000000,0.000000,0.000000,0.000000,20.560816,4.256429,3.085928,0.656564,1.235652,1.659169,87.559013,1152.468384,2.268771,1.123657,0.344762,0.232521,2.553940
1995,12,341,7,7.000000,0.217841,0.221798,0.226283,0.233957,0.234208,0.208507,0.198377,0.210770,0.215139,0.228295,0.255983,0.277050,0.304033,0.333353,0.336960,0.337575,0.336522,0.326389,0.313487,0.301693,0.302980,0.302261,0.296656,0.307524,0.313045,0.313191,0.313327,0.313392,0.067344,0.113287,0.215545,0.546469,0.706913,0.352769,0.261636,0.222129,0.235188,0.063471,0.023525,0.015598,0.021965,0.440808,0.642832,0.053984,0.098399,0.191698,0.414076,1.149362,0.204173,0.117964,0.069585,0.064541,0.007724,0.001592,0.001594,0.000000,0.002762,0.002075,2.002327,0.794186,2.111692,0.260610,55.607487,119.634544,275.877625,2.133145,0.651606,2.170674,0.200832,65.526329,108.925697,39.900002,90.474228,106.813599,1.089205,2.217981,4.525665,9.358289,17.565617,20.850731,19.837687,21.076989,32.270825,45.659037,51.196635,55.410092,60.806559,66.670654,67.391997,67.515084,67.304391,65.277819,62.697433,60.338639,45.447053,90.678435,148.327883,153.761974,156.522595,156.595400,156.663365,78.347981,16.532850,0.000000,2.109338,74.506134,0.000000,0.781674,-0.254509,0.934053,139.400009,205.864288,65.200249,140.664047,36.625309,8.500358,2.382938,6.756713,19.373487,2.414790,7662.150391,0.022794,1.144465,0.022553,0.000000,170.482193,12.147669,7457.731934,0.183128,6.897781,0.711715,21.865427,0.004396,4.967200,0.000000,0.000000,?,17.025787,6.893715,0.000000,0.000000,0.000000,0.000000,24.777962,5.024495,3.579630,1.178283,1.141278,1.396669,85.012665,1151.773926,5.839407,4.024415,1.318882,0.728796,-3.175076
1995,12,356,22,7.000000,0.057212,0.062704,0.084393,0.131618,0.151652,0.183763,0.181781,0.192924,0.199438,0.217652,0.246022,0.265970,0.280155,0.308606,0.332547,0.335365,0.335421,0.325843,0.313157,0.301401,0.302657,0.301935,0.296390,0.307295,0.312825,0.312964,0.313097,0.313161,0.100791,0.159862,0.320782,0.998192,1.310851,0.573389,0.425997,0.319226,0.314035,0.069376,0.017501,0.013080,0.016896,0.100165,0.628638,0.058811,0.091673,0.120433,0.127834,0.647732,0.124347,0.075900,0.036982,0.027410,0.000000,0.000000,0.000000,0.000000,0.001652,0.002199,3.463867,1.137385,1.170830,0.140292,37.615868,110.364670,262.057831,3.676866,0.915635,1.208780,0.102342,46.704926,101.827477,2.000000,44.458332,51.070606,0.286061,0.627042,1.687850,5.264700,11.373918,18.376298,18.178114,19.292378,29.915692,43.530349,49.204377,53.193937,56.031037,61.721185,66.509487,67.072917,67.084288,65.168697,62.631499,60.280159,45.398536,90.580490,148.195216,153.647628,156.412412,156.482167,156.548505,78.290266,5.463752,0.000000,1.873558,81.868256,0.000000,0.000338,-0.001490,0.228325,141.400009,248.411652,70.663994,177.747635,36.625492,8.499177,2.571223,8.630269,20.698889,1.350594,7662.737305,0.020022,1.148939,0.022985,0.000000,170.522507,12.875643,7457.290039,0.157431,2.652392,3.981155,191.743256,0.037647,1.607224,0.000000,0.000000,?,16.915094,8.205994,0.000000,0.000000,0.000000,0.000000,25.886555,5.474917,3.941640,2.016577,0.614662,1.475326,84.807190,1151.591431,18.960089,11.525057,2.343462,1.049734,-13.594379
1996,1,6,6,7.000000,0.067795,0.134205,0.161304,0.160814,0.174162,0.197814,0.171494,0.183915,0.193258,0.215894,0.244058,0.264171,0.277344,0.299580,0.328730,0.333074,0.333953,0.324896,0.312565,0.300965,0.302271,0.301583,0.296157,0.307101,0.312636,0.312770,0.312897,0.312959,0.060059,0.209381,0.341022,0.618883,1.033181,0.740671,0.546350,0.393436,0.358335,0.066084,0.005597,0.005722,0.010593,0.097492,0.618766,0.061979,0.090079,0.167967,0.365488,0.842841,0.169348,0.057489,0.017936,0.013334,0.000000,0.000000,0.000000,0.000000,0.000000,0.002165,3.003197,1.367004,1.697702,0.088759,44.183220,108.716827,258.370758,3.276372,1.091030,1.726447,0.060015,52.757935,99.133614,33.900002,25.182161,31.245646,0.338975,1.342052,3.226078,6.432547,13.062183,19.781386,17.149429,18.391517,28.988652,43.178735,48.811683,52.834168,55.468867,59.915940,65.745938,66.614865,66.790507,64.979292,62.513012,60.192947,45.340722,90.474813,148.078393,153.550294,156.318001,156.384795,156.448419,78.239650,6.412109,0.000000,1.688371,92.288422,0.000000,0.000995,-0.000480,-0.166513,175.300018,283.015015,77.076096,205.938873,36.626614,8.498710,2.392556,10.318639,20.339163,1.824357,7666.330566,0.017856,1.160303,0.023443,0.000000,173.640259,13.670455,7456.856445,0.152917,3.755660,8.344455,413.262909,0.079348,1.258491,0.000000,0.000000,?,16.685658,8.879591,0.000000,0.000000,0.000000,0.000000,28.101921,6.028948,4.281047,1.573739,0.966460,1.433330,87.029343,1151.426514,9.621123,7.909709,3.185821,1.236120,-16.904434
