Summary_file = Roma400High.sum
Title = Roma 400mm wet soil High Population
       day      year            lai        biomass          yield         sum_ep
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)
        30      1958          0.002       1744.289          0.000         54.068
        28      1959          0.002       4842.109          0.000        126.435
        29      1960          0.002       4585.173       1383.519        110.500
        31      1961          0.002       3333.530        195.895         85.187
        27      1962          0.002      11050.903       4896.329        253.222
        30      1963          0.002       4078.674        263.539        108.849
        31      1964          0.002       7819.542       2285.999        172.257
        37      1965          0.005       2848.280          0.000         67.590
        34      1966          0.006       5713.996       2390.068        135.408
        30      1967          0.002       3875.460        181.990         92.345
        26      1968          0.002       6837.118        571.393        164.298
        32      1969          0.002       2773.229        421.185         76.916
        28      1970          0.002       5600.294        677.419        129.003
        32      1971          0.002       9443.987       2553.958        234.638
        35      1972          0.002       3071.188          0.000         79.109
        29      1973          0.003       8446.666       2797.649        188.089
        31      1974          0.002       8068.548       2490.191        163.652
        36      1975          0.002       3651.292          0.000         83.141
        34      1976          0.002       4599.736          0.000         99.492
        32      1977          0.002       4249.875          0.000        101.618
        24      1978          0.002       2465.255          0.000         63.837
        37      1979          0.011       4530.929        244.912        102.892
        26      1980          0.002       5189.632        284.018        137.264
        26      1981          0.002       7401.350       2536.906        178.022
        32      1982          0.002       6115.989        444.287        141.240
        27      1983          0.002       5890.384       2354.264        159.879
        33      1984          0.003      10187.916       4361.440        196.557
        31      1985          0.002       6470.396        422.432        170.480
        33      1986          0.002       7329.293       1756.963        159.928
        32      1987          0.002       5903.879       1589.272        123.847
        28      1988          0.002       4660.623        991.075        103.332
        23      1989          0.002       3491.791        432.160         86.067
        30      1990          0.002       8669.483       2505.545        179.763
        30      1991          0.002       2528.123          0.000         65.760
        24      1992          0.002       3424.546        301.292         93.055
        39      1993          0.002       2299.055          0.000         52.239
        35      1994          0.002       2623.627          0.000         57.324
        32      1995          0.002       5513.984       1140.298        112.096
        33      1996          0.002      15402.451       8299.737        334.855
        40      1997          0.006       4597.639       1443.771        109.108
        26      1998          0.002       6671.364        765.373        165.262
        32      1999          0.002       7509.495        730.112        170.137
        38      2000          0.002      12680.512       3648.733        250.743
        33      2001          0.005       7272.632       2026.637        149.126
        34      2002          0.002       6439.906       2007.390        146.692
